MD	GR	PHIE	PHI_ALT	DTCO	RHOB	DTS	WELL
5133.405	63.085956573	0.1833105236	-0.024272561	80.11592865	2.3031797409	155.68490601	Well_11
5133.605	55.850131989	0.1782940179	-0.011206473	81.080093384	2.317584753	157.10270691	Well_11
5133.805	65.465744019	0.1789339781	-0.002493029	80.946739197	2.3357918262	155.7071991	Well_11
5134.005	69.890289307	0.1798480153	0.0011354714	80.809066772	2.3442838192	153.40170288	Well_11
5134.205	65.894752502	0.1784815788	0.0062907035	81.026123047	2.3517773151	154.72279358	Well_11
5134.405	55.452362061	0.1795834452	0.0091352928	80.817199707	2.3595535755	151.78500366	Well_11
5134.605	31.429790497	0.182967782	0.0077853734	80.841842651	2.3566887379	148.7263031	Well_11
5134.805	27.81338501	0.1829552948	0.0106617501	81.506416321	2.3548483849	148.60850525	Well_11
5135.005	36.0	0.1794785112	0.0304971635	83.350318909	2.3725037575	158.89529419	Well_11
5135.205	36.956825256	0.1786662489	0.0363659821	83.114624023	2.3863830566	162.30799866	Well_11
5135.405	34.236614227	0.1800984144	0.0195188858	81.782722473	2.3687930107	156.46150208	Well_11
5135.605	35.638584137	0.1829285473	-0.007152264	80.81073761	2.3283529282	147.39320374	Well_11
5135.805	33.725589752	0.1913462281	-0.034288138	78.458580017	2.3023118973	143.51690674	Well_11
5136.005	40.091602325	0.2028199285	-0.053238627	75.886650085	2.2944214344	140.07519531	Well_11
5136.205	36.335041046	0.21072945	-0.054850392	74.222694397	2.3097617626	143.17999268	Well_11
5136.405	36.733203888	0.2130344063	-0.03380404	75.069541931	2.3407886028	143.61230469	Well_11
5136.605	36.998950958	0.2054387778	-0.00606396	77.538917542	2.3666911125	144.19329834	Well_11
5136.805	37.735431671	0.1916694641	0.0048378818	78.167297363	2.3806610107	151.75039673	Well_11
5137.005	32.902755737	0.177392289	0.0024117008	78.000976563	2.3778452873	152.99159241	Well_11
5137.205	24.347244263	0.1705296338	-0.002891672	77.465751648	2.3735926151	152.08779907	Well_11
5137.405	27.179920197	0.1772225052	-0.006611115	77.460906982	2.3665049076	150.36509705	Well_11
5137.605	26.308660507	0.1881632805	-0.016357759	77.446205139	2.3479542732	151.91969299	Well_11
5137.805	28.758136749	0.1935354471	-0.026580559	76.918190002	2.334176302	153.9571991	Well_11
5138.005	28.644489288	0.1931445003	-0.038012765	76.295272827	2.3191277981	155.02760315	Well_11
5138.205	29.593700409	0.1978552043	-0.052859101	74.711029053	2.3081748486	153.3999939	Well_11
5138.405	32.82427597	0.2060380727	-0.051287733	74.04989624	2.3185167313	150.48519897	Well_11
5138.605	28.711811066	0.2139701396	-0.05483634	72.526679993	2.328578949	143.08320618	Well_11
5138.805	25.677822113	0.213981241	-0.062531002	71.715240479	2.3227953911	138.80909729	Well_11
5139.005	27.121391296	0.2056946456	-0.069850624	71.170013428	2.3147821426	139.55209351	Well_11
5139.205	28.664960861	0.198533684	-0.066569969	72.222473145	2.3094208241	143.7875061	Well_11
5139.405	30.88845253	0.1954228133	-0.087303542	69.543930054	2.2992880344	138.94360352	Well_11
5139.605	30.848819733	0.2020304203	-0.076399736	70.823669434	2.3060450554	138.98719788	Well_11
5139.805	20.935432434	0.2159903049	-0.052263156	72.051757813	2.3387813568	137.76049805	Well_11
5140.005	18.575721741	0.220293045	-0.020201795	76.107078552	2.3554098606	142.34489441	Well_11
5140.205	21.620998383	0.2134839296	-0.016283982	78.806488037	2.3330252171	146.54730225	Well_11
5140.405	30.544881821	0.2056408972	-0.025272921	79.827133179	2.3044586182	154.13490295	Well_11
5140.605	30.526378632	0.2055811286	-0.023407284	81.661567688	2.2877168655	160.89430237	Well_11
5140.805	28.069028854	0.2054764926	-0.052359544	75.980636597	2.2950680256	163.53829956	Well_11
5141.005	35.261810303	0.2033346146	-0.073286824	70.745376587	2.3128893375	159.58369446	Well_11
5141.205	30.259187698	0.2055056542	-0.082985885	67.134437561	2.3342728615	153.74650574	Well_11
5141.405	14.025327682	0.2058390081	-0.066833004	68.583129883	2.3492362499	143.79550171	Well_11
5141.605	20.838975906	0.209714368	-0.046754729	72.728668213	2.3418579102	141.60380554	Well_11
5141.805	31.466930389	0.218419835	-0.035458025	75.32119751	2.3348248005	140.37120056	Well_11
5142.005	15.71889782	0.2195724249	-0.014798643	77.560714722	2.3496789932	142.960495	Well_11
5142.205	31.743700027	0.202508837	-0.013907888	77.789764404	2.3488516808	148.0177002	Well_11
5142.405	41.507217407	0.1879230887	-0.029344892	78.559249878	2.310687542	142.98680115	Well_11
5142.605	35.482151031	0.1927579343	-0.038854524	80.131721497	2.2750074863	138.5809021	Well_11
5142.805	32.861419678	0.2051321715	-0.051306121	76.84412384	2.2875239849	137.08439636	Well_11
5143.005	33.826900482	0.2124041319	-0.042546913	77.110092163	2.3013949394	139.03259277	Well_11
5143.205	50.436351776	0.2150465697	-0.045396067	75.776809692	2.310696125	152.52830505	Well_11
5143.405	48.418506622	0.2226203531	-0.051026188	72.716888428	2.3337872028	154.93870544	Well_11
5143.605	53.771389008	0.2227698117	-0.016912661	76.106323242	2.3617334366	151.9855957	Well_11
5143.805	52.715618134	0.2146880031	0.0353910625	81.342262268	2.4041473866	144.36659241	Well_11
5144.005	52.645275116	0.1981448084	0.0409740992	79.16607666	2.4389767647	147.02490234	Well_11
5144.205	55.963779449	0.1750598848	0.0274060071	79.237297058	2.4121370316	150.25210571	Well_11
5144.405	27.08556366	0.1659263074	-0.000689207	78.923713684	2.3616683483	153.48660278	Well_11
5144.605	42.308662415	0.179420948	-0.005109614	80.22403717	2.3387749195	152.37969971	Well_11
5144.805	56.405513763	0.2041721493	-0.041694101	73.677276611	2.3410646915	150.29530334	Well_11
5145.005	60.733596802	0.2127624452	-0.077011228	66.537879944	2.3523535728	143.54840088	Well_11
5145.205	58.165748596	0.2004962415	-0.107070342	59.262199402	2.3752477169	126.04389954	Well_11
5145.405	58.035171509	0.1805747002	-0.063386537	63.438598633	2.4128499031	120.61219788	Well_11
5145.605	63.735565186	0.1606701016	0.0083889943	72.131340027	2.4543516636	119.13610077	Well_11
5145.805	41.463386536	0.1434166282	0.0163798053	73.628814697	2.4531035423	126.39170074	Well_11
5146.005	36.854202271	0.1398866922	-0.025824625	72.241188049	2.3874444962	129.85639954	Well_11
5146.205	30.340419769	0.1568733156	-0.042782441	72.805526733	2.3486332893	134.63369751	Well_11
5146.405	23.259056091	0.1916505247	-0.012212503	75.36856842	2.378931284	144.60940552	Well_11
5146.605	14.815485001	0.1927955598	0.0038199732	77.431900024	2.3868539333	148.13549805	Well_11
5146.805	16.035039902	0.1720893383	0.0015135662	80.175018311	2.3520345688	150.5059967	Well_11
5147.005	14.735826492	0.1610554904	-0.001124318	81.957832336	2.3272178173	155.89089966	Well_11
5147.205	15.999475479	0.1764817238	-0.01686549	77.847434998	2.3425340652	159.55140686	Well_11
5147.405	12.770472527	0.189952299	-0.03891651	72.688667297	2.3573505878	155.5473938	Well_11
5147.605	17.946849823	0.1898117065	-0.045171943	72.673934937	2.3455033302	147.10499573	Well_11
5147.805	14.616142273	0.1836330742	-0.034624767	77.173728943	2.3159003258	148.36030579	Well_11
5148.005	15.409186363	0.1821174175	-0.016272627	80.642990112	2.3127002716	152.90130615	Well_11
5148.205	20.467716217	0.1889165044	-0.004951689	80.293502808	2.3383085728	156.9828949	Well_11
5148.405	30.39881897	0.1944675595	-0.001347259	79.594299316	2.3529756069	153.24620056	Well_11
5148.605	21.548557281	0.1906366795	-0.021558138	77.781562805	2.3342540264	156.86959839	Well_11
5148.805	20.06496048	0.1898362041	-0.04454923	76.164230347	2.3080296516	156.35780334	Well_11
5149.005	13.163254738	0.2035730034	-0.055784591	74.831077576	2.301227808	151.23320007	Well_11
5149.205	14.794487953	0.2209122777	-0.033130545	77.218215942	2.3182764053	153.57879639	Well_11
5149.405	33.276771545	0.2270055264	-0.015498626	79.349349976	2.3285188675	160.03559875	Well_11
5149.605	50.506694794	0.2168094665	-0.045192018	76.032661438	2.3082530499	173.96699524	Well_11
5149.805	34.087924957	0.2026592046	-0.090093315	70.787948608	2.2801492214	174.4447937	Well_11
5150.005	35.28937149	0.2029305547	-0.087754153	71.532981873	2.2763860226	164.63890076	Well_11
5150.205	43.345142365	0.2230904847	-0.063565657	72.88180542	2.3078844547	143.35267639	Well_11
5150.405	49.504329681	0.2288925201	-0.048723795	72.751182556	2.3378279209	135.88960266	Well_11
5150.605	56.111022949	0.2160161436	-0.041356847	73.007659912	2.3491308689	136.623703	Well_11
5150.805	54.747245789	0.2007109523	-0.02217491	74.602783203	2.3682878017	134.95489502	Well_11
5151.005	59.067062378	0.1857160181	0.0001346868	75.47215271	2.4014904499	140.56799316	Well_11
5151.205	57.361022949	0.1760164797	0.0276349504	78.327903748	2.4226517677	138.39680481	Well_11
5151.405	55.965747833	0.1636947542	0.0436293781	82.738273621	2.4044985771	140.44129944	Well_11
5151.605	53.888057709	0.1539317816	0.0371577851	84.109855652	2.3768770695	149.8618927	Well_11
5151.805	53.158267975	0.1591992974	0.0188557021	81.777175903	2.3675808907	152.84260559	Well_11
5152.005	45.776771545	0.1762895733	-0.013222385	78.213615417	2.3454720974	153.65409851	Well_11
5152.205	54.159317017	0.1917206049	-0.047562599	74.987014771	2.3152863979	152.30439758	Well_11
5152.405	52.398426056	0.2042512149	-0.074291915	69.710624695	2.3224234581	152.01379395	Well_11
5152.605	54.51915741	0.2083335221	-0.073113561	66.918014526	2.3556256294	145.62089539	Well_11
5152.805	36.304069519	0.1988954246	-0.056328561	67.605140686	2.3802399635	143.86839294	Well_11
5153.005	33.369686127	0.1825604588	-0.036095209	68.80872345	2.4057533741	145.90519714	Well_11
5153.205	50.091472626	0.1755415499	-0.045860417	66.21157074	2.4157783985	146.73280334	Well_11
5153.405	44.493965149	0.1734870076	-0.06665206	65.000846863	2.3892719746	146.4395752	Well_11
5153.605	42.775196075	0.1699918658	-0.075524122	66.361938477	2.3571579456	153.13090515	Well_11
5153.805	46.515354156	0.1728805602	-0.054837737	70.524246216	2.3507614136	158.96040344	Well_11
5154.005	37.798557281	0.1934836358	-0.036736228	73.409423828	2.3535513878	164.21229553	Well_11
5154.205	42.137008667	0.1986407638	-0.026254036	74.533279419	2.3612258434	163.1242981	Well_11
5154.405	44.677951813	0.1926592141	-0.039667308	72.635185242	2.3565015793	159.71859741	Well_11
5154.605	44.023750305	0.1867208928	-0.031147219	74.773025513	2.3491747379	156.2868042	Well_11
5154.805	44.537403107	0.1866564155	-0.031321164	74.874664307	2.3477146626	154.19580078	Well_11
5155.005	44.266010284	0.1939335763	-0.02661044	75.16986084	2.3534889221	154.16000366	Well_11
5155.205	48.229660034	0.200018689	-0.063803419	68.921531677	2.3513038158	154.79429626	Well_11
5155.405	52.283466339	0.2008443028	-0.077440672	67.19972229	2.3441963196	148.23570251	Well_11
5155.605	53.615356445	0.1996376365	-0.072614416	68.262748718	2.3416855335	141.46110535	Well_11
5155.805	48.70747757	0.2014591992	-0.069192916	69.316482544	2.3365802765	136.79559326	Well_11
5156.005	52.222835541	0.1999403685	-0.078436136	68.077590942	2.3325591087	143.08200073	Well_11
5156.205	51.556957245	0.1947736442	-0.094971344	64.595924377	2.3393850327	135.77099609	Well_11
5156.405	50.940029144	0.197096616	-0.104064576	61.038295746	2.361341238	128.42280579	Well_11
5156.605	51.243309021	0.2002866566	-0.099767983	57.641231537	2.4072270393	124.28330231	Well_11
5156.805	54.734775543	0.1965468973	-0.055044413	60.272903442	2.4639399052	116.22370148	Well_11
5157.005	57.228214264	0.1946922243	-0.016039222	64.934364319	2.4871852398	119.40319824	Well_11
5157.205	56.437007904	0.1869166195	-0.019269476	65.071388245	2.4794650078	115.77880096	Well_11
5157.405	58.274276733	0.1584536284	-0.020760624	65.130767822	2.4759440422	112.38030243	Well_11
5157.605	48.281497955	0.1274703592	-0.011998635	64.967414856	2.494576931	114.4029007	Well_11
5157.805	55.454723358	0.112973541	-0.026728882	57.846263885	2.5451905727	117.48619843	Well_11
5158.005	58.911418915	0.1267956644	-0.00071318	57.671192169	2.5970802307	120.90940094	Well_11
5158.205	53.072574615	0.1383326948	0.0546060279	65.157852173	2.6203479767	125.96489716	Well_11
5158.405	49.826377869	0.1332144141	0.1201542988	71.604621887	2.6747765541	129.72219849	Well_11
5158.605	47.595405579	0.1178696901	0.1893770546	73.104576111	2.7910661697	132.47489929	Well_11
5158.805	45.364437103	0.1127834544	0.2394173443	71.93585968	2.9000918865	130.83279419	Well_11
5159.005	49.211418152	0.1214465722	0.2280907333	68.715866089	2.9140193462	122.67030334	Well_11
5159.205	50.280448914	0.1347813159	0.1621761918	64.771057129	2.8311679363	121.20899963	Well_11
5159.405	51.925987244	0.1322562099	0.0890434086	62.357685089	2.7174909115	121.81580353	Well_11
5159.605	52.308265686	0.1173463762	0.0363890566	61.190116882	2.6293301582	120.89810181	Well_11
5159.805	47.035434723	0.1175156757	0.010982547	62.063591003	2.5708725452	118.46820068	Well_11
5160.005	40.114437103	0.1275069565	0.0027772689	61.862609863	2.5573449135	114.20539856	Well_11
5160.205	47.508266449	0.1292277277	0.0057031531	61.912895203	2.5624055862	116.4464035	Well_11
5160.405	40.599998474	0.1217544973	0.0362831354	62.294403076	2.6168923378	115.17420197	Well_11
5160.605	36.66299057	0.1115443707	0.0629275069	59.844154358	2.6951961517	113.74440002	Well_11
5160.805	31.934646606	0.1038266793	0.0725659654	59.513011932	2.7173705101	111.5515976	Well_11
5161.005	26.577953339	0.1040314212	0.0694423169	58.224708557	2.7256464958	113.19599915	Well_11
5161.205	18.703937531	0.1088222265	0.0784292072	58.844192505	2.7360379696	131.98680115	Well_11
5161.405	17.457874298	0.1090230867	0.094821468	66.061347961	2.6875517368	138.3993988	Well_11
5161.605	16.804067612	0.1109451056	0.0901385024	70.705406189	2.6271088123	136.23429871	Well_11
5161.805	16.970603943	0.1138088107	0.0714482516	69.266868591	2.6071610451	122.86840057	Well_11
5162.005	16.634252548	0.1204315722	0.0313180014	67.326148987	2.5516123772	119.91770172	Well_11
5162.205	17.475460052	0.1302517354	-0.010031783	65.218666077	2.495569706	117.62380219	Well_11
5162.405	17.858924866	0.1386411935	-0.013803476	63.746417999	2.5046391487	117.03900146	Well_11
5162.605	15.980709076	0.1421654671	0.0023431382	62.959072113	2.5443637371	116.60790253	Well_11
5162.805	16.374408722	0.1407767683	0.015379305	62.668697357	2.5726101398	116.15940094	Well_11
5163.005	14.168635368	0.141030699	0.0201069526	62.823474884	2.5799725056	116.65830231	Well_11
5163.205	13.023622513	0.143785879	0.0175191704	64.065628052	2.5612421036	118.01820374	Well_11
5163.405	15.855117798	0.1382051706	0.0087222438	64.601295471	2.5384173393	118.18509674	Well_11
5163.605	19.578870773	0.1199700534	-0.000969959	65.408538818	2.5108647346	117.85150146	Well_11
5163.805	21.857479095	0.1013453305	-0.004144307	65.442474365	2.5043940544	122.7519989	Well_11
5164.005	18.77755928	0.098612763	-0.003979697	64.988960266	2.5097346306	126.91130066	Well_11
5164.205	22.569684982	0.1012368351	-0.004777758	64.071243286	2.5183696747	127.4681015	Well_11
5164.405	22.217323303	0.1049712077	-0.0072513	62.68529129	2.5289754868	121.00440216	Well_11
5164.605	22.825721741	0.1116456017	-0.002420409	61.690029144	2.549277544	115.45780182	Well_11
5164.805	24.289237976	0.1218033209	0.0110850064	61.866249084	2.5732555389	113.72219849	Well_11
5165.005	29.672834396	0.1208729297	0.0197823104	62.724071503	2.5804505348	109.69680023	Well_11
5165.205	22.521261215	0.1033503637	-0.003532156	58.460666656	2.5829212666	106.71700287	Well_11
5165.405	21.96758461	0.078711465	0.0144461012	61.047317505	2.5887818336	103.82720184	Well_11
5165.605	22.466535568	0.06463819	0.0103078885	61.722866058	2.5733520985	98.512397766	Well_11
5165.805	21.419553757	0.0657210648	-0.045752972	56.28068161	2.5260093212	101.25830078	Well_11
5166.005	18.086877823	0.0738960803	-0.026405135	63.288059235	2.4855220318	110.14279938	Well_11
5166.205	15.340551376	0.0883931518	0.0009041813	68.183601379	2.4837181568	112.00430298	Well_11
5166.405	17.577951431	0.0997672454	0.0191700235	70.159721375	2.4968948364	116.8769989	Well_11
5166.605	16.875457764	0.1045379564	0.0039507695	70.643821716	2.4623105526	112.28520203	Well_11
5166.805	17.496850967	0.1035812646	-0.068179742	65.04196167	2.3858833313	103.85739899	Well_11
5167.005	19.373884201	0.1138666794	-0.129004732	58.162597656	2.3453161716	99.149002075	Well_11
5167.205	22.393568039	0.1304520965	-0.120836526	57.891799927	2.3639993668	102.27059937	Well_11
5167.405	28.321260452	0.1526093036	-0.103663892	56.678993225	2.4104075432	102.92759705	Well_11
5167.605	27.312467575	0.1702006161	-0.06574139	58.71314621	2.4606821537	113.95420074	Well_11
5167.805	29.286220551	0.1728574187	-0.030909244	61.009887695	2.502114296	116.30079651	Well_11
5168.005	33.319290161	0.1447211951	-0.007749903	63.88319397	2.514746666	112.1493988	Well_11
5168.205	28.78254509	0.1082876772	-0.007211741	66.337036133	2.4885935783	112.59089661	Well_11
5168.405	30.22611618	0.0927930847	-0.025557499	65.956115723	2.4575901031	116.07769775	Well_11
5168.605	32.836616516	0.0921037868	-0.038057037	65.167381287	2.4423294067	117.49079895	Well_11
5168.805	31.040420532	0.0931031927	-0.027285017	65.6171875	2.4580283165	124.70809937	Well_11
5169.005	34.21364975	0.1028612107	-0.002266487	65.338592529	2.5091505051	122.30449677	Well_11
5169.205	28.733858109	0.1262466758	-0.00826597	61.332904816	2.5420105457	121.09960175	Well_11
5169.405	25.332677841	0.1492233425	-0.025546106	60.157180786	2.5218586922	117.6352005	Well_11
5169.605	23.508924484	0.1432942152	-0.04501364	61.543621063	2.4691205025	122.43979645	Well_11
5169.805	24.285825729	0.1244770885	-0.049276147	63.239059448	2.4421527386	121.68340302	Well_11
5170.005	27.681102753	0.1163801998	-0.030424828	65.826293945	2.4496831894	109.13950348	Well_11
5170.205	31.631628036	0.1251199543	-0.042429682	61.065811157	2.4793753624	103.11399841	Well_11
5170.405	33.799999237	0.1340560466	-0.024829593	62.016670227	2.5026330948	106.5042038	Well_11
5170.605	33.407218933	0.1357334703	-0.02606179	61.034706116	2.511146307	109.95600128	Well_11
5170.805	30.842782974	0.133164376	-0.039473929	58.860481262	2.5094833374	110.45359802	Well_11
5171.005	36.606693268	0.1322123259	-0.03562839	58.685375214	2.5188069344	107.83769989	Well_11
5171.205	37.527820587	0.1273647249	-0.019449072	59.906650543	2.5363407135	107.47170258	Well_11
5171.405	34.088451385	0.1227079704	-0.002596884	61.024658203	2.5563104153	110.29160309	Well_11
5171.605	31.99448967	0.1267725676	0.0103365472	63.862472534	2.5497021675	110.32769775	Well_11
5171.805	32.878871918	0.1332233697	0.0083319759	65.816612244	2.5242035389	111.36009979	Well_11
5172.005	32.533203125	0.1319053024	0.0012738085	66.168762207	2.5067503452	113.53029633	Well_11
5172.205	31.8972435	0.1186343059	-0.00314439	66.265647888	2.4971940517	114.17189789	Well_11
5172.405	32.644096375	0.0994252041	-0.013175379	64.935523987	2.4926710129	114.81349945	Well_11
5172.605	24.833070755	0.0892056823	-0.026131194	63.113456726	2.4879825115	117.35540009	Well_11
5172.805	19.535825729	0.0970441401	-0.015888944	66.018440247	2.4754631519	121.58609772	Well_11
5173.005	21.287401199	0.1189535335	-0.00055031	68.190589905	2.480848074	126.54450226	Well_11
5173.205	19.837532043	0.1419443637	-0.009521977	66.877044678	2.4781751633	126.22190094	Well_11
5173.405	19.781103134	0.156178847	-0.040126529	64.421546936	2.4466190338	122.0786972	Well_11
5173.605	22.442520142	0.1627611518	-0.084651202	61.01764679	2.3988437653	117.22270203	Well_11
5173.805	21.746063232	0.1629745215	-0.11100208	59.525856018	2.364777565	116.46469879	Well_11
5174.005	30.831890106	0.1610459834	-0.098671883	59.829319	2.3850896358	113.7826004	Well_11
5174.205	24.210760117	0.1501721442	-0.052215572	61.582519531	2.4548618793	116.64099884	Well_11
5174.405	22.505641937	0.136851415	-0.027279949	61.127483368	2.5077795982	119.45079803	Well_11
5174.605	25.283464432	0.1227346808	-0.018977586	61.993701935	2.5141232014	126.98069763	Well_11
5174.805	22.986745834	0.1175147146	-0.020467905	62.180980682	2.5091869831	126.87030029	Well_11
5175.005	22.786876678	0.1176678836	-0.024530398	64.187324524	2.4791586399	121.28859711	Well_11
5175.205	17.783859253	0.117299214	-0.04034356	65.112266541	2.438549757	103.9693985	Well_11
5175.405	17.940813065	0.1079849228	-0.055187106	63.430397034	2.4286837578	104.0510025	Well_11
5175.605	17.71916008	0.0985969231	-0.057679743	62.217350006	2.4373373985	100.26799774	Well_11
5175.805	19.408266068	0.098916173	-0.047394663	61.306678772	2.4671740532	98.178100586	Well_11
5176.005	18.689369202	0.1005669236	-0.041815504	58.828266144	2.5053446293	105.79170227	Well_11
5176.205	16.269947052	0.0895713121	-0.043244503	56.806785583	2.5249969959	107.478302	Well_11
5176.405	18.868898392	0.0741514638	-0.035498675	57.881839752	2.5279583931	110.41320038	Well_11
5176.605	17.656955719	0.0649547949	-0.019231459	59.502334595	2.5412378311	113.80870056	Well_11
5176.805	17.301179886	0.0659620017	-0.011726038	59.90051651	2.5512368679	113.98290253	Well_11
5177.005	19.201574326	0.0700590983	-0.031288307	58.123943329	2.5333600044	114.91629791	Well_11
5177.205	18.503673553	0.0699554756	-0.051089115	57.228927612	2.5052583218	116.15119934	Well_11
5177.405	21.111286163	0.0714229271	-0.050327349	56.974727631	2.50953722	114.81800079	Well_11
5177.605	16.978740692	0.0727190375	-0.037430935	57.829601288	2.5248272419	110.54180145	Well_11
5177.805	14.195537567	0.0658349991	-0.033833157	58.03396225	2.5294706821	110.47070313	Well_11
5178.005	15.795538902	0.0634010062	-0.027064476	59.027885437	2.5314548016	112.76200104	Well_11
5178.205	15.196456909	0.0967178717	-0.01112601	62.040473938	2.5286800861	110.498703	Well_11
5178.405	9.8800525665	0.1457958072	0.0021654766	63.560638428	2.5373578072	109.83229828	Well_11
5178.605	6.6447505951	0.1658475548	0.0027100851	63.394058228	2.5402491093	115.48570251	Well_11
5178.805	8.4948816299	0.1450468153	-0.028087975	60.723918915	2.5106992722	115.48570251	Well_11
5179.005	9.9561672211	0.1275228411	-0.061290108	58.195034027	2.4749689102	115.48570251	Well_11
5179.205	9.8950128555	0.1190655679	-0.075404696	56.958778381	2.4615654945	112.76650238	Well_11
5179.405	12.025197029	0.1149922609	-0.093599938	54.385475159	2.4551403522	111.65920258	Well_11
5179.605	11.14527607	0.1463482082	-0.143224835	47.389816284	2.4373657703	109.51719666	Well_11
5179.805	11.214697838	0.2776714563	-0.188046709	44.857532501	2.37936306	109.51719666	Well_11
5180.005	10.612204552	0.4391803741	-0.170619637	61.310367584	2.2305412292	118.08519745	Well_11
5180.205	9.3000001907	0.448973	-0.140446365	81.588607788	2.0638101101	125.81040192	Well_11
5180.405	9.1799211502	0.3094056845	-0.092356496	90.016151428	2.0627737045	163.06669617	Well_11
5180.605	11.209054947	0.1672372669	-0.052450791	82.463867188	2.223064661	163.06669617	Well_11
5180.805	11.61496067	0.1552250087	-0.042088103	70.108184814	2.3798503876	134.46409607	Well_11
5181.005	11.323097229	0.2792212963	-0.022332825	66.394462585	2.4589250088	115.94319916	Well_11
5181.205	8.9503936768	0.4759096503	-0.002381635	68.065231323	2.478720665	115.94319916	Well_11
5181.405	9.369553566	0.6625334024	-0.014989852	67.266807556	2.4633586407	109.51719666	Well_11
5181.605	11.461154938	0.6668670774	-0.019999873	68.972831726	2.434838295	107.37519836	Well_11
5181.805	10.593307495	0.4763804078	-0.037737213	71.553016663	2.3721966743	125.50039673	Well_11
5182.005	11.339369774	0.2702340782	-0.090343609	71.862594604	2.267762661	131.37780762	Well_11
5182.205	9.1479005814	0.1363866478	-0.189964309	58.831871033	2.2208588123	120.81510162	Well_11
5182.405	10.014173508	0.1210580692	-0.183932364	51.564537048	2.3129553795	100.94920349	Well_11
5182.605	9.380446434	0.1141763255	-0.094097093	56.887561798	2.4264650345	107.37519836	Well_11
5182.805	7.8410758972	0.1141254604	-0.058415648	62.210571289	2.4359996319	113.80120087	Well_11
5183.005	10.859449387	0.1306233704	-0.105369166	67.533531189	2.2868754864	135.22099304	Well_11
5183.205	9.7038059235	0.1822877079	-0.177609369	72.856498718	2.0892007351	154.49890137	Well_11
5183.405	10.759711266	0.2606652975	-0.228524849	78.179466248	1.9324696064	157.70899963	Well_11
5183.605	10.962597847	0.4053774178	-0.278647214	83.502449036	1.7772610188	171.0447998	Well_11
5183.805	10.158005714	0.6463700533	-0.271880746	88.825500488	1.7312783003	172.59069824	Well_11
5184.005	10.506692886	0.6517515182	-0.157116488	95.629402161	1.8762449026	177.93049622	Well_11
5184.205	11.000787735	0.5629470944	-0.146330312	88.639015198	1.9744012356	190.16110229	Well_11
5184.405	11.141206741	0.4473992884	-0.199244037	77.659919739	1.9944448471	190.13180542	Well_11
5184.605	11.671522141	0.2961941957	-0.150168121	71.675468445	2.1549725533	180.10110474	Well_11
5184.805	11.848031998	0.2333914787	-0.083545834	68.091804504	2.3225910664	151.88980103	Well_11
5185.005	10.39199543	0.2330391705	-0.072315946	65.416862488	2.3737883568	143.81959534	Well_11
5185.205	10.958530426	0.3215814531	-0.063019387	65.435699463	2.3914289474	138.10249329	Well_11
5185.405	13.091339111	0.4141977727	-0.046834633	66.130180359	2.4148094654	137.01750183	Well_11
5185.605	11.049606323	0.4232423306	-0.04172216	67.973396301	2.4042043686	140.64770508	Well_11
5185.805	11.816666603	0.3801290393	-0.0565615	67.65460968	2.379244566	140.03359985	Well_11
5186.005	11.227165222	0.2587116659	-0.056938503	68.258049011	2.3718352318	136.8565979	Well_11
5186.205	11.349606514	0.1469239742	-0.058044866	68.219421387	2.370139122	133.62550354	Well_11
5186.405	10.536352158	0.1478850096	-0.060780086	67.891418457	2.368521452	134.4822998	Well_11
5186.605	8.5968503952	0.2107556015	-0.052832555	69.401435852	2.3670511246	137.02909851	Well_11
5186.805	12.604987144	0.2182307988	-0.018748326	74.868797302	2.371919632	135.51879883	Well_11
5187.005	11.151181221	0.1585972607	-0.031588648	72.229393005	2.3765082359	128.96020508	Well_11
5187.205	10.633464813	0.122253336	-0.069835655	66.74659729	2.3638181686	124.2960968	Well_11
5187.405	11.801968575	0.1280134171	-0.067169331	66.754470825	2.3688504696	118.84449768	Well_11
5187.605	10.348950386	0.135779947	-0.023590596	70.687599182	2.4089460373	118.4434967	Well_11
5187.805	10.291338921	0.1371280402	-0.044478845	66.457107544	2.4157104492	116.60199738	Well_11
5188.005	11.604067802	0.1344679743	-0.037450776	68.110153198	2.4108903408	124.68379974	Well_11
5188.205	10.218635559	0.1347849965	-0.016847908	70.924690247	2.4192655087	135.97160339	Well_11
5188.405	11.766141891	0.1330702752	0.0302296765	79.291679382	2.4169559479	145.0993042	Well_11
5188.605	13.46732235	0.1257721782	0.0143894358	80.130447388	2.3772499561	147.26690674	Well_11
5188.805	10.918766975	0.1157764867	-0.053536613	75.489852905	2.29824543	138.45030212	Well_11
5189.005	11.01377964	0.1122376397	-0.067104109	73.725166321	2.2917468548	137.63630676	Well_11
5189.205	10.385827065	0.1195849627	-0.040767886	72.840423584	2.352114439	139.14309692	Well_11
5189.405	11.173228264	0.1305203289	-0.048493937	69.405586243	2.3753352165	134.55960083	Well_11
5189.605	11.883858681	0.1971014291	-0.06557671	66.566589355	2.3739898205	132.11149597	Well_11
5189.805	10.616010666	0.311858356	-0.065569505	67.648147583	2.3620209694	135.88900757	Well_11
5190.005	10.682283401	0.358393997	-0.057163548	70.464126587	2.3469619751	136.06959534	Well_11
5190.205	10.92283535	0.2637462914	-0.05809902	69.231033325	2.3588273525	132.9375	Well_11
5190.405	9.530708313	0.1792994291	-0.082840875	64.771156311	2.3607342243	130.71459961	Well_11
