MD	GR	PHIE	PHI_ALT	DTCO	RHOB	DTS	WELL
4610.605						119.56269836	Well_11
4610.805						119.55259705	Well_11
4611.005						119.53410339	Well_11
4611.205						119.56060028	Well_11
4611.405						119.56929779	Well_11
4611.605						119.55580139	Well_11
4611.805						119.54389954	Well_11
4612.005						119.52539825	Well_11
4612.205						119.51499939	Well_11
4612.405						119.53769684	Well_11
4612.605						119.57779694	Well_11
4612.805						119.62190247	Well_11
4613.005						119.71659851	Well_11
4613.205						119.68360138	Well_11
4613.405						119.63220215	Well_11
4613.605						119.57879639	Well_11
4613.805						119.55400085	Well_11
4614.005						119.5490036	Well_11
4614.205						119.57959747	Well_11
4614.405						119.6894989	Well_11
4614.605						119.71440125	Well_11
4614.805						119.72619629	Well_11
4615.005						119.65200043	Well_11
4615.205						119.60179901	Well_11
4615.405						119.55310059	Well_11
4615.605						119.5401001	Well_11
4615.805						119.5582962	Well_11
4616.005						119.57299805	Well_11
4616.205						119.50769806	Well_11
4616.405						119.46569824	Well_11
4616.605						119.42620087	Well_11
4616.805						119.39790344	Well_11
4617.005						119.39199829	Well_11
4617.205						119.4178009	Well_11
4617.405						119.40709686	Well_11
4617.605						119.35279846	Well_11
4617.805						119.34010315	Well_11
4618.005						119.353302	Well_11
4618.205						119.31040192	Well_11
4618.405						119.28620148	Well_11
4618.605						119.24759674	Well_11
4618.805						119.04620361	Well_11
4619.005						118.95680237	Well_11
4619.205						118.97270203	Well_11
4619.405						118.89299774	Well_11
4619.605						118.93479919	Well_11
4619.805						119.01679993	Well_11
4620.005						119.04454041	Well_11
4620.205						118.8839035	Well_11
4620.405						118.73750305	Well_11
4620.605						118.52909851	Well_11
4620.805						117.4803009	Well_11
4621.005						116.95469666	Well_11
4621.205						116.57800293	Well_11
4621.405						117.17939758	Well_11
4621.605						117.29139709	Well_11
4621.805						116.54709625	Well_11
4622.005						113.40920258	Well_11
4622.205						112.82779694	Well_11
4622.405						112.92759705	Well_11
4622.605						114.19799805	Well_11
4622.805						115.72509766	Well_11
4623.005						117.15249634	Well_11
4623.205						118.1568985	Well_11
4623.405						118.86499786	Well_11
4623.605						118.80039978	Well_11
4623.805						118.68340302	Well_11
4624.005						117.96769714	Well_11
4624.205						116.96209717	Well_11
4624.405						116.10489655	Well_11
4624.605						114.81809998	Well_11
4624.805						113.90399933	Well_11
4625.005						113.8227005	Well_11
4625.205						115.41200256	Well_11
4625.405						115.56169891	Well_11
4625.605						115.10990143	Well_11
4625.805						114.88369751	Well_11
4626.005						115.12249756	Well_11
4626.205						115.23999786	Well_11
4626.405						115.14309692	Well_11
4626.605						115.31490326	Well_11
4626.805						116.02670288	Well_11
4627.005						116.17279816	Well_11
4627.205						116.31549835	Well_11
4627.405						116.94650269	Well_11
4627.605						117.65579987	Well_11
4627.805						117.93969727	Well_11
4628.005						117.52390289	Well_11
4628.205						117.19660187	Well_11
4628.405						116.63500214	Well_11
4628.605						116.28829956	Well_11
4628.805						116.23590088	Well_11
4629.005						116.76000214	Well_11
4629.205						116.95580292	Well_11
4629.405						117.4233017	Well_11
4629.605						117.82260132	Well_11
4629.805						117.05960083	Well_11
4630.005						116.07510376	Well_11
4630.205						115.5089035	Well_11
4630.405						115.69730377	Well_11
4630.605						116.08409882	Well_11
4630.805						116.50800323	Well_11
4631.005						117.04019928	Well_11
4631.205						117.38829803	Well_11
4631.405						117.73889923	Well_11
4631.605						118.44280243	Well_11
4631.805						118.59619904	Well_11
4632.005						118.62380219	Well_11
4632.205						118.21749878	Well_11
4632.405						117.67630005	Well_11
4632.605						117.16539764	Well_11
4632.805						116.81800079	Well_11
4633.005						117.15200043	Well_11
4633.205						117.71130371	Well_11
4633.405						118.13030243	Well_11
4633.605						118.45110321	Well_11
4633.805						118.5306015	Well_11
4634.005						118.66750336	Well_11
4634.205						119.02400208	Well_11
4634.405						119.20629883	Well_11
4634.605						119.26850128	Well_11
4634.805						119.104599	Well_11
4635.005						118.98509979	Well_11
4635.205						118.85250092	Well_11
4635.405						118.45960236	Well_11
4635.605						118.21700287	Well_11
4635.805						118.14630127	Well_11
4636.005						118.27529907	Well_11
4636.205						118.73829651	Well_11
4636.405						118.82150269	Well_11
4636.605						118.84700012	Well_11
4636.805						118.97190094	Well_11
4637.005						119.03649902	Well_11
4637.205						119.1190033	Well_11
4637.405						119.1812973	Well_11
4637.605						119.24749756	Well_11
4637.805						119.28780365	Well_11
4638.005						119.33580017	Well_11
4638.205						119.35019684	Well_11
4638.405						119.34140015	Well_11
4638.605						119.28669739	Well_11
4638.805						119.37120056	Well_11
4639.005						119.49900055	Well_11
4639.205						119.59220123	Well_11
4639.405						119.50720215	Well_11
4639.605						119.48179626	Well_11
4639.805						119.46569824	Well_11
4640.005						119.54699707	Well_11
4640.205						119.61869812	Well_11
4640.405						119.72329712	Well_11
4640.605						119.83000183	Well_11
4640.805						119.84010315	Well_11
4641.005						119.79740143	Well_11
4641.205						119.7039032	Well_11
4641.405						119.68530273	Well_11
4641.605						119.70120239	Well_11
4641.805						119.79750061	Well_11
4642.005						119.85169983	Well_11
4642.205						119.87069702	Well_11
4642.405						119.85590363	Well_11
4642.605						119.8246994	Well_11
4642.805						119.79180145	Well_11
4643.005						119.78320313	Well_11
4643.205						119.7826004	Well_11
4643.405						119.74349976	Well_11
4643.605						119.71089935	Well_11
4643.805						119.67279816	Well_11
4644.005						119.64050293	Well_11
4644.205						119.6128006	Well_11
4644.405						119.65499878	Well_11
4644.605						119.63950348	Well_11
4644.805						119.60759735	Well_11
4645.005						119.48840332	Well_11
4645.205						119.42749786	Well_11
4645.405						119.39440155	Well_11
4645.605						119.38659668	Well_11
4645.805						119.44309998	Well_11
4646.005						119.47250366	Well_11
4646.205						119.48169708	Well_11
4646.405						119.45939636	Well_11
4646.605						119.4598999	Well_11
4646.805						119.47769928	Well_11
4647.005						119.52490234	Well_11
4647.205						119.5664978	Well_11
4647.405						119.63089752	Well_11
4647.605						119.73629761	Well_11
4647.805						119.74909973	Well_11
4648.005						119.7322998	Well_11
4648.205						119.6411972	Well_11
4648.405						119.63459778	Well_11
4648.605						119.65299988	Well_11
4648.805						119.67960358	Well_11
4649.005						119.78829956	Well_11
4649.205						119.83580017	Well_11
4649.405						119.8085022	Well_11
4649.605						119.6289978	Well_11
4649.805						119.53359985	Well_11
4650.005						119.46019745	Well_11
4650.205						119.38169861	Well_11
4650.405						119.39849854	Well_11
4650.605						119.43280029	Well_11
4650.805						119.520401	Well_11
4651.005						119.51760101	Well_11
4651.205						119.53739929	Well_11
4651.405						119.54129791	Well_11
4651.605						119.52980042	Well_11
4651.805						119.43569946	Well_11
4652.005						119.29799652	Well_11
4652.205						119.20870209	Well_11
4652.405						119.25800323	Well_11
4652.605						119.34629822	Well_11
4652.805						119.59400177	Well_11
4653.005						119.65509796	Well_11
4653.205						119.69049835	Well_11
4653.405						119.6608963	Well_11
4653.605						119.80349731	Well_11
4653.805						119.92469788	Well_11
4654.005						120.61470032	Well_11
4654.205						120.54119873	Well_11
4654.405						119.66169739	Well_11
4654.605						120.24739838	Well_11
4654.805						119.88110352	Well_11
4655.005						119.43180084	Well_11
4655.205						119.18099976	Well_11
4655.405						118.9464035	Well_11
4655.605						118.70539856	Well_11
4655.805						118.49690247	Well_11
4656.005						118.07939911	Well_11
4656.205						117.86540222	Well_11
4656.405						117.49749756	Well_11
4656.605						119.35469818	Well_11
4656.805						122.22740173	Well_11
4657.005						127.82830048	Well_11
4657.205						137.71730042	Well_11
4657.405						140.14849854	Well_11
4657.605						140.99659729	Well_11
4657.805						136.39720154	Well_11
4658.005						132.3125	Well_11
4658.205						127.42819977	Well_11
4658.405						122.79450226	Well_11
4658.605						117.69819641	Well_11
4658.805						117.46589661	Well_11
4659.005						118.09369659	Well_11
4659.205						119.07610321	Well_11
4659.405						118.96910095	Well_11
4659.605						119.2594986	Well_11
4659.805						119.97299957	Well_11
4660.005						120.02729797	Well_11
4660.205						120.19940186	Well_11
4660.405						120.37049866	Well_11
4660.605						120.94460297	Well_11
4660.805						121.55860138	Well_11
4661.005						122.4641037	Well_11
4661.205						121.74430084	Well_11
4661.405						121.5848999	Well_11
4661.605						121.48529816	Well_11
4661.805						121.02249908	Well_11
4662.005						120.81600189	Well_11
4662.205						120.5963974	Well_11
4662.405						120.334198	Well_11
4662.605						120.23310089	Well_11
4662.805						120.30200195	Well_11
4663.005						121.01789856	Well_11
4663.205						121.33869934	Well_11
4663.405						121.65740204	Well_11
4663.605						121.7947998	Well_11
4663.805						121.44889832	Well_11
4664.005						120.95709991	Well_11
4664.205						120.56739807	Well_11
4664.405						120.6427002	Well_11
4664.605						120.84999847	Well_11
4664.805						121.03510284	Well_11
4665.005						121.11859894	Well_11
4665.205						120.87689972	Well_11
4665.405						120.65619659	Well_11
4665.605						120.3470993	Well_11
4665.805						120.16470337	Well_11
4666.005						120.05590057	Well_11
4666.205						119.95860291	Well_11
4666.405						119.92810059	Well_11
4666.605						120.13110352	Well_11
4666.805						120.8565979	Well_11
4667.005						121.27480316	Well_11
4667.205						121.72100067	Well_11
4667.405						122.67880249	Well_11
4667.605						122.92579651	Well_11
4667.805						122.92749786	Well_11
4668.005						122.77189636	Well_11
4668.205						122.23870087	Well_11
4668.405						122.05110168	Well_11
4668.605						121.95300293	Well_11
4668.805						121.28649902	Well_11
4669.005						120.84909821	Well_11
4669.205						120.41079712	Well_11
4669.405						119.520401	Well_11
4669.605						119.23079681	Well_11
4669.805						118.92199707	Well_11
4670.005						118.88670349	Well_11
4670.205						118.9210968	Well_11
4670.405						118.9940033	Well_11
4670.605						119.24430084	Well_11
4670.805						119.29229736	Well_11
4671.005						119.21790314	Well_11
4671.205						119.11319733	Well_11
4671.405						118.93049622	Well_11
4671.605						118.80719757	Well_11
4671.805						118.7417984	Well_11
4672.005						118.82460022	Well_11
4672.205						118.98310089	Well_11
4672.405						119.07969666	Well_11
4672.605						119.14360046	Well_11
4672.805						119.14649963	Well_11
4673.005						119.15589905	Well_11
4673.205						119.10230255	Well_11
4673.405						119.0734024	Well_11
4673.605						119.03610229	Well_11
4673.805						119.02459717	Well_11
4674.005						119.04470062	Well_11
4674.205						119.06020355	Well_11
4674.405						119.06680298	Well_11
4674.605						119.00689697	Well_11
4674.805						118.98040009	Well_11
4675.005						118.98760223	Well_11
4675.205						118.99160004	Well_11
4675.405						118.99510193	Well_11
4675.605						118.98509979	Well_11
4675.805						118.94270325	Well_11
4676.005						118.92769623	Well_11
4676.205						118.92669678	Well_11
4676.405						118.90010071	Well_11
4676.605						118.90249634	Well_11
4676.805						118.91829681	Well_11
4677.005						118.93689728	Well_11
4677.205						118.95529938	Well_11
4677.405						118.94550323	Well_11
4677.605						118.90039825	Well_11
4677.805						118.86460114	Well_11
4678.005						118.85829926	Well_11
4678.205						118.86000061	Well_11
4678.405						118.8832016	Well_11
4678.605						118.91629791	Well_11
4678.805						118.94609833	Well_11
4679.005						119.00990295	Well_11
4679.205						119.00209808	Well_11
4679.405						118.97609711	Well_11
4679.605						118.90779877	Well_11
4679.805						118.87020111	Well_11
4680.005						118.85710144	Well_11
4680.205						118.88259888	Well_11
4680.405						118.90039825	Well_11
4680.605						118.89949799	Well_11
4680.805						118.87750244	Well_11
4681.005						118.84909821	Well_11
4681.205						118.8321991	Well_11
4681.405						118.83119965	Well_11
4681.605						118.8871994	Well_11
4681.805						118.92150116	Well_11
4682.005						118.95230103	Well_11
4682.205						118.96260071	Well_11
4682.405						118.95040131	Well_11
4682.605						118.94300079	Well_11
4682.805						118.95529938	Well_11
4683.005						118.96450043	Well_11
4683.205						118.99539948	Well_11
4683.405						119.03610229	Well_11
4683.605						119.02310181	Well_11
4683.805						118.99829865	Well_11
4684.005						118.98120117	Well_11
4684.205						118.97329712	Well_11
4684.405						118.97270203	Well_11
4684.605						118.97429657	Well_11
4684.805						119.05419922	Well_11
4685.005						119.10710144	Well_11
4685.205						119.1230011	Well_11
4685.405						119.09190369	Well_11
4685.605						119.07830048	Well_11
4685.805						119.06359863	Well_11
4686.005						119.06490326	Well_11
4686.205						119.09459686	Well_11
4686.405						119.10040283	Well_11
4686.605						119.1128006	Well_11
4686.805						119.12819672	Well_11
4687.005						119.14379883	Well_11
4687.205						119.12719727	Well_11
4687.405						119.0719986	Well_11
4687.605						119.0605011	Well_11
4687.805						119.07369995	Well_11
4688.005						119.14559937	Well_11
4688.205						119.165802	Well_11
4688.405						119.17199707	Well_11
4688.605						119.15270233	Well_11
4688.805						119.15589905	Well_11
4689.005						119.13899994	Well_11
4689.205						119.09660339	Well_11
4689.405						119.08170319	Well_11
4689.605						119.07959747	Well_11
4689.805						119.0759964	Well_11
4690.005						119.06539917	Well_11
4690.205						119.05079651	Well_11
4690.405						119.040802	Well_11
4690.605						119.02480316	Well_11
4690.805						119.05919647	Well_11
4691.005						119.11630249	Well_11
4691.205						119.15080261	Well_11
4691.405						119.13420105	Well_11
4691.605						119.11910248	Well_11
4691.805						119.14859772	Well_11
4692.005						119.20359802	Well_11
4692.205						119.21980286	Well_11
4692.405						119.23840332	Well_11
4692.605						119.24210358	Well_11
4692.805						119.20020294	Well_11
4693.005						119.04932404	Well_11
4693.205						119.0114975	Well_11
4693.405						119.02210236	Well_11
4693.605						119.07710266	Well_11
4693.805						119.38960266	Well_11
4694.005						119.70749664	Well_11
4694.205						119.99659729	Well_11
4694.405						120.34349823	Well_11
4694.605						120.16619873	Well_11
4694.805						119.90429688	Well_11
4695.005						119.59100342	Well_11
4695.205						119.56189728	Well_11
4695.405						119.75830078	Well_11
4695.605						120.57820129	Well_11
4695.805						121.16470337	Well_11
4696.005						121.58709717	Well_11
4696.205						121.30038452	Well_11
4696.405						120.31800079	Well_11
4696.605						119.85710144	Well_11
4696.805						119.38030243	Well_11
4697.005						118.91210175	Well_11
4697.205						119.06680298	Well_11
4697.405						119.22579956	Well_11
4697.605						119.23590088	Well_11
4697.805						119.28160095	Well_11
4698.005						119.3187027	Well_11
4698.205						119.27770233	Well_11
4698.405						119.28540039	Well_11
4698.605						119.36270142	Well_11
4698.805						119.3742981	Well_11
4699.005						119.28839874	Well_11
4699.205						119.16290283	Well_11
4699.405						119.09100342	Well_11
4699.605						119.24569702	Well_11
4699.805						119.26029968	Well_11
4700.005						119.21959686	Well_11
4700.205						119.17559814	Well_11
4700.405						119.15219879	Well_11
4700.605						119.13269806	Well_11
4700.805						119.146698	Well_11
4701.005						119.11440277	Well_11
4701.205						119.07440186	Well_11
4701.405						119.01580048	Well_11
4701.605						119.00569916	Well_11
4701.805						118.99909973	Well_11
4702.005						119.03910065	Well_11
4702.205						119.05609894	Well_11
4702.405						119.08769989	Well_11
4702.605						119.14489746	Well_11
4702.805						119.35620117	Well_11
4703.005						119.46959686	Well_11
4703.205						119.59079742	Well_11
4703.405						119.73079681	Well_11
4703.605						119.75700378	Well_11
4703.805						119.72350311	Well_11
4704.005						119.63999939	Well_11
4704.205						119.60389709	Well_11
4704.405						119.59190369	Well_11
4704.605						119.57330322	Well_11
4704.805						119.55269623	Well_11
4705.005						119.50060272	Well_11
4705.205						119.3132019	Well_11
4705.405						119.228302	Well_11
4705.605						119.17780304	Well_11
4705.805						119.1690979	Well_11
4706.005						119.19309998	Well_11
4706.205						119.19889832	Well_11
4706.405						119.21029663	Well_11
4706.605						119.1832962	Well_11
4706.805						119.1486969	Well_11
4707.005						119.11489868	Well_11
4707.205						119.12149811	Well_11
4707.405						119.21589661	Well_11
4707.605						119.32119751	Well_11
4707.805						119.45429993	Well_11
4708.005						119.44470215	Well_11
4708.205						119.40450287	Well_11
4708.405						119.28430176	Well_11
4708.605						119.23699951	Well_11
4708.805						119.19539642	Well_11
4709.005						119.20410156	Well_11
4709.205						119.20600128	Well_11
4709.405						119.19390106	Well_11
4709.605						119.17569733	Well_11
4709.805						119.1733017	Well_11
4710.005						119.20179749	Well_11
4710.205						119.26100159	Well_11
4710.405						119.26670074	Well_11
4710.605						119.21430206	Well_11
4710.805						119.17179871	Well_11
4711.005						119.22850037	Well_11
4711.205						119.29769897	Well_11
4711.405						119.34980011	Well_11
4711.605						119.35959625	Well_11
4711.805						119.34739685	Well_11
4712.005						119.29840088	Well_11
4712.205						119.24009705	Well_11
4712.405						119.14929962	Well_11
4712.605						119.13269806	Well_11
4712.805						119.13690186	Well_11
4713.005						119.16369629	Well_11
4713.205						119.1473999	Well_11
4713.405						119.12159729	Well_11
4713.605						119.09100342	Well_11
4713.805						119.09860229	Well_11
4714.005						119.11389923	Well_11
4714.205						119.08969879	Well_11
4714.405						119.07409668	Well_11
4714.605						119.08360291	Well_11
4714.805						119.11160278	Well_11
4715.005						119.1088028	Well_11
4715.205						119.09539795	Well_11
4715.405						119.08249664	Well_11
4715.605						119.01119995	Well_11
4715.805						118.95680237	Well_11
4716.005						118.90209961	Well_11
4716.205						118.85510254	Well_11
4716.405						118.86779785	Well_11
4716.605						118.90299988	Well_11
4716.805						118.99189758	Well_11
4717.005						119.03170013	Well_11
4717.205						119.06220245	Well_11
4717.405						119.02629852	Well_11
4717.605						119.02310181	Well_11
4717.805						119.05329895	Well_11
4718.005						119.16359711	Well_11
4718.205						119.21690369	Well_11
4718.405						119.22720337	Well_11
4718.605						119.20870209	Well_11
4718.805						118.99479675	Well_11
4719.005						118.98789978	Well_11
4719.205						118.94039917	Well_11
4719.405						118.74980164	Well_11
4719.605						118.582901	Well_11
4719.805						118.42520142	Well_11
4720.005						118.1678009	Well_11
4720.205						118.11640167	Well_11
4720.405						117.89620209	Well_11
4720.605						117.46489716	Well_11
4720.805						117.42880249	Well_11
4721.005						117.20140076	Well_11
4721.205						117.00209808	Well_11
4721.405						116.80210114	Well_11
4721.605						115.77230072	Well_11
4721.805						113.35630035	Well_11
4722.005						107.79949951	Well_11
4722.205						105.62480164	Well_11
4722.405						104.55169678	Well_11
4722.605						104.26560211	Well_11
4722.805						104.91649628	Well_11
4723.005						106.8010025	Well_11
4723.205						110.76540375	Well_11
4723.405						111.69080353	Well_11
4723.605						112.09829712	Well_11
4723.805						111.63690186	Well_11
4724.005						111.34210205	Well_11
4724.205						111.28489685	Well_11
4724.405						111.42539978	Well_11
4724.605						111.1792984	Well_11
4724.805						111.12799835	Well_11
4725.005						110.94619751	Well_11
4725.205						110.76080322	Well_11
4725.405						110.9056015	Well_11
4725.605						110.75430298	Well_11
4725.805						110.13469696	Well_11
4726.005						110.37400055	Well_11
4726.205						110.86209869	Well_11
4726.405						111.11869812	Well_11
4726.605						111.05599976	Well_11
4726.805						110.83529663	Well_11
4727.005						108.99980164	Well_11
4727.205						108.42449951	Well_11
4727.405						108.48439789	Well_11
4727.605						110.47460175	Well_11
4727.805						110.38510132	Well_11
4728.005						110.29570007	Well_11
4728.205						110.08860016	Well_11
4728.405						109.6713028	Well_11
4728.605						109.99340057	Well_11
4728.805						111.05370331	Well_11
4729.005						112.84960175	Well_11
4729.205						113.8690033	Well_11
4729.405						114.50050354	Well_11
4729.605						114.99160004	Well_11
4729.805						115.4048996	Well_11
4730.005						115.70839691	Well_11
4730.205						116.0243988	Well_11
4730.405						116.04599762	Well_11
4730.605						115.88780212	Well_11
4730.805						115.74330139	Well_11
4731.005						116.16429901	Well_11
4731.205						116.61270142	Well_11
4731.405						117.01049805	Well_11
4731.605						117.27890015	Well_11
4731.805						116.54859924	Well_11
4732.005						115.36830139	Well_11
4732.205						114.89849854	Well_11
4732.405						115.27839661	Well_11
4732.605						115.69429779	Well_11
4732.805						114.40660095	Well_11
4733.005						113.35050201	Well_11
4733.205						112.26329803	Well_11
4733.405						110.64330292	Well_11
4733.605						110.75630188	Well_11
4733.805						110.82730103	Well_11
4734.005						110.15319824	Well_11
4734.205						110.29170227	Well_11
4734.405						110.41480255	Well_11
4734.605						111.56510162	Well_11
4734.805						119.27140045	Well_11
4735.005						121.2664032	Well_11
4735.205						123.40180206	Well_11
4735.405						130.10350037	Well_11
4735.605						132.0644989	Well_11
4735.805						131.18440247	Well_11
4736.005						127.90249634	Well_11
4736.205						128.17219543	Well_11
4736.405						125.92749786	Well_11
4736.605						123.43170166	Well_11
4736.805						125.28649902	Well_11
4737.005						127.57520294	Well_11
4737.205						137.47669983	Well_11
4737.405						138.40899658	Well_11
4737.605						139.09060669	Well_11
4737.805						138.520401	Well_11
4738.005						127.19259644	Well_11
4738.205						119.69110107	Well_11
4738.405						116.62809753	Well_11
4738.605						120.55549622	Well_11
4738.805						121.35929871	Well_11
4739.005						122.65720367	Well_11
4739.205						123.66870117	Well_11
4739.405						124.68589783	Well_11
4739.605						127.16629791	Well_11
4739.805						135.78230286	Well_11
4740.005						138.04400635	Well_11
4740.205						138.40899658	Well_11
4740.405						136.17640686	Well_11
4740.605						131.50779724	Well_11
4740.805						128.15820313	Well_11
4741.005						126.09770203	Well_11
4741.205						124.42749786	Well_11
4741.405						123.53720093	Well_11
4741.605						122.47940063	Well_11
4741.805						124.00309753	Well_11
4742.005						122.61100006	Well_11
4742.205						122.42520142	Well_11
4742.405						127.81289673	Well_11
4742.605						130.50050354	Well_11
4742.805						134.55969238	Well_11
4743.005						142.75950623	Well_11
4743.205						142.94740295	Well_11
4743.405						142.65950012	Well_11
4743.605						141.21569824	Well_11
4743.805						141.16819763	Well_11
4744.005						142.895401	Well_11
4744.205						147.52839661	Well_11
4744.405						153.89070129	Well_11
4744.605						154.41690063	Well_11
4744.805						155.32929993	Well_11
4745.005						155.85710144	Well_11
4745.205						153.81539917	Well_11
4745.405						149.938797	Well_11
4745.605						142.42829895	Well_11
4745.805						138.74299622	Well_11
4746.005						136.21310425	Well_11
4746.205						132.47349548	Well_11
4746.405						131.78289795	Well_11
4746.605						132.2039032	Well_11
4746.805						135.21299744	Well_11
4747.005						134.38119507	Well_11
4747.205						132.81590271	Well_11
4747.405						129.67010498	Well_11
4747.605						126.19400024	Well_11
4747.805						125.75730133	Well_11
4748.005						126.44609833	Well_11
4748.205						124.46859741	Well_11
4748.405						123.38200378	Well_11
4748.605						121.73280334	Well_11
4748.805						122.68440247	Well_11
4749.005						122.66660309	Well_11
4749.205						123.37989807	Well_11
4749.405						122.88610077	Well_11
4749.605						125.83249664	Well_11
4749.805						128.75149536	Well_11
4750.005						131.17900085	Well_11
4750.205						132.11439514	Well_11
4750.405						135.42959595	Well_11
4750.605						140.54760742	Well_11
4750.805						148.35479736	Well_11
4751.005						150.5019989	Well_11
4751.205						147.63690186	Well_11
4751.405						137.20199585	Well_11
4751.605						134.73970032	Well_11
4751.805						133.79310608	Well_11
4752.005						124.51789856	Well_11
4752.205						123.207901	Well_11
4752.405						121.85040283	Well_11
4752.605						119.25810242	Well_11
4752.805						120.07379913	Well_11
4753.005						121.49040222	Well_11
4753.205						126.18180084	Well_11
4753.405						129.30479431	Well_11
4753.605						131.14199829	Well_11
4753.805						126.69319916	Well_11
4754.005						129.40849304	Well_11
4754.205						131.93730164	Well_11
4754.405						131.8184967	Well_11
4754.605						130.3065033	Well_11
4754.805						133.27650452	Well_11
4755.005						139.20640564	Well_11
4755.205						146.16729736	Well_11
4755.405						147.48550415	Well_11
4755.605						148.39709473	Well_11
4755.805						146.68739319	Well_11
4756.005						144.706604	Well_11
4756.205						142.72579956	Well_11
4756.405						141.75219727	Well_11
4756.605						135.94779968	Well_11
4756.805						131.06210327	Well_11
4757.005						135.42529297	Well_11
4757.205						138.87820435	Well_11
4757.405						138.79420471	Well_11
4757.605						138.44459534	Well_11
4757.805						144.16059875	Well_11
4758.005						148.85180664	Well_11
4758.205						150.16819763	Well_11
4758.405						148.89810181	Well_11
4758.605						146.46839905	Well_11
4758.805						147.22669983	Well_11
4759.005						150.35539246	Well_11
4759.205						151.9197998	Well_11
4759.405						153.48410034	Well_11
4759.605						156.32060242	Well_11
4759.805						157.14680481	Well_11
4760.005						157.79910278	Well_11
4760.205						158.43110657	Well_11
4760.405						159.69529724	Well_11
4760.605						160.32730103	Well_11
4760.805						160.95939636	Well_11
4761.005						174.80200195	Well_11
4761.205						197.27749634	Well_11
4761.405						208.14419556	Well_11
4761.605						209.92900085	Well_11
4761.805						204.20559692	Well_11
4762.005						204.58320618	Well_11
4762.205						208.68099976	Well_11
4762.405						210.72990417	Well_11
4762.605						210.31919861	Well_11
4762.805						211.79949951	Well_11
4763.005						208.84829712	Well_11
4763.205						207.0177002	Well_11
4763.405						201.54289246	Well_11
4763.605						195.24380493	Well_11
4763.805						194.18930054	Well_11
4764.005						194.46699524	Well_11
4764.205						195.71029663	Well_11
4764.405						193.19830322	Well_11
4764.605						190.91830444	Well_11
4764.805						192.36619568	Well_11
4765.005						194.28739929	Well_11
4765.205						196.20860291	Well_11
4765.405						200.05090332	Well_11
4765.605						195.58610535	Well_11
4765.805						187.40359497	Well_11
4766.005						179.61839294	Well_11
4766.205						176.2664032	Well_11
4766.405						172.91430664	Well_11
4766.605						169.56219482	Well_11
4766.805						160.94869995	Well_11
4767.005						154.5276947	Well_11
4767.205						149.16749573	Well_11
4767.405						144.70100403	Well_11
4767.605						141.18319702	Well_11
4767.805						132.18029785	Well_11
4768.005						128.01980591	Well_11
4768.205						126.83129883	Well_11
4768.405						125.64289856	Well_11
4768.605						123.26589966	Well_11
4768.805						122.07749939	Well_11
4769.005						120.99079895	Well_11
4769.205						119.53635406	Well_11
4769.405						118.32330322	Well_11
4769.605						117.45890045	Well_11
4769.805						116.5943985	Well_11
4770.005						114.8655014	Well_11
4770.205						114.00109863	Well_11
4770.405						113.13659668	Well_11
4770.605						112.59079742	Well_11
4770.805						112.73870087	Well_11
4771.005						112.90380096	Well_11
4771.205						113.23400116	Well_11
4771.405						113.56780243	Well_11
4771.605						113.53559875	Well_11
4771.805						117.35079956	Well_11
4772.005						121.36750031	Well_11
4772.205						125.63059998	Well_11
4772.405						129.64779663	Well_11
4772.605						132.47749329	Well_11
4772.805						133.46740723	Well_11
4773.005						134.49330139	Well_11
4773.205						137.17080688	Well_11
4773.405						140.15089417	Well_11
4773.605						142.74879456	Well_11
4773.805						148.57899475	Well_11
4774.005						151.96789551	Well_11
4774.205						153.53520203	Well_11
4774.405						149.2303009	Well_11
4774.605						144.59030151	Well_11
4774.805						140.0276947	Well_11
4775.005						126.13240051	Well_11
4775.205						123.12310028	Well_11
4775.405						120.40450287	Well_11
4775.605						119.21459961	Well_11
4775.805						119.12110138	Well_11
4776.005						120.10230255	Well_11
4776.205						120.22499847	Well_11
4776.405						120.07530212	Well_11
4776.605						119.98770142	Well_11
4776.805						119.41549683	Well_11
4777.005						119.23349762	Well_11
4777.205						119.45400238	Well_11
4777.405						119.28430176	Well_11
4777.605						119.73429871	Well_11
4777.805						119.75299835	Well_11
4778.005						119.87799835	Well_11
4778.205						120.1835022	Well_11
4778.405						120.22730255	Well_11
4778.605						120.26550293	Well_11
4778.805						120.31710052	Well_11
4779.005						120.84960175	Well_11
4779.205						120.8844986	Well_11
4779.405						120.4496994	Well_11
4779.605						120.34989929	Well_11
4779.805						120.35949707	Well_11
4780.005						120.44020081	Well_11
4780.205						120.74539948	Well_11
4780.405						120.75730133	Well_11
4780.605						120.68289948	Well_11
4780.805						120.78540039	Well_11
4781.005						120.80979919	Well_11
4781.205						120.77449799	Well_11
4781.405						120.73870087	Well_11
4781.605						120.77819824	Well_11
4781.805						120.87519836	Well_11
4782.005						121.05750275	Well_11
4782.205						121.55940247	Well_11
4782.405						121.78720093	Well_11
4782.605						121.93000031	Well_11
4782.805						121.96130371	Well_11
4783.005						121.93240356	Well_11
4783.205						121.94049835	Well_11
4783.405						121.83350372	Well_11
4783.605						121.81349945	Well_11
4783.805						121.69439697	Well_11
4784.005						121.12030029	Well_11
4784.205						120.88929749	Well_11
4784.405						120.76679993	Well_11
4784.605						120.65139771	Well_11
4784.805						120.59449768	Well_11
4785.005						120.46929932	Well_11
