MD	GR	PHIE	PHI_ALT	DTS	DTCO	RHOB	WELL
4112.8877					70.885757446		Well_5
4113.0877					70.952529907		Well_5
4113.2877					70.867012024		Well_5
4113.4877					70.798622131		Well_5
4113.6877					70.745674133		Well_5
4113.8877					71.361030579		Well_5
4114.0877					70.899391174		Well_5
4114.2877					70.314941406		Well_5
4114.4877					70.664665222		Well_5
4114.6877					71.265365601		Well_5
4114.8877					70.403762817		Well_5
4115.0877					69.893257141		Well_5
4115.2877					69.978439331		Well_5
4115.4877					70.285453796		Well_5
4115.6877					70.426002502		Well_5
4115.8877					70.994750977		Well_5
4116.0877					70.993537903		Well_5
4116.2877					70.907264709		Well_5
4116.4877					71.434593201		Well_5
4116.6877					70.722846985		Well_5
4116.8877							Well_5
4117.0877							Well_5
4117.2877							Well_5
4117.4877							Well_5
4117.6877							Well_5
4117.8877							Well_5
4118.0877							Well_5
4118.2877							Well_5
4118.4877							Well_5
4118.6877							Well_5
4118.8877							Well_5
4119.0877							Well_5
4119.2877							Well_5
4119.4877							Well_5
4119.6877							Well_5
4119.8877							Well_5
4120.0877							Well_5
4120.2877							Well_5
4120.4877							Well_5
4120.6877							Well_5
4120.8877							Well_5
4121.0877							Well_5
4121.2877							Well_5
4121.4877							Well_5
4121.6877							Well_5
4121.8877							Well_5
4122.0877							Well_5
4122.2877							Well_5
4122.4877							Well_5
4122.6877							Well_5
4122.8877							Well_5
4123.0877							Well_5
4123.2877							Well_5
4123.4877							Well_5
4123.6877							Well_5
4123.8877							Well_5
4124.0877							Well_5
4124.2877							Well_5
4124.4877							Well_5
4124.6877							Well_5
4124.8877							Well_5
4125.0877							Well_5
4125.2877							Well_5
4125.4877							Well_5
4125.6877							Well_5
4125.8877							Well_5
4126.0877							Well_5
4126.2877							Well_5
4126.4877							Well_5
4126.6877							Well_5
4126.8877							Well_5
4127.0877							Well_5
4127.2877							Well_5
4127.4877							Well_5
4127.6877							Well_5
4127.8877							Well_5
4128.0877							Well_5
4128.2877							Well_5
4128.4877							Well_5
4128.6877							Well_5
4128.8877							Well_5
4129.0877							Well_5
4129.2877							Well_5
4129.4877							Well_5
4129.6877							Well_5
4129.8877							Well_5
4130.0877							Well_5
4130.2877							Well_5
4130.4877							Well_5
4130.6877							Well_5
4130.8877							Well_5
4131.0877							Well_5
4131.2877							Well_5
4131.4877							Well_5
4131.6877							Well_5
4131.8877							Well_5
4132.0877					69.567398071		Well_5
4132.2877					70.277069092		Well_5
4132.4877					69.47228241		Well_5
4132.6877					68.949501038		Well_5
4132.8877					69.327789307		Well_5
4133.0877					69.086578369		Well_5
4133.2877					69.073204041		Well_5
4133.4877					69.163505554		Well_5
4133.6877					69.424171448		Well_5
4133.8877					70.134269714		Well_5
4134.0877					68.882637024		Well_5
4134.2877					68.013008118		Well_5
4134.4877					68.672805786		Well_5
4134.6877					69.335945129		Well_5
4134.8877					69.819244385		Well_5
4135.0877					69.386993408		Well_5
4135.2877					69.268066406		Well_5
4135.4877					69.820594788		Well_5
4135.6877					70.257667542		Well_5
4135.8877					69.533027649		Well_5
4136.0877					68.943954468		Well_5
4136.2877					69.82925415		Well_5
4136.4877					70.125282288		Well_5
4136.6877					69.993751526		Well_5
4136.8877					70.076675415		Well_5
4137.0877					69.840713501		Well_5
4137.2877					69.782112122		Well_5
4137.4877					70.518196106		Well_5
4137.6877					70.569908142		Well_5
4137.8877					70.421775818		Well_5
4138.0877					70.138549805		Well_5
4138.2877					69.695907593		Well_5
4138.4877					69.371131897		Well_5
4138.6877					69.273399353		Well_5
4138.8877					69.170845032		Well_5
4139.0877					69.15662384		Well_5
4139.2877					69.842330933		Well_5
4139.4877					70.625976563		Well_5
4139.6877					70.036643982		Well_5
4139.8877					68.526550293		Well_5
4140.0877					67.241012573		Well_5
4140.2877					66.629508972		Well_5
4140.4877					66.629333496		Well_5
4140.6877					67.126251221		Well_5
4140.8877					67.257492065		Well_5
4141.0877					67.339759827		Well_5
4141.2877					67.371688843		Well_5
4141.4877					66.255821228		Well_5
4141.6877					66.329437256		Well_5
4141.8877					67.758651733		Well_5
4142.0877					68.789764404		Well_5
4142.2877					68.145149231		Well_5
4142.4877					67.963935852		Well_5
4142.6877					68.700325012		Well_5
4142.8877					69.646820068		Well_5
4143.0877					68.527587891		Well_5
4143.2877					69.140571594		Well_5
4143.4877					71.220748901		Well_5
4143.6877					73.963577271		Well_5
4143.8877					73.338302612		Well_5
4144.0877					71.710121155		Well_5
4144.2877					68.064605713		Well_5
4144.4877					66.736656189		Well_5
4144.6877					67.627540588		Well_5
4144.8877					68.102012634		Well_5
4145.0877					68.201164246		Well_5
4145.2877					67.80128479		Well_5
4145.4877					68.128814697		Well_5
4145.6877					68.148475647		Well_5
4145.8877					68.759849548		Well_5
4146.0877					67.389801025		Well_5
4146.2877					67.446922302		Well_5
4146.4877					66.664276123		Well_5
4146.6877					67.808502197		Well_5
4146.8877					69.02696228		Well_5
4147.0877					68.599281311		Well_5
4147.2877					67.941688538		Well_5
4147.4877					67.296295166		Well_5
4147.6877					67.409133911		Well_5
4147.8877					67.275367737		Well_5
4148.0877					67.238143921		Well_5
4148.2877					67.175354004		Well_5
4148.4877					67.471466064		Well_5
4148.6877					67.709815979		Well_5
4148.8877					67.815032959		Well_5
4149.0877					68.453193665		Well_5
4149.2877					68.491340637		Well_5
4149.4877					68.2395401		Well_5
4149.6877					68.403831482		Well_5
4149.8877					68.560089111		Well_5
4150.0877					68.478965759		Well_5
4150.2877					69.051361084		Well_5
4150.4877					69.069488525		Well_5
4150.6877					68.575843811		Well_5
4150.8877					68.651062012		Well_5
4151.0877					67.700263977		Well_5
4151.2877					66.964729309		Well_5
4151.4877					67.753639221		Well_5
4151.6877					68.021713257		Well_5
4151.8877					67.57749939		Well_5
4152.0877					67.898834229		Well_5
4152.2877					68.270980835		Well_5
4152.4877					68.115745544		Well_5
4152.6877					68.427871704		Well_5
4152.8877					68.447624207		Well_5
4153.0877					68.371856689		Well_5
4153.2877					68.716377258		Well_5
4153.4877					68.936042786		Well_5
4153.6877					68.229499817		Well_5
4153.8877					68.142044067		Well_5
4154.0877					68.37676239		Well_5
4154.2877					68.58455658		Well_5
4154.4877					68.446052551		Well_5
4154.6877					68.080055237		Well_5
4154.8877					68.162010193		Well_5
4155.0877					68.198097229		Well_5
4155.2877					67.896537781		Well_5
4155.4877					67.657516479		Well_5
4155.6877					68.295585632		Well_5
4155.8877					68.734718323		Well_5
4156.0877					68.486465454		Well_5
4156.2877					68.320915222		Well_5
4156.4877					68.60017395		Well_5
4156.6877					68.804267883		Well_5
4156.8877					68.532974243		Well_5
4157.0877					68.556671143		Well_5
4157.2877					68.993118286		Well_5
4157.4877					68.615356445		Well_5
4157.6877					68.295715332		Well_5
4157.8877					68.983085632		Well_5
4158.0877					68.737838745		Well_5
4158.2877					68.40461731		Well_5
4158.4877					67.856246948		Well_5
4158.6877					67.598327637		Well_5
4158.8877					68.072624207		Well_5
4159.0877					68.13671875		Well_5
4159.2877					67.918373108		Well_5
4159.4877					68.352386475		Well_5
4159.6877					68.842201233		Well_5
4159.8877					68.632263184		Well_5
4160.0877					68.300758362		Well_5
4160.2877					68.43927002		Well_5
4160.4877					68.312866211		Well_5
4160.6877					68.146469116		Well_5
4160.8877					68.540420532		Well_5
4161.0877					68.615837097		Well_5
4161.2877					68.790313721		Well_5
4161.4877					68.585868835		Well_5
4161.6877					68.145263672		Well_5
4161.8877					68.199310303		Well_5
4162.0877					68.174621582		Well_5
4162.2877					68.436904907		Well_5
4162.4877					68.577354431		Well_5
4162.6877					67.760772705		Well_5
4162.8877					67.644416809		Well_5
4163.0877					68.151145935		Well_5
4163.2877					68.507392883		Well_5
4163.4877					68.358795166		Well_5
4163.6877					68.087860107		Well_5
4163.8877					68.43901825		Well_5
4164.0877					68.538078308		Well_5
4164.2877					68.760864258		Well_5
4164.4877					68.292808533		Well_5
4164.6877					68.274597168		Well_5
4164.8877					67.943023682		Well_5
4165.0877					67.881103516		Well_5
4165.2877					68.207702637		Well_5
4165.4877					68.605400085		Well_5
4165.6877					68.322677612		Well_5
4165.8877					68.080093384		Well_5
4166.0877					68.042663574		Well_5
4166.2877					67.924659729		Well_5
4166.4877					67.829124451		Well_5
4166.6877					68.254119873		Well_5
4166.8877					68.477531433		Well_5
4167.0877					67.924575806		Well_5
4167.2877					68.073448181		Well_5
4167.4877					68.689201355		Well_5
4167.6877					68.647232056		Well_5
4167.8877					67.914230347		Well_5
4168.0877					67.382408142		Well_5
4168.2877					68.068595886		Well_5
4168.4877					68.612678528		Well_5
4168.6877					68.485733032		Well_5
4168.8877					68.214332581		Well_5
4169.0877					68.519447327		Well_5
4169.2877					68.010856628		Well_5
4169.4877					67.362945557		Well_5
4169.6877					67.789985657		Well_5
4169.8877					68.225898743		Well_5
4170.0877					67.665672302		Well_5
4170.2877					68.132919312		Well_5
4170.4877					68.323745728		Well_5
4170.6877					67.89352417		Well_5
4170.8877					68.059158325		Well_5
4171.0877					68.834739685		Well_5
4171.2877					69.305137634		Well_5
4171.4877					68.392723083		Well_5
4171.6877					67.756340027		Well_5
4171.8877					67.992012024		Well_5
4172.0877					68.578117371		Well_5
4172.2877					68.45980835		Well_5
4172.4877					68.033493042		Well_5
4172.6877					68.0779953		Well_5
4172.8877					68.148376465		Well_5
4173.0877					67.558784485		Well_5
4173.2877					67.842391968		Well_5
4173.4877					67.993347168		Well_5
4173.6877					67.930595398		Well_5
4173.8877					68.019119263		Well_5
4174.0877					68.370674133		Well_5
4174.2877					68.944351196		Well_5
4174.4877					68.357971191		Well_5
4174.6877					68.507347107		Well_5
4174.8877					68.526245117		Well_5
4175.0877					68.654472351		Well_5
4175.2877					68.55165863		Well_5
4175.4877					68.266921997		Well_5
4175.6877					68.637260437		Well_5
4175.8877					68.728752136		Well_5
4176.0877					68.033119202		Well_5
4176.2877					68.409416199		Well_5
4176.4877					68.488876343		Well_5
4176.6877					68.026054382		Well_5
4176.8877					68.256713867		Well_5
4177.0877					68.267189026		Well_5
4177.2877					67.952735901		Well_5
4177.4877					68.018806458		Well_5
4177.6877					68.307792664		Well_5
4177.8877					68.530525208		Well_5
4178.0877					68.45539093		Well_5
4178.2877					68.531349182		Well_5
4178.4877					68.388183594		Well_5
4178.6877					68.320556641		Well_5
4178.8877					68.047775269		Well_5
4179.0877					68.435935974		Well_5
4179.2877					68.354499817		Well_5
4179.4877					68.490287781		Well_5
4179.6877					68.501502991		Well_5
4179.8877					68.322952271		Well_5
4180.0877					68.228385925		Well_5
4180.2877					67.915359497		Well_5
4180.4877					67.796028137		Well_5
4180.6877					68.099365234		Well_5
4180.8877					68.528648376		Well_5
4181.0877					68.355033875		Well_5
4181.2877					68.218070984		Well_5
4181.4877					68.772773743		Well_5
4181.6877					68.883682251		Well_5
4181.8877					68.044883728		Well_5
4182.0877					68.134773254		Well_5
4182.2877					67.871398926		Well_5
4182.4877					67.904716492		Well_5
4182.6877					68.206115723		Well_5
4182.8877					68.025047302		Well_5
4183.0877					67.871604919		Well_5
4183.2877					68.103843689		Well_5
4183.4877					68.157272339		Well_5
4183.6877					68.232788086		Well_5
4183.8877					68.170455933		Well_5
4184.0877					67.875740051		Well_5
4184.2877					67.75680542		Well_5
4184.4877					68.118591309		Well_5
4184.6877					68.18938446		Well_5
4184.8877					68.111793518		Well_5
4185.0877					68.135375977		Well_5
4185.2877					68.324691772		Well_5
4185.4877					68.713150024		Well_5
4185.6877					68.281517029		Well_5
4185.8877					67.794975281		Well_5
4186.0877					68.197853088		Well_5
4186.2877					68.497261047		Well_5
4186.4877					68.251861572		Well_5
4186.6877					67.835968018		Well_5
4186.8877					67.982299805		Well_5
4187.0877					68.160415649		Well_5
4187.2877					68.201690674		Well_5
4187.4877					68.178504944		Well_5
4187.6877					68.132476807		Well_5
4187.8877					67.852775574		Well_5
4188.0877					67.903404236		Well_5
4188.2877					67.944473267		Well_5
4188.4877					68.422546387		Well_5
4188.6877					68.261405945		Well_5
4188.8877					68.431900024		Well_5
4189.0877					68.661422729		Well_5
4189.2877					68.57346344		Well_5
4189.4877					68.812705994		Well_5
4189.6877					68.350502014		Well_5
4189.8877					68.680091858		Well_5
4190.0877					68.491394043		Well_5
4190.2877					68.152732849		Well_5
4190.4877					68.175392151		Well_5
4190.6877					67.989906311		Well_5
4190.8877					67.590034485		Well_5
4191.0877					67.638954163		Well_5
4191.2877					67.758735657		Well_5
4191.4877					67.864349365		Well_5
4191.6877					68.166870117		Well_5
4191.8877					68.595474243		Well_5
4192.0877					68.626419067		Well_5
4192.2877					68.449462891		Well_5
4192.4877					68.226577759		Well_5
4192.6877					68.447349548		Well_5
4192.8877					69.265975952		Well_5
4193.0877					68.75352478		Well_5
4193.2877					68.174278259		Well_5
4193.4877					68.338920593		Well_5
4193.6877					68.453910828		Well_5
4193.8877					68.123588562		Well_5
4194.0877					68.260986328		Well_5
4194.2877					68.15460968		Well_5
4194.4877					68.010971069		Well_5
4194.6877					68.038169861		Well_5
4194.8877					68.345474243		Well_5
4195.0877					68.163032532		Well_5
4195.2877					67.982620239		Well_5
4195.4877					67.777252197		Well_5
4195.6877					68.174079895		Well_5
4195.8877					68.68624115		Well_5
4196.0877					68.567214966		Well_5
4196.2877					68.531898499		Well_5
4196.4877					68.324111938		Well_5
4196.6877					68.098716736		Well_5
4196.8877					67.908294678		Well_5
4197.0877					68.128700256		Well_5
4197.2877					68.195213318		Well_5
4197.4877					68.19884491		Well_5
4197.6877					68.031105042		Well_5
4197.8877					67.858924866		Well_5
4198.0877					67.658218384		Well_5
4198.2877					67.745475769		Well_5
4198.4877					67.81640625		Well_5
4198.6877					67.981483459		Well_5
4198.8877					68.398002625		Well_5
4199.0877					68.299858093		Well_5
4199.2877					68.267425537		Well_5
4199.4877					68.197463989		Well_5
4199.6877					68.307128906		Well_5
4199.8877					67.671607971		Well_5
4200.0877					67.815292358		Well_5
4200.2877					68.321044922		Well_5
4200.4877					68.593360901		Well_5
4200.6877					68.625358582		Well_5
4200.8877					68.725959778		Well_5
4201.0877					68.377555847		Well_5
4201.2877					68.234222412		Well_5
4201.4877					68.162483215		Well_5
4201.6877					67.972511292		Well_5
4201.8877					68.169784546		Well_5
4202.0877					68.489578247		Well_5
4202.2877					68.293113708		Well_5
4202.4877					67.60622406		Well_5
4202.6877					67.458740234		Well_5
4202.8877					67.747001648		Well_5
4203.0877					68.071510315		Well_5
4203.2877					67.86530304		Well_5
4203.4877					68.037506104		Well_5
4203.6877					68.468971252		Well_5
4203.8877					68.12071228		Well_5
4204.0877					68.006782532		Well_5
4204.2877					68.036315918		Well_5
4204.4877					68.17905426		Well_5
4204.6877					68.115814209		Well_5
4204.8877					68.320892334		Well_5
4205.0877					68.860801697		Well_5
4205.2877					68.246025085		Well_5
4205.4877					67.894622803		Well_5
4205.6877					67.834655762		Well_5
4205.8877					68.001815796		Well_5
4206.0877					68.077598572		Well_5
4206.2877					67.9270401		Well_5
4206.4877					67.271751404		Well_5
4206.6877					67.619804382		Well_5
4206.8877					67.84815979		Well_5
4207.0877					68.191963196		Well_5
4207.2877					68.092010498		Well_5
4207.4877					68.213859558		Well_5
4207.6877					68.35131073		Well_5
4207.8877					67.810279846		Well_5
4208.0877					67.847686768		Well_5
4208.2877					67.942428589		Well_5
4208.4877					68.228858948		Well_5
4208.6877					68.167709351		Well_5
4208.8877					68.306915283		Well_5
4209.0877					68.13432312		Well_5
4209.2877					67.969261169		Well_5
4209.4877					67.805885315		Well_5
4209.6877					67.827926636		Well_5
4209.8877					68.227500916		Well_5
4210.0877					69.302276611		Well_5
4210.2877					69.420402527		Well_5
4210.4877					68.576004028		Well_5
4210.6877					68.443641663		Well_5
4210.8877					68.037628174		Well_5
4211.0877					67.588752747		Well_5
4211.2877					67.509788513		Well_5
4211.4877					67.007217407		Well_5
4211.6877					66.886566162		Well_5
4211.8877					66.85168457		Well_5
4212.0877					66.854812622		Well_5
4212.2877					67.291557312		Well_5
4212.4877					67.351455688		Well_5
4212.6877					66.126731873		Well_5
4212.8877					64.230453491		Well_5
4213.0877					61.521869659		Well_5
4213.2877					58.887939453		Well_5
4213.4877					56.642269135		Well_5
4213.6877					55.778530121		Well_5
4213.8877					56.825691223		Well_5
4214.0877					58.400428772		Well_5
4214.2877					61.584854126		Well_5
4214.4877					63.622062683		Well_5
4214.6877					64.116020203		Well_5
4214.8877					63.907096863		Well_5
4215.0877					63.984741211		Well_5
4215.2877					63.660118103		Well_5
4215.4877					62.848293304		Well_5
4215.6877					62.353878021		Well_5
4215.8877					62.629840851		Well_5
4216.0877					63.135288239		Well_5
4216.2877					63.72341156		Well_5
4216.4877					63.602722168		Well_5
4216.6877					63.45306015		Well_5
4216.8877					63.567337036		Well_5
4217.0877					62.955841064		Well_5
4217.2877					62.64874649		Well_5
4217.4877					62.375686646		Well_5
4217.6877					62.266262054		Well_5
4217.8877					62.043178558		Well_5
4218.0877					61.899894714		Well_5
4218.2877					62.282913208		Well_5
4218.4877					64.061691284		Well_5
4218.6877					63.849479675		Well_5
4218.8877					62.66588974		Well_5
4219.0877					61.785606384		Well_5
4219.2877					62.305339813		Well_5
4219.4877					63.583698273		Well_5
4219.6877					63.500358582		Well_5
4219.8877					62.871292114		Well_5
4220.0877					61.917537689		Well_5
4220.2877					62.357151031		Well_5
4220.4877					63.026603699		Well_5
4220.6877					62.966327667		Well_5
4220.8877					63.020401001		Well_5
4221.0877					62.973571777		Well_5
4221.2877					63.804019928		Well_5
4221.4877					65.41192627		Well_5
4221.6877					66.059303284		Well_5
4221.8877					66.465492249		Well_5
4222.0877					66.30519104		Well_5
4222.2877					66.030761719		Well_5
4222.4877					66.41343689		Well_5
4222.6877					66.000701904		Well_5
4222.8877					64.821426392		Well_5
4223.0877					65.129264832		Well_5
4223.2877					66.355079651		Well_5
4223.4877					67.122276306		Well_5
4223.6877					67.968925476		Well_5
4223.8877					68.164321899		Well_5
4224.0877					67.36794281		Well_5
4224.2877					66.402748108		Well_5
4224.4877					65.041564941		Well_5
4224.6877					64.905563354		Well_5
4224.8877					66.397880554		Well_5
4225.0877					67.575202942		Well_5
4225.2877					66.490264893		Well_5
4225.4877					64.599487305		Well_5
4225.6877					61.703044891		Well_5
4225.8877					60.04858017		Well_5
4226.0877					60.5197258		Well_5
4226.2877					62.013877869		Well_5
4226.4877					61.185344696		Well_5
4226.6877					60.001537323		Well_5
4226.8877					60.353866577		Well_5
4227.0877					61.05173111		Well_5
4227.2877					61.639690399		Well_5
4227.4877					64.013381958		Well_5
4227.6877					66.409210205		Well_5
4227.8877					68.900909424		Well_5
4228.0877					71.489860535		Well_5
4228.2877					71.967666626		Well_5
4228.4877					71.383979797		Well_5
4228.6877					70.26512146		Well_5
4228.8877					71.175491333		Well_5
4229.0877					72.116691589		Well_5
4229.2877					74.576461792		Well_5
4229.4877					76.325523376		Well_5
4229.6877					77.990219116		Well_5
4229.8877					78.674690247		Well_5
4230.0877					75.038108826		Well_5
4230.2877					71.727325439		Well_5
4230.4877					69.707550049		Well_5
4230.6877					68.674263		Well_5
4230.8877					67.811676025		Well_5
4231.0877					68.241493225		Well_5
4231.2877					68.569549561		Well_5
4231.4877					67.567596436		Well_5
4231.6877					66.865722656		Well_5
4231.8877					66.514228821		Well_5
4232.0877					66.402496338		Well_5
4232.2877					66.814903259		Well_5
4232.4877					67.434371948		Well_5
4232.6877					68.604621887		Well_5
4232.8877					69.644454956		Well_5
4233.0877					69.250244141		Well_5
4233.2877					69.011528015		Well_5
4233.4877					69.260940552		Well_5
4233.6877					68.835968018		Well_5
4233.8877					68.053375244		Well_5
4234.0877					68.724250793		Well_5
4234.2877					69.921440125		Well_5
4234.4877					72.405166626		Well_5
4234.6877					74.860054016		Well_5
4234.8877					77.328109741		Well_5
4235.0877					78.328269958		Well_5
4235.2877					80.726577759		Well_5
4235.4877					83.093284607		Well_5
4235.6877					83.661972046		Well_5
4235.8877					83.677345276		Well_5
4236.0877					81.993377686		Well_5
4236.2877					78.295059204		Well_5
4236.4877					75.389328003		Well_5
4236.6877					73.109039307		Well_5
4236.8877					73.137084961		Well_5
4237.0877					71.923530579		Well_5
4237.2877					70.056632996		Well_5
4237.4877					69.81338501		Well_5
4237.6877					70.562782288		Well_5
4237.8877					71.731903076		Well_5
4238.0877					72.47303009		Well_5
4238.2877					72.323547363		Well_5
4238.4877					71.889717102		Well_5
4238.6877					71.014274597		Well_5
4238.8877					71.016235352		Well_5
4239.0877					71.362815857		Well_5
4239.2877					70.618148804		Well_5
4239.4877					70.45475769		Well_5
4239.6877					70.544372559		Well_5
4239.8877					70.582305908		Well_5
4240.0877					69.810874939		Well_5
4240.2877					68.585151672		Well_5
4240.4877					68.237289429		Well_5
4240.6877					68.477264404		Well_5
4240.8877					69.890716553		Well_5
4241.0877					73.007629395		Well_5
4241.2877					74.641494751		Well_5
4241.4877					76.447052002		Well_5
4241.6877					79.866294861		Well_5
4241.8877					82.501525879		Well_5
4242.0877					83.914672852		Well_5
4242.2877					85.677719116		Well_5
4242.4877					87.579391479		Well_5
4242.6877					88.844734192		Well_5
4242.8877					87.921562195		Well_5
4243.0877					88.237968445		Well_5
4243.2877					88.044090271		Well_5
4243.4877					87.354522705		Well_5
4243.6877					86.162849426		Well_5
4243.8877					85.020309448		Well_5
4244.0877					85.234931946		Well_5
4244.2877					86.016036987		Well_5
4244.4877					87.052726746		Well_5
4244.6877					87.905258179		Well_5
4244.8877					87.845222473		Well_5
4245.0877					86.819320679		Well_5
4245.2877					83.405540466		Well_5
4245.4877					78.472511292		Well_5
4245.6877					76.373535156		Well_5
4245.8877					76.006317139		Well_5
4246.0877					78.056053162		Well_5
4246.2877					78.545753479		Well_5
4246.4877					77.583610535		Well_5
4246.6877					75.554534912		Well_5
4246.8877					72.142669678		Well_5
4247.0877					69.935592651		Well_5
4247.2877					69.371772766		Well_5
4247.4877					69.919616699		Well_5
4247.6877					69.658935547		Well_5
4247.8877					69.814414978		Well_5
4248.0877					68.942581177		Well_5
4248.2877					67.209625244		Well_5
4248.4877					67.174407959		Well_5
4248.6877					68.078063965		Well_5
4248.8877					67.199333191		Well_5
4249.0877					66.647071838		Well_5
4249.2877					67.906311035		Well_5
4249.4877					70.051193237		Well_5
4249.6877					70.41607666		Well_5
4249.8877					68.954734802		Well_5
4250.0877					67.682998657		Well_5
4250.2877					67.243156433		Well_5
4250.4877					67.488830566		Well_5
4250.6877					68.400344849		Well_5
4250.8877					68.838783264		Well_5
4251.0877					68.78062439		Well_5
4251.2877					68.709312439		Well_5
4251.4877					69.221290588		Well_5
4251.6877					71.129119873		Well_5
4251.8877					71.95602417		Well_5
4252.0877					70.102546692		Well_5
4252.2877					69.102409363		Well_5
4252.4877					68.757759094		Well_5
4252.6877					69.228744507		Well_5
4252.8877					69.424087524		Well_5
4253.0877					68.200195313		Well_5
4253.2877					67.608024597		Well_5
4253.4877					67.081710815		Well_5
4253.6877					68.18296051		Well_5
4253.8877					68.780235291		Well_5
4254.0877					68.140632629		Well_5
4254.2877					67.855674744		Well_5
4254.4877					69.265693665		Well_5
4254.6877					72.040397644		Well_5
4254.8877					74.439231873		Well_5
4255.0877					76.056213379		Well_5
4255.2877					76.863975525		Well_5
4255.4877					77.206085205		Well_5
4255.6877					77.306930542		Well_5
4255.8877					78.139793396		Well_5
4256.0877					78.207771301		Well_5
4256.2877					77.470214844		Well_5
4256.4877					77.049217224		Well_5
4256.6877					77.153068542		Well_5
4256.8877					76.928833008		Well_5
4257.0877					76.056991577		Well_5
4257.2877					74.844352722		Well_5
4257.4877					73.807983398		Well_5
4257.6877					73.713760376		Well_5
4257.8877					74.55506897		Well_5
4258.0877					76.023445129		Well_5
4258.2877					76.146903992		Well_5
4258.4877					75.699966431		Well_5
4258.6877					75.851821899		Well_5
4258.8877					76.255401611		Well_5
4259.0877					76.353546143		Well_5
4259.2877					75.9453125		Well_5
4259.4877					75.609619141		Well_5
4259.6877					75.125495911		Well_5
4259.8877					74.13936615		Well_5
4260.0877					73.254821777		Well_5
4260.2877					73.267288208		Well_5
4260.4877					73.188545227		Well_5
4260.6877					73.279121399		Well_5
4260.8877					73.424598694		Well_5
4261.0877					72.65032196		Well_5
4261.2877					71.370529175		Well_5
4261.4877					70.579490662		Well_5
4261.6877					70.180458069		Well_5
4261.8877					70.507041931		Well_5
4262.0877					70.548103333		Well_5
4262.2877					70.701774597		Well_5
4262.4877					69.898651123		Well_5
4262.6877					68.964447021		Well_5
4262.8877					69.973800659		Well_5
4263.0877					72.309165955		Well_5
4263.2877					78.832298279		Well_5
4263.4877					87.747459412		Well_5
4263.6877					87.5050354		Well_5
4263.8877					77.471496582		Well_5
4264.0877					71.048065186		Well_5
4264.2877					70.10975647		Well_5
4264.4877					70.272621155		Well_5
4264.6877					68.407409668		Well_5
4264.8877					66.921844482		Well_5
4265.0877					69.043663025		Well_5
4265.2877					73.586624146		Well_5
4265.4877					76.245895386		Well_5
4265.6877					77.886024475		Well_5
4265.8877					78.655258179		Well_5
4266.0877					78.24306488		Well_5
4266.2877					77.14125061		Well_5
4266.4877					76.85068512		Well_5
4266.6877					75.983589172		Well_5
4266.8877					72.79989624		Well_5
4267.0877					70.58631134		Well_5
4267.2877					68.688323975		Well_5
4267.4877					67.766838074		Well_5
4267.6877					67.645767212		Well_5
4267.8877					67.408355713		Well_5
4268.0877					66.941291809		Well_5
4268.2877					67.431808472		Well_5
4268.4877					69.100593567		Well_5
4268.6877					71.352394104		Well_5
4268.8877					73.158432007		Well_5
4269.0877					73.42375946		Well_5
4269.2877					72.767982483		Well_5
4269.4877					71.175506592		Well_5
4269.6877					69.077735901		Well_5
4269.8877					67.9659729		Well_5
4270.0877					68.127029419		Well_5
4270.2877					67.825080872		Well_5
4270.4877					67.250160217		Well_5
4270.6877					67.26096344		Well_5
4270.8877					67.271179199		Well_5
4271.0877					67.191040039		Well_5
4271.2877					67.099967957		Well_5
4271.4877					67.19708252		Well_5
4271.6877					67.615882874		Well_5
4271.8877					67.905471802		Well_5
4272.0877					67.903038025		Well_5
4272.2877					67.609863281		Well_5
4272.4877					67.58846283		Well_5
4272.6877					67.220207214		Well_5
4272.8877					67.366622925		Well_5
4273.0877					67.520904541		Well_5
4273.2877					67.53894043		Well_5
4273.4877					69.040473938		Well_5
4273.6877					72.368621826		Well_5
4273.8877					76.742523193		Well_5
4274.0877					79.007225037		Well_5
4274.2877					78.904457092		Well_5
4274.4877					78.761817932		Well_5
4274.6877					79.708992004		Well_5
4274.8877					80.035614014		Well_5
4275.0877					78.727172852		Well_5
4275.2877					77.458465576		Well_5
4275.4877					77.071838379		Well_5
4275.6877					77.212432861		Well_5
4275.8877					77.476593018		Well_5
4276.0877					77.950454712		Well_5
4276.2877					78.068382263		Well_5
4276.4877					78.085647583		Well_5
4276.6877					77.383346558		Well_5
4276.8877					76.64276123		Well_5
4277.0877					75.942436218		Well_5
4277.2877					75.943359375		Well_5
4277.4877					75.972709656		Well_5
4277.6877					75.251663208		Well_5
4277.8877					73.488777161		Well_5
4278.0877					71.236068726		Well_5
4278.2877					70.276138306		Well_5
4278.4877					72.021713257		Well_5
4278.6877					74.564208984		Well_5
4278.8877					76.14528656		Well_5
4279.0877					77.193084717		Well_5
4279.2877					78.148948669		Well_5
4279.4877					79.354286194		Well_5
4279.6877					80.913238525		Well_5
4279.8877					82.953315735		Well_5
4280.0877					84.989982605		Well_5
4280.2877					85.270057678		Well_5
4280.4877					83.904205322		Well_5
4280.6877					82.083145142		Well_5
4280.8877					81.912277222		Well_5
4281.0877					83.538825989		Well_5
4281.2877					84.113433838		Well_5
4281.4877					82.997642517		Well_5
4281.6877					81.410682678		Well_5
4281.8877					79.467437744		Well_5
4282.0877					77.19556427		Well_5
4282.2877					75.174003601		Well_5
