MD	PHIE	GR	RHOB	DTCO	DTS	WELL
3281.33403				66.5287323	121.93051147	Well_7
3281.53403				66.505851746	121.8151474	Well_7
3281.73403				66.528160095	121.75258636	Well_7
3281.93403				66.553184509	121.75901031	Well_7
3282.13403				66.56388092	121.78259277	Well_7
3282.33403				66.575965881	121.77281189	Well_7
3282.53403				66.546310425	121.76799774	Well_7
3282.73403				66.529129028	121.73755646	Well_7
3282.93403				66.531959534	121.71704102	Well_7
3283.13403				66.527366638	121.66520691	Well_7
3283.33403				66.512153625	121.65710449	Well_7
3283.53403				66.551490784	121.6266861	Well_7
3283.73403				66.566680908	121.69278717	Well_7
3283.93403				66.66368866	121.85118103	Well_7
3284.13403				66.615531921	121.95713043	Well_7
3284.33403				66.59979248	122.03694916	Well_7
3284.53403				66.588890076	122.14170074	Well_7
3284.73403				66.803833008	122.21411133	Well_7
3284.93403				67.060890198	122.27599335	Well_7
3285.13403				67.083473206	122.37204742	Well_7
3285.33403				67.094871521	122.42551422	Well_7
3285.53403				67.108451843	122.50494385	Well_7
3285.73403				67.107803345	122.53598785	Well_7
3285.93403				67.166694641	122.48800659	Well_7
3286.13403				67.217376709	122.52146912	Well_7
3286.33403				67.261756897	122.5845871	Well_7
3286.53403				67.280761719	122.59864807	Well_7
3286.73403				67.304626465	122.65830231	Well_7
3286.93403				67.298866272	122.68183899	Well_7
3287.13403				67.267921448	122.71980286	Well_7
3287.33403				67.249015808	122.71960449	Well_7
3287.53403				67.24823761	122.69138336	Well_7
3287.73403				67.247337341	122.72504425	Well_7
3287.93403				67.237953186	122.72918701	Well_7
3288.13403				67.202774048	122.69617462	Well_7
3288.33403				67.188209534	122.72142792	Well_7
3288.53403				67.155578613	122.70586395	Well_7
3288.73403				67.13671875	122.70365143	Well_7
3288.93403				67.123146057	122.6682663	Well_7
3289.13403				67.144844055	122.65886688	Well_7
3289.33403				67.20854187	122.69148254	Well_7
3289.53403				67.265159607	122.75123596	Well_7
3289.73403				67.304382324	122.80581665	Well_7
3289.93403				67.338279724	122.79804993	Well_7
3290.13403				67.376945496	122.81458282	Well_7
3290.33403				67.389266968	122.85355377	Well_7
3290.53403				67.368347168	122.80677795	Well_7
3290.73403				67.35231781	122.77065277	Well_7
3290.93403				67.308456421	122.72666168	Well_7
3291.13403				67.281410217	122.67222595	Well_7
3291.33403				67.232620239	122.67180634	Well_7
3291.53403				67.206512451	122.59790802	Well_7
3291.73403				67.18347168	122.56256866	Well_7
3291.93403				67.158638	122.56783295	Well_7
3292.13403				67.130195618	122.54779816	Well_7
3292.33403				67.121131897	122.54080963	Well_7
3292.53403				67.118797302	122.53133392	Well_7
3292.73403				67.130302429	122.54523468	Well_7
3292.93403				67.166999817	122.60452271	Well_7
3293.13403				67.19519043	122.6228714	Well_7
3293.33403				67.244644165	122.64016724	Well_7
3293.53403				67.269515991	122.68157959	Well_7
3293.73403				67.304176331	122.72059631	Well_7
3293.93403				67.308769226	122.73432922	Well_7
3294.13403				67.326431274	122.74238586	Well_7
3294.33403				67.331176758	122.72906494	Well_7
3294.53403				67.327980042	122.77748871	Well_7
3294.73403				67.319374084	122.77275085	Well_7
3294.93403				67.308242798	122.73623657	Well_7
3295.13403				67.291809082	122.73323059	Well_7
3295.33403				67.246681213	122.63212585	Well_7
3295.53403				67.20249176	122.57991791	Well_7
3295.73403				67.141700745	122.50691986	Well_7
3295.93403				67.101959229	122.40431976	Well_7
3296.13403				67.078392029	122.37340546	Well_7
3296.33403				67.059112549	122.32797241	Well_7
3296.53403				67.055465698	122.32068634	Well_7
3296.73403				67.063575745	122.42792511	Well_7
3296.93403				67.087242126	122.47135162	Well_7
3297.13403				67.108665466	122.47747803	Well_7
3297.33403				67.15271759	122.59243011	Well_7
3297.53403				67.190620422	122.64481354	Well_7
3297.73403				67.215148926	122.69333649	Well_7
3297.93403				67.224075317	122.70529938	Well_7
3298.13403				67.202270508	122.70599365	Well_7
3298.33403				67.177810669	122.66036224	Well_7
3298.53403				67.152015686	122.58972931	Well_7
3298.73403				67.148841858	122.53901672	Well_7
3298.93403				67.158805847	122.55857849	Well_7
3299.13403				67.156234741	122.56271362	Well_7
3299.33403				67.167129517	122.50390625	Well_7
3299.53403				67.180419922	122.483284	Well_7
3299.73403				67.197380066	122.47920227	Well_7
3299.93403				67.211250305	122.48991394	Well_7
3300.13403				67.210662842	122.48987579	Well_7
3300.33403				67.21257019	122.49776459	Well_7
3300.53403				67.214004517	122.51335907	Well_7
3300.73403				67.232528687	122.5149231	Well_7
3300.93403				67.239639282	122.56665802	Well_7
3301.13403				67.242362976	122.59958649	Well_7
3301.33403				67.24495697	122.60215759	Well_7
3301.53403				67.251396179	122.55536652	Well_7
3301.73403				67.250709534	122.59655762	Well_7
3301.93403				67.257881165	122.62799835	Well_7
3302.13403				67.270507813	122.62163544	Well_7
3302.33403				67.242385864	122.5901413	Well_7
3302.53403				67.230697632	122.54990387	Well_7
3302.73403				67.226089478	122.5329361	Well_7
3302.93403				67.232299805	122.50725555	Well_7
3303.13403				67.253227234	122.57470703	Well_7
3303.33403				67.266273499	122.60049438	Well_7
3303.53403				67.284225464	122.62538147	Well_7
3303.73403				67.284049988	122.6517334	Well_7
3303.93403				67.295425415	122.67606354	Well_7
3304.13403				67.315002441	122.6867218	Well_7
3304.33403				67.303588867	122.70917511	Well_7
3304.53403				67.240821838	122.57314301	Well_7
3304.73403				67.223945618	122.54937744	Well_7
3304.93403				67.208450317	122.54772186	Well_7
3305.13403				67.214294434	122.5589447	Well_7
3305.33403				67.202880859	122.54681396	Well_7
3305.53403				67.192184448	122.54649353	Well_7
3305.73403				67.207641602	122.54991913	Well_7
3305.93403				67.258163452	122.65549469	Well_7
3306.13403				67.275131226	122.68512726	Well_7
3306.33403				67.298416138	122.73435211	Well_7
3306.53403				67.311431885	122.7642746	Well_7
3306.73403				67.348587036	122.79324341	Well_7
3306.93403				67.394447327	122.91139221	Well_7
3307.13403				67.43032074	122.95555878	Well_7
3307.33403				67.437339783	122.96935272	Well_7
3307.53403				67.443229675	122.98283386	Well_7
3307.73403				67.438545227	122.97200012	Well_7
3307.93403				67.409690857	122.94065857	Well_7
3308.13403				67.38684082	122.82023621	Well_7
3308.33403				67.365531921	122.78599548	Well_7
3308.53403				67.361419678	122.82362366	Well_7
3308.73403				67.370513916	122.8217392	Well_7
3308.93403				67.385231018	122.8510437	Well_7
3309.13403				67.414306641	122.8924942	Well_7
3309.33403				67.481430054	122.93302917	Well_7
3309.53403				67.520065308	123.0934906	Well_7
3309.73403				67.536308289	123.11303711	Well_7
3309.93403				67.549484253	123.10368347	Well_7
3310.13403				67.532615662	123.09365845	Well_7
3310.33403				67.512252808	123.08096313	Well_7
3310.53403				67.487007141	123.07243347	Well_7
3310.73403				67.459442139	123.0191803	Well_7
3310.93403				67.444396973	123.0177536	Well_7
3311.13403				67.426345825	123.0532608	Well_7
3311.33403				67.42780304	123.02919769	Well_7
3311.53403				67.440788269	123.0458374	Well_7
3311.73403				67.466491699	123.07711792	Well_7
3311.93403				67.497520447	123.13237762	Well_7
3312.13403				67.529426575	123.20481873	Well_7
3312.33403				67.541053772	123.25457764	Well_7
3312.53403				67.531166077	123.26320648	Well_7
3312.73403				67.521827698	123.2546463	Well_7
3312.93403				67.504425049	123.25785828	Well_7
3313.13403				67.489097595	123.28772736	Well_7
3313.33403				67.476051331	123.24319458	Well_7
3313.53403				67.481239319	123.25691986	Well_7
3313.73403				67.472984314	123.28195953	Well_7
3313.93403				67.48474884	123.30404663	Well_7
3314.13403				67.486999512	123.26369476	Well_7
3314.33403				67.479103088	123.25080872	Well_7
3314.53403				67.464439392	123.25557709	Well_7
3314.73403				67.453735352	123.13510132	Well_7
3314.93403				67.435897827	123.1084671	Well_7
3315.13403				67.44065094	123.07840729	Well_7
3315.33403				67.429519653	123.07330322	Well_7
3315.53403				67.426422119	123.07391357	Well_7
3315.73403				67.413528442	123.06706238	Well_7
3315.93403				67.415122986	122.98151398	Well_7
3316.13403				67.448532104	123.04665375	Well_7
3316.33403				67.445220947	123.09864807	Well_7
3316.53403				67.454429626	123.11012268	Well_7
3316.73403				67.429908752	123.08172607	Well_7
3316.93403				67.407432556	123.13729858	Well_7
3317.13403				67.392189026	123.12839508	Well_7
3317.33403				67.374229431	123.11612701	Well_7
3317.53403				67.3670578	123.13819122	Well_7
3317.73403				67.354454041	123.15924072	Well_7
3317.93403				67.370025635	123.13760376	Well_7
3318.13403				67.38507843	123.16664124	Well_7
3318.33403				67.388633728	123.17172241	Well_7
3318.53403				67.38735199	123.126091	Well_7
3318.73403				67.369338989	123.03661346	Well_7
3318.93403				67.332427979	122.99884033	Well_7
3319.13403				67.268287659	122.79753113	Well_7
3319.33403				67.134666443	122.73453522	Well_7
3319.53403				66.857154846	122.62522888	Well_7
3319.73403				66.793197632	122.46559906	Well_7
3319.93403				66.73349762	122.41420746	Well_7
3320.13403				66.723106384	122.38156128	Well_7
3320.33403				66.669906616	122.32995605	Well_7
3320.53403				66.696517944	122.32945251	Well_7
3320.73403				66.730270386	122.33992004	Well_7
3320.93403				66.696846008	122.34120178	Well_7
3321.13403				66.704582214	122.45059967	Well_7
3321.33403				66.604942322	122.47926331	Well_7
3321.53403				66.556503296	122.4338913	Well_7
3321.73403				66.497451782	122.29134369	Well_7
3321.93403				66.503509521	122.24845123	Well_7
3322.13403				66.5027771	122.26878357	Well_7
3322.33403				66.474098206	122.38072968	Well_7
3322.53403				66.56060791	122.39795685	Well_7
3322.73403				66.663993835	122.49203491	Well_7
3322.93403				66.678276062	122.64508057	Well_7
3323.13403				66.676811218	122.71609497	Well_7
3323.33403				66.586296082	122.56282043	Well_7
3323.53403				66.592178345	122.60391235	Well_7
3323.73403				66.568893433	122.53330231	Well_7
3323.93403				66.660224915	122.61219025	Well_7
3324.13403				66.652435303	122.58029175	Well_7
3324.33403				66.606765747	122.46588898	Well_7
3324.53403				66.5730896	122.46257782	Well_7
3324.73403				66.50239563	122.38545227	Well_7
3324.93403				66.410995483	122.27783966	Well_7
3325.13403				66.312347412	122.37732697	Well_7
3325.33403				66.308891296	122.10529327	Well_7
3325.53403				66.250808716	121.10061646	Well_7
3325.73403				66.200057983	121.09915924	Well_7
3325.93403				66.086006165	121.1692276	Well_7
3326.13403				66.053947449	119.35762787	Well_7
3326.33403				66.10308075	119.89019012	Well_7
3326.53403				66.101242065	121.55516052	Well_7
3326.73403				66.146659851	123.47398376	Well_7
3326.93403				66.08278656	123.60746765	Well_7
3327.13403				66.05191803	120.00585175	Well_7
3327.33403				65.995658875	124.20419312	Well_7
3327.53403				65.937950134	123.83457947	Well_7
3327.73403				65.878936768	123.16332245	Well_7
3327.93403				65.769767761	124.65888214	Well_7
3328.13403				65.647148132	125.43056488	Well_7
3328.33403				65.475135803	125.25429535	Well_7
3328.53403				65.326377869	123.72229767	Well_7
3328.73403				67.267562866	127.57131195	Well_7
3328.93403				68.17313385	127.37244415	Well_7
3329.13403				69.399383545	128.59632874	Well_7
3329.33403				69.755760193	129.96759033	Well_7
3329.53403				69.008552551	130.09724426	Well_7
3329.73403				67.433242798	128.46862793	Well_7
3329.93403				66.139823914	123.13054657	Well_7
3330.13403				63.637138367	119.89874268	Well_7
3330.33403				61.694950104	117.80883789	Well_7
3330.53403				60.151439667	116.11029053	Well_7
3330.73403				59.595375061	114.01435852	Well_7
3330.93403				59.32126236	113.22109985	Well_7
3331.13403				59.145118713	112.45191193	Well_7
3331.33403				58.983547211	112.06314087	Well_7
3331.53403				58.752639771	112.10494232	Well_7
3331.73403				58.93371582	111.93991089	Well_7
3331.93403				59.273948669	112.06984711	Well_7
3332.13403				59.662448883	112.36798096	Well_7
3332.33403				60.578754425	113.69864655	Well_7
3332.53403				61.873844147	116.02975464	Well_7
3332.73403				64.160362244	119.42976379	Well_7
3332.93403				65.655174255	121.06255341	Well_7
3333.13403				66.758636475	123.77993774	Well_7
3333.33403				67.427024841	124.2195816	Well_7
3333.53403				67.784690857	124.64395142	Well_7
3333.73403				68.02646637	125.01044464	Well_7
3333.93403				68.143974304	124.91996765	Well_7
3334.13403				68.16293335	125.38025665	Well_7
3334.33403				68.129707336	124.70581055	Well_7
3334.53403				68.131752014	124.3339386	Well_7
3334.73403				68.157478333	124.55071259	Well_7
3334.93403				68.176940918	125.21886444	Well_7
3335.13403				68.116043091	125.46637726	Well_7
3335.33403				68.045196533	124.75926971	Well_7
3335.53403				68.06061554	124.69408417	Well_7
3335.73403				68.058074951	125.73745728	Well_7
3335.93403				68.107025146	125.39022064	Well_7
3336.13403				68.121704102	125.54280853	Well_7
3336.33403				68.027572632	126.39645386	Well_7
3336.53403				68.007911682	126.34735107	Well_7
3336.73403				68.070526123	126.82873535	Well_7
3336.93403				68.189102173	127.14753723	Well_7
3337.13403				68.52999115	128.65007019	Well_7
3337.33403				69.248893738	129.15739441	Well_7
3337.53403				69.686553955	129.49388123	Well_7
3337.73403				69.8150177	130.27204895	Well_7
3337.93403				69.938926697	130.07594299	Well_7
3338.13403				69.993919373	129.89149475	Well_7
3338.33403				69.764755249	129.60163879	Well_7
3338.53403				69.394569397	128.55487061	Well_7
3338.73403				69.263069153	128.3145752	Well_7
3338.93403				69.054908752	128.20852661	Well_7
3339.13403				68.7710495	128.08450317	Well_7
3339.33403				68.512992859	127.8746109	Well_7
3339.53403				68.481361389	127.88748169	Well_7
3339.73403				68.718505859	127.98026276	Well_7
3339.93403				68.638046265	128.01026917	Well_7
3340.13403				68.702293396	128.61943054	Well_7
3340.33403				69.121322632	128.83129883	Well_7
3340.53403				69.168159485	128.4365387	Well_7
3340.73403				69.150238037	128.75379944	Well_7
3340.93403				69.133331299	128.64266968	Well_7
3341.13403				68.98323822	128.82989502	Well_7
3341.33403				68.7240448	128.53849792	Well_7
3341.53403				68.705627441	128.15084839	Well_7
3341.73403				68.594284058	128.03683472	Well_7
3341.93403				68.906364441	128.03579712	Well_7
3342.13403				69.10849762	128.76339722	Well_7
3342.33403				69.173698425	131.34242249	Well_7
3342.53403				69.222770691	130.73300171	Well_7
3342.73403				69.334510803	129.6764679	Well_7
3342.93403				69.523910522	129.99757385	Well_7
3343.13403				69.858779907	130.93487549	Well_7
3343.33403				69.915000916	131.94017029	Well_7
3343.53403				69.769119263	131.37290955	Well_7
3343.73403				69.63948822	130.53340149	Well_7
3343.93403				69.569442749	129.37800598	Well_7
3344.13403				69.32837677	130.70689392	Well_7
3344.33403				69.065467834	129.58085632	Well_7
3344.53403				68.643608093	128.16879272	Well_7
3344.73403				68.496734619	127.62190247	Well_7
3344.93403				68.564002991	129.27450562	Well_7
3345.13403				69.819206238	132.16714478	Well_7
3345.33403				71.531272888	136.21963501	Well_7
3345.53403				72.169136047	136.847229	Well_7
3345.73403				72.380523682	136.34480286	Well_7
3345.93403				72.305290222	136.09643555	Well_7
3346.13403				71.978019714	135.51867676	Well_7
3346.33403				71.393676758	131.93586731	Well_7
3346.53403				70.631736755	129.98098755	Well_7
3346.73403				69.123916626	126.20916748	Well_7
3346.93403				68.522079468	125.67967224	Well_7
3347.13403				68.217407227	125.50288391	Well_7
3347.33403				68.231491089	125.48993683	Well_7
3347.53403				68.279464722	125.5327301	Well_7
3347.73403				68.345497131	125.40602112	Well_7
3347.93403				68.37096405	125.15449524	Well_7
3348.13403				68.407356262	125.1115799	Well_7
3348.33403				68.376564026	125.33666229	Well_7
3348.53403				68.388473511	125.6350174	Well_7
3348.73403				68.350563049	125.41923523	Well_7
3348.93403				68.313201904	125.15066528	Well_7
3349.13403				68.245765686	124.87650299	Well_7
3349.33403				68.200508118	125.11982727	Well_7
3349.53403				68.103767395	124.92794037	Well_7
3349.73403				68.038505554	124.87947083	Well_7
3349.93403				68.020500183	124.75537109	Well_7
3350.13403				67.999450684	124.78074646	Well_7
3350.33403				67.943138123	124.68976593	Well_7
3350.53403				67.89352417	123.77752686	Well_7
3350.73403				67.889923096	123.21615601	Well_7
3350.93403				67.935005188	123.22268677	Well_7
3351.13403				68.375198364	126.32800293	Well_7
3351.33403				68.356903076	126.46413422	Well_7
3351.53403				68.628181458	125.8555603	Well_7
3351.73403				68.789710999	126.58271027	Well_7
3351.93403				68.778297424	127.14928436	Well_7
3352.13403				68.799430847	127.89578247	Well_7
3352.33403				68.7473526	127.92777252	Well_7
3352.53403				68.611183167	127.64622498	Well_7
3352.73403				68.54057312	127.21962738	Well_7
3352.93403				68.382049561	127.0426712	Well_7
3353.13403				68.143592834	123.56126404	Well_7
3353.33403				67.973945618	125.62870789	Well_7
3353.53403				68.460998535	122.0239563	Well_7
3353.73403				68.823890686	125.5480423	Well_7
3353.93403				70.487083435	126.18527222	Well_7
3354.13403				72.167350769	132.38801575	Well_7
3354.33403				72.83089447	137.2197113	Well_7
3354.53403				73.015571594	137.82073975	Well_7
3354.73403				72.918937683	138.50012207	Well_7
3354.93403				72.464378357	136.48852539	Well_7
3355.13403				71.792694092	136.09976196	Well_7
3355.33403				70.46206665	133.11430359	Well_7
3355.53403				69.679977417	127.82905579	Well_7
3355.73403				69.383911133	127.47564697	Well_7
3355.93403				69.148345947	126.98222351	Well_7
3356.13403				68.856506348	126.79036713	Well_7
3356.33403				68.786376953	126.19874573	Well_7
3356.53403				68.733146667	126.02617645	Well_7
