MD	PHIE	GR	RHOB	DTCO	DTS	WELL
3560.13403				67.97593689	124.22402191	Well_7
3560.33403				67.994316101	124.23117065	Well_7
3560.53403				68.082191467	124.40736389	Well_7
3560.73403				68.102775574	124.42375183	Well_7
3560.93403				68.068946838	124.34334564	Well_7
3561.13403				68.02482605	124.12447357	Well_7
3561.33403				67.995140076	123.87794495	Well_7
3561.53403				67.973999023	123.7833252	Well_7
3561.73403				67.937454224	123.79602051	Well_7
3561.93403				67.89982605	123.61116791	Well_7
3562.13403				67.917884827	123.41243744	Well_7
3562.33403				67.968467712	123.28154755	Well_7
3562.53403				67.991165161	123.60758209	Well_7
3562.73403				68.004318237	123.58300781	Well_7
3562.93403				68.029136658	123.53968811	Well_7
3563.13403				67.881263733	124.30347443	Well_7
3563.33403				67.576248169	124.6431427	Well_7
3563.53403				67.418159485	124.38674164	Well_7
3563.73403				67.391983032	126.18360901	Well_7
3563.93403				67.504837036	126.25428772	Well_7
3564.13403				67.66632843	127.29550171	Well_7
3564.33403				67.969589233	128.0269165	Well_7
3564.53403				68.517784119	129.52264404	Well_7
3564.73403				69.099998474	130.4997406	Well_7
3564.93403				69.32824707	128.14758301	Well_7
3565.13403				69.468521118	128.47041321	Well_7
3565.33403				69.443138123	127.63459015	Well_7
3565.53403				69.323860168	127.6763382	Well_7
3565.73403				68.706306458	125.47838593	Well_7
3565.93403				68.413024902	124.77039337	Well_7
3566.13403				68.192153931	124.42481232	Well_7
3566.33403				68.160339355	124.08834839	Well_7
3566.53403				68.084236145	124.20793915	Well_7
3566.73403				68.119148254	124.46852875	Well_7
3566.93403				68.231338501	124.68978119	Well_7
3567.13403				68.294960022	124.85313416	Well_7
3567.33403				68.359275818	125.03159332	Well_7
3567.53403				68.308395386	125.27420807	Well_7
3567.73403				68.167556763	125.10415649	Well_7
3567.93403				68.119110107	125.01557922	Well_7
3568.13403				68.146156311	124.86550903	Well_7
3568.33403				68.194549561	124.78160095	Well_7
3568.53403				68.233528137	124.83422852	Well_7
3568.73403				68.341964722	124.86706543	Well_7
3568.93403				68.411254883	124.94785309	Well_7
3569.13403				68.512916565	124.93844604	Well_7
3569.33403				68.506332397	124.89504242	Well_7
3569.53403				68.249908447	124.25741577	Well_7
3569.73403				68.125686646	124.03246307	Well_7
3569.93403				68.000686646	123.93193054	Well_7
3570.13403				67.851715088	123.51268005	Well_7
3570.33403				67.717750549	123.32405853	Well_7
3570.53403				67.660629272	123.15841675	Well_7
3570.73403				67.654426575	123.09270477	Well_7
3570.93403				67.671051025	123.10687256	Well_7
3571.13403				67.679008484	123.10923767	Well_7
3571.33403				67.678703308	123.09695435	Well_7
3571.53403				67.684455872	123.08753967	Well_7
3571.73403				67.672477722	123.09062195	Well_7
3571.93403				67.651679993	123.10958099	Well_7
3572.13403				67.647628784	123.12026215	Well_7
3572.33403				67.643508911	123.13363647	Well_7
3572.53403				67.647895813	123.16409302	Well_7
3572.73403				67.644973755	123.18858337	Well_7
3572.93403				67.622169495	123.17395782	Well_7
3573.13403				67.619827271	123.2027359	Well_7
3573.33403				67.602806091	123.16629028	Well_7
3573.53403				67.597503662	123.17016602	Well_7
3573.73403				67.610664368	123.18247223	Well_7
3573.93403				67.622688293	123.27981567	Well_7
3574.13403				67.634857178	123.26415253	Well_7
3574.33403				67.649368286	123.27468872	Well_7
3574.53403				67.648773193	123.25043488	Well_7
3574.73403				67.652732849	123.25875092	Well_7
3574.93403				67.658042908	123.28110504	Well_7
3575.13403				67.669494629	123.21959686	Well_7
3575.33403				67.666061401	123.24055481	Well_7
3575.53403				67.664276123	123.20957184	Well_7
3575.73403				67.656799316	123.19700623	Well_7
3575.93403				67.662307739	123.19116974	Well_7
3576.13403				67.656333923	123.16677856	Well_7
3576.33403				67.622947693	123.20999908	Well_7
3576.53403				67.635902405	123.21936035	Well_7
3576.73403				67.588027954	123.22248077	Well_7
3576.93403				67.555526733	123.09996033	Well_7
3577.13403				67.544258118	123.36549377	Well_7
3577.33403				67.548828125	123.37195587	Well_7
3577.53403				67.540382385	123.15818024	Well_7
3577.73403				67.561843872	123.19497681	Well_7
3577.93403				67.614639282	123.3188324	Well_7
3578.13403				67.718589783	123.80033875	Well_7
3578.33403				68.234794617	123.69403076	Well_7
3578.53403				67.580589294	124.14453888	Well_7
3578.73403				67.728736877	124.10573578	Well_7
3578.93403				67.582321167	124.46781921	Well_7
3579.13403				67.439628601	122.98922729	Well_7
3579.33403				67.308883667	124.83498383	Well_7
3579.53403				67.208076477	124.11299896	Well_7
3579.73403				67.114341736	123.36128235	Well_7
3579.93403				66.740478516	122.7987442	Well_7
3580.13403				66.561103821	123.0453949	Well_7
3580.33403				66.636444092	123.06420135	Well_7
3580.53403				66.65221405	123.30518341	Well_7
3580.73403				66.737228394	123.52320862	Well_7
3580.93403				66.85181427	124.04442596	Well_7
3581.13403				66.541938782	123.87110901	Well_7
3581.33403				66.16834259	122.5594635	Well_7
3581.53403				65.942382813	121.98875427	Well_7
3581.73403				64.804016113	120.86260986	Well_7
3581.93403				64.569458008	120.85860443	Well_7
3582.13403				64.628356934	120.93700409	Well_7
3582.33403				64.610603333	120.76994324	Well_7
3582.53403				64.81414032	120.76442719	Well_7
3582.73403				65.168930054	120.87363434	Well_7
3582.93403				65.489509583	121.15001678	Well_7
3583.13403				66.163108826	121.42267609	Well_7
3583.33403				66.514381409	121.62735748	Well_7
3583.53403				66.717971802	121.97143555	Well_7
3583.73403				66.807052612	122.1627121	Well_7
3583.93403				67.047042847	122.27809143	Well_7
3584.13403				67.378944397	122.64933777	Well_7
3584.33403				67.548446655	122.86456299	Well_7
3584.53403				67.577278137	122.90316772	Well_7
3584.73403				67.590072632	122.94197845	Well_7
3584.93403				67.620811462	123.01403046	Well_7
3585.13403				67.650062561	123.04788208	Well_7
3585.33403				67.681282043	123.13995361	Well_7
3585.53403				67.690559387	123.15103912	Well_7
3585.73403				67.700157166	123.13858795	Well_7
3585.93403				67.710777283	123.13721466	Well_7
3586.13403				67.686218262	123.17897034	Well_7
3586.33403				67.662956238	123.15681458	Well_7
3586.53403				67.660255432	123.19194794	Well_7
3586.73403				67.62474823	123.22679901	Well_7
3586.93403				67.601341248	123.2286911	Well_7
3587.13403				67.599899292	123.23980713	Well_7
3587.33403				67.597549438	123.26099396	Well_7
3587.53403				67.592308044	123.2665863	Well_7
3587.73403				67.604476929	123.25562286	Well_7
3587.93403				67.640563965	123.2975235	Well_7
3588.13403				67.652412415	123.29685211	Well_7
3588.33403				67.683052063	123.29897308	Well_7
3588.53403				67.711143494	123.31995392	Well_7
3588.73403				67.729644775	123.39073181	Well_7
3588.93403				67.726364136	123.40229797	Well_7
3589.13403				67.736885071	123.38631439	Well_7
3589.33403				67.737701416	123.36979675	Well_7
3589.53403				67.728797913	123.32330322	Well_7
3589.73403				67.688438416	123.30005646	Well_7
3589.93403				67.699645996	123.22550201	Well_7
3590.13403				67.695533752	123.2616272	Well_7
3590.33403				67.698570251	123.24007416	Well_7
3590.53403				67.718643188	123.28456879	Well_7
3590.73403				67.716835022	123.21948242	Well_7
3590.93403				67.70602417	123.21025085	Well_7
3591.13403				67.694328308	123.21144104	Well_7
3591.33403				67.721153259	123.1630249	Well_7
3591.53403				67.717338562	123.18190765	Well_7
3591.73403				67.676673889	123.17372131	Well_7
3591.93403				67.674079895	123.19732666	Well_7
3592.13403				67.669761658	123.32144928	Well_7
3592.33403				67.668914795	123.31565094	Well_7
3592.53403				67.644134521	123.1967926	Well_7
3592.73403				67.62361145	123.20838928	Well_7
3592.93403				67.595054626	123.21250916	Well_7
3593.13403				67.595146179	123.05199432	Well_7
3593.33403				67.6195755	123.13355255	Well_7
3593.53403				67.627220154	123.1938858	Well_7
3593.73403				67.557678223	122.93406677	Well_7
3593.93403				67.531021118	122.6071167	Well_7
3594.13403				67.487243652	122.56903839	Well_7
3594.33403				67.518096924	122.54702759	Well_7
3594.53403				67.406814575	122.63461304	Well_7
3594.73403				67.44329834	123.04727936	Well_7
3594.93403				67.333694458	122.59714508	Well_7
3595.13403				67.150039673	122.52540588	Well_7
3595.33403				66.767349243	121.98741913	Well_7
3595.53403				66.441566467	121.67774963	Well_7
3595.73403				66.078910828	120.87947845	Well_7
3595.93403				65.775230408	120.54962921	Well_7
3596.13403				65.380256653	120.20645142	Well_7
3596.33403				65.189186096	119.35426331	Well_7
3596.53403				65.279502869	119.42198181	Well_7
3596.73403				65.43712616	119.67841339	Well_7
3596.93403				65.781532288	120.4187088	Well_7
3597.13403				66.162902832	120.93872833	Well_7
3597.33403				66.702835083	121.45220947	Well_7
3597.53403				67.087333679	122.253479	Well_7
3597.73403				67.224769592	122.60211182	Well_7
3597.93403				67.264083862	122.74060822	Well_7
3598.13403				67.296348572	122.80703735	Well_7
3598.33403				67.384307861	122.92890167	Well_7
3598.53403				67.392776489	122.85585022	Well_7
3598.73403				67.399162292	122.85551453	Well_7
3598.93403				67.445922852	122.87552643	Well_7
3599.13403				67.488113403	122.96418762	Well_7
3599.33403				67.575164795	122.97988892	Well_7
3599.53403				67.637832642	123.04673004	Well_7
3599.73403				67.629898071	123.08920288	Well_7
3599.93403				67.657264709	123.1160202	Well_7
3600.13403				67.671867371	123.11073303	Well_7
3600.33403				67.68586731	123.13861084	Well_7
3600.53403				67.681098938	123.08927155	Well_7
3600.73403				67.666069031	123.10897827	Well_7
3600.93403				67.658531189	123.03231049	Well_7
3601.13403				67.634147644	123.00036621	Well_7
3601.33403				67.62877655	122.93771362	Well_7
3601.53403				67.6198349	122.88635254	Well_7
3601.73403				67.604728699	122.97737885	Well_7
3601.93403				67.57875061	122.9008255	Well_7
3602.13403				67.569480896	122.80271912	Well_7
3602.33403				67.555114746	122.76815796	Well_7
3602.53403				67.521217346	122.75961304	Well_7
3602.73403				67.52432251	122.92140961	Well_7
3602.93403				67.484268188	123.03301239	Well_7
3603.13403				67.394508362	122.63065338	Well_7
3603.33403				67.345756531	122.83972168	Well_7
3603.53403				67.310401917	122.89848328	Well_7
3603.73403				67.286575317	122.89958191	Well_7
3603.93403				67.226577759	122.8260498	Well_7
3604.13403				67.186279297	122.80299377	Well_7
3604.33403				67.186882019	122.72546387	Well_7
3604.53403				67.205276489	122.70192719	Well_7
3604.73403				67.22077179	122.83790588	Well_7
3604.93403				67.232795715	122.88808441	Well_7
3605.13403				67.344345093	122.93096161	Well_7
3605.33403				67.388687134	122.96107483	Well_7
3605.53403				67.448760986	123.14772034	Well_7
3605.73403				67.380104065	123.1844635	Well_7
3605.93403				67.407806396	123.00991058	Well_7
3606.13403				67.303085327	122.89797211	Well_7
3606.33403				67.255142212	122.78227234	Well_7
3606.53403				66.6771698	122.22890472	Well_7
3606.73403				66.294563293	121.81963348	Well_7
3606.93403				66.082687378	121.53076935	Well_7
3607.13403				66.003845215	121.43965912	Well_7
3607.33403				65.951385498	121.51203918	Well_7
3607.53403				66.050697327	121.63388824	Well_7
3607.73403				66.330230713	121.79148865	Well_7
3607.93403				66.573432922	122.40116119	Well_7
3608.13403				67.025489807	122.5030899	Well_7
3608.33403				67.471855164	122.82727051	Well_7
3608.53403				67.562103271	123.23786926	Well_7
3608.73403				67.603660583	123.20425415	Well_7
3608.93403				67.612670898	123.27224731	Well_7
3609.13403				67.639686584	123.16526794	Well_7
3609.33403				67.600601196	123.34545135	Well_7
3609.53403				67.592544556	123.15909576	Well_7
3609.73403				67.581542969	123.09822083	Well_7
3609.93403				67.543434143	123.14196014	Well_7
3610.13403				67.504829407	123.35098267	Well_7
3610.33403				67.520462036	123.67102814	Well_7
3610.53403				67.512962341	123.04390717	Well_7
3610.73403				67.49584198	123.0674057	Well_7
3610.93403				67.43081665	123.56169128	Well_7
3611.13403				67.349403381	124.41495514	Well_7
3611.33403				67.36756134	123.80678558	Well_7
3611.53403				67.362686157	123.74486542	Well_7
3611.73403				67.32824707	124.25082397	Well_7
3611.93403				67.193244934	123.87856293	Well_7
3612.13403				66.870422363	123.97902679	Well_7
3612.33403				66.57333374	123.69187164	Well_7
3612.53403				66.458099365	123.20259094	Well_7
3612.73403				66.179771423	122.86420441	Well_7
3612.93403				65.982444763	123.1079483	Well_7
3613.13403				65.703102112	122.87771606	Well_7
3613.33403				65.502388	122.68257141	Well_7
3613.53403				65.332954407	122.15592194	Well_7
3613.73403				65.480438232	121.92850494	Well_7
3613.93403				65.848144531	122.65561676	Well_7
3614.13403				66.183319092	124.78736115	Well_7
3614.33403				66.248138428	126.35586548	Well_7
3614.53403				66.258132935	127.15910339	Well_7
3614.73403				66.33215332	127.18315125	Well_7
3614.93403				66.334938049	126.98454285	Well_7
3615.13403				66.111747742	125.69426727	Well_7
3615.33403				65.540840149	124.87395477	Well_7
3615.53403				64.994796753	123.28109741	Well_7
3615.73403				64.159988403	122.06814575	Well_7
3615.93403				63.029457092	119.7264328	Well_7
3616.13403				62.318099976	117.79698181	Well_7
3616.33403				61.856845856	117.48239899	Well_7
3616.53403				61.713592529	117.38130951	Well_7
3616.73403				61.544029236	117.14332581	Well_7
3616.93403				61.471412659	115.9540863	Well_7
3617.13403				61.199672699	115.5737915	Well_7
3617.33403				60.855205536	114.8788681	Well_7
3617.53403				60.530265808	114.4917984	Well_7
3617.73403				60.536140442	114.14768219	Well_7
3617.93403				60.398033142	114.17266083	Well_7
3618.13403				60.62544632	114.24184418	Well_7
3618.33403				60.961483002	115.13261414	Well_7
3618.53403				61.804222107	117.4256134	Well_7
3618.73403				62.500587463	118.4446106	Well_7
3618.93403				63.427173615	118.42675781	Well_7
3619.13403				63.803573608	118.59725189	Well_7
3619.33403				64.638893127	120.57765961	Well_7
3619.53403				65.392372131	121.48838806	Well_7
3619.73403				66.34703064	122.58855438	Well_7
3619.93403				67.145393372	123.46085358	Well_7
3620.13403				67.519477844	121.30465698	Well_7
3620.33403				67.720039368	121.91930389	Well_7
3620.53403				67.838066101	122.2210083	Well_7
3620.73403				67.766609192	124.16291809	Well_7
3620.93403				67.645889282	119.42693329	Well_7
3621.13403				67.285423279	119.65365601	Well_7
3621.33403				67.174430847	119.51071167	Well_7
3621.53403				67.433258057	119.00123596	Well_7
3621.73403				67.765792847	118.24344635	Well_7
3621.93403				67.969680786	126.23097229	Well_7
3622.13403				68.538726807	128.86082458	Well_7
3622.33403				69.284629822	129.8812561	Well_7
3622.53403				70.869544983	131.69192505	Well_7
3622.73403				71.672988892	135.97245789	Well_7
3622.93403				71.759933472	135.1355896	Well_7
3623.13403				71.601127625	134.41490173	Well_7
3623.33403				71.674545288	134.13026428	Well_7
3623.53403				71.927978516	133.82345581	Well_7
3623.73403				71.745689392	132.76585388	Well_7
3623.93403				71.152351379	127.83633423	Well_7
3624.13403				70.777381897	127.0790863	Well_7
3624.33403				70.171089172	125.66192627	Well_7
3624.53403				69.468177795	126.06096649	Well_7
3624.73403				69.094604492	125.85148621	Well_7
3624.93403				68.86907959	126.17702484	Well_7
3625.13403				68.69783783	127.73272705	Well_7
3625.33403				68.531402588	127.38779449	Well_7
3625.53403				68.463798523	126.15995026	Well_7
3625.73403				68.741317749	124.5562439	Well_7
3625.93403				69.205467224	124.6247406	Well_7
3626.13403				69.499458313	123.22068024	Well_7
3626.33403				70.01638031	123.36856079	Well_7
3626.53403				70.310470581	126.16888428	Well_7
3626.73403				71.010665894	127.1428299	Well_7
3626.93403				72.08757782	128.2059021	Well_7
3627.13403				72.734321594	137.59558105	Well_7
3627.33403				73.299461365	134.09182739	Well_7
3627.53403				73.682151794	134.29772949	Well_7
3627.73403				74.645347595	143.25839233	Well_7
3627.93403				74.860183716	145.55386353	Well_7
3628.13403				74.688735962	144.70469666	Well_7
3628.33403				74.483009338	137.79177856	Well_7
3628.53403				74.162788391	140.74465942	Well_7
3628.73403				73.169013977	135.25465393	Well_7
3628.93403				71.984130859	131.1423645	Well_7
3629.13403				70.979385376	127.56770325	Well_7
3629.33403				70.46710968	126.87918854	Well_7
3629.53403				69.693954468	126.5262146	Well_7
3629.73403				69.251701355	124.24661255	Well_7
3629.93403				69.263381958	124.58940887	Well_7
3630.13403				69.274009705	126.36649323	Well_7
3630.33403				69.159950256	121.03562927	Well_7
3630.53403				69.03894043	120.09183502	Well_7
3630.73403				68.967926025	124.24047852	Well_7
3630.93403				68.655639648	123.80110168	Well_7
3631.13403				68.344436646	127.05184174	Well_7
3631.33403				68.321670532	127.52630615	Well_7
3631.53403				68.204818726	118.56305695	Well_7
3631.73403				68.5754776	121.040802	Well_7
3631.93403				69.482543945	122.96850586	Well_7
3632.13403				70.603103638	140.0514679	Well_7
3632.33403				70.983757019	151.97761536	Well_7
3632.53403				72.502868652	149.27342224	Well_7
3632.73403				74.467216492	146.35670471	Well_7
3632.93403				74.824623108	143.84510803	Well_7
3633.13403				74.321861267	140.67372131	Well_7
3633.33403				73.774108887	136.79319763	Well_7
3633.53403				72.484832764	133.62275696	Well_7
3633.73403				70.917907715	136.20487976	Well_7
3633.93403				70.983894348	139.44992065	Well_7
3634.13403				71.36882782	141.90185547	Well_7
3634.33403				71.917510986	143.99484253	Well_7
3634.53403				73.742538452	146.33273315	Well_7
3634.73403				74.769645691	147.90489197	Well_7
3634.93403				76.598564148	148.68077087	Well_7
3635.13403				77.132369995	149.29093933	Well_7
3635.33403				76.863365173	149.30912781	Well_7
3635.53403				76.975852966	149.64746094	Well_7
3635.73403				76.966033936	149.89054871	Well_7
3635.93403				76.664535522	150.79574585	Well_7
3636.13403				76.138473511	150.34663391	Well_7
3636.33403				76.225883484	150.10037231	Well_7
3636.53403				76.316917419	149.35820007	Well_7
3636.73403				76.372566223	148.73852539	Well_7
3636.93403				76.451271057	149.22895813	Well_7
3637.13403				76.320755005	150.04847717	Well_7
3637.33403				76.728713989	151.98139954	Well_7
3637.53403				76.991081238	151.90298462	Well_7
3637.73403				76.964889526	151.80293274	Well_7
3637.93403				76.997154236	152.80046082	Well_7
3638.13403				76.932380676	152.22924805	Well_7
3638.33403				76.710365295	151.82493591	Well_7
3638.53403				76.520263672	151.54898071	Well_7
3638.73403				76.090705872	150.4526825	Well_7
3638.93403				75.879844666	148.55728149	Well_7
3639.13403				75.5	148.05535889	Well_7
3639.33403				75.393005371	146.02217102	Well_7
3639.53403				73.354042053	143.60887146	Well_7
3639.73403				72.479606628	138.2820282	Well_7
3639.93403				72.306938171	135.78845215	Well_7
3640.13403				72.277618408	135.23258972	Well_7
3640.33403				72.279594421	134.58859253	Well_7
3640.53403				72.368103027	133.83851624	Well_7
3640.73403				72.300506592	133.60975647	Well_7
3640.93403				72.274765015	133.97618103	Well_7
3641.13403				72.15020752	132.92289734	Well_7
3641.33403				71.225250244	132.16337585	Well_7
3641.53403				69.385383606	127.04291534	Well_7
3641.73403				68.870933533	125.36496735	Well_7
3641.93403				68.661727905	124.27463531	Well_7
3642.13403				68.67035675	124.54328156	Well_7
3642.33403				68.76714325	125.54132843	Well_7
3642.53403				68.860542297	125.71827698	Well_7
3642.73403				68.971641541	125.92945862	Well_7
3642.93403				69.059783936	126.15872192	Well_7
3643.13403				68.885147095	125.87392426	Well_7
3643.33403				68.760391235	125.88881683	Well_7
3643.53403				68.602249146	125.87089539	Well_7
3643.73403				68.517402649	125.6860199	Well_7
3643.93403				68.415153503	123.88594818	Well_7
3644.13403				68.353988647	124.11785126	Well_7
3644.33403				68.353378296	124.5541687	Well_7
3644.53403				68.44052887	123.82969666	Well_7
3644.73403				69.596801758	125.48858643	Well_7
3644.93403				71.168449402	126.07243347	Well_7
3645.13403				70.704566956	127.67403412	Well_7
3645.33403				71.149940491	131.44110107	Well_7
3645.53403				72.423248291	134.12896729	Well_7
3645.73403				73.584945679	139.08282471	Well_7
3645.93403				74.252510071	141.0199585	Well_7
3646.13403				75.91027832	142.06916809	Well_7
3646.33403				76.521682739	148.94161987	Well_7
3646.53403				76.521583557	148.14007568	Well_7
3646.73403				76.42691803	147.79301453	Well_7
3646.93403				76.18107605	150.04789734	Well_7
3647.13403				76.206695557	152.23948669	Well_7
3647.33403				75.808105469	151.76475525	Well_7
3647.53403				74.585647583	147.10375977	Well_7
3647.73403				73.763076782	144.75090027	Well_7
3647.93403				72.610374451	142.72891235	Well_7
3648.13403				71.501876831	139.31903076	Well_7
3648.33403				70.492088318	129.13812256	Well_7
3648.53403				69.975624084	127.61676025	Well_7
3648.73403				69.100570679	127.09528351	Well_7
3648.93403				69.004562378	126.66246033	Well_7
3649.13403				69.12487793	126.92372131	Well_7
3649.33403				69.480278015	127.46891022	Well_7
3649.53403				69.626411438	128.17593384	Well_7
3649.73403				69.69821167	127.82194519	Well_7
3649.93403				69.673110962	127.60124969	Well_7
3650.13403				69.45665741	127.152565	Well_7
3650.33403				69.182106018	126.94123077	Well_7
3650.53403				68.848251343	126.23365784	Well_7
3650.73403				68.661018372	125.80287933	Well_7
3650.93403				68.443214417	125.43465424	Well_7
3651.13403				68.347290039	125.19776917	Well_7
3651.33403				68.293075562	124.9127121	Well_7
3651.53403				68.22706604	124.89383698	Well_7
3651.73403				68.205131531	124.84642792	Well_7
3651.93403				68.242256165	124.85267639	Well_7
3652.13403				68.208190918	124.78832245	Well_7
3652.33403				68.17489624	124.8187561	Well_7
3652.53403				68.123123169	124.80576324	Well_7
3652.73403				68.170341492	124.64557648	Well_7
3652.93403				68.262313843	124.73023224	Well_7
3653.13403				68.376823425	124.91208649	Well_7
3653.33403				68.440330505	125.2292099	Well_7
3653.53403				68.492774963	125.34010315	Well_7
3653.73403				68.444572449	125.28907013	Well_7
3653.93403				68.408721924	125.22011566	Well_7
3654.13403				68.375015259	125.17085266	Well_7
3654.33403				68.258483887	124.87679291	Well_7
3654.53403				68.238479614	124.69476318	Well_7
3654.73403				68.208602905	124.60033417	Well_7
3654.93403				68.168403625	124.59587097	Well_7
3655.13403				68.1121521	124.51393127	Well_7
3655.33403				68.107971191	124.38087463	Well_7
3655.53403				68.122070313	124.43690491	Well_7
3655.73403				68.121688843	124.43450928	Well_7
3655.93403				68.211639404	124.38398743	Well_7
3656.13403				68.240913391	124.38043213	Well_7
3656.33403				68.27709198	124.42620087	Well_7
3656.53403				68.296127319	124.4291153	Well_7
3656.73403				68.266662598	124.39878082	Well_7
3656.93403				68.220397949	124.38145447	Well_7
3657.13403				68.056518555	124.18210602	Well_7
3657.33403				67.934051514	124.05593872	Well_7
3657.53403				67.840538025	123.90799713	Well_7
3657.73403				67.791542053	123.84313965	Well_7
3657.93403				67.759849548	123.89425659	Well_7
3658.13403				67.755279541	123.88150787	Well_7
3658.33403				67.805236816	123.85709381	Well_7
3658.53403				67.839111328	123.93289185	Well_7
3658.73403				67.865814209	123.9782486	Well_7
3658.93403				67.907516479	123.9695282	Well_7
3659.13403				67.922912598	124.07606506	Well_7
3659.33403				67.868156433	123.96733093	Well_7
3659.53403				67.825500488	123.73039246	Well_7
3659.73403				67.770492554	123.56918335	Well_7
3659.93403				67.719711304	123.50706482	Well_7
3660.13403				67.634658813	123.43604279	Well_7
3660.33403				67.612243652	123.16410065	Well_7
3660.53403				67.651832581	123.21450806	Well_7
3660.73403				67.67162323	123.24479675	Well_7
3660.93403				67.703422546	123.32777405	Well_7
3661.13403				67.715797424	123.5189209	Well_7
3661.33403				67.720962524	123.55044556	Well_7
3661.53403				67.711326599	123.55654907	Well_7
3661.73403				67.746704102	123.54117584	Well_7
3661.93403				67.754211426	123.57267761	Well_7
3662.13403				67.783279419	123.638237	Well_7
3662.33403				67.81137085	123.8529129	Well_7
3662.53403				67.891677856	123.84498596	Well_7
3662.73403				67.943336487	123.91947937	Well_7
3662.93403				68.05582428	124.24533081	Well_7
3663.13403				68.237205505	124.36269379	Well_7
3663.33403				68.445289612	124.88307953	Well_7
3663.53403				68.535171509	125.03205109	Well_7
3663.73403				68.654472351	125.25344086	Well_7
3663.93403				68.732276917	125.34310913	Well_7
3664.13403				68.697280884	125.6060257	Well_7
3664.33403				68.67401123	125.72689819	Well_7
3664.53403				68.668281555	125.59191132	Well_7
3664.73403				68.605514526	125.46173859	Well_7
3664.93403				68.477340698	125.36640167	Well_7
3665.13403				68.452033997	125.34176636	Well_7
3665.33403				68.334091187	125.1704483	Well_7
3665.53403				68.32195282	125.07632446	Well_7
3665.73403				68.401786804	125.05487823	Well_7
3665.93403				68.506439209	125.19474792	Well_7
3666.13403				68.561790466	125.36728668	Well_7
3666.33403				68.521194458	125.34169769	Well_7
3666.53403				68.446128845	125.46341705	Well_7
3666.73403				68.472305298	125.61173248	Well_7
3666.93403				68.421058655	125.62194061	Well_7
3667.13403				68.460113525	125.53623199	Well_7
3667.33403				68.296089172	125.20892334	Well_7
3667.53403				68.280944824	124.8733139	Well_7
3667.73403				68.263893127	124.80342865	Well_7
3667.93403				68.253692627	124.77934265	Well_7
3668.13403				68.299690247	124.60765839	Well_7
3668.33403				68.391998291	124.71097565	Well_7
3668.53403				68.438476563	124.84646606	Well_7
3668.73403				68.532180786	125.24885559	Well_7
3668.93403				68.589164734	125.3863678	Well_7
3669.13403				68.68913269	125.57845306	Well_7
3669.33403				68.752700806	125.62280273	Well_7
3669.53403				68.780715942	125.80231476	Well_7
3669.73403				68.787361145	125.83125305	Well_7
3669.93403				68.658737183	126.2098999	Well_7
3670.13403				68.717674255	126.38968658	Well_7
3670.33403				68.587249756	126.07459259	Well_7
3670.53403				68.437194824	125.80555725	Well_7
3670.73403				68.273956299	125.39814758	Well_7
3670.93403				68.205513	125.19562531	Well_7
3671.13403				68.099388123	124.72485352	Well_7
3671.33403				67.960243225	123.89911652	Well_7
3671.53403				67.978569031	123.79733276	Well_7
3671.73403				68.044425964	123.87299347	Well_7
3671.93403				68.097229004	124.15576172	Well_7
3672.13403				68.164245605	124.32450104	Well_7
3672.33403				68.181053162	124.5459671	Well_7
3672.53403				68.107841492	125.08651733	Well_7
3672.73403				68.194396973	125.39833069	Well_7
3672.93403				68.382011414	125.68405914	Well_7
3673.13403				68.497894287	126.02285004	Well_7
3673.33403				68.654296875	126.41486359	Well_7
3673.53403				68.808708191	126.73542023	Well_7
3673.73403				69.072319031	127.06935883	Well_7
3673.93403				69.247657776	127.35237885	Well_7
3674.13403				69.305107117	127.34632111	Well_7
3674.33403				69.239379883	127.23049164	Well_7
3674.53403				69.156356812	126.68609619	Well_7
3674.73403				68.879066467	126.3819809	Well_7
3674.93403				68.64188385	125.86865997	Well_7
3675.13403				68.389518738	125.12380219	Well_7
3675.33403				68.287719727	125.00473785	Well_7
3675.53403				68.149459839	124.95591736	Well_7
3675.73403				68.073738098	124.64915466	Well_7
3675.93403				67.968002319	124.60952759	Well_7
3676.13403				67.91381073	124.60302734	Well_7
3676.33403				67.845901489	124.33137512	Well_7
3676.53403				67.828041077	124.22415161	Well_7
3676.73403				67.799369812	124.18763733	Well_7
3676.93403				67.784896851	124.03554535	Well_7
3677.13403				67.791877747	123.70318604	Well_7
3677.33403				67.797599792	123.57033539	Well_7
3677.53403				67.846359253	123.52351379	Well_7
3677.73403				67.893287659	123.47719574	Well_7
3677.93403				67.957824707	123.59398651	Well_7
3678.13403				68.015678406	123.75069427	Well_7
3678.33403				68.043273926	123.96031189	Well_7
3678.53403				68.0546875	124.01094818	Well_7
3678.73403				68.024223328	124.00727081	Well_7
3678.93403				67.983360291	123.97003174	Well_7
3679.13403				67.892684937	123.86144257	Well_7
3679.33403				67.845458984	123.73177338	Well_7
3679.53403				67.830032349	123.55467224	Well_7
3679.73403				67.816673279	123.53816986	Well_7
3679.93403				67.842849731	123.4768219	Well_7
3680.13403				67.886390686	123.48869324	Well_7
3680.33403				67.920860291	123.61154175	Well_7
3680.53403				67.937911987	123.69467163	Well_7
3680.73403				67.923576355	123.76704407	Well_7
3680.93403				67.899002075	123.81751251	Well_7
3681.13403				67.875	123.84911346	Well_7
3681.33403				67.848854065	123.87505341	Well_7
