MD	GR	RHOB	PHIE	DTCO	DTS	WELL
5459.2148	42.227966309	2.5648918152	0.0607973225	58.943157196	104.44940948	Well_6
5459.4148	40.4608078	2.5640637875	0.071292609	58.804801941	103.6042099	Well_6
5459.6148	39.138645172	2.5577943325	0.076148279	58.745136261	103.19754791	Well_6
5459.8148	41.754631042	2.5572474003	0.0739733055	58.574726105	102.83508301	Well_6
5460.0148	45.13274765	2.5639255047	0.0742056295	58.390659332	102.37732697	Well_6
5460.2148	44.493186951	2.5677165985	0.0644199997	58.163490295	101.93338776	Well_6
5460.4148	42.213275909	2.5716724396	0.0612728857	57.882961273	101.85671234	Well_6
5460.6148	42.288982391	2.5742030144	0.0746255144	57.820766449	102.24069214	Well_6
5460.8148	44.150588989	2.5649709702	0.0920917243	58.185359955	102.73831177	Well_6
5461.0148	42.841682434	2.5510287285	0.1031272486	58.60779953	103.44538116	Well_6
5461.2148	38.370479584	2.5496711731	0.0989966914	58.583656311	104.17108917	Well_6
5461.4148	35.571544647	2.560949564	0.0931818187	58.316841125	104.35197449	Well_6
5461.6148	34.535240173	2.5579783916	0.1058451459	58.398284912	104.17974091	Well_6
5461.8148	31.420814514	2.5448739529	0.1086905226	58.690307617	103.95365143	Well_6
5462.0148	28.653741837	2.5410060883	0.1058662683	58.663562775	103.63481903	Well_6
5462.2148	28.672389984	2.5590372086	0.0925529078	57.959300995	102.79614258	Well_6
5462.4148	28.742494583	2.5873994827	0.08580181	57.157169342	101.37064362	Well_6
5462.6148	27.969577789	2.6018252373	0.0803519338	56.774383545	100.08888245	Well_6
5462.8148	29.44197464	2.5908746719	0.0777221844	57.026985168	99.58467865	Well_6
5463.0148	33.409332275	2.579064846	0.0870584026	57.429584503	99.378746033	Well_6
5463.2148	35.921802521	2.577393055	0.0909737125	57.523117065	99.266136169	Well_6
5463.4148	35.386001587	2.5828886032	0.0897378102	57.231559753	99.135391235	Well_6
5463.6148	35.458454132	2.5884399414	0.0888385549	56.953636169	99.643875122	Well_6
5463.8148	36.236808777	2.5828156471	0.0938034356	57.010154724	100.34822845	Well_6
5464.0148	37.081481934	2.572218895	0.0927501395	57.441467285	101.14331818	Well_6
5464.2148	39.399795532	2.5688722134	0.0851782113	57.988647461	101.91156769	Well_6
5464.4148	39.718276978	2.5674118996	0.0883571878	58.275875092	102.26325989	Well_6
5464.6148	39.581165314	2.5687887669	0.0948479697	58.120147705	102.06936646	Well_6
5464.8148	45.043304443	2.5764808655	0.0834063888	57.733215332	101.91217804	Well_6
5465.0148	50.358795166	2.5814771652	0.0716520399	57.667079926	102.19522095	Well_6
5465.2148	50.034412384	2.5715091228	0.0731732994	58.016921997	102.59708405	Well_6
5465.4148	45.868114471	2.5558795929	0.0802623928	58.275062561	102.5643158	Well_6
5465.6148	41.993915558	2.5548479557	0.0892187878	58.027877808	101.99163818	Well_6
5465.8148	39.100566864	2.5639269352	0.087217398	57.487789154	101.05328369	Well_6
5466.0148	39.433628082	2.5713419914	0.0772688314	57.144203186	99.998023987	Well_6
5466.2148	41.842784882	2.5776700974	0.0710058436	57.083194733	99.206489563	Well_6
5466.4148	43.547111511	2.5813269615	0.0687307343	57.198368073	99.206497192	Well_6
5466.6148	44.726158142	2.5848505497	0.0681889057	57.524475098	100.50974274	Well_6
5466.8148	45.376506805	2.5866794586	0.0697166696	58.134666443	101.71315765	Well_6
5467.0148	48.117801666	2.5773949623	0.0721336305	58.925010681	102.92420197	Well_6
5467.2148	54.158416748	2.5650537014	0.0735701621	59.82641983	104.6438446	Well_6
5467.4148	56.97328949	2.5549132824	0.0723728165	60.839691162	106.54449463	Well_6
5467.6148	58.307102203	2.5474710464	0.065894872	61.891197205	108.23257446	Well_6
5467.8148	61.648040771	2.5530986786	0.049187202	62.932506561	109.97406006	Well_6
5468.0148	65.414810181	2.563867569	0.0322577618	64.00642395	111.30565643	Well_6
5468.2148	69.356803894	2.562525034	0.0326274671	64.87399292	111.87339783	Well_6
5468.4148	69.101898193	2.5553722382	0.0486716293	64.996772766	111.41909027	Well_6
5468.6148	61.651241302	2.5586559772	0.0669991598	63.887729645	109.99914551	Well_6
5468.8148	54.933296204	2.5624833107	0.0735957101	62.141132355	108.09599304	Well_6
5469.0148	52.247592926	2.5609371662	0.0708740801	60.307552338	105.84168243	Well_6
5469.2148	47.5652771	2.5660843849	0.0726145506	58.806411743	103.55230713	Well_6
5469.4148	40.995513916	2.5764496326	0.0822711065	57.864421844	102.03490448	Well_6
5469.6148	39.228897095	2.582110405	0.0877779275	57.623184204	101.64632416	Well_6
5469.8148	41.606685638	2.5821094513	0.0859198868	58.23589325	102.20487213	Well_6
5470.0148	44.782081604	2.5800344944	0.0811797008	59.585308075	103.65695953	Well_6
5470.2148	46.615543365	2.5756084919	0.0701686665	61.337440491	105.60433197	Well_6
5470.4148	50.384315491	2.5701150894	0.0547597222	62.865745544	107.17498779	Well_6
5470.6148	57.896251678	2.5639181137	0.051257737	63.32409668	107.76357269	Well_6
5470.8148	59.256271362	2.5579338074	0.0628059581	62.608638763	107.52442169	Well_6
5471.0148	53.212650299	2.5581126213	0.0797003508	61.195186615	106.84294128	Well_6
5471.2148	48.842041016	2.562220335	0.0947696492	60.001159668	105.97692871	Well_6
5471.4148	45.848499298	2.5578684807	0.099997595	59.29139328	104.80838776	Well_6
5471.6148	44.229305267	2.5508804321	0.0952541158	58.8334198	103.85545349	Well_6
5471.8148	44.067619324	2.5501220226	0.09549243	58.588443756	103.68601227	Well_6
5472.0148	39.81892395	2.5450720787	0.1088204533	58.787204742	104.07191467	Well_6
5472.2148	33.360500336	2.5271754265	0.118746683	59.363407135	104.69239044	Well_6
5472.4148	31.390129089	2.5091357231	0.1174586639	59.670207977	105.10600281	Well_6
5472.6148	34.153770447	2.5112679005	0.1102035344	59.370071411	105.16477203	Well_6
5472.8148	37.454742432	2.5270724297	0.1041975021	58.797531128	104.99167633	Well_6
5473.0148	40.507534027	2.5423088074	0.1006374732	58.472679138	104.58509827	Well_6
5473.2148	44.134624481	2.5465409756	0.1010377929	58.62456131	104.12692261	Well_6
5473.4148	47.872009277	2.5398921967	0.0991070867	59.180755615	103.9810257	Well_6
5473.6148	54.041584015	2.5355906487	0.0888558254	60.025863647	104.39415741	Well_6
5473.8148	61.888027191	2.5406458378	0.0819390565	60.789627075	105.11175537	Well_6
5474.0148	61.654716492	2.5473022461	0.0878621712	61.075447083	105.6183548	Well_6
5474.2148	51.659069061	2.5471618176	0.0975570977	60.804172516	105.79751587	Well_6
5474.4148	41.65196991	2.5444498062	0.1053850129	60.27179718	105.60827637	Well_6
5474.6148	35.862796783	2.5475771427	0.1076722592	59.849853516	105.18904877	Well_6
5474.8148	32.842823029	2.5476238728	0.1007888988	59.549739838	104.75047302	Well_6
5475.0148	33.181915283	2.5414710045	0.0904524475	59.37040329	104.62468719	Well_6
5475.2148	37.8608284	2.5428676605	0.0821201429	59.529193878	104.83874512	Well_6
5475.4148	45.201328278	2.5536026955	0.0771528259	60.172908783	105.27427673	Well_6
5475.6148	49.11548233	2.5693097115	0.0730666071	60.907302856	105.66179657	Well_6
5475.8148	48.864242554	2.5776519775	0.0676354021	60.992736816	106.07887268	Well_6
5476.0148	48.661872864	2.5716114044	0.0758484155	60.443786621	106.7776413	Well_6
5476.2148	50.288215637	2.5561819077	0.0920918062	60.217090607	107.73889923	Well_6
5476.4148	54.742095947	2.5384557247	0.0963306129	61.139259338	108.34970093	Well_6
5476.6148	59.182754517	2.5278952122	0.0896665528	62.462341309	108.22362518	Well_6
5476.8148	55.204914093	2.5364964008	0.082915239	62.690151215	107.40514374	Well_6
5477.0148	46.150585175	2.5516133308	0.0792983547	61.268531799	106.38108063	Well_6
5477.2148	43.439983368	2.5571944714	0.0690260381	59.560333252	105.7879715	Well_6
5477.4148	45.847183228	2.5544221401	0.0662493631	58.899845123	105.92563629	Well_6
5477.6148	44.259544373	2.5411226749	0.0759649947	59.554931641	106.77136993	Well_6
5477.8148	38.966934204	2.5211999416	0.0932766646	60.408298492	107.59037018	Well_6
5478.0148	35.707466125	2.4989547729	0.1034073383	60.837856293	108.19649506	Well_6
5478.2148	37.381507874	2.5050048828	0.1027303115	60.687419891	108.49732971	Well_6
5478.4148	41.978851318	2.5399706364	0.0992825329	60.370639801	108.58522034	Well_6
5478.6148	49.80185318	2.5631668568	0.0940838754	60.197490692	108.53068542	Well_6
5478.8148	58.606945038	2.5586614609	0.0796816871	60.267429352	108.35519409	Well_6
5479.0148	57.63867569	2.5523941517	0.0662024468	60.310699463	108.18868256	Well_6
5479.2148	48.647563934	2.5503468513	0.0652814656	60.204040527	108.05479431	Well_6
5479.4148	45.309947968	2.5466883183	0.070481129	60.085845947	107.88388062	Well_6
5479.6148	46.730930328	2.5443165302	0.0725076124	59.972980499	107.67578125	Well_6
5479.8148	47.805713654	2.5534744263	0.0722777694	59.816555023	107.37091827	Well_6
5480.0148	50.067520142	2.5695006847	0.073128067	59.747714996	106.72048187	Well_6
5480.2148	54.552764893	2.5806760788	0.0715230927	59.914962769	105.76249695	Well_6
5480.4148	57.950977325	2.5886442661	0.0638260916	60.085895538	105.01464081	Well_6
5480.6148	57.996608734	2.5819196701	0.0566183291	59.995132446	104.86205292	Well_6
5480.8148	56.001617432	2.5682303905	0.0593816116	59.642482758	105.29621124	Well_6
5481.0148	54.226829529	2.5652639866	0.0695230439	59.430713654	105.84016418	Well_6
5481.2148	57.107151031	2.5669667721	0.0804013982	59.711162567	106.17169952	Well_6
5481.4148	62.48582077	2.5713167191	0.0803618804	60.450252533	105.97393799	Well_6
5481.6148	61.058948517	2.5777642727	0.0742698461	60.750766754	105.10388947	Well_6
5481.8148	57.668655396	2.5834190845	0.0801908448	59.874004364	103.73368073	Well_6
5482.0148	62.990951538	2.596331358	0.0782001913	58.05247879	102.25025177	Well_6
5482.2148	70.117736816	2.6088745594	0.0589252189	56.580444336	100.98238373	Well_6
5482.4148	69.897354126	2.610919714	0.0579147786	56.062072754	100.06535339	Well_6
5482.6148	65.609832764	2.6083536148	0.0643857718	56.310153961	99.669036865	Well_6
5482.8148	62.584342957	2.6081700325	0.0525408313	56.700786591	99.687545776	Well_6
5483.0148	61.272583008	2.6087212563	0.0507073142	56.907085419	99.991889954	Well_6
5483.2148	60.422359467	2.6040408611	0.0551512837	56.999992371	100.75186157	Well_6
5483.4148	63.47694397	2.601624012	0.0549229495	57.341430664	101.91957855	Well_6
5483.6148	68.227928162	2.6051905155	0.0556742214	57.996494293	103.09819031	Well_6
5483.8148	65.233139038	2.604827404	0.0622090809	58.512451172	104.03882599	Well_6
5484.0148	59.712574005	2.5982055664	0.0712618902	58.403121948	104.69438171	Well_6
5484.2148	64.041755676	2.5890085697	0.0702611431	58.190834045	105.00012207	Well_6
5484.4148	75.949577332	2.5788021088	0.0632222071	58.460086823	104.82545471	Well_6
5484.6148	86.398635864	2.5768582821	0.0544099957	59.154930115	104.1961441	Well_6
5484.8148	90.134529114	2.5804960728	0.044308275	59.359077454	103.53358459	Well_6
5485.0148	90.022491455	2.5814087391	0.0424377285	58.846134186	102.91589355	Well_6
5485.2148	89.264404297	2.5863385201	0.040168304	58.30847168	102.52703857	Well_6
5485.4148	91.044120789	2.58934021	0.0458476543	58.580051422	102.73014832	Well_6
5485.6148	95.72114563	2.578659296	0.045746319	59.710014343	103.6504364	Well_6
5485.8148	97.272155762	2.5724163055	0.0476390608	61.044136047	105.10071564	Well_6
5486.0148	93.589599609	2.5758283138	0.0573830083	61.855831146	106.53001404	Well_6
5486.2148	87.276092529	2.5770430565	0.0607502609	61.985813141	107.4052887	Well_6
5486.4148	84.619880676	2.5751640797	0.0618612729	61.637771606	107.40694427	Well_6
5486.6148	90.052810669	2.574432373	0.055419784	61.133476257	106.389534	Well_6
5486.8148	96.913291931	2.5781593323	0.0411892235	60.565250397	104.82270813	Well_6
5487.0148	94.004798889	2.5835535526	0.0427220762	59.789279938	103.2593689	Well_6
5487.2148	80.687057495	2.5907409191	0.0578054562	58.560035706	102.21387482	Well_6
5487.4148	70.340621948	2.6044666767	0.0675036684	57.188404083	101.67951965	Well_6
5487.6148	71.673736572	2.6178314686	0.0646357387	56.308380127	101.54695892	Well_6
5487.8148	80.032981873	2.6085495949	0.0555519834	56.504821777	101.74277496	Well_6
5488.0148	80.975486755	2.5917592049	0.0487231649	57.25976181	102.0859375	Well_6
5488.2148	76.199150085	2.5917232037	0.0499279909	57.96402359	102.42626953	Well_6
5488.4148	75.805740356	2.5974946022	0.0479480289	58.402347565	102.39159393	Well_6
5488.6148	82.10244751	2.5908973217	0.0401053876	58.606250763	101.79312134	Well_6
5488.8148	80.054611206	2.5864548683	0.0453384593	58.315174103	100.88493347	Well_6
5489.0148	61.329189301	2.594234705	0.0664083362	57.395866394	100.59454346	Well_6
5489.2148	47.85931015	2.5952234268	0.0770791322	56.811710358	101.34806061	Well_6
5489.4148	50.28068161	2.5772211552	0.0629484281	57.624370575	102.81568146	Well_6
5489.6148	60.246067047	2.5602266788	0.0479236133	59.843021393	105.26361847	Well_6
5489.8148	67.637153625	2.5672411919	0.0396378189	62.092689514	107.76792908	Well_6
5490.0148	71.692100525	2.5807006359	0.0286238901	63.091411591	108.98722839	Well_6
5490.2148	74.239852905	2.5889952183	0.0226919372	62.637889862	108.71791077	Well_6
5490.4148	74.73613739	2.5951375961	0.0315228142	61.630195618	108.06279755	Well_6
5490.6148	73.239807129	2.5883791447	0.0543091521	61.248435974	107.69792175	Well_6
5490.8148	65.799476624	2.572496891	0.0651305988	61.491256714	107.39133453	Well_6
5491.0148	53.689472198	2.5702569485	0.0563057624	61.246730804	106.37306213	Well_6
5491.2148	47.087661743	2.5781776905	0.0533397794	60.122962952	105.11026764	Well_6
5491.4148	47.843235016	2.5804283619	0.0681514069	58.939670563	104.00093079	Well_6
5491.6148	51.055831909	2.574090004	0.0817668512	58.497219086	102.80552673	Well_6
5491.8148	49.891300201	2.5765655041	0.088327527	58.32308197	101.92401886	Well_6
5492.0148	46.586776733	2.5942647457	0.0894082263	57.86410141	101.56376648	Well_6
5492.2148	48.311531067	2.6003980637	0.08333271	57.437561035	101.54232788	Well_6
5492.4148	53.012901306	2.5891633034	0.0779693648	57.500164032	101.73987579	Well_6
5492.6148	51.964500427	2.5892078876	0.0699455962	57.817287445	102.21445465	Well_6
5492.8148	46.567977905	2.5955049992	0.071055375	58.14289093	103.05341339	Well_6
5493.0148	42.663928986	2.5868303776	0.0807241648	58.441390991	103.9002533	Well_6
5493.2148	40.336853027	2.5752856731	0.0791823566	58.605606079	104.30390167	Well_6
5493.4148	39.076068878	2.5822272301	0.0790934786	58.496356964	104.47479248	Well_6
5493.6148	37.030895233	2.5975213051	0.0832724348	58.333423615	104.42121887	Well_6
5493.8148	35.512020111	2.5892353058	0.0947790965	58.456432343	104.01683044	Well_6
5494.0148	37.194839478	2.5675766468	0.1022314653	58.787433624	103.51383972	Well_6
5494.2148	40.749267578	2.5675873756	0.0871767625	59.028530121	103.21008301	Well_6
5494.4148	42.638965607	2.5790243149	0.0823354051	59.14408493	103.09899902	Well_6
5494.6148	43.330055237	2.5869951248	0.090138115	59.180030823	103.09017181	Well_6
5494.8148	42.288848877	2.592492342	0.0916935131	59.139850616	103.02474213	Well_6
5495.0148	39.894161224	2.5860857964	0.0803035125	59.024822235	102.86263275	Well_6
5495.2148	38.702102661	2.5671777725	0.0743520856	58.887481689	102.75520325	Well_6
5495.4148	38.96137619	2.5582306385	0.0729215816	58.81893158	103.06625366	Well_6
5495.6148	40.91493988	2.566016674	0.072338596	59.086345673	104.14962006	Well_6
5495.8148	45.769248962	2.5689792633	0.0687360838	60.079013824	105.88503265	Well_6
5496.0148	53.965888977	2.5575914383	0.0611978807	61.852333069	107.81830597	Well_6
5496.2148	62.505134583	2.5551710129	0.0541886166	63.538295746	109.32885742	Well_6
5496.4148	66.644737244	2.5675098896	0.0502172336	64.185890198	110.13093567	Well_6
5496.6148	63.889202118	2.5715007782	0.0552061647	63.739372253	110.26073456	Well_6
5496.8148	58.482715607	2.5570480824	0.062792547	63.051738739	110.13897705	Well_6
5497.0148	56.140281677	2.5515413284	0.0635251552	62.842658997	110.25565338	Well_6
5497.2148	52.99653244	2.5617325306	0.0546613261	63.064994812	110.81528473	Well_6
5497.4148	53.845321655	2.5701999664	0.0503540002	63.535705566	111.59203339	Well_6
5497.6148	62.539520264	2.5668487549	0.0569382347	64.19997406	112.07942963	Well_6
5497.8148	69.892189026	2.5607190132	0.0587022342	64.850921631	112.11050415	Well_6
5498.0148	66.82698822	2.5588235855	0.0583192743	64.749389648	111.59122467	Well_6
5498.2148	57.727409363	2.556645155	0.0664041638	63.551887512	110.7039032	Well_6
5498.4148	50.301925659	2.5537581444	0.0837788358	61.961360931	109.69541931	Well_6
5498.6148	45.184947968	2.5497817993	0.1010043547	61.175796509	109.01036835	Well_6
5498.8148	41.760082245	2.5434365273	0.1068656966	61.542190552	108.90370941	Well_6
5499.0148	41.455692291	2.5371608734	0.1055198535	62.121974945	109.12739563	Well_6
5499.2148	43.478790283	2.5315566063	0.1134234071	62.103294373	109.30079651	Well_6
5499.4148	46.71162796	2.5338528156	0.1197935566	61.522789001	109.25110626	Well_6
5499.6148	50.859836578	2.5463931561	0.1153109148	61.085441589	109.21627045	Well_6
5499.8148	53.786434174	2.5625748634	0.100373067	61.35092926	109.46707916	Well_6
5500.0148	50.998012543	2.5677506924	0.0896829814	62.570796967	109.80357361	Well_6
5500.2148	44.159915924	2.5508637428	0.0932415351	63.918697357	109.82265472	Well_6
5500.4148	40.471500397	2.5234384537	0.0951006562	64.320358276	109.50291443	Well_6
5500.6148	45.042121887	2.5166203976	0.0920026302	63.115909576	108.93723297	Well_6
5500.8148	49.369350433	2.5348377228	0.0878870413	61.371494293	108.58628845	Well_6
5501.0148	48.345340729	2.5530331135	0.0875917599	60.358551025	109.21206665	Well_6
5501.2148	44.637729645	2.546030283	0.0853158385	61.362953186	111.39615631	Well_6
5501.4148	41.166030884	2.5190720558	0.0782889053	64.131156921	113.6337204	Well_6
5501.6148	40.439601898	2.4852495193	0.0682512671	66.906761169	114.5993576	Well_6
5501.8148	44.347492218	2.4785451889	0.0508639403	67.31463623	114.09870148	Well_6
5502.0148	51.194004059	2.5191750526	0.0373739041	65.169090271	113.07823181	Well_6
5502.2148	57.35043335	2.5668699741	0.0421191007	63.102794647	112.82676697	Well_6
5502.4148	59.476726532	2.5764176846	0.0655140504	63.286464691	113.77237701	Well_6
5502.6148	55.4894104	2.5393829346	0.0945155025	65.434364319	115.17288971	Well_6
5502.8148	48.294029236	2.4930100441	0.1080665588	67.148529053	115.95633698	Well_6
5503.0148	47.237670898	2.4756088257	0.1069628	67.126144409	115.76055145	Well_6
5503.2148	50.853435516	2.4974999428	0.1047050059	65.436599731	114.75007629	Well_6
5503.4148	47.274402618	2.5245094299	0.1019017249	63.510906219	113.84107208	Well_6
5503.6148	43.28761673	2.544703722	0.0956490412	62.268238068	113.58003998	Well_6
5503.8148	47.26121521	2.5532400608	0.0866760463	62.410335541	114.23758698	Well_6
5504.0148	47.53187561	2.532752037	0.0863032117	63.812164307	115.18936157	Well_6
5504.2148	41.037559509	2.4879636765	0.1018908769	65.754165649	115.77496338	Well_6
5504.4148	39.983768463	2.4720628262	0.1145757586	66.72013855	115.43477631	Well_6
5504.6148	46.187156677	2.5018780231	0.107281968	65.83001709	114.05516815	Well_6
5504.8148	48.653526306	2.5357539654	0.0955848917	63.815059662	112.40633392	Well_6
5505.0148	44.769073486	2.5398800373	0.1043709517	62.173164368	111.35371399	Well_6
5505.2148	39.592380524	2.5201425552	0.1225690395	61.818630219	111.30116272	Well_6
5505.4148	36.191070557	2.4995875359	0.1313577443	62.410118103	111.7100296	Well_6
5505.6148	37.181976318	2.4889023304	0.1297981143	63.237949371	111.78803253	Well_6
5505.8148	42.142906189	2.4908313751	0.1138470918	63.389247894	110.9343338	Well_6
5506.0148	47.479534149	2.5068671703	0.1018917188	62.498569489	109.4108429	Well_6
5506.2148	50.884483337	2.5319993496	0.1033234522	60.903541565	107.75353241	Well_6
5506.4148	50.513111115	2.5488266945	0.101825498	59.769767761	106.58564758	Well_6
5506.6148	47.439086914	2.5414330959	0.1134515107	59.65700531	106.15353394	Well_6
5506.8148	45.647781372	2.5194897652	0.1372473687	60.280376434	106.50421906	Well_6
5507.0148	47.365386963	2.5120425224	0.1342026144	61.457691193	107.69686127	Well_6
5507.2148	49.49382019	2.5139160156	0.1115680858	63.264610291	109.47335052	Well_6
5507.4148	52.13564682	2.5054330826	0.0842690468	65.402549744	111.4862442	Well_6
5507.6148	55.565631866	2.4890055656	0.0739176646	66.385696411	112.85581207	Well_6
5507.8148	56.763896942	2.4860956669	0.0843368247	65.276802063	113.15007782	Well_6
5508.0148	53.777198792	2.5059685707	0.0970707908	63.043819427	112.64442444	Well_6
5508.2148	48.657863617	2.5350062847	0.1075397432	61.37530899	111.57587433	Well_6
5508.4148	45.977108002	2.535333395	0.1138049811	60.905067444	110.44267273	Well_6
5508.6148	44.957675934	2.5203528404	0.1099899262	60.934932709	109.92460632	Well_6
5508.8148	43.844093323	2.5245850086	0.1052681208	61.350597382	110.32162476	Well_6
5509.0148	44.365745544	2.5263426304	0.0975552276	62.438110352	111.23859406	Well_6
5509.2148	49.738170624	2.4968342781	0.0876462311	63.555942535	112.01224518	Well_6
5509.4148	56.080337524	2.4816362858	0.0888124332	63.659950256	112.42877197	Well_6
5509.6148	54.327648163	2.5007963181	0.1068736687	62.530487061	112.32910919	Well_6
5509.8148	48.777614594	2.5101201534	0.1275172681	61.55273819	111.79055786	Well_6
5510.0148	43.806610107	2.5051550865	0.1329128891	61.361736298	110.991539	Well_6
5510.2148	40.401309967	2.4998736382	0.1279996336	61.534347534	110.12112427	Well_6
5510.4148	40.592594147	2.5029759407	0.1254234612	61.26052475	109.24964142	Well_6
5510.6148	42.269283295	2.5126850605	0.1232273057	60.538261414	108.30388641	Well_6
5510.8148	41.861690521	2.5215830803	0.1165421158	59.829555511	107.41457367	Well_6
5511.0148	41.256725311	2.5175557137	0.1117878184	59.598072052	107.08641815	Well_6
5511.2148	42.733482361	2.5002985001	0.1148655862	59.957817078	107.42667389	Well_6
5511.4148	44.352180481	2.4918930531	0.117733337	60.653167725	108.08569336	Well_6
5511.6148	43.197757721	2.501224041	0.1241445094	61.158882141	108.63802338	Well_6
5511.8148	41.20388031	2.5117938519	0.1337711662	61.126369476	108.92723846	Well_6
5512.0148	39.956222534	2.5184566975	0.130970493	60.62902832	108.9101181	Well_6
5512.2148	40.49213028	2.5262918472	0.1214130446	60.160388947	108.7244873	Well_6
5512.4148	41.75038147	2.5314416885	0.1163515225	60.19165802	108.59264374	Well_6
5512.6148	42.810920715	2.5297422409	0.107610926	60.832157135	108.5853653	Well_6
5512.8148	45.616859436	2.5246188641	0.0896991268	61.519386292	108.74756622	Well_6
5513.0148	48.224452972	2.5233826637	0.0824983418	61.520290375	108.97279358	Well_6
5513.2148	47.751907349	2.5236001015	0.0888688713	60.720329285	108.81002808	Well_6
5513.4148	46.817119598	2.5263123512	0.0976577029	59.883392334	108.33627319	Well_6
5513.6148	46.893726349	2.5301148891	0.1133133546	59.864822388	108.38441467	Well_6
5513.8148	44.743759155	2.5185785294	0.1287061274	60.627193451	108.95483398	Well_6
5514.0148	39.719463348	2.4989628792	0.1312259585	61.547431946	109.69866943	Well_6
5514.2148	35.085918427	2.4982898235	0.1241050959	61.964164734	110.45703125	Well_6
5514.4148	32.771846771	2.5128786564	0.1161423996	61.784362793	110.84261322	Well_6
5514.6148	34.381774902	2.5277969837	0.1110290289	61.093406677	110.48397064	Well_6
5514.8148	37.966938019	2.5432407856	0.1058677435	60.115215302	109.46498871	Well_6
5515.0148	39.017307281	2.5533773899	0.1055505723	59.169033051	108.1818161	Well_6
5515.2148	38.498985291	2.5483560562	0.0991258323	58.50957489	106.76049805	Well_6
5515.4148	38.622272491	2.541847229	0.0921144783	58.342433929	105.85942841	Well_6
5515.6148	37.674919128	2.5464491844	0.0928799286	58.668769836	106.00031281	Well_6
5515.8148	36.41966629	2.5446331501	0.1047357023	59.487419128	107.10095978	Well_6
5516.0148	35.982006073	2.524477005	0.1105165407	60.608371735	108.61451721	Well_6
5516.2148	34.996829987	2.5127863884	0.1115243435	61.496208191	109.75218964	Well_6
5516.4148	35.619663239	2.5115895271	0.1126773804	61.829551697	109.87052155	Well_6
5516.6148	40.081283569	2.5157709122	0.1084170341	61.446697235	108.89446259	Well_6
5516.8148	46.463489532	2.5254485607	0.10476771	60.70451355	107.87517548	Well_6
5517.0148	52.28786087	2.5309998989	0.1005623564	60.026538849	107.14497375	Well_6
5517.2148	53.717746735	2.5313968658	0.0969079733	59.8542099	107.15856934	Well_6
5517.4148	49.358020782	2.532607317	0.1051035523	60.360546112	108.45333862	Well_6
5517.6148	43.148696899	2.5299603939	0.1184592918	61.346435547	110.24903107	Well_6
5517.8148	44.416484833	2.5195708275	0.1205998138	62.305156708	111.11907959	Well_6
5518.0148	50.996658325	2.5193374157	0.1140937656	62.587429047	111.02770996	Well_6
5518.2148	51.419857025	2.5366158485	0.1139727235	62.141494751	110.50676727	Well_6
5518.4148	45.912193298	2.5506017208	0.1181887016	61.450469971	109.8091507	Well_6
5518.6148	41.702011108	2.5442829132	0.1222457886	61.198051453	109.60978699	Well_6
5518.8148	38.688423157	2.5325965881	0.1222929507	61.555614471	110.39214325	Well_6
5519.0148	35.105564117	2.5257897377	0.1156334206	62.402984619	111.74641418	Well_6
5519.2148	34.327163696	2.5244038105	0.1066219807	63.426559448	112.58099365	Well_6
5519.4148	35.819366455	2.5227451324	0.1019009799	64.089263916	112.80289459	Well_6
5519.6148	35.95734024	2.5144352913	0.1060427651	64.078338623	112.67636108	Well_6
5519.8148	34.114688873	2.5036454201	0.122184068	63.490840912	112.22670746	Well_6
5520.0148	34.567157745	2.5007138252	0.1325934827	62.833900452	111.78752136	Well_6
5520.2148	37.157245636	2.502563715	0.1291847974	62.36190033	111.44972229	Well_6
5520.4148	40.034362793	2.5109481812	0.1226676404	62.12298584	111.06320953	Well_6
5520.6148	41.829322815	2.5205302238	0.1196228117	61.963058472	110.55940247	Well_6
5520.8148	41.208003998	2.5228819847	0.1175933406	61.674209595	110.14733124	Well_6
5521.0148	40.772369385	2.5219194889	0.1191402599	61.281856537	109.80239105	Well_6
5521.2148	39.635093689	2.5159401894	0.1207604036	61.220226288	109.99819946	Well_6
5521.4148	36.629074097	2.5045700073	0.1231135949	61.764041901	110.96408844	Well_6
5521.6148	32.350944519	2.4931154251	0.1266906857	62.819442749	112.4327774	Well_6
5521.8148	28.502853394	2.4852061272	0.1308352202	63.847434998	113.93930054	Well_6
5522.0148	31.176797867	2.4860100746	0.1271402389	64.301315308	115.0020752	Well_6
5522.2148	40.51657486	2.4977953434	0.1136326045	64.246025085	115.82707214	Well_6
5522.4148	47.369678497	2.4875314236	0.1021457985	64.648048401	117.35538483	Well_6
5522.6148	48.25100708	2.4358408451	0.1176576018	66.171310425	119.89479828	Well_6
5522.8148	46.551330566	2.3783845901	0.148336485	68.2759552	123.10970306	Well_6
5523.0148	44.815425873	2.3678917885	0.1720083356	69.711235046	125.97316742	Well_6
5523.2148	39.733947754	2.3893582821	0.1825380623	70.154754639	127.49821472	Well_6
5523.4148	33.533535004	2.4051494598	0.1650542766	69.860710144	127.47849274	Well_6
5523.6148	32.618019104	2.4201259613	0.1443261206	68.780166626	126.00255585	Well_6
5523.8148	36.358592987	2.4508440495	0.1274486482	67.255859375	123.93200684	Well_6
5524.0148	39.423587799	2.4642510414	0.1112365276	66.343902588	122.09638214	Well_6
5524.2148	40.358413696	2.4505884647	0.110469237	66.572715759	120.9548645	Well_6
