MD	GR	DTCO	PHIE	RHOB	DTS	WELL
5331.994	33.849205017	67.509529114	0.1565890163	2.4799582958	120.37419891	Well_9
5332.194	37.097675323	67.849700928	0.1597965956	2.460621357	119.74210358	Well_9
5332.394	38.847099304	68.314414978	0.166507408	2.422857523	119.53029633	Well_9
5332.594	37.712722778	68.734443665	0.1693385988	2.3962826729	119.54489899	Well_9
5332.794	36.452960968	68.798027039	0.1688730866	2.3945226669	120.08979797	Well_9
5332.994	34.124282837	68.619483948	0.1694674492	2.4082665443	120.82959747	Well_9
5333.194	30.193822861	68.674362183	0.1678937823	2.4230127335	121.30519867	Well_9
5333.394	28.633485794	69.090843201	0.1602063924	2.4329118729	121.73020172	Well_9
5333.594	32.193813324	69.816314697	0.1576499939	2.4300403595	122.26580048	Well_9
5333.794	32.381275177	70.613304138	0.1636298299	2.4107582569	123.13089752	Well_9
5333.994	28.843399048	71.635452271	0.1674974859	2.3868968487	124.53610229	Well_9
5334.194	29.703704834	72.549285889	0.1602572352	2.3807723522	125.98470306	Well_9
5334.394	35.25548172	72.909210205	0.1521685272	2.3794903755	127.80269623	Well_9
5334.594	36.535755157	72.554801941	0.1482680291	2.3935623169	129.90510559	Well_9
5334.794	28.45176506	71.845481873	0.1521091908	2.4233877659	131.74839783	Well_9
5334.994	21.686508179	71.258003235	0.1630785763	2.432716608	133.74569702	Well_9
5335.194	20.191978455	71.27256012	0.1769711226	2.4172267914	135.03610229	Well_9
5335.394	21.990104675	72.887649536	0.1902635694	2.3722589016	136.13139343	Well_9
5335.594	22.450090408	73.631439209	0.1928778738	2.3330266476	136.76899719	Well_9
5335.794	23.960374832	72.587120056	0.1838690042	2.3372008801	136.61659241	Well_9
5335.994	26.027427673	71.500801086	0.1701120138	2.3834471703	134.77760315	Well_9
5336.194	28.270153046	70.016654968	0.1574873775	2.4192559719	131.47360229	Well_9
5336.394	27.832687378	68.790992737	0.1538552344	2.4337284565	127.91919708	Well_9
5336.594	25.623289108	68.289627075	0.1514630914	2.4565918446	124.58670044	Well_9
5336.794	27.326932907	67.88243103	0.1484510005	2.4694333076	122.33730316	Well_9
5336.994	27.713773727	67.21055603	0.1490365416	2.461055994	121.01979828	Well_9
5337.194	27.970413208	66.501144409	0.1478027105	2.4463787079	119.22290039	Well_9
5337.394	29.870758057	65.652267456	0.1433648765	2.4476659298	117.07540131	Well_9
5337.594	34.523090363	65.257080078	0.1407203078	2.464684248	115.35019684	Well_9
5337.794	37.586402893	65.239990234	0.1421012431	2.4631347656	114.2696991	Well_9
5337.994	37.683204651	65.835716248	0.1502411664	2.4447791576	114.35780334	Well_9
5338.194	38.530891418	67.174713135	0.1567475051	2.439239502	114.69029999	Well_9
5338.394	38.742763519	67.835098267	0.158111468	2.4411985874	115.75869751	Well_9
5338.594	38.579677582	67.695205688	0.159774065	2.4392659664	117.76329803	Well_9
5338.794	38.541179657	67.558609009	0.1600450575	2.4347755909	119.07559967	Well_9
5338.994	38.228542328	67.429222107	0.155122146	2.4344303608	119.686203	Well_9
5339.194	37.211929321	67.108100891	0.1492153108	2.4391834736	119.60379791	Well_9
5339.394	36.319694519	66.647666931	0.1461395919	2.4528448582	119.3585968	Well_9
5339.594	37.281646729	66.230659485	0.1438569576	2.4761207104	118.89309692	Well_9
5339.794	40.150836945	66.01525116	0.1420823038	2.4966614246	118.31690216	Well_9
5339.994	39.865268707	65.972312927	0.1398168504	2.4896392822	117.4253006	Well_9
5340.194	38.742015839	65.624938965	0.1346436888	2.4706616402	116.23919678	Well_9
5340.394	41.338512421	64.797615051	0.126339376	2.4695215225	115.35939789	Well_9
5340.594	47.517681122	63.830612183	0.1170603111	2.493999958	114.28369904	Well_9
5340.794	48.546607971	62.266059875	0.1109082028	2.50527215	112.35600281	Well_9
5340.994	45.509170532	61.241325378	0.1076074764	2.5190148354	110.03450012	Well_9
5341.194	42.199066162	61.220539093	0.0998272523	2.5378527641	108.39309692	Well_9
5341.394	41.83385849	61.023365021	0.089610897	2.5358116627	107.16500092	Well_9
5341.594	46.575382233	60.604038239	0.0871875286	2.5331442356	105.9108963	Well_9
5341.794	51.96723938	60.359428406	0.0888449103	2.5522015095	105.19580078	Well_9
5341.994	53.38476944	60.646148682	0.0968342721	2.5571777821	104.76850128	Well_9
5342.194	51.946277618	61.19361496	0.1087563783	2.5314202309	104.63430023	Well_9
5342.394	49.036987305	61.74389267	0.1152999103	2.5047707558	105.37539673	Well_9
5342.594	47.726715088	61.687446594	0.1135940552	2.5124828815	106.2303009	Well_9
5342.794	47.710567474	60.891933441	0.1039253548	2.5416996479	106.60369873	Well_9
5342.994	47.382743835	59.677017212	0.0950798765	2.5828425884	106.36830139	Well_9
5343.194	49.768901825	59.703063965	0.0887576938	2.6116483212	105.48709869	Well_9
5343.394	54.950176239	60.454055786	0.0821112692	2.5986940861	105.28160095	Well_9
5343.594	58.600215912	61.681362152	0.0802943707	2.5631370544	105.58809662	Well_9
5343.794	55.865642548	63.703907013	0.0905792117	2.545265913	106.74060059	Well_9
5343.994	51.932605743	64.889686584	0.1049329713	2.5189771652	109.30950165	Well_9
5344.194	48.115345001	65.424003601	0.1168427318	2.4836108685	112.37400055	Well_9
5344.394	46.295684814	65.818489075	0.1215808019	2.4839539528	113.73860168	Well_9
5344.594	44.419960022	65.91569519	0.1135918945	2.4903290272	114.56490326	Well_9
5344.794	42.882225037	65.587738037	0.1065604761	2.5053551197	114.42009735	Well_9
5344.994	44.554138184	64.763839722	0.1042569876	2.5340075493	114.24829865	Well_9
5345.194	47.358161926	63.630504608	0.1036975384	2.540926218	114.07080078	Well_9
5345.394	48.29126358	62.797706604	0.1081216261	2.5414857864	113.97660065	Well_9
5345.594	44.790176392	62.61889267	0.1110625416	2.5515174866	113.9539032	Well_9
5345.794	43.630146027	63.624092102	0.1041892692	2.5421135426	113.8832016	Well_9
5345.994	48.4868927	65.704200745	0.0981392339	2.5168542862	114.03440094	Well_9
5346.194	51.759311676	67.940696716	0.0982863232	2.4912583828	115.16369629	Well_9
5346.394	46.946750641	69.462860107	0.098880142	2.4706590176	116.50530243	Well_9
5346.594	45.351734161	69.770965576	0.1023828536	2.47006464	119.06710052	Well_9
5346.794	46.367866516	69.654762268	0.1125922576	2.4825763702	121.54329681	Well_9
5346.994	43.693252563	70.099189758	0.1247451082	2.4657223225	123.63760376	Well_9
5347.194	44.271701813	70.239074707	0.1375216246	2.4247133732	125.19619751	Well_9
5347.394	47.401741028	70.658409119	0.1473279297	2.405967474	126.23670197	Well_9
5347.594	44.042682648	71.481040955	0.1539487839	2.4195330143	127.02100372	Well_9
5347.794	37.160636902	69.983757019	0.1568490416	2.4355251789	127.34480286	Well_9
5347.994	31.961267471	67.849197388	0.1554412544	2.4584190845	126.78690338	Well_9
5348.194	33.337818146	66.99571991	0.1524526179	2.4880824089	124.52120209	Well_9
5348.394	38.404232025	66.870864868	0.1500195265	2.4856228828	122.12580109	Well_9
5348.594	41.936824799	67.584976196	0.1518647671	2.4532475471	120.32440186	Well_9
5348.794	42.9114151	68.75668335	0.1522004455	2.4287960529	119.01159668	Well_9
5348.994	45.941486359	67.164344788	0.1453527957	2.4714896679	118.41639709	Well_9
5349.194	47.284511566	65.809043884	0.134559527	2.5229034424	117.85040283	Well_9
5349.394	44.317531586	65.858818054	0.1252657771	2.52338624	117.05290222	Well_9
5349.594	39.870529175	67.460968018	0.1308227628	2.4711315632	117.07689667	Well_9
5349.794	35.456176758	70.525810242	0.1495075524	2.4300882816	118.24259949	Well_9
5349.994	31.807149887	72.495651245	0.1703213602	2.4085717201	120.81539917	Well_9
5350.194	35.032421112	73.003623962	0.1817305833	2.4041836262	123.55079651	Well_9
5350.394	40.893318176	72.448066711	0.1770421863	2.4286305904	126.63610077	Well_9
5350.594	41.989242554	71.171096802	0.1625051051	2.4405651093	128.17340088	Well_9
5350.794	36.294746399	70.22833252	0.1547649205	2.4305181503	128.38560486	Well_9
5350.994	30.46626091	69.865142822	0.1581988037	2.4126529694	127.91819763	Well_9
5351.194	28.609289169	69.528617859	0.1623657495	2.4120292664	127.12129974	Well_9
5351.394	30.772796631	69.59954071	0.1638377458	2.4471781254	125.94519806	Well_9
5351.594	33.801212311	69.638916016	0.1650537997	2.4452512264	124.88300323	Well_9
5351.794	34.975124359	69.336677551	0.1649534702	2.4165606499	124.15740204	Well_9
5351.994	33.235786438	69.762763977	0.1661875844	2.4110763073	123.39769745	Well_9
5352.194	32.278038025	70.551681519	0.1691892892	2.4255037308	122.87950134	Well_9
5352.394	34.033039093	70.550376892	0.1713684499	2.4026165009	122.17919922	Well_9
5352.594	36.548755646	70.809532166	0.1747241467	2.3736834526	123.51889801	Well_9
5352.794	37.095630646	71.257995605	0.1819894314	2.391084671	124.90229797	Well_9
5352.994	35.024524689	71.147033691	0.1861898303	2.4139230251	125.54820251	Well_9
5353.194	34.582733154	70.185974121	0.1861030608	2.4256920815	125.93139648	Well_9
5353.394	35.412082672	69.753479004	0.1818757057	2.4308028221	125.92150116	Well_9
5353.594	34.434673309	69.795898438	0.1735896617	2.4314417839	125.29180145	Well_9
5353.794	30.991268158	69.965713501	0.1683814079	2.4236748219	125.07589722	Well_9
5353.994	27.923728943	70.265731812	0.1685414463	2.395406723	125.36830139	Well_9
5354.194	28.569114685	70.919708252	0.1711011976	2.376650095	126.3927002	Well_9
5354.394	29.96049118	71.515174866	0.1801382303	2.3695423603	127.97779846	Well_9
5354.594	31.383239746	71.921539307	0.1903755069	2.3692393303	129.38540649	Well_9
5354.794	32.142662048	72.619026184	0.1975248605	2.3670158386	129.78160095	Well_9
5354.994	30.358388901	73.093444824	0.2001456767	2.3572480679	130.1894989	Well_9
5355.194	27.253465652	72.4868927	0.1981428117	2.3516728878	130.65159607	Well_9
5355.394	27.774295807	71.501327515	0.1943802834	2.3599669933	131.00390625	Well_9
5355.594	29.857486725	70.695167542	0.1894916892	2.3819513321	130.9954071	Well_9
5355.794	30.616373062	69.909049988	0.1813382357	2.4053351879	130.48100281	Well_9
5355.994	32.48740387	69.838470459	0.1735933125	2.4151439667	128.96310425	Well_9
5356.194	33.983978271	69.894683838	0.1729917973	2.4227819443	127.20079803	Well_9
5356.394	33.708683014	69.600219727	0.1758396775	2.4069988728	125.69960022	Well_9
5356.594	33.676517487	69.399246216	0.1727290154	2.4070279598	124.65100098	Well_9
5356.794	36.278274536	69.397163391	0.1687992215	2.4228179455	123.83719635	Well_9
5356.994	37.484428406	69.384475708	0.1718735248	2.4163196087	123.42700195	Well_9
5357.194	35.773265839	69.986923218	0.1738300174	2.4063401222	123.28579712	Well_9
5357.394	31.920749664	70.580108643	0.1735761464	2.4044001102	123.83260345	Well_9
5357.594	28.880771637	70.982025146	0.176160872	2.4075834751	124.52559662	Well_9
5357.794	27.808332443	71.799179077	0.1796496958	2.4072124958	125.48000336	Well_9
5357.994	27.293878555	73.104286194	0.1843169928	2.3975841999	126.39450073	Well_9
5358.194	28.879272461	73.782409668	0.1885473132	2.3707027435	127.5582962	Well_9
5358.394	31.49319458	74.31804657	0.1902713478	2.3239080906	129.4992981	Well_9
5358.594	36.56023407	74.760917664	0.1906493306	2.3349590302	132.18029785	Well_9
5358.794	38.146465302	74.763168335	0.1940818578	2.3662064075	134.5381012	Well_9
5358.994	38.194026947	74.210021973	0.2010091692	2.3606162071	135.36010742	Well_9
5359.194	40.850315094	73.949630737	0.1993580908	2.3727214336	135.67900085	Well_9
5359.394	39.913295746	73.346328735	0.1887180805	2.3874819279	134.99020386	Well_9
5359.594	36.661003113	72.433319092	0.1755345911	2.4034461975	133.76759338	Well_9
5359.794	36.527042389	71.941070557	0.1652341485	2.4426016808	132.45230103	Well_9
5359.994	40.282146454	71.254600525	0.1649770886	2.4197814465	130.56059265	Well_9
5360.194	40.951141357	69.8516922	0.1668141335	2.3821508884	128.62550354	Well_9
5360.394	35.701560974	68.296081543	0.1566050053	2.4166481495	126.01550293	Well_9
5360.594	45.444061279	66.884742737	0.1360054761	2.4744372368	122.42189789	Well_9
5360.794	62.965427399	65.910720825	0.1219393313	2.4869725704	118.73639679	Well_9
5360.994	65.618331909	65.584434509	0.1158240885	2.4911534786	115.26959991	Well_9
5361.194	60.490737915	65.377044678	0.1180791855	2.5116679668	112.69300079	Well_9
5361.394	54.565341949	63.472717285	0.1173499152	2.5288579464	110.82910156	Well_9
5361.594	53.556694031	61.497631073	0.1102558076	2.5577347279	109.91829681	Well_9
5361.794	55.719615936	61.215255737	0.1006513238	2.57640028	109.39620209	Well_9
5361.994	53.635944366	60.732788086	0.090243049	2.5732553005	108.64299774	Well_9
5362.194	50.847099304	59.940498352	0.0820600018	2.5653998852	107.62439728	Well_9
5362.394	51.734291077	60.194816589	0.0791128203	2.5623753071	107.5345993	Well_9
5362.594	53.923477173	60.731807709	0.0776423216	2.5638735294	107.10990143	Well_9
5362.794	52.425907135	61.525157928	0.0810963959	2.578905344	106.90789795	Well_9
5362.994	41.595752716	63.716697693	0.0920743868	2.5471839905	107.22979736	Well_9
5363.194	37.949436188	65.209777832	0.1084232852	2.4854397774	108.13339996	Well_9
5363.394	35.674915314	65.970428467	0.1274549067	2.4359607697	109.56929779	Well_9
5363.594	28.596340179	66.937728882	0.142767787	2.4170055389	112.26170349	Well_9
5363.794	31.204441071	68.426315308	0.1467533708	2.4672889709	115.20200348	Well_9
5363.994	40.163478851	69.255203247	0.1445149034	2.4838685989	117.87120056	Well_9
5364.194	42.917118073	69.964622498	0.1455902606	2.4320271015	120.48110199	Well_9
5364.394	38.978069305	69.93724823	0.1520924121	2.3912129402	123.82460022	Well_9
5364.594	33.883407593	69.158790588	0.157758221	2.4049677849	126.40110016	Well_9
5364.794	34.386764526	68.238182068	0.1598998904	2.453117609	127.82830048	Well_9
5364.994	35.263237	68.328353882	0.1515836716	2.4723198414	128.28370667	Well_9
5365.194	30.737453461	69.685317993	0.1408718228	2.4808740616	127.10399628	Well_9
5365.394	24.321718216	70.931488037	0.1376465559	2.4558660984	125.37039948	Well_9
5365.594	27.277770996	71.250999451	0.1414239854	2.4408149719	124.34200287	Well_9
5365.794	31.446184158	71.185325623	0.1457781792	2.4439220428	124.48459625	Well_9
5365.994	32.155578613	70.298683167	0.1517420113	2.4363577366	125.24359894	Well_9
5366.194	36.177024841	69.376289368	0.1508111656	2.4374804497	126.30069733	Well_9
5366.394	39.726306915	70.396873474	0.1490070373	2.4342849255	126.61699677	Well_9
5366.594	34.576858521	71.20716095	0.1555354893	2.4026682377	126.59980011	Well_9
5366.794	28.726966858	71.676704407	0.1557795703	2.4048588276	126.76200104	Well_9
5366.994	28.312337875	72.998725891	0.1486123055	2.4397227764	127.69539642	Well_9
5367.194	32.060714722	73.408988953	0.1479718238	2.4410309792	129.15330505	Well_9
5367.394	38.199523926	73.25327301	0.1571761817	2.3925931454	129.94799805	Well_9
5367.594	41.180839539	74.18963623	0.172776103	2.3598072529	131.59159851	Well_9
5367.794	41.634128571	74.205329895	0.1885069311	2.3725409508	131.42790222	Well_9
5367.994	39.992229462	72.126838684	0.1941358596	2.3909037113	131.21899414	Well_9
5368.194	34.515018463	71.751808167	0.1835526973	2.3859977722	131.44500732	Well_9
5368.394	33.977577209	71.442909241	0.1700604111	2.3882863522	131.42520142	Well_9
5368.594	37.750797272	70.664855957	0.1637702286	2.39945364	130.2303009	Well_9
5368.794	39.566356659	70.207260132	0.1621311009	2.3944590092	128.57969666	Well_9
5368.994	38.228565216	70.218391418	0.1591771692	2.389986515	127.34049988	Well_9
5369.194	34.636634827	71.25945282	0.1548926681	2.3971426487	125.21749878	Well_9
5369.394	34.950862885	71.637809753	0.1561190486	2.3886959553	125.21099854	Well_9
5369.594	37.690288544	71.802650452	0.1615056694	2.3875854015	125.77819824	Well_9
5369.794	38.190029144	71.985183716	0.1660406142	2.4036495686	127.4496994	Well_9
5369.994	36.802768707	71.735641479	0.1719151586	2.3925976753	127.60630035	Well_9
5370.194	34.23532486	70.735084534	0.1656171381	2.3856518269	127.24340057	Well_9
5370.394	32.856098175	70.194519043	0.1509979963	2.4568078518	125.70149994	Well_9
5370.594	36.648784637	70.003601074	0.1349765956	2.5271086693	123.51329803	Well_9
5370.794	42.353481293	69.265953064	0.1266709715	2.4996347427	120.76799774	Well_9
5370.994	43.309009552	69.762458801	0.1315031201	2.4335894585	120.42559814	Well_9
5371.194	37.132225037	71.91053772	0.1488804817	2.4008984566	121.44020081	Well_9
5371.394	35.372085571	73.339729309	0.1653478742	2.4026832581	123.61810303	Well_9
5371.594	40.133499146	73.947296143	0.1730011404	2.3896350861	126.76239777	Well_9
5371.794	41.342979431	73.69090271	0.1720614284	2.3785495758	129.82049561	Well_9
5371.994	33.003372192	73.926345825	0.1641319096	2.3800342083	132.93739319	Well_9
5372.194	29.598548889	74.797920227	0.1585746258	2.3713703156	135.0585022	Well_9
5372.394	34.851921082	76.334724426	0.1605342627	2.3609030247	138.02430725	Well_9
5372.594	42.475814819	77.800544739	0.1706361175	2.3563377857	140.86160278	Well_9
5372.794	43.782035828	78.532730103	0.1807266176	2.35536623	143.76550293	Well_9
5372.994	42.201309204	77.142318726	0.1848285347	2.353074789	146.68539429	Well_9
5373.194	45.948787689	75.811729431	0.180309251	2.363768816	149.29089355	Well_9
5373.394	53.09809494	75.009399414	0.171369195	2.3988304138	149.19329834	Well_9
5373.594	56.841304779	74.040489197	0.1654076129	2.4036912918	146.729599	Well_9
5373.794	50.892562866	73.596611023	0.1605055332	2.3819854259	144.38459778	Well_9
5373.994	41.340221405	75.364044189	0.1548081189	2.4011340141	141.65730286	Well_9
5374.194	38.257392883	77.451179504	0.1541796327	2.4221048355	139.96879578	Well_9
5374.394	39.826778412	79.47480011	0.1583051682	2.3910713196	140.9960022	Well_9
5374.594	39.871086121	80.778137207	0.1676693559	2.3705904484	145.56520081	Well_9
5374.794	36.559455872	81.199066162	0.1739761084	2.3703999519	149.5941925	Well_9
5374.994	36.22587204	80.414154053	0.1736706346	2.3628797531	154.1085968	Well_9
5375.194	37.272975922	79.151603699	0.1706472933	2.363191843	157.3368988	Well_9
5375.394	36.249732971	77.877090454	0.1703131646	2.376904726	157.83210754	Well_9
5375.594	40.968425751	76.961738586	0.1712581515	2.3760380745	156.03500366	Well_9
5375.794	47.418552399	76.285133362	0.1714722365	2.3715641499	152.59500122	Well_9
5375.994	46.661743164	75.824790955	0.1728355139	2.3648211956	150.41549683	Well_9
5376.194	46.681743622	75.839019775	0.1701752245	2.3586504459	149.02520752	Well_9
5376.394	47.389743805	76.008613586	0.1655863076	2.3713018894	147.15280151	Well_9
5376.594	45.514343262	75.438705444	0.1618727446	2.4025542736	144.79020691	Well_9
5376.794	46.422958374	75.082298279	0.1617045254	2.4051947594	143.27049255	Well_9
5376.994	44.222038269	76.575157166	0.1732888669	2.3749396801	140.55990601	Well_9
5377.194	37.333221436	77.174224854	0.1863062382	2.3485841751	140.73039246	Well_9
5377.394	32.336750031	77.530357361	0.1884209663	2.3303971291	142.36599731	Well_9
5377.594	31.354454041	77.563407898	0.1840261519	2.3390157223	145.03909302	Well_9
5377.794	34.773483276	76.348114014	0.1752050519	2.3745810986	146.24310303	Well_9
5377.994	38.222900391	75.205528259	0.1667851359	2.3832023144	146.47729492	Well_9
5378.194	36.922027588	75.704689026	0.1670735329	2.3886291981	145.11749268	Well_9
5378.394	31.425045013	76.224746704	0.1746335626	2.3630290031	142.80729675	Well_9
5378.594	30.214864731	75.928573608	0.1784153134	2.3256030083	141.97459412	Well_9
5378.794	35.827487946	74.924301147	0.1743820012	2.3525762558	142.00610352	Well_9
5378.994	41.106468201	73.475288391	0.1658506542	2.4219007492	141.16729736	Well_9
5379.194	38.238807678	72.09790802	0.1631363481	2.424318552	137.70050049	Well_9
5379.394	33.931713104	71.737854004	0.1673150808	2.3972706795	134.3157959	Well_9
5379.594	34.664649963	73.127342224	0.1747272313	2.3931975365	132.88290405	Well_9
5379.794	40.456916809	73.96849823	0.1783527285	2.3857500553	133.59120178	Well_9
5379.994	41.592765808	73.605773926	0.1804885268	2.3809585571	135.43299866	Well_9
5380.194	36.919464111	73.401931763	0.1801252365	2.3901133537	136.19769287	Well_9
5380.394	33.507740021	73.262039185	0.173470825	2.3862788677	135.16799927	Well_9
5380.594	39.683017731	72.815460205	0.1668421626	2.3922839165	135.27709961	Well_9
5380.794	55.608036041	72.793998718	0.1644105911	2.4044392109	134.67030334	Well_9
5380.994	57.475128174	72.908607483	0.1697776616	2.3982515335	133.16960144	Well_9
5381.194	45.651874542	72.985221863	0.1792063862	2.3891701698	132.33200073	Well_9
5381.394	37.254104614	73.505653381	0.18625395	2.3839535713	131.63490295	Well_9
5381.594	37.648685455	73.785896301	0.1868880093	2.3774323463	131.19129944	Well_9
5381.794	40.779174805	74.100341797	0.1845322698	2.382876873	131.37939453	Well_9
5381.994	42.56262207	74.388069153	0.1806704402	2.4050433636	130.79769897	Well_9
5382.194	47.238277435	74.423622131	0.1797798425	2.39382267	130.14810181	Well_9
5382.394	47.805229187	74.332443237	0.1813089997	2.3556485176	130.43089294	Well_9
5382.594	38.554161072	74.247749329	0.1820880175	2.3213882446	131.18510437	Well_9
5382.794	35.638454437	73.638092041	0.1800941229	2.3384606838	132.25740051	Well_9
5382.994	39.794059753	72.573310852	0.1783361584	2.381717205	133.87860107	Well_9
5383.194	41.17345047	71.535575867	0.1753920019	2.3917999268	133.78399658	Well_9
5383.394	42.886428833	70.870582581	0.1715124547	2.4012260437	132.78359985	Well_9
5383.594	44.893474579	70.660545349	0.1739189029	2.3940711021	131.49429321	Well_9
5383.794	42.205738068	70.866249084	0.1793789417	2.3682723045	129.81109619	Well_9
5383.994	39.098121643	71.850784302	0.1848936826	2.3666899204	128.51260376	Well_9
5384.194	36.075847626	72.355331421	0.1817651838	2.3725430965	128.76139832	Well_9
5384.394	36.591625214	72.459220886	0.1754907668	2.3731718063	129.60040283	Well_9
5384.594	40.838001251	72.566123962	0.173831135	2.3799843788	131.26339722	Well_9
5384.794	42.124794006	71.73160553	0.1698970199	2.3906738758	131.42329407	Well_9
5384.994	43.620838165	70.516288757	0.1618392467	2.4171180725	131.01620483	Well_9
5385.194	48.173881531	69.600761414	0.1526053995	2.4412388802	129.45179749	Well_9
5385.394	60.627857208	68.461669922	0.1369010508	2.4481165409	127.15789795	Well_9
5385.594	77.369018555	67.382278442	0.1166347489	2.4591827393	123.98889923	Well_9
5385.794	86.944961548	66.47064209	0.1025196984	2.4788324833	121.19730377	Well_9
5385.994	86.79460144	65.966918945	0.0995443389	2.495619297	118.35710144	Well_9
5386.194	89.798744202	65.937583923	0.1011185274	2.492636919	116.39379883	Well_9
5386.394	94.676040649	66.046096802	0.1024362147	2.4852428436	115.1631012	Well_9
5386.594	86.100837708	66.283317566	0.1023315489	2.4885420799	114.32129669	Well_9
5386.794	74.73336792	66.006362915	0.1022049338	2.4909448624	114.10700226	Well_9
5386.994	72.792373657	65.710800171	0.1036845669	2.5007317066	114.04370117	Well_9
5387.194	78.41519928	65.950050354	0.1058098078	2.5091209412	114.12310028	Well_9
5387.394	84.314048767	66.118995667	0.1070514992	2.5079700947	114.08499908	Well_9
5387.594	83.062431335	65.756965637	0.105468668	2.5024001598	114.0318985	Well_9
5387.794	86.098243713	65.34841156	0.1008629724	2.5045266151	114.01719666	Well_9
5387.994	101.14639282	65.20664978	0.0976796821	2.5103919506	114.05599976	Well_9
5388.194	101.17286682	65.261108398	0.0974175334	2.5049328804	114.19560242	Well_9
5388.394	78.970535278	65.506187439	0.1012992039	2.4949467182	114.53800201	Well_9
5388.594	58.878688812	65.629867554	0.1133541465	2.4920046329	115.39880371	Well_9
5388.794	52.043426514	65.728675842	0.1261309534	2.4968056679	116.33769989	Well_9
5388.994	57.760219574	65.767463684	0.1308532655	2.4921143055	116.70279694	Well_9
5389.194	73.959869385	66.070907593	0.1228379384	2.4837975502	116.79930115	Well_9
5389.394	75.647346497	66.259361267	0.115700148	2.4895992279	116.98079681	Well_9
5389.594	64.167785645	66.206947327	0.115995124	2.4992771149	117.24810028	Well_9
5389.794	54.961334229	66.535064697	0.1218830198	2.5000424385	117.34030151	Well_9
5389.994	51.829029083	67.145454407	0.1292040944	2.4861428738	117.79389954	Well_9
5390.194	55.102725983	68.037261963	0.1301089823	2.46434021	118.82830048	Well_9
5390.394	69.870918274	68.613639832	0.1219549477	2.4652724266	120.01869965	Well_9
5390.594	80.233322144	68.306495667	0.11461851	2.4965970516	120.38189697	Well_9
5390.794	70.53767395	67.553794861	0.1127041429	2.5076117516	120.25839996	Well_9
5390.994	54.947071075	66.802833557	0.1126769781	2.4820809364	119.95539856	Well_9
5391.194	45.447471619	66.547370911	0.1178031713	2.4665365219	119.85849762	Well_9
5391.394	44.151172638	67.069221497	0.1248903647	2.4830999374	120.12550354	Well_9
5391.594	46.32301712	67.247894287	0.1287449151	2.4920613766	120.57559967	Well_9
5391.794	45.152374268	67.298431396	0.1299908757	2.4771454334	120.87670135	Well_9
5391.994	44.046966553	67.789001465	0.1347803324	2.4811952114	121.25550079	Well_9
5392.194	46.864185333	68.288230896	0.138236776	2.4814977646	121.5515976	Well_9
5392.394	58.629394531	68.064216614	0.1362105608	2.4462220669	121.81060028	Well_9
5392.594	69.652580261	68.076927185	0.1284027547	2.4368858337	122.28659821	Well_9
5392.794	68.142448425	67.589241028	0.1237014458	2.4626338482	122.37989807	Well_9
5392.994	58.136116028	66.861236572	0.1197267398	2.4874475002	122.47440338	Well_9
5393.194	57.240947723	66.88684082	0.1154132485	2.4938571453	122.84459686	Well_9
5393.394	50.997772217	67.67162323	0.1208197474	2.4740660191	123.12310028	Well_9
5393.594	41.548274994	68.160011292	0.1337933391	2.4435632229	123.52829742	Well_9
5393.794	43.59803009	68.024810791	0.1426758021	2.4485692978	123.92990112	Well_9
5393.994	53.802177429	67.896247864	0.1435196251	2.4659173489	124.20320129	Well_9
5394.194	60.933891296	67.306503296	0.1365800053	2.4715344906	124.36519623	Well_9
5394.394	54.082733154	68.562561035	0.1319297403	2.4630360603	124.64689636	Well_9
5394.594	40.477710724	71.114334106	0.1342198253	2.4406244755	125.88890076	Well_9
5394.794	33.243278503	72.410820007	0.1396266818	2.422560215	128.12719727	Well_9
5394.994	40.716732025	73.787246704	0.1452764124	2.4062361717	131.36180115	Well_9
5395.194	56.819854736	72.889221191	0.1481696963	2.4175810814	133.75100708	Well_9
5395.394	63.965419769	70.846412659	0.1483333111	2.4413924217	132.83070374	Well_9
5395.594	63.402088165	69.021873474	0.1443854272	2.478269577	130.05029297	Well_9
5395.794	59.069076538	68.373405457	0.1397610009	2.4794559479	126.81569672	Well_9
5395.994	50.143932343	68.463363647	0.1372531205	2.4504983425	124.90989685	Well_9
5396.194	48.670772552	69.672912598	0.1379956603	2.4414532185	124.06809998	Well_9
5396.394	49.554294586	70.476264954	0.14269045	2.4385693073	124.25119781	Well_9
5396.594	50.893356323	70.1980896	0.143704161	2.448700428	124.79969788	Well_9
5396.794	57.954719543	70.303482056	0.1386144459	2.4708797932	124.62229919	Well_9
5396.994	60.898845673	69.660507202	0.1362451315	2.4696881771	124.46389771	Well_9
5397.194	49.857032776	68.374916077	0.138029471	2.4380066395	123.90190125	Well_9
5397.394	41.339775085	68.883117676	0.1443494111	2.4394342899	122.68609619	Well_9
5397.594	45.053710938	69.101135254	0.1512963474	2.4451196194	122.2798996	Well_9
5397.794	43.40290451	68.664710999	0.1500323415	2.4478087425	122.34100342	Well_9
5397.994	38.912391663	68.838165283	0.1479411423	2.4555222988	122.44239807	Well_9
5398.194	37.319263458	69.557983398	0.1510043889	2.4414031506	122.54799652	Well_9
5398.394	35.74527359	69.787712097	0.1550824791	2.4318583012	123.47669983	Well_9
5398.594	34.236633301	70.198143005	0.1575980484	2.4417669773	124.30740356	Well_9
