MD	GR	DTCO	PHIE	RHOB	DTS	WELL
5454.994	26.226617813	77.254837036	0.2078264207	2.3136954308	143.56460571	Well_9
5455.194	28.984464645	77.163909912	0.2105567604	2.3065683842	143.44470215	Well_9
5455.394	28.665798187	76.984222412	0.2096117586	2.3014810085	142.90119934	Well_9
5455.594	28.087640762	77.176963806	0.2099830359	2.3096733093	142.2460022	Well_9
5455.794	28.595754623	77.23210144	0.2140482813	2.3092985153	142.10809326	Well_9
5455.994	27.753744125	76.973602295	0.2180200964	2.2902603149	142.01319885	Well_9
5456.194	27.294319153	77.451728821	0.2194747627	2.2633218765	142.4197998	Well_9
5456.394	26.686500549	78.033851624	0.22260575	2.2573385239	143.09199524	Well_9
5456.594	27.44137764	78.465873718	0.2260409892	2.2652437687	143.95449829	Well_9
5456.794	28.657571793	78.933067322	0.2272143811	2.2667241096	144.58050537	Well_9
5456.994	30.714286804	79.773605347	0.2281510085	2.2596583366	145.22380066	Well_9
5457.194	30.631633759	80.081626892	0.2292397767	2.2574112415	145.90829468	Well_9
5457.394	29.737485886	79.526237488	0.2271951288	2.2593734264	145.87730408	Well_9
5457.594	26.481678009	78.329872131	0.2243014276	2.2558629513	145.44850159	Well_9
5457.794	24.097036362	77.676597595	0.2219583541	2.2503941059	144.84640503	Well_9
5457.994	22.22098732	77.412200928	0.2225854397	2.2664265633	144.4730072	Well_9
5458.194	23.063753128	77.677864075	0.2242659479	2.2991054058	144.26480103	Well_9
5458.394	25.690483093	77.908531189	0.2217633575	2.3230950832	143.9210968	Well_9
5458.594	26.549379349	77.992149353	0.2191372812	2.3241784573	143.33239746	Well_9
5458.794	25.218723297	77.968803406	0.2179260254	2.3111298084	142.51939392	Well_9
5458.994	22.473608017	78.057632446	0.2180560827	2.2977309227	143.07440186	Well_9
5459.194	21.847305298	78.316711426	0.216976881	2.2786347866	143.84919739	Well_9
5459.394	23.377025604	78.800811768	0.2151396126	2.2622857094	144.44419861	Well_9
5459.594	24.083971024	79.105705261	0.2126331627	2.2691271305	144.7960968	Well_9
5459.794	25.313844681	78.982276917	0.2099175155	2.3042767048	144.54580688	Well_9
5459.994	28.294406891	78.539520264	0.2081843168	2.3198125362	144.05400085	Well_9
5460.194	30.714683533	77.746025085	0.202807188	2.3106365204	143.21769714	Well_9
5460.394	32.115867615	76.765441895	0.1940259337	2.3238742352	141.69450378	Well_9
5460.594	33.499183655	75.517906189	0.1837591827	2.352922678	139.92790222	Well_9
5460.794	32.76921463	73.669998169	0.1699634045	2.3776693344	137.92799377	Well_9
5460.994	31.796163559	72.017448425	0.1568617076	2.4281692505	134.97540283	Well_9
5461.194	36.621616364	71.195129395	0.1536960006	2.4739747047	132.09390259	Well_9
5461.394	42.727363586	71.037467957	0.1624198854	2.4615471363	130.24330139	Well_9
5461.594	43.165393829	72.90687561	0.1770613492	2.4007608891	130.29170227	Well_9
5461.794	39.643295288	74.844444275	0.1919389218	2.3559606075	133.21359253	Well_9
5461.994	35.166240692	76.480186462	0.2058866173	2.3341333866	136.2743988	Well_9
5462.194	34.186763763	76.904182434	0.2114794552	2.3292398453	138.95570374	Well_9
5462.394	36.252971649	77.002708435	0.2082743347	2.3374345303	141.14900208	Well_9
5462.594	37.137439728	76.99798584	0.2052320391	2.3430681229	141.49029541	Well_9
5462.794	36.301383972	76.700675964	0.2044844329	2.3404154778	141.626297	Well_9
5462.994	37.377639771	76.621383667	0.205551222	2.3408575058	141.3697052	Well_9
5463.194	36.914699554	76.796936035	0.2101017833	2.3311252594	141.65040588	Well_9
5463.394	35.578495026	77.016563416	0.2158617973	2.3140900135	142.24040222	Well_9
5463.594	35.490100861	77.02494812	0.2182549685	2.3092999458	143.04319763	Well_9
5463.794	32.804401398	77.355064392	0.2190033346	2.3089666367	144.14100647	Well_9
5463.994	27.511510849	77.988014221	0.2174791098	2.3000869751	144.17129517	Well_9
5464.194	25.232009888	78.242935181	0.2009249181	2.2853140831	143.86340332	Well_9
5464.394	25.655826569	78.264450073	0.1721052378	2.3262565136	143.41079712	Well_9
5464.594	30.066856384	78.585739136	0.1455526203	2.4109725952	142.22889709	Well_9
5464.794	41.926246643	78.493743896	0.1345263571	2.4279329777	140.69979858	Well_9
5464.994	52.076961517	77.950508118	0.1430004984	2.4014701843	139.21000671	Well_9
5465.194	50.255329132	78.329208374	0.1666503102	2.3741865158	138.40519714	Well_9
5465.394	41.331634521	78.574615479	0.1877230704	2.349817276	137.92070007	Well_9
5465.594	33.504058838	77.506530762	0.1967163682	2.3333542347	138.68299866	Well_9
5465.794	28.852502823	77.113037109	0.1971028	2.3230547905	139.17500305	Well_9
5465.994	28.700361252	76.504508972	0.1886493266	2.3331069946	139.17529297	Well_9
5466.194	32.68592453	75.090751648	0.1766756028	2.379873991	138.81089783	Well_9
5466.394	40.140796661	74.423866272	0.1719196737	2.4347643852	138.24159241	Well_9
5466.594	42.900066376	74.808227539	0.1753171384	2.4172859192	137.21229553	Well_9
5466.794	39.139808655	75.709815979	0.184391588	2.3541991711	137.73219299	Well_9
5466.994	35.767601013	76.942993164	0.1952316314	2.3296132088	138.62249756	Well_9
5467.194	34.070171356	77.786552429	0.2055612952	2.3298528194	140.06840515	Well_9
5467.394	34.079170227	77.879966736	0.2150325775	2.3301494122	141.83479309	Well_9
5467.594	30.2362957	78.124710083	0.2163686305	2.3186230659	142.97090149	Well_9
5467.794	24.891986847	78.928840637	0.2077563554	2.290096283	144.43930054	Well_9
5467.994	22.749059677	80.471687317	0.1935930997	2.2673108578	146.24459839	Well_9
5468.194	29.399148941	81.386428833	0.179887861	2.2596058846	147.39920044	Well_9
5468.394	38.334152222	81.442710876	0.1742867082	2.2911787033	147.53900146	Well_9
5468.594	37.450397491	80.538551331	0.1815872788	2.328744173	147.05349731	Well_9
5468.794	33.769504547	78.854431152	0.1965213269	2.3238716125	145.36289978	Well_9
5468.994	34.086357117	77.330383301	0.2046877295	2.3128480911	143.25239563	Well_9
5469.194	36.885910034	76.783790588	0.2018019408	2.3255853653	142.24639893	Well_9
5469.394	38.577960968	76.394790649	0.1950871348	2.3449966908	140.84150696	Well_9
5469.594	39.540344238	75.332267761	0.1916008443	2.3483960629	139.33149719	Well_9
5469.794	41.548286438	74.545860291	0.1918613762	2.3362390995	137.93840027	Well_9
5469.994	37.098445892	73.519813538	0.1905544549	2.3387553692	136.50909424	Well_9
5470.194	30.651233673	72.719848633	0.1804490983	2.3814661503	135.13989258	Well_9
5470.394	24.839128494	72.025863647	0.1570816338	2.4038453102	132.92390442	Well_9
5470.594	30.615833282	72.185028076	0.136462003	2.4041717052	130.76629639	Well_9
5470.794	45.233139038	73.934822083	0.1339658648	2.4007101059	129.75680542	Well_9
5470.994	47.740779877	75.743713379	0.1494875848	2.3842563629	129.86560059	Well_9
5471.194	39.201011658	76.120391846	0.1794260889	2.3491532803	131.48649597	Well_9
5471.394	33.755180359	76.65019989	0.2011716366	2.3201181889	134.4131012	Well_9
5471.594	34.177051544	77.168762207	0.209170863	2.3175303936	137.20300293	Well_9
5471.794	36.126327515	77.410171509	0.2051857561	2.3231518269	139.6414032	Well_9
5471.994	33.718566895	76.577003479	0.1967527419	2.325760603	140.44030762	Well_9
5472.194	30.619842529	76.145965576	0.1910021007	2.3452692032	140.15550232	Well_9
5472.394	31.799081802	75.814445496	0.1869651526	2.354146719	139.21600342	Well_9
5472.594	32.064258575	75.27897644	0.1836334318	2.3611660004	138.06669617	Well_9
5472.794	32.003749847	75.009040833	0.1806320548	2.364361763	137.28039551	Well_9
5472.994	33.57100296	75.257614136	0.1831696481	2.3564178944	136.50849915	Well_9
5473.194	31.937740326	75.202590942	0.1926539391	2.3428976536	136.03860474	Well_9
5473.394	29.930501938	75.175567627	0.2003078908	2.341884613	136.15950012	Well_9
5473.594	30.152719498	75.160697937	0.2002638429	2.3558478355	136.23469543	Well_9
5473.794	30.754415512	75.152923584	0.1951551735	2.3599574566	136.09880066	Well_9
5473.994	31.40372467	75.003723145	0.1965305656	2.3415966034	136.22779846	Well_9
5474.194	30.957084656	75.718391418	0.2029722929	2.3150453568	136.40859985	Well_9
5474.394	29.396507263	76.305686951	0.2054575831	2.3165450096	136.54949951	Well_9
5474.594	29.788330078	76.388656616	0.2006132156	2.32614851	137.08990479	Well_9
5474.794	30.890522003	76.619003296	0.1953814924	2.3472185135	137.50259399	Well_9
5474.994	30.368423462	76.95174408	0.1964645237	2.3581314087	137.54289246	Well_9
5475.194	28.926994324	77.719917297	0.201632455	2.3402707577	137.9335022	Well_9
5475.394	27.676177979	79.213348389	0.210192427	2.3239438534	138.98930359	Well_9
5475.594	28.416711807	80.421539307	0.2138372362	2.3005008698	140.48939514	Well_9
5475.794	33.25246048	79.827537537	0.2030004114	2.2909653187	141.42770386	Well_9
5475.994	37.18347168	78.202606201	0.1849374175	2.3477563858	140.93800354	Well_9
5476.194	37.157405853	74.963783264	0.1661947966	2.4132473469	138.96980286	Well_9
5476.394	35.64087677	73.199584961	0.1589517891	2.4248683453	136.69039917	Well_9
5476.594	36.445732117	72.948074341	0.1671552062	2.3961279392	134.30209351	Well_9
5476.794	35.857566833	74.222038269	0.1783742756	2.3199565411	133.29249573	Well_9
5476.994	33.937961578	75.878074646	0.1805460751	2.2859222889	133.59069824	Well_9
5477.194	37.134895325	76.38949585	0.1724960506	2.3384361267	134.35769653	Well_9
5477.394	38.891700745	74.842155457	0.1603080481	2.4173061848	133.77980042	Well_9
5477.594	35.324291229	73.509620667	0.154441148	2.4334130287	133.5453949	Well_9
5477.794	33.464012146	72.90789032	0.1589843482	2.3880839348	132.71589661	Well_9
5477.994	30.768594742	73.573692322	0.1736872196	2.3317928314	133.457901	Well_9
5478.194	23.46056366	74.14188385	0.1903515309	2.27277565	136.04559326	Well_9
5478.394	18.664287567	73.733459473	0.1958729923	2.2551970482	137.33120728	Well_9
5478.594	20.439296722	72.822998047	0.1953087151	2.3224716187	137.77839661	Well_9
5478.794	24.186784744	71.758865356	0.1914265454	2.4011232853	137.56280518	Well_9
5478.994	24.439393997	71.606651306	0.1808769405	2.3864057064	136.15829468	Well_9
5479.194	23.857414246	72.66456604	0.1759586483	2.3659007549	134.30499268	Well_9
5479.394	25.344577789	73.581428528	0.1833244562	2.3590841293	133.26829529	Well_9
5479.594	27.982164383	74.151412964	0.1969307661	2.3390946388	132.99740601	Well_9
5479.794	31.717838287	75.690376282	0.2064306736	2.3179583549	133.45100403	Well_9
5479.994	31.343658447	77.854789734	0.2075098902	2.3140590191	134.6157074	Well_9
5480.194	35.101467133	78.046218872	0.2022287995	2.3356018066	135.92300415	Well_9
5480.394	40.897518158	77.646270752	0.1967315376	2.3540599346	137.0388031	Well_9
5480.594	39.013126373	77.433059692	0.1977746487	2.3518087864	137.64390564	Well_9
5480.794	32.019817352	77.516769409	0.2044502646	2.313284874	138.18600464	Well_9
5480.994	26.575046539	77.864173889	0.2123124897	2.2848434448	138.52600098	Well_9
5481.194	23.459659576	78.411643982	0.2197436094	2.290874958	138.83200073	Well_9
5481.394	22.422973633	79.118652344	0.216315493	2.29860425	140.11390686	Well_9
5481.594	23.745214462	79.532867432	0.1962862164	2.299280405	141.64129639	Well_9
5481.794	29.499156952	79.732536316	0.1691543609	2.3154187202	141.75050354	Well_9
5481.994	38.21056366	79.079925537	0.1502981931	2.3416237831	140.13909912	Well_9
5482.194	39.060222626	78.227149963	0.1489700675	2.3651874065	138.6197052	Well_9
5482.394	37.041976929	77.542579651	0.1595775187	2.3365879059	137.58779907	Well_9
5482.594	36.707820892	77.212181091	0.1778562814	2.2680902481	137.68699646	Well_9
5482.794	38.615859985	77.303108215	0.1940013319	2.2650306225	138.88330078	Well_9
5482.994	34.362499237	77.633781433	0.2082436681	2.29529953	140.04490662	Well_9
5483.194	23.946783066	77.734260559	0.2202585191	2.2944159508	141.585495	Well_9
5483.394	16.5135746	77.600524902	0.2329032272	2.2609093189	143.92799377	Well_9
5483.594	13.897432327	77.797660828	0.241483137	2.2399613857	145.70649719	Well_9
5483.794	12.215699196	77.306472778	0.2476544678	2.2399208546	147.18789673	Well_9
5483.994	11.678666115	75.251190186	0.2548365891	2.2586669922	147.1867981	Well_9
5484.194	12.179531097	74.349723816	0.2579838634	2.2773020267	146.05180359	Well_9
5484.394	12.604962349	74.116233826	0.2567613125	2.2649617195	144.6053009	Well_9
5484.594	13.47276783	74.166236877	0.2512215078	2.2647638321	143.85879517	Well_9
5484.794	13.330291748	74.582382202	0.2433117479	2.3162913322	144.13189697	Well_9
5484.994	13.279492378	74.690155029	0.2384477407	2.3278346062	144.63290405	Well_9
5485.194	15.584374428	74.586380005	0.2445955426	2.3002173901	144.63760376	Well_9
5485.394	15.108453751	75.346366882	0.2507144213	2.2852494717	144.29119873	Well_9
5485.594	13.309483528	75.881530762	0.2460668087	2.279188633	144.11779785	Well_9
5485.794	13.569514275	76.14239502	0.2351403236	2.290094614	144.69560242	Well_9
5485.994	13.873301506	76.231384277	0.2308395058	2.3072063923	146.70899963	Well_9
5486.194	12.590371132	76.33392334	0.2337729484	2.2903234959	148.38589478	Well_9
5486.394	11.453303337	77.049156189	0.2430137247	2.259550333	150.94009399	Well_9
5486.594	13.337192535	78.242408752	0.2528936863	2.2607533932	152.21409607	Well_9
5486.794	15.236899376	79.314231873	0.2559247613	2.2428917885	152.65350342	Well_9
5486.994	15.385293961	80.076454163	0.255341053	2.2105875015	152.58940125	Well_9
5487.194	15.086107254	80.024124146	0.2574581504	2.2101986408	151.42419434	Well_9
5487.394	14.605318069	78.960418701	0.2584228218	2.222577095	148.94580078	Well_9
5487.594	14.828445435	77.522727966	0.251940757	2.2430779934	146.38009644	Well_9
5487.794	15.537011147	76.220664978	0.244226709	2.2868664265	142.64280701	Well_9
5487.994	16.386322021	76.57711792	0.2396881282	2.2956392765	139.96409607	Well_9
5488.194	14.42020607	77.464141846	0.2407575846	2.2643353939	139.375	Well_9
5488.394	12.673642159	78.876937866	0.2520301342	2.220025301	140.46330261	Well_9
5488.594	12.322510719	79.847831726	0.2707874477	2.2294948101	143.51679993	Well_9
5488.794	10.811368942	80.483818054	0.2848893404	2.2504448891	148.16940308	Well_9
5488.994	10.540511131	80.439743042	0.2884256244	2.2507956028	151.68730164	Well_9
5489.194	11.62163353	80.373565674	0.2908286452	2.2262666225	153.53089905	Well_9
5489.394	12.590286255	81.349899292	0.2983113527	2.1872630119	154.15150452	Well_9
5489.594	12.861784935	81.944618225	0.3072500825	2.1688652039	153.81900024	Well_9
5489.794	12.075626373	81.873779297	0.3101881444	2.1772091389	153.05149841	Well_9
5489.994	11.717743874	81.573928833	0.3092601001	2.1983218193	152.12780762	Well_9
5490.194	12.078604698	80.957473755	0.3083788157	2.2056789398	150.89729309	Well_9
5490.394	12.160552979	80.382255554	0.3074510992	2.1944365501	150.24690247	Well_9
5490.594	12.321247101	79.74672699	0.301558882	2.1987597942	149.73390198	Well_9
5490.794	13.946700096	79.001274109	0.2883563042	2.219078064	148.72070313	Well_9
5490.994	14.60890007	78.471977234	0.2746401429	2.2154603004	147.8757019	Well_9
5491.194	14.134307861	78.311538696	0.2705171108	2.2002692223	146.67880249	Well_9
5491.394	14.351949692	78.541900635	0.2740456462	2.2070133686	146.47540283	Well_9
5491.594	15.306302071	78.624847412	0.2750192881	2.2183973789	145.79600525	Well_9
5491.794	17.855554581	78.917350769	0.2719837427	2.2315733433	144.88200378	Well_9
5491.994	18.904043198	79.652763367	0.2710599601	2.2416713238	144.73860168	Well_9
5492.194	19.449583054	79.999565125	0.2720178664	2.2438549995	145.3249054	Well_9
5492.394	18.893793106	79.515258789	0.2758923173	2.2448818684	146.22950745	Well_9
5492.594	17.941459656	78.388847351	0.2796224654	2.2264671326	146.8914032	Well_9
5492.794	17.568222046	76.997909546	0.2791400254	2.2043559551	147.10830688	Well_9
5492.994	17.927110672	75.419998169	0.2726203501	2.2123141289	146.87840271	Well_9
5493.194	19.133972168	74.405105591	0.2579646409	2.2388474941	146.59390259	Well_9
5493.394	21.102539063	73.915466309	0.2396340966	2.2938239574	145.99180603	Well_9
5493.594	23.903614044	74.100639343	0.2272822708	2.3385872841	145.71200562	Well_9
5493.794	25.736114502	74.873908997	0.2241091728	2.3336343765	145.59590149	Well_9
5493.994	25.663927078	75.840629578	0.227051571	2.3003985882	144.65939331	Well_9
5494.194	27.226215363	76.134117126	0.2257723212	2.2750835419	143.37890625	Well_9
5494.394	33.523735046	74.96547699	0.2140103579	2.3117201328	140.94810486	Well_9
5494.594	40.879669189	73.355773926	0.1984465122	2.3795335293	136.84919739	Well_9
5494.794	42.73273468	71.337417603	0.1830365658	2.4123117924	133.36959839	Well_9
5494.994	37.565376282	69.275382996	0.169658497	2.4224061966	129.30499268	Well_9
5495.194	34.228687286	67.887741089	0.1617749035	2.4352011681	125.21910095	Well_9
5495.394	35.291465759	68.721290588	0.1637105495	2.4397747517	123.62439728	Well_9
5495.594	33.909313202	70.649597168	0.1742233485	2.4148404598	124.2960968	Well_9
5495.794	28.107513428	72.145530701	0.1831738502	2.3762054443	125.84449768	Well_9
5495.994	25.185749054	72.975639343	0.1856489033	2.3713827133	127.60559845	Well_9
5496.194	29.933876038	72.866287231	0.1776367128	2.4125349522	128.55290222	Well_9
5496.394	35.320327759	71.657531738	0.1634244323	2.4514641762	127.67240143	Well_9
5496.594	40.44789505	70.363960266	0.1508901119	2.4640038013	126.56860352	Well_9
5496.794	45.536334991	69.818916321	0.1466057599	2.4636905193	126.40660095	Well_9
5496.994	48.599796295	69.688293457	0.1493202299	2.4581964016	127.20909882	Well_9
5497.194	47.991970062	69.829589844	0.15229173	2.4570615292	127.82510376	Well_9
5497.394	42.945465088	70.155036926	0.156025514	2.4500629902	127.91149902	Well_9
5497.594	38.516849518	70.264274597	0.1617833674	2.4262552261	128.78439331	Well_9
5497.794	36.17918396	70.588554382	0.1677692533	2.4038250446	129.14559937	Well_9
5497.994	34.163738251	71.291976929	0.1738045514	2.3942584991	129.36380005	Well_9
5498.194	32.2657547	70.87877655	0.1697396636	2.3855204582	128.14660645	Well_9
5498.394	34.064228058	69.981575012	0.1556861699	2.3830730915	125.63800049	Well_9
5498.594	41.588157654	68.897880554	0.1367311627	2.4162282944	122.2582016	Well_9
5498.794	45.962192535	66.8358078	0.1189578772	2.4861664772	118.50109863	Well_9
5498.994	43.964393616	65.554695129	0.1132407188	2.5297181606	116.78269958	Well_9
5499.194	43.235607147	65.107711792	0.1214835048	2.5221579075	116.55760193	Well_9
5499.394	39.352336884	65.805412292	0.1356351823	2.460919857	118.32579803	Well_9
5499.594	32.926456451	67.125991821	0.1460450739	2.4368164539	120.15979767	Well_9
5499.794	32.046710968	68.065711975	0.145743981	2.4542474747	121.32969666	Well_9
5499.994	33.312358856	67.748710632	0.1417862773	2.4655778408	121.26110077	Well_9
5500.194	34.425373077	66.945014954	0.1416689306	2.4724361897	120.93720245	Well_9
5500.394	36.075668335	66.906700134	0.1374610215	2.4825930595	120.64550018	Well_9
5500.594	35.695381165	67.055480957	0.1354043335	2.4744923115	119.87000275	Well_9
5500.794	33.715778351	66.870605469	0.1357509941	2.4445354939	119.020401	Well_9
5500.994	33.831916809	66.526306152	0.1310916394	2.4470262527	118.1812973	Well_9
5501.194	35.555755615	65.795837402	0.1202247664	2.4868724346	117.2614975	Well_9
5501.394	38.423110962	65.034736633	0.1162173375	2.5160095692	116.65499878	Well_9
5501.594	36.536491394	64.685020447	0.1212454736	2.510746479	116.32230377	Well_9
5501.794	31.822626114	64.970573425	0.1283757091	2.4906158447	115.66359711	Well_9
5501.994	32.61492157	64.983978271	0.1258276999	2.4975559711	115.1160965	Well_9
5502.194	32.646324158	64.14591217	0.1155659184	2.5203061104	113.43710327	Well_9
5502.394	30.148527145	63.10238266	0.1052964553	2.5353274345	111.47519684	Well_9
5502.594	28.566951752	62.245990753	0.0967185497	2.5404427052	109.84420013	Well_9
5502.794	29.602239609	61.460220337	0.0856597871	2.5611896515	108.35600281	Well_9
5502.994	31.598052979	60.651023865	0.0758175254	2.5913131237	107.24449921	Well_9
5503.194	34.238624573	60.055286407	0.070174709	2.5988631248	107.02089691	Well_9
5503.394	38.47082901	60.176895142	0.0689547136	2.5816960335	107.16059875	Well_9
5503.594	38.60490036	61.314495087	0.0760267824	2.5409786701	108.32129669	Well_9
5503.794	36.848384857	62.812610626	0.0892259926	2.5052959919	110.27590179	Well_9
5503.994	36.167266846	63.886131287	0.1018624976	2.4991123676	112.58249664	Well_9
5504.194	33.909729004	64.737106323	0.1144517362	2.4961624146	115.00060272	Well_9
5504.394	32.595424652	65.350395203	0.1239595637	2.4829692841	116.85870361	Well_9
5504.594	31.512392044	65.886383057	0.1257258058	2.4744701385	118.12010193	Well_9
5504.794	31.889154434	65.760787964	0.1247039661	2.4819595814	118.29519653	Well_9
5504.994	34.237873077	65.364761353	0.1249739379	2.5130639076	118.45970154	Well_9
5505.194	36.168540955	65.035263062	0.1250897348	2.5262711048	118.50469971	Well_9
5505.394	35.13010788	65.088287354	0.119149588	2.4907646179	118.51719666	Well_9
5505.594	37.822319031	65.790390015	0.1098988876	2.4974417686	118.55979919	Well_9
5505.794	42.576148987	66.006889343	0.1031956077	2.5371382236	118.66660309	Well_9
5505.994	48.950557709	65.509811401	0.0969492346	2.5532426834	118.73449707	Well_9
5506.194	53.704784393	65.722434998	0.0960193649	2.5558063984	118.93740082	Well_9
5506.394	46.529045105	67.066436768	0.1001372859	2.5239648819	119.28659821	Well_9
5506.594	38.854560852	67.373908997	0.1014213786	2.486051321	119.25460052	Well_9
5506.794	40.831172943	67.567230225	0.1018964499	2.5106520653	119.22389984	Well_9
5506.994	47.023487091	66.920310974	0.099885948	2.5421643257	119.30400085	Well_9
5507.194	52.42647171	66.215255737	0.0954388455	2.5442144871	120.1434021	Well_9
5507.394	53.758613586	66.315284729	0.0966468751	2.5333313942	121.73190308	Well_9
5507.594	48.358657837	67.752037048	0.1079682931	2.5026292801	123.37210083	Well_9
5507.794	43.277355194	69.517875671	0.1292998791	2.4467225075	125.70770264	Well_9
5507.994	34.775333405	70.828567505	0.1484510154	2.3933944702	126.62380219	Well_9
5508.194	27.061590195	71.050811768	0.150548473	2.3891394138	126.00090027	Well_9
5508.394	31.385316849	69.88256073	0.1349519491	2.4495854378	123.92510223	Well_9
5508.594	38.829227448	68.400413513	0.1150568724	2.5002677441	121.10160065	Well_9
5508.794	41.307285309	66.41305542	0.1047696769	2.518914938	118.68640137	Well_9
5508.994	39.099555969	65.522605896	0.1079749018	2.4960823059	117.50910187	Well_9
5509.194	34.168460846	65.594520569	0.1141580641	2.4678723812	116.96040344	Well_9
5509.394	31.516435623	65.835296631	0.1181114092	2.4596691132	116.48390198	Well_9
5509.594	36.482326508	65.581008911	0.1134519055	2.4881527424	115.7016983	Well_9
5509.794	40.152545929	64.581573486	0.1063280627	2.5229055882	115.22119904	Well_9
5509.994	39.189083099	64.14995575	0.0997725576	2.5233697891	115.46769714	Well_9
5510.194	37.790088654	64.450523376	0.0999974087	2.5048594475	115.75589752	Well_9
5510.394	36.383743286	65.368247986	0.1090731993	2.4844582081	116.54959869	Well_9
5510.594	33.543346405	66.496520996	0.1209085584	2.4802064896	118.478302	Well_9
5510.794	32.567058563	67.286087036	0.1300381273	2.4730334282	120.72720337	Well_9
5510.994	31.569400787	67.910194397	0.1345504522	2.450237751	122.92569733	Well_9
5511.194	29.799987793	69.156562805	0.1406110227	2.4408814907	124.2233963	Well_9
5511.394	28.417425156	69.824890137	0.1498975456	2.4335668087	125.1085968	Well_9
5511.594	29.36315918	69.467689514	0.1529090554	2.4193305969	125.11769867	Well_9
5511.794	30.866191864	68.442100525	0.1491662264	2.4181463718	124.54239655	Well_9
5511.994	30.523683548	67.562583923	0.1441215277	2.4294660091	123.46170044	Well_9
5512.194	28.859291077	66.958007813	0.1363314092	2.4535834789	122.65850067	Well_9
5512.394	26.276929855	66.974830627	0.128349632	2.4687829018	121.70629883	Well_9
5512.594	24.324449539	67.298164368	0.1209551468	2.4683330059	120.78469849	Well_9
5512.794	26.515808105	67.169685364	0.1140458584	2.4777195454	119.37139893	Well_9
5512.994	35.117385864	66.57598877	0.1080076024	2.5090355873	118.60320282	Well_9
5513.194	42.047393799	65.964775085	0.1038451642	2.5361878872	118.22280121	Well_9
5513.394	44.00933075	65.277229309	0.1052367985	2.5333881378	117.57050323	Well_9
5513.594	45.902420044	65.270057678	0.1084789336	2.5205769539	117.33850098	Well_9
5513.794	46.115715027	65.558059692	0.1108763739	2.5133965015	117.35569763	Well_9
5513.994	41.540691376	65.872650146	0.1113192737	2.5078859329	117.7220993	Well_9
5514.194	38.336936951	66.346847534	0.1118596569	2.4977564812	118.39849854	Well_9
5514.394	37.236595154	67.188720703	0.1129743308	2.4737534523	118.89330292	Well_9
5514.594	37.717399597	67.862800598	0.1114220023	2.4751999378	119.49900055	Well_9
5514.794	39.008968353	67.397499084	0.1100435704	2.4896738529	119.69480133	Well_9
5514.994	38.038108826	66.692024231	0.1093169674	2.499859333	119.57250214	Well_9
5515.194	39.58373642	65.86554718	0.1116426587	2.5023756027	119.12010193	Well_9
5515.394	40.395118713	65.40071106	0.115782246	2.4796094894	118.81680298	Well_9
5515.594	33.724105835	65.750976563	0.1143526956	2.476831913	118.80760193	Well_9
5515.794	32.901248932	66.906234741	0.1116055846	2.5033771992	119.19650269	Well_9
5515.994	36.569854736	67.363517761	0.112483792	2.4909157753	119.99359894	Well_9
5516.194	38.533699036	67.336433411	0.1170071512	2.4711992741	120.23010254	Well_9
5516.394	40.3319664	67.542495728	0.1246125996	2.4810700417	120.97799683	Well_9
5516.594	41.979110718	67.449455261	0.1299517751	2.4900660515	121.78659821	Well_9
5516.794	43.829742432	67.795783997	0.1329213977	2.4959764481	123.35099792	Well_9
5516.994	42.955844879	69.146530151	0.1403332055	2.4827637672	125.11660004	Well_9
5517.194	37.732631683	70.888626099	0.152736932	2.4238860607	127.08390045	Well_9
5517.394	29.700984955	72.572433472	0.1598214507	2.3831999302	129.07739258	Well_9
5517.594	27.404813766	73.313964844	0.1604685485	2.398681879	130.16299438	Well_9
5517.794	31.544563293	73.010971069	0.154947564	2.4166712761	129.57380676	Well_9
5517.994	34.59312439	71.711807251	0.1469032764	2.4049603939	129.22720337	Well_9
5518.194	34.359069824	71.170783997	0.1465175599	2.4034056664	129.06340027	Well_9
5518.394	31.611070633	71.261657715	0.152718544	2.4087965488	128.99249268	Well_9
5518.594	29.457593918	71.333587646	0.1581299156	2.4035947323	128.94560242	Well_9
5518.794	28.195346832	71.129226685	0.159766227	2.4102785587	128.75979614	Well_9
5518.994	28.445194244	70.859779358	0.1577335745	2.4198281765	128.26919556	Well_9
5519.194	30.322660446	70.332717896	0.1549767703	2.4123282433	126.90940094	Well_9
5519.394	32.394481659	69.677757263	0.1523590982	2.4094142914	125.36229706	Well_9
5519.594	34.472789764	69.290733337	0.1506428123	2.4306530952	124.49669647	Well_9
5519.794	37.140995026	69.219429016	0.1490841061	2.4512541294	123.65200043	Well_9
5519.994	40.278594971	68.739227295	0.1461576223	2.4700126648	122.7492981	Well_9
5520.194	46.374885559	68.734413147	0.1432152241	2.4814834595	122.60630035	Well_9
5520.394	50.81105423	69.442390442	0.1380577534	2.4740841389	123.8687973	Well_9
5520.594	42.014263153	69.879478455	0.1333180815	2.463747263	125.00109863	Well_9
5520.794	34.837963104	70.351974487	0.1332410276	2.4476001263	126.6312027	Well_9
5520.994	37.64118576	70.770309448	0.1392486691	2.4357378483	128.05679321	Well_9
5521.194	42.19550705	71.360427856	0.1463973075	2.4307079315	128.38650513	Well_9
5521.394	45.152965546	71.249610901	0.1561098695	2.4078249931	128.06370544	Well_9
5521.594	43.099514008	70.443023682	0.1646547914	2.3957593441	127.30670166	Well_9
