MD	PHIE	GR	DTCO	RHOB	PHI_ALT	DTS	WELL
3233.4955							Well_2
3233.6955							Well_2
3233.8955							Well_2
3234.0955							Well_2
3234.2955							Well_2
3234.4955							Well_2
3234.6955							Well_2
3234.8955							Well_2
3235.0955							Well_2
3235.2955							Well_2
3235.4955							Well_2
3235.6955							Well_2
3235.8955							Well_2
3236.0955							Well_2
3236.2955							Well_2
3236.4955							Well_2
3236.6955							Well_2
3236.8955							Well_2
3237.0955							Well_2
3237.2955							Well_2
3237.4955							Well_2
3237.6955							Well_2
3237.8955							Well_2
3238.0955							Well_2
3238.2955							Well_2
3238.4955							Well_2
3238.6955							Well_2
3238.8955							Well_2
3239.0955							Well_2
3239.2955							Well_2
3239.4955							Well_2
3239.6955							Well_2
3239.8955							Well_2
3240.0955							Well_2
3240.2955							Well_2
3240.4955							Well_2
3240.6955							Well_2
3240.8955							Well_2
3241.0955							Well_2
3241.2955							Well_2
3241.4955							Well_2
3241.6955							Well_2
3241.8955							Well_2
3242.0955							Well_2
3242.2955							Well_2
3242.4955							Well_2
3242.6955							Well_2
3242.8955							Well_2
3243.0955							Well_2
3243.2955							Well_2
3243.4955							Well_2
3243.6955							Well_2
3243.8955							Well_2
3244.0955							Well_2
3244.2955							Well_2
3244.4955							Well_2
3244.6955							Well_2
3244.8955							Well_2
3245.0955							Well_2
3245.2955							Well_2
3245.4955							Well_2
3245.6955							Well_2
3245.8955							Well_2
3246.0955							Well_2
3246.2955							Well_2
3246.4955							Well_2
3246.6955							Well_2
3246.8955							Well_2
3247.0955							Well_2
3247.2955							Well_2
3247.4955							Well_2
3247.6955							Well_2
3247.8955							Well_2
3248.0955							Well_2
3248.2955							Well_2
3248.4955							Well_2
3248.6955							Well_2
3248.8955							Well_2
3249.0955							Well_2
3249.2955							Well_2
3249.4955							Well_2
3249.6955							Well_2
3249.8955							Well_2
3250.0955							Well_2
3250.2955							Well_2
3250.4955							Well_2
3250.6955							Well_2
3250.8955							Well_2
3251.0955							Well_2
3251.2955							Well_2
3251.4955							Well_2
3251.6955							Well_2
3251.8955							Well_2
3252.0955							Well_2
3252.2955							Well_2
3252.4955							Well_2
3252.6955							Well_2
3252.8955							Well_2
3253.0955							Well_2
3253.2955							Well_2
3253.4955							Well_2
3253.6955							Well_2
3253.8955							Well_2
3254.0955							Well_2
3254.2955							Well_2
3254.4955							Well_2
3254.6955							Well_2
3254.8955							Well_2
3255.0955							Well_2
3255.2955							Well_2
3255.4955							Well_2
3255.6955							Well_2
3255.8955							Well_2
3256.0955							Well_2
3256.2955							Well_2
3256.4955							Well_2
3256.6955							Well_2
3256.8955							Well_2
3257.0955							Well_2
3257.2955							Well_2
3257.4955							Well_2
3257.6955							Well_2
3257.8955							Well_2
3258.0955							Well_2
3258.2955							Well_2
3258.4955							Well_2
3258.6955							Well_2
3258.8955							Well_2
3259.0955							Well_2
3259.2955							Well_2
3259.4955							Well_2
3259.6955							Well_2
3259.8955							Well_2
3260.0955							Well_2
3260.2955							Well_2
3260.4955							Well_2
3260.6955							Well_2
3260.8955							Well_2
3261.0955							Well_2
3261.2955							Well_2
3261.4955							Well_2
3261.6955							Well_2
3261.8955							Well_2
3262.0955							Well_2
3262.2955							Well_2
3262.4955							Well_2
3262.6955							Well_2
3262.8955							Well_2
3263.0955							Well_2
3263.2955							Well_2
3263.4955							Well_2
3263.6955							Well_2
3263.8955							Well_2
3264.0955							Well_2
3264.2955							Well_2
3264.4955							Well_2
3264.6955							Well_2
3264.8955							Well_2
3265.0955							Well_2
3265.2955							Well_2
3265.4955							Well_2
3265.6955							Well_2
3265.8955							Well_2
3266.0955							Well_2
3266.2955							Well_2
3266.4955							Well_2
3266.6955							Well_2
3266.8955							Well_2
3267.0955							Well_2
3267.2955							Well_2
3267.4955							Well_2
3267.6955							Well_2
3267.8955							Well_2
3268.0955							Well_2
3268.2955							Well_2
3268.4955							Well_2
3268.6955							Well_2
3268.8955							Well_2
3269.0955							Well_2
3269.2955							Well_2
3269.4955							Well_2
3269.6955							Well_2
3269.8955							Well_2
3270.0955							Well_2
3270.2955							Well_2
3270.4955							Well_2
3270.6955							Well_2
3270.8955							Well_2
3271.0955							Well_2
3271.2955							Well_2
3271.4955							Well_2
3271.6955							Well_2
3271.8955							Well_2
3272.0955							Well_2
3272.2955							Well_2
3272.4955							Well_2
3272.6955							Well_2
3272.8955							Well_2
3273.0955							Well_2
3273.2955							Well_2
3273.4955							Well_2
3273.6955							Well_2
3273.8955							Well_2
3274.0955							Well_2
3274.2955							Well_2
3274.4955							Well_2
3274.6955							Well_2
3274.8955							Well_2
3275.0955							Well_2
3275.2955							Well_2
3275.4955							Well_2
3275.6955							Well_2
3275.8955							Well_2
3276.0955							Well_2
3276.2955							Well_2
3276.4955							Well_2
3276.6955							Well_2
3276.8955							Well_2
3277.0955							Well_2
3277.2955							Well_2
3277.4955							Well_2
3277.6955							Well_2
3277.8955							Well_2
3278.0955							Well_2
3278.2955							Well_2
3278.4955							Well_2
3278.6955							Well_2
3278.8955							Well_2
3279.0955							Well_2
3279.2955							Well_2
3279.4955							Well_2
3279.6955							Well_2
3279.8955							Well_2
3280.0955							Well_2
3280.2955							Well_2
3280.4955							Well_2
3280.6955							Well_2
3280.8955							Well_2
3281.0955							Well_2
3281.2955							Well_2
3281.4955							Well_2
3281.6955							Well_2
3281.8955							Well_2
3282.0955							Well_2
3282.2955							Well_2
3282.4955							Well_2
3282.6955							Well_2
3282.8955							Well_2
3283.0955							Well_2
3283.2955							Well_2
3283.4955							Well_2
3283.6955							Well_2
3283.8955							Well_2
3284.0955							Well_2
3284.2955							Well_2
3284.4955							Well_2
3284.6955							Well_2
3284.8955							Well_2
3285.0955							Well_2
3285.2955							Well_2
3285.4955							Well_2
3285.6955							Well_2
3285.8955							Well_2
3286.0955							Well_2
3286.2955							Well_2
3286.4955							Well_2
3286.6955							Well_2
3286.8955							Well_2
3287.0955							Well_2
3287.2955							Well_2
3287.4955							Well_2
3287.6955							Well_2
3287.8955							Well_2
3288.0955							Well_2
3288.2955							Well_2
3288.4955							Well_2
3288.6955							Well_2
3288.8955							Well_2
3289.0955							Well_2
3289.2955							Well_2
3289.4955							Well_2
3289.6955							Well_2
3289.8955							Well_2
3290.0955							Well_2
3290.2955							Well_2
3290.4955							Well_2
3290.6955							Well_2
3290.8955							Well_2
3291.0955							Well_2
3291.2955							Well_2
3291.4955							Well_2
3291.6955							Well_2
3291.8955							Well_2
3292.0955							Well_2
3292.2955							Well_2
3292.4955							Well_2
3292.6955							Well_2
3292.8955							Well_2
3293.0955							Well_2
3293.2955							Well_2
3293.4955							Well_2
3293.6955							Well_2
3293.8955							Well_2
3294.0955							Well_2
3294.2955							Well_2
3294.4955							Well_2
3294.6955							Well_2
3294.8955							Well_2
3295.0955							Well_2
3295.2955							Well_2
3295.4955							Well_2
3295.6955							Well_2
3295.8955							Well_2
3296.0955							Well_2
3296.2955							Well_2
3296.4955							Well_2
3296.6955							Well_2
3296.8955							Well_2
3297.0955							Well_2
3297.2955							Well_2
3297.4955							Well_2
3297.6955							Well_2
3297.8955							Well_2
3298.0955							Well_2
3298.2955							Well_2
3298.4955							Well_2
3298.6955							Well_2
3298.8955							Well_2
3299.0955							Well_2
3299.2955							Well_2
3299.4955							Well_2
3299.6955							Well_2
3299.8955							Well_2
3300.0955							Well_2
3300.2955							Well_2
3300.4955							Well_2
3300.6955							Well_2
3300.8955							Well_2
3301.0955							Well_2
3301.2955							Well_2
3301.4955							Well_2
3301.6955							Well_2
3301.8955							Well_2
3302.0955							Well_2
3302.2955							Well_2
3302.4955							Well_2
3302.6955							Well_2
3302.8955							Well_2
3303.0955							Well_2
3303.2955							Well_2
3303.4955							Well_2
3303.6955							Well_2
3303.8955							Well_2
3304.0955							Well_2
3304.2955							Well_2
3304.4955							Well_2
3304.6955							Well_2
3304.8955							Well_2
3305.0955							Well_2
3305.2955							Well_2
3305.4955							Well_2
3305.6955							Well_2
3305.8955							Well_2
3306.0955							Well_2
3306.2955							Well_2
3306.4955							Well_2
3306.6955							Well_2
3306.8955							Well_2
3307.0955							Well_2
3307.2955							Well_2
3307.4955							Well_2
3307.6955							Well_2
3307.8955							Well_2
3308.0955							Well_2
3308.2955							Well_2
3308.4955							Well_2
3308.6955							Well_2
3308.8955							Well_2
3309.0955							Well_2
3309.2955							Well_2
3309.4955							Well_2
3309.6955							Well_2
3309.8955							Well_2
3310.0955							Well_2
3310.2955							Well_2
3310.4955							Well_2
3310.6955							Well_2
3310.8955							Well_2
3311.0955							Well_2
3311.2955							Well_2
3311.4955							Well_2
3311.6955							Well_2
3311.8955							Well_2
3312.0955							Well_2
3312.2955							Well_2
3312.4955							Well_2
3312.6955							Well_2
3312.8955							Well_2
3313.0955							Well_2
3313.2955							Well_2
3313.4955							Well_2
3313.6955							Well_2
3313.8955							Well_2
3314.0955							Well_2
3314.2955							Well_2
3314.4955							Well_2
3314.6955							Well_2
3314.8955							Well_2
3315.0955							Well_2
3315.2955							Well_2
3315.4955							Well_2
3315.6955							Well_2
3315.8955							Well_2
3316.0955							Well_2
3316.2955							Well_2
3316.4955							Well_2
3316.6955							Well_2
3316.8955							Well_2
3317.0955							Well_2
3317.2955							Well_2
3317.4955							Well_2
3317.6955							Well_2
3317.8955							Well_2
3318.0955							Well_2
3318.2955							Well_2
3318.4955							Well_2
3318.6955							Well_2
3318.8955							Well_2
3319.0955							Well_2
3319.2955							Well_2
3319.4955							Well_2
3319.6955							Well_2
3319.8955							Well_2
3320.0955							Well_2
3320.2955							Well_2
3320.4955							Well_2
3320.6955							Well_2
3320.8955							Well_2
3321.0955							Well_2
3321.2955							Well_2
3321.4955							Well_2
3321.6955							Well_2
3321.8955							Well_2
3322.0955							Well_2
3322.2955							Well_2
3322.4955							Well_2
3322.6955							Well_2
3322.8955							Well_2
3323.0955							Well_2
3323.2955							Well_2
3323.4955							Well_2
3323.6955							Well_2
3323.8955							Well_2
3324.0955							Well_2
3324.2955							Well_2
3324.4955							Well_2
3324.6955							Well_2
3324.8955							Well_2
3325.0955							Well_2
3325.2955							Well_2
3325.4955							Well_2
3325.6955							Well_2
3325.8955							Well_2
3326.0955							Well_2
3326.2955							Well_2
3326.4955							Well_2
3326.6955							Well_2
3326.8955							Well_2
3327.0955							Well_2
3327.2955							Well_2
3327.4955							Well_2
3327.6955							Well_2
3327.8955							Well_2
3328.0955							Well_2
3328.2955							Well_2
3328.4955							Well_2
3328.6955							Well_2
3328.8955							Well_2
3329.0955							Well_2
3329.2955							Well_2
3329.4955							Well_2
3329.6955							Well_2
3329.8955							Well_2
3330.0955							Well_2
3330.2955							Well_2
3330.4955							Well_2
3330.6955							Well_2
3330.8955							Well_2
3331.0955							Well_2
3331.2955							Well_2
3331.4955							Well_2
3331.6955							Well_2
3331.8955							Well_2
3332.0955							Well_2
3332.2955							Well_2
3332.4955							Well_2
3332.6955							Well_2
3332.8955							Well_2
3333.0955							Well_2
3333.2955							Well_2
3333.4955							Well_2
3333.6955							Well_2
3333.8955							Well_2
3334.0955							Well_2
3334.2955							Well_2
3334.4955							Well_2
3334.6955							Well_2
3334.8955							Well_2
3335.0955							Well_2
3335.2955							Well_2
3335.4955							Well_2
3335.6955							Well_2
3335.8955							Well_2
3336.0955							Well_2
3336.2955							Well_2
3336.4955							Well_2
3336.6955							Well_2
3336.8955							Well_2
3337.0955							Well_2
3337.2955							Well_2
3337.4955							Well_2
3337.6955							Well_2
3337.8955							Well_2
3338.0955							Well_2
3338.2955							Well_2
3338.4955							Well_2
3338.6955							Well_2
3338.8955							Well_2
3339.0955							Well_2
3339.2955							Well_2
3339.4955							Well_2
3339.6955							Well_2
3339.8955							Well_2
3340.0955							Well_2
3340.2955							Well_2
3340.4955							Well_2
3340.6955							Well_2
3340.8955							Well_2
3341.0955							Well_2
3341.2955							Well_2
3341.4955							Well_2
3341.6955							Well_2
3341.8955							Well_2
3342.0955							Well_2
3342.2955							Well_2
3342.4955							Well_2
3342.6955							Well_2
3342.8955							Well_2
3343.0955							Well_2
3343.2955							Well_2
3343.4955							Well_2
3343.6955							Well_2
3343.8955							Well_2
3344.0955							Well_2
3344.2955							Well_2
3344.4955							Well_2
3344.6955							Well_2
3344.8955							Well_2
3345.0955							Well_2
3345.2955							Well_2
3345.4955							Well_2
3345.6955							Well_2
3345.8955							Well_2
3346.0955							Well_2
3346.2955							Well_2
3346.4955							Well_2
3346.6955							Well_2
3346.8955							Well_2
3347.0955							Well_2
3347.2955							Well_2
3347.4955							Well_2
3347.6955							Well_2
3347.8955							Well_2
3348.0955							Well_2
3348.2955							Well_2
3348.4955							Well_2
3348.6955							Well_2
3348.8955							Well_2
3349.0955							Well_2
3349.2955							Well_2
3349.4955							Well_2
3349.6955							Well_2
3349.8955							Well_2
3350.0955							Well_2
3350.2955							Well_2
3350.4955							Well_2
3350.6955							Well_2
3350.8955							Well_2
3351.0955							Well_2
3351.2955							Well_2
3351.4955							Well_2
3351.6955							Well_2
3351.8955							Well_2
3352.0955							Well_2
3352.2955							Well_2
3352.4955							Well_2
3352.6955							Well_2
3352.8955							Well_2
3353.0955							Well_2
3353.2955							Well_2
3353.4955							Well_2
3353.6955							Well_2
3353.8955							Well_2
3354.0955							Well_2
3354.2955							Well_2
3354.4955							Well_2
3354.6955							Well_2
3354.8955							Well_2
3355.0955							Well_2
3355.2955							Well_2
3355.4955							Well_2
3355.6955							Well_2
3355.8955							Well_2
3356.0955							Well_2
3356.2955							Well_2
3356.4955							Well_2
3356.6955							Well_2
3356.8955							Well_2
3357.0955							Well_2
3357.2955							Well_2
3357.4955							Well_2
3357.6955							Well_2
3357.8955							Well_2
3358.0955							Well_2
3358.2955							Well_2
3358.4955							Well_2
3358.6955							Well_2
3358.8955							Well_2
3359.0955							Well_2
3359.2955							Well_2
3359.4955							Well_2
3359.6955							Well_2
3359.8955							Well_2
3360.0955							Well_2
3360.2955							Well_2
3360.4955							Well_2
3360.6955							Well_2
3360.8955							Well_2
3361.0955							Well_2
3361.2955							Well_2
3361.4955							Well_2
3361.6955							Well_2
3361.8955							Well_2
3362.0955							Well_2
3362.2955							Well_2
3362.4955							Well_2
3362.6955							Well_2
3362.8955							Well_2
3363.0955							Well_2
3363.2955							Well_2
3363.4955							Well_2
3363.6955							Well_2
3363.8955							Well_2
3364.0955							Well_2
3364.2955							Well_2
3364.4955							Well_2
3364.6955							Well_2
3364.8955							Well_2
3365.0955							Well_2
3365.2955							Well_2
3365.4955							Well_2
3365.6955							Well_2
3365.8955							Well_2
3366.0955							Well_2
3366.2955							Well_2
3366.4955							Well_2
3366.6955							Well_2
3366.8955							Well_2
3367.0955							Well_2
3367.2955							Well_2
3367.4955							Well_2
3367.6955							Well_2
3367.8955							Well_2
3368.0955							Well_2
3368.2955							Well_2
3368.4955							Well_2
3368.6955							Well_2
3368.8955							Well_2
3369.0955							Well_2
3369.2955							Well_2
3369.4955							Well_2
3369.6955							Well_2
3369.8955							Well_2
3370.0955							Well_2
3370.2955							Well_2
3370.4955							Well_2
3370.6955							Well_2
3370.8955							Well_2
3371.0955							Well_2
3371.2955							Well_2
3371.4955							Well_2
3371.6955							Well_2
3371.8955							Well_2
3372.0955							Well_2
3372.2955							Well_2
3372.4955							Well_2
3372.6955							Well_2
3372.8955							Well_2
3373.0955							Well_2
3373.2955							Well_2
3373.4955							Well_2
3373.6955							Well_2
3373.8955							Well_2
3374.0955							Well_2
3374.2955							Well_2
3374.4955							Well_2
3374.6955							Well_2
3374.8955							Well_2
3375.0955							Well_2
3375.2955							Well_2
3375.4955							Well_2
3375.6955							Well_2
3375.8955							Well_2
3376.0955							Well_2
3376.2955							Well_2
3376.4955							Well_2
3376.6955							Well_2
3376.8955							Well_2
3377.0955							Well_2
3377.2955							Well_2
3377.4955							Well_2
3377.6955							Well_2
3377.8955							Well_2
3378.0955							Well_2
3378.2955							Well_2
3378.4955							Well_2
3378.6955							Well_2
3378.8955							Well_2
3379.0955							Well_2
3379.2955							Well_2
3379.4955							Well_2
3379.6955							Well_2
3379.8955							Well_2
3380.0955							Well_2
3380.2955							Well_2
3380.4955							Well_2
3380.6955							Well_2
3380.8955							Well_2
3381.0955							Well_2
3381.2955							Well_2
3381.4955							Well_2
3381.6955							Well_2
3381.8955							Well_2
3382.0955							Well_2
3382.2955							Well_2
3382.4955							Well_2
3382.6955							Well_2
3382.8955							Well_2
3383.0955							Well_2
3383.2955							Well_2
3383.4955							Well_2
3383.6955							Well_2
3383.8955							Well_2
3384.0955							Well_2
3384.2955							Well_2
3384.4955							Well_2
3384.6955							Well_2
3384.8955							Well_2
3385.0955							Well_2
3385.2955							Well_2
3385.4955							Well_2
3385.6955							Well_2
3385.8955							Well_2
3386.0955							Well_2
3386.2955							Well_2
3386.4955							Well_2
3386.6955							Well_2
3386.8955							Well_2
3387.0955							Well_2
3387.2955							Well_2
3387.4955							Well_2
3387.6955							Well_2
3387.8955							Well_2
3388.0955							Well_2
3388.2955							Well_2
3388.4955							Well_2
3388.6955							Well_2
3388.8955							Well_2
3389.0955							Well_2
3389.2955							Well_2
3389.4955							Well_2
3389.6955							Well_2
3389.8955							Well_2
3390.0955							Well_2
3390.2955							Well_2
3390.4955							Well_2
3390.6955							Well_2
3390.8955							Well_2
3391.0955							Well_2
3391.2955							Well_2
3391.4955							Well_2
3391.6955							Well_2
3391.8955							Well_2
3392.0955							Well_2
3392.2955							Well_2
3392.4955							Well_2
3392.6955							Well_2
3392.8955							Well_2
3393.0955							Well_2
3393.2955							Well_2
3393.4955							Well_2
3393.6955							Well_2
3393.8955							Well_2
3394.0955							Well_2
3394.2955							Well_2
3394.4955							Well_2
3394.6955							Well_2
3394.8955							Well_2
3395.0955							Well_2
3395.2955							Well_2
3395.4955							Well_2
3395.6955							Well_2
3395.8955							Well_2
3396.0955							Well_2
3396.2955							Well_2
3396.4955							Well_2
3396.6955							Well_2
3396.8955							Well_2
3397.0955							Well_2
3397.2955							Well_2
3397.4955							Well_2
3397.6955							Well_2
3397.8955							Well_2
3398.0955							Well_2
3398.2955							Well_2
3398.4955							Well_2
3398.6955							Well_2
3398.8955							Well_2
3399.0955							Well_2
3399.2955							Well_2
3399.4955							Well_2
3399.6955							Well_2
3399.8955							Well_2
3400.0955							Well_2
3400.2955							Well_2
3400.4955							Well_2
3400.6955							Well_2
3400.8955							Well_2
3401.0955							Well_2
3401.2955							Well_2
3401.4955							Well_2
3401.6955							Well_2
3401.8955							Well_2
3402.0955							Well_2
3402.2955							Well_2
3402.4955							Well_2
3402.6955							Well_2
3402.8955							Well_2
3403.0955							Well_2
3403.2955							Well_2
3403.4955							Well_2
3403.6955							Well_2
3403.8955							Well_2
3404.0955							Well_2
3404.2955							Well_2
3404.4955							Well_2
3404.6955							Well_2
3404.8955							Well_2
3405.0955							Well_2
3405.2955							Well_2
3405.4955							Well_2
3405.6955							Well_2
3405.8955							Well_2
3406.0955							Well_2
3406.2955							Well_2
3406.4955							Well_2
3406.6955							Well_2
3406.8955							Well_2
3407.0955							Well_2
3407.2955							Well_2
3407.4955							Well_2
3407.6955							Well_2
3407.8955							Well_2
3408.0955							Well_2
3408.2955							Well_2
3408.4955							Well_2
3408.6955							Well_2
3408.8955							Well_2
3409.0955							Well_2
3409.2955							Well_2
3409.4955							Well_2
3409.6955							Well_2
3409.8955							Well_2
3410.0955							Well_2
3410.2955							Well_2
3410.4955							Well_2
3410.6955							Well_2
3410.8955							Well_2
3411.0955							Well_2
3411.2955							Well_2
3411.4955							Well_2
3411.6955							Well_2
3411.8955							Well_2
3412.0955							Well_2
3412.2955							Well_2
3412.4955							Well_2
3412.6955							Well_2
3412.8955							Well_2
3413.0955							Well_2
3413.2955							Well_2
3413.4955							Well_2
3413.6955							Well_2
3413.8955							Well_2
3414.0955							Well_2
3414.2955							Well_2
3414.4955							Well_2
3414.6955							Well_2
3414.8955							Well_2
3415.0955							Well_2
3415.2955							Well_2
3415.4955							Well_2
3415.6955							Well_2
3415.8955							Well_2
3416.0955							Well_2
3416.2955							Well_2
3416.4955							Well_2
3416.6955							Well_2
3416.8955							Well_2
3417.0955							Well_2
3417.2955							Well_2
3417.4955							Well_2
3417.6955							Well_2
3417.8955							Well_2
3418.0955							Well_2
3418.2955							Well_2
3418.4955							Well_2
3418.6955							Well_2
3418.8955							Well_2
3419.0955							Well_2
3419.2955							Well_2
3419.4955							Well_2
3419.6955							Well_2
3419.8955							Well_2
3420.0955							Well_2
3420.2955							Well_2
3420.4955							Well_2
3420.6955							Well_2
3420.8955							Well_2
3421.0955							Well_2
3421.2955							Well_2
3421.4955							Well_2
3421.6955							Well_2
3421.8955							Well_2
3422.0955							Well_2
3422.2955							Well_2
3422.4955							Well_2
3422.6955							Well_2
3422.8955							Well_2
3423.0955							Well_2
3423.2955							Well_2
3423.4955							Well_2
3423.6955							Well_2
3423.8955							Well_2
3424.0955							Well_2
3424.2955							Well_2
3424.4955							Well_2
3424.6955							Well_2
3424.8955							Well_2
3425.0955							Well_2
3425.2955							Well_2
3425.4955							Well_2
3425.6955							Well_2
3425.8955							Well_2
3426.0955							Well_2
3426.2955							Well_2
3426.4955							Well_2
3426.6955							Well_2
3426.8955							Well_2
3427.0955							Well_2
3427.2955							Well_2
3427.4955							Well_2
3427.6955							Well_2
3427.8955							Well_2
3428.0955							Well_2
3428.2955							Well_2
3428.4955							Well_2
3428.6955							Well_2
3428.8955							Well_2
3429.0955							Well_2
3429.2955							Well_2
3429.4955							Well_2
3429.6955							Well_2
3429.8955							Well_2
3430.0955							Well_2
3430.2955							Well_2
3430.4955							Well_2
3430.6955							Well_2
3430.8955							Well_2
3431.0955							Well_2
3431.2955							Well_2
3431.4955							Well_2
3431.6955							Well_2
3431.8955							Well_2
3432.0955							Well_2
3432.2955							Well_2
3432.4955							Well_2
3432.6955							Well_2
3432.8955							Well_2
3433.0955							Well_2
3433.2955							Well_2
3433.4955							Well_2
3433.6955							Well_2
3433.8955							Well_2
3434.0955							Well_2
3434.2955							Well_2
3434.4955							Well_2
3434.6955							Well_2
3434.8955							Well_2
3435.0955							Well_2
3435.2955							Well_2
3435.4955							Well_2
3435.6955							Well_2
3435.8955							Well_2
3436.0955							Well_2
3436.2955							Well_2
3436.4955							Well_2
3436.6955							Well_2
3436.8955							Well_2
3437.0955							Well_2
3437.2955							Well_2
3437.4955							Well_2
3437.6955							Well_2
3437.8955							Well_2
3438.0955							Well_2
3438.2955							Well_2
3438.4955							Well_2
3438.6955							Well_2
3438.8955							Well_2
3439.0955							Well_2
3439.2955							Well_2
3439.4955							Well_2
3439.6955							Well_2
3439.8955							Well_2
3440.0955							Well_2
3440.2955							Well_2
3440.4955							Well_2
3440.6955							Well_2
3440.8955							Well_2
3441.0955							Well_2
3441.2955							Well_2
3441.4955							Well_2
3441.6955							Well_2
3441.8955							Well_2
3442.0955							Well_2
3442.2955							Well_2
3442.4955							Well_2
3442.6955							Well_2
3442.8955							Well_2
3443.0955							Well_2
3443.2955							Well_2
3443.4955							Well_2
3443.6955							Well_2
3443.8955							Well_2
3444.0955							Well_2
3444.2955							Well_2
3444.4955							Well_2
3444.6955							Well_2
3444.8955							Well_2
3445.0955							Well_2
3445.2955							Well_2
3445.4955							Well_2
3445.6955							Well_2
3445.8955							Well_2
3446.0955							Well_2
3446.2955							Well_2
3446.4955							Well_2
3446.6955							Well_2
3446.8955							Well_2
3447.0955							Well_2
3447.2955							Well_2
3447.4955							Well_2
3447.6955							Well_2
3447.8955							Well_2
3448.0955							Well_2
3448.2955							Well_2
3448.4955							Well_2
3448.6955							Well_2
3448.8955							Well_2
3449.0955							Well_2
3449.2955							Well_2
3449.4955							Well_2
3449.6955							Well_2
3449.8955							Well_2
3450.0955							Well_2
3450.2955							Well_2
3450.4955							Well_2
3450.6955							Well_2
3450.8955							Well_2
3451.0955							Well_2
3451.2955							Well_2
3451.4955							Well_2
3451.6955							Well_2
3451.8955							Well_2
3452.0955							Well_2
3452.2955							Well_2
3452.4955							Well_2
3452.6955							Well_2
3452.8955							Well_2
3453.0955							Well_2
3453.2955							Well_2
3453.4955							Well_2
3453.6955							Well_2
3453.8955							Well_2
3454.0955							Well_2
3454.2955							Well_2
3454.4955							Well_2
3454.6955							Well_2
3454.8955							Well_2
3455.0955							Well_2
3455.2955							Well_2
3455.4955							Well_2
3455.6955							Well_2
3455.8955							Well_2
3456.0955							Well_2
3456.2955							Well_2
3456.4955							Well_2
3456.6955							Well_2
3456.8955							Well_2
3457.0955							Well_2
3457.2955							Well_2
3457.4955							Well_2
3457.6955							Well_2
3457.8955							Well_2
3458.0955							Well_2
3458.2955							Well_2
3458.4955							Well_2
3458.6955							Well_2
3458.8955							Well_2
3459.0955							Well_2
3459.2955							Well_2
3459.4955							Well_2
3459.6955							Well_2
3459.8955							Well_2
3460.0955							Well_2
3460.2955							Well_2
3460.4955							Well_2
3460.6955							Well_2
3460.8955							Well_2
3461.0955							Well_2
3461.2955							Well_2
3461.4955							Well_2
3461.6955							Well_2
3461.8955							Well_2
3462.0955							Well_2
3462.2955							Well_2
3462.4955							Well_2
3462.6955							Well_2
3462.8955							Well_2
3463.0955							Well_2
3463.2955							Well_2
3463.4955							Well_2
3463.6955							Well_2
3463.8955							Well_2
3464.0955							Well_2
3464.2955							Well_2
3464.4955							Well_2
3464.6955							Well_2
3464.8955							Well_2
3465.0955							Well_2
3465.2955							Well_2
3465.4955							Well_2
3465.6955							Well_2
3465.8955							Well_2
3466.0955							Well_2
3466.2955							Well_2
3466.4955							Well_2
3466.6955							Well_2
3466.8955							Well_2
3467.0955							Well_2
3467.2955							Well_2
3467.4955							Well_2
3467.6955							Well_2
3467.8955							Well_2
3468.0955							Well_2
3468.2955							Well_2
3468.4955							Well_2
3468.6955							Well_2
3468.8955							Well_2
3469.0955							Well_2
3469.2955							Well_2
3469.4955							Well_2
3469.6955							Well_2
3469.8955							Well_2
3470.0955							Well_2
3470.2955							Well_2
3470.4955							Well_2
3470.6955							Well_2
3470.8955							Well_2
3471.0955							Well_2
3471.2955							Well_2
3471.4955							Well_2
3471.6955							Well_2
3471.8955							Well_2
3472.0955							Well_2
3472.2955							Well_2
3472.4955							Well_2
3472.6955							Well_2
3472.8955							Well_2
3473.0955							Well_2
3473.2955							Well_2
3473.4955							Well_2
3473.6955							Well_2
3473.8955							Well_2
3474.0955							Well_2
3474.2955							Well_2
3474.4955							Well_2
3474.6955							Well_2
3474.8955							Well_2
3475.0955							Well_2
3475.2955							Well_2
3475.4955							Well_2
3475.6955							Well_2
3475.8955							Well_2
3476.0955							Well_2
3476.2955							Well_2
3476.4955							Well_2
3476.6955							Well_2
3476.8955							Well_2
3477.0955							Well_2
3477.2955							Well_2
3477.4955							Well_2
3477.6955							Well_2
3477.8955							Well_2
3478.0955							Well_2
3478.2955							Well_2
3478.4955							Well_2
3478.6955							Well_2
3478.8955							Well_2
3479.0955							Well_2
3479.2955							Well_2
3479.4955							Well_2
3479.6955							Well_2
3479.8955							Well_2
3480.0955							Well_2
3480.2955							Well_2
3480.4955							Well_2
3480.6955							Well_2
3480.8955							Well_2
3481.0955							Well_2
3481.2955							Well_2
3481.4955							Well_2
3481.6955							Well_2
3481.8955							Well_2
3482.0955							Well_2
3482.2955							Well_2
3482.4955							Well_2
3482.6955							Well_2
3482.8955							Well_2
3483.0955							Well_2
3483.2955							Well_2
3483.4955							Well_2
3483.6955							Well_2
3483.8955							Well_2
3484.0955							Well_2
3484.2955							Well_2
3484.4955							Well_2
3484.6955							Well_2
3484.8955							Well_2
3485.0955							Well_2
3485.2955							Well_2
3485.4955							Well_2
3485.6955							Well_2
3485.8955							Well_2
3486.0955							Well_2
3486.2955							Well_2
3486.4955							Well_2
3486.6955							Well_2
3486.8955							Well_2
3487.0955							Well_2
