MD	PHIE	GR	RHOB	DTCO	PHI_ALT	DTS	WELL
4021.1936						120.04789734	Well_4
4021.3936						120.10179901	Well_4
4021.5936						120.55169678	Well_4
4021.7936						120.34719849	Well_4
4021.9936						120.28559875	Well_4
4022.1936						120.35649872	Well_4
4022.3936						120.68849945	Well_4
4022.5936						120.38349915	Well_4
4022.7936						120.54850006	Well_4
4022.9936						120.10849762	Well_4
4023.1936						119.46260071	Well_4
4023.3936						119.46080017	Well_4
4023.5936						119.4233017	Well_4
4023.7936						119.61720276	Well_4
4023.9936						119.62660217	Well_4
4024.1936						119.56439972	Well_4
4024.3936						119.95939636	Well_4
4024.5936						119.99289703	Well_4
4024.7936						119.83920288	Well_4
4024.9936						120.03369904	Well_4
4025.1936						120.71199799	Well_4
4025.3936						120.78730011	Well_4
4025.5936						120.84950256	Well_4
4025.7936						120.96730042	Well_4
4025.9936						122.3565979	Well_4
4026.1936						123.6414032	Well_4
4026.3936						124.06369781	Well_4
4026.5936						124.16929626	Well_4
4026.7936						125.04170227	Well_4
4026.9936						128.23500061	Well_4
4027.1936						132.05430603	Well_4
4027.3936						132.83079529	Well_4
4027.5936						135.46730042	Well_4
4027.7936						137.76730347	Well_4
4027.9936						138.79510498	Well_4
4028.1936						139.40190125	Well_4
4028.3936						139.3381958	Well_4
4028.5936						139.40029907	Well_4
4028.7936						139.36560059	Well_4
4028.9936						139.81260681	Well_4
4029.1936						140.25309753	Well_4
4029.3936						139.83670044	Well_4
4029.5936						138.75379944	Well_4
4029.7936						137.02310181	Well_4
4029.9936						135.37849426	Well_4
4030.1936						132.02490234	Well_4
4030.3936						129.3394928	Well_4
4030.5936						126.251297	Well_4
4030.7936						124.7559967	Well_4
4030.9936						122.32319641	Well_4
4031.1936						120.53430176	Well_4
4031.3936						122.82389832	Well_4
4031.5936						123.12329865	Well_4
4031.7936						123.06839752	Well_4
4031.9936						123.2322998	Well_4
4032.1936						124.90339661	Well_4
4032.3936						125.95359802	Well_4
4032.5936						126.39559937	Well_4
4032.7936						128.36109924	Well_4
4032.9936						138.21400452	Well_4
4033.1936						143.40840149	Well_4
4033.3936						146.88040161	Well_4
4033.5936						148.70329285	Well_4
4033.7936						148.70069885	Well_4
4033.9936						146.37269592	Well_4
4034.1936						139.68530273	Well_4
4034.3936						132.63000488	Well_4
4034.5936						125.99720001	Well_4
4034.7936						123.53800201	Well_4
4034.9936						122.42410278	Well_4
4035.1936						121.29840088	Well_4
4035.3936						123.22329712	Well_4
4035.5936						123.5931015	Well_4
4035.7936						124.08350372	Well_4
4035.9936						125.167099	Well_4
4036.1936						125.73940277	Well_4
4036.3936						125.61769867	Well_4
4036.5936						131.91659546	Well_4
4036.7936						134.04750061	Well_4
4036.9936						136.49609375	Well_4
4037.1936						141.07670593	Well_4
4037.3936						142.77389526	Well_4
4037.5936						151.32170105	Well_4
4037.7936						154.43640137	Well_4
4037.9936						155.1697998	Well_4
4038.1936						165.68269348	Well_4
4038.3936						171.48010254	Well_4
4038.5936						177.55990601	Well_4
4038.7936						181.43319702	Well_4
4038.9936						184.05700684	Well_4
4039.1936						187.93260193	Well_4
4039.3936						188.94169617	Well_4
4039.5936						187.07870483	Well_4
4039.7936						186.76989746	Well_4
4039.9936						188.07440186	Well_4
4040.1936						189.05619812	Well_4
4040.3936						189.26139832	Well_4
4040.5936						190.22349548	Well_4
4040.7936						190.20689392	Well_4
4040.9936						190.3605957	Well_4
4041.1936						189.89379883	Well_4
4041.3936						190.29443359	Well_4
4041.5936						190.33869934	Well_4
4041.7936						190.82200623	Well_4
4041.9936						191.88710022	Well_4
4042.1936						193.10360718	Well_4
4042.3936						193.2454071	Well_4
4042.5936						192.87080383	Well_4
4042.7936						192.74339294	Well_4
4042.9936						192.92889404	Well_4
4043.1936						193.2532959	Well_4
4043.3936						193.89100647	Well_4
4043.5936						194.34739685	Well_4
4043.7936						194.15370178	Well_4
4043.9936						193.95030212	Well_4
4044.1936						196.97669983	Well_4
4044.3936						196.79379272	Well_4
4044.5936						196.01612854	Well_4
4044.7936						196.81329346	Well_4
4044.9936						196.77980042	Well_4
4045.1936						195.91720581	Well_4
4045.3936						194.90130615	Well_4
4045.5936						191.83099365	Well_4
4045.7936						190.57319641	Well_4
4045.9936						187.94740295	Well_4
4046.1936						187.52090454	Well_4
4046.3936						186.28340149	Well_4
4046.5936						185.80079651	Well_4
4046.7936						185.2559967	Well_4
4046.9936						186.80389404	Well_4
4047.1936						184.58410645	Well_4
4047.3936						182.52999878	Well_4
4047.5936						181.78599548	Well_4
4047.7936						181.13780212	Well_4
4047.9936						181.37989807	Well_4
4048.1936						180.57290649	Well_4
4048.3936						180.65280151	Well_4
4048.5936						183.13850403	Well_4
4048.7936						186.15089417	Well_4
4048.9936						189.12089539	Well_4
4049.1936						191.61790466	Well_4
4049.3936						189.54350281	Well_4
4049.5936						185.21820068	Well_4
4049.7936						183.54100037	Well_4
4049.9936						182.91490173	Well_4
4050.1936						180.64439392	Well_4
4050.3936						178.75230408	Well_4
4050.5936						178.07820129	Well_4
4050.7936						177.9683075	Well_4
4050.9936						179.14450073	Well_4
4051.1936						182.23330688	Well_4
4051.3936						184.08610535	Well_4
4051.5936						184.12179565	Well_4
4051.7936						181.31550598	Well_4
4051.9936						180.77839661	Well_4
4052.1936						180.58140564	Well_4
4052.3936						180.19599915	Well_4
4052.5936						180.8717041	Well_4
4052.7936						182.88690186	Well_4
4052.9936						184.6427002	Well_4
4053.1936						185.33650208	Well_4
4053.3936						185.93170166	Well_4
4053.5936						185.92300415	Well_4
4053.7936						183.79190063	Well_4
4053.9936						182.66560364	Well_4
4054.1936						182.65739441	Well_4
4054.3936						182.92570496	Well_4
4054.5936						183.91140747	Well_4
4054.7936						184.98719788	Well_4
4054.9936						186.73080444	Well_4
4055.1936						188.00860596	Well_4
4055.3936						190.72509766	Well_4
4055.5936						192.92160034	Well_4
4055.7936						192.03919983	Well_4
4055.9936						191.61929321	Well_4
4056.1936						190.8433075	Well_4
4056.3936						191.77490234	Well_4
4056.5936						191.78889465	Well_4
4056.7936						192.6342926	Well_4
4056.9936						192.9828949	Well_4
4057.1936						188.58070374	Well_4
4057.3936						182.144104	Well_4
4057.5936						176.57319641	Well_4
4057.7936						172.14750671	Well_4
4057.9936						167.20820618	Well_4
4058.1936						162.8986969	Well_4
4058.3936						158.59440613	Well_4
4058.5936						154.56329346	Well_4
4058.7936						151.5500946	Well_4
4058.9936						151.64309692	Well_4
4059.1936						151.56829834	Well_4
4059.3936						150.13079834	Well_4
4059.5936						149.74159241	Well_4
4059.7936						147.77009583	Well_4
4059.9936						148.76899719	Well_4
4060.1936						149.34849548	Well_4
4060.3936						151.12280273	Well_4
4060.5936						151.86990356	Well_4
4060.7936						152.09170532	Well_4
4060.9936						151.11279297	Well_4
4061.1936						150.04299927	Well_4
4061.3936						148.89480591	Well_4
4061.5936						147.62530518	Well_4
4061.7936						146.92170715	Well_4
4061.9936						146.56910706	Well_4
4062.1936						145.00169373	Well_4
4062.3936						141.25230408	Well_4
4062.5936						138.21380615	Well_4
4062.7936						135.93910217	Well_4
4062.9936						133.49490356	Well_4
4063.1936						128.16830444	Well_4
4063.3936						125.64279938	Well_4
4063.5936						123.71450043	Well_4
4063.7936						122.03130341	Well_4
4063.9936						120.41429901	Well_4
4064.1936						120.05059814	Well_4
4064.3936						119.45320129	Well_4
4064.5936						119.09179688	Well_4
4064.7936						119.35340118	Well_4
4064.9936						119.49659729	Well_4
4065.1936						119.13169861	Well_4
4065.3936						119.77919769	Well_4
4065.5936						119.43630219	Well_4
4065.7936						119.74230194	Well_4
4065.9936						119.76540375	Well_4
4066.1936						119.45050049	Well_4
4066.3936						118.83119965	Well_4
4066.5936						119.20290375	Well_4
4066.7936						119.22190857	Well_4
4066.9936						118.8513031	Well_4
4067.1936						119.03179932	Well_4
4067.3936						118.68389893	Well_4
4067.5936						118.4292984	Well_4
4067.7936						118.68669891	Well_4
4067.9936						119.03399658	Well_4
4068.1936						119.13140106	Well_4
4068.3936						118.80249786	Well_4
4068.5936						118.43540192	Well_4
4068.7936						117.57299805	Well_4
4068.9936						117.52410126	Well_4
4069.1936						117.38549805	Well_4
4069.3936						117.37169647	Well_4
4069.5936						117.52159882	Well_4
4069.7936						117.64260101	Well_4
4069.9936						117.5785675	Well_4
4070.1936						117.6147995	Well_4
4070.3936						118.54650116	Well_4
4070.5936						118.46959686	Well_4
4070.7936						118.23190308	Well_4
4070.9936						119.14759827	Well_4
4071.1936						117.61180115	Well_4
4071.3936						118.10109711	Well_4
4071.5936						119.00610352	Well_4
4071.7936						119.13860321	Well_4
4071.9936						119.27700043	Well_4
4072.1936						119.50330353	Well_4
4072.3936						119.42150116	Well_4
4072.5936						119.44390106	Well_4
4072.7936						119.24770355	Well_4
4072.9936						118.51480103	Well_4
4073.1936						118.5460968	Well_4
4073.3936						118.44419861	Well_4
4073.5936						117.75279999	Well_4
4073.7936						118.33640289	Well_4
4073.9936						118.58300018	Well_4
4074.1936						118.95230103	Well_4
4074.3936						117.92120361	Well_4
4074.5936						118.65090179	Well_4
4074.7936						118.63420105	Well_4
4074.9936						118.46099854	Well_4
4075.1936						117.45400238	Well_4
4075.3936						117.46209717	Well_4
4075.5936						117.71399689	Well_4
4075.7936						117.79689789	Well_4
4075.9936						118.82559967	Well_4
4076.1936						118.16850281	Well_4
4076.3936						117.94670105	Well_4
4076.5936						117.80799866	Well_4
4076.7936						117.54679871	Well_4
4076.9936						117.5062027	Well_4
4077.1936						117.10939789	Well_4
4077.3936						117.05190277	Well_4
4077.5936						116.73940277	Well_4
4077.7936						116.64839935	Well_4
4077.9936						117.10610199	Well_4
4078.1936						116.81259918	Well_4
4078.3936						116.49680328	Well_4
4078.5936						116.48600006	Well_4
4078.7936						116.38040161	Well_4
4078.9936						116.46140289	Well_4
4079.1936						116.9681015	Well_4
4079.3936						116.90730286	Well_4
4079.5936						117.34380341	Well_4
4079.7936						117.09880066	Well_4
4079.9936						116.97329712	Well_4
4080.1936						116.73100281	Well_4
4080.3936						117.10590363	Well_4
4080.5936						117.15260315	Well_4
4080.7936						116.90830231	Well_4
4080.9936						116.66870117	Well_4
4081.1936						117.33280182	Well_4
4081.3936						117.32910156	Well_4
4081.5936						116.90529633	Well_4
4081.7936						116.67369843	Well_4
4081.9936						117.16269684	Well_4
4082.1936						117.13829803	Well_4
4082.3936						116.87650299	Well_4
4082.5936						117.17320251	Well_4
4082.7936						117.06829834	Well_4
4082.9936						116.95480347	Well_4
4083.1936						116.86869812	Well_4
4083.3936						116.86489868	Well_4
4083.5936						116.8553009	Well_4
4083.7936						116.87129974	Well_4
4083.9936						116.77059937	Well_4
4084.1936						116.68019867	Well_4
4084.3936						116.56929779	Well_4
4084.5936						116.69750214	Well_4
4084.7936						116.80400085	Well_4
4084.9936						116.95809937	Well_4
4085.1936						116.76249695	Well_4
4085.3936						116.76679993	Well_4
4085.5936						116.7766037	Well_4
4085.7936						116.93260193	Well_4
4085.9936						116.98519897	Well_4
4086.1936						116.96299744	Well_4
4086.3936						116.78980255	Well_4
4086.5936						116.66719818	Well_4
4086.7936						116.86009979	Well_4
4086.9936						116.84030151	Well_4
4087.1936						117.1391983	Well_4
4087.3936						116.94059753	Well_4
4087.5936						116.63040161	Well_4
4087.7936						116.87249756	Well_4
4087.9936						116.88020325	Well_4
4088.1936						117.30269623	Well_4
4088.3936						116.62799835	Well_4
4088.5936						116.42019653	Well_4
4088.7936						116.35610199	Well_4
4088.9936						116.59799957	Well_4
4089.1936						116.55490112	Well_4
4089.3936						116.69419861	Well_4
4089.5936						117.08070374	Well_4
4089.7936						116.78649902	Well_4
4089.9936						116.32019806	Well_4
4090.1936						116.21130371	Well_4
4090.3936						116.12529755	Well_4
4090.5936						116.36979675	Well_4
4090.7936						116.22669983	Well_4
4090.9936						116.20899963	Well_4
4091.1936						116.21980286	Well_4
4091.3936						115.94740295	Well_4
4091.5936						116.69000244	Well_4
4091.7936						116.4822998	Well_4
4091.9936						116.32450104	Well_4
4092.1936						116.59224701	Well_4
4092.3936						116.87979889	Well_4
4092.5936						117.07980347	Well_4
4092.7936						117.14499664	Well_4
4092.9936						116.66210175	Well_4
4093.1936						116.67179871	Well_4
4093.3936						117.01059723	Well_4
4093.5936						116.40350342	Well_4
4093.7936						116.1812973	Well_4
4093.9936						116.83650208	Well_4
4094.1936						116.44950104	Well_4
4094.3936						116.95890045	Well_4
4094.5936						116.11519623	Well_4
4094.7936						116.32520294	Well_4
4094.9936						116.05090332	Well_4
4095.1936						116.69480133	Well_4
4095.3936						116.35248566	Well_4
4095.5936						116.41429901	Well_4
4095.7936						116.03610229	Well_4
4095.9936						116.13030243	Well_4
4096.1936						115.86000061	Well_4
4096.3936						115.85910034	Well_4
4096.5936						115.03800201	Well_4
4096.7936						114.29840088	Well_4
4096.9936						114.50630188	Well_4
4097.1936						113.6996994	Well_4
4097.3936						115.29799652	Well_4
4097.5936						115.19300079	Well_4
4097.7936						115.17449951	Well_4
4097.9936						116.18579865	Well_4
4098.1936						116.36710358	Well_4
4098.3936						115.78849792	Well_4
4098.5936						114.75810242	Well_4
4098.7936						115.47720337	Well_4
4098.9936						115.76300049	Well_4
4099.1936						115.93080139	Well_4
4099.3936						115.55690002	Well_4
4099.5936						115.12580109	Well_4
4099.7936						115.22769928	Well_4
4099.9936						114.01750183	Well_4
4100.1936						113.23699951	Well_4
4100.3936						111.79750061	Well_4
4100.5936						111.36640167	Well_4
4100.7936						111.90940094	Well_4
4100.9936						109.24849701	Well_4
4101.1936						109.91049957	Well_4
4101.3936						110.81130219	Well_4
4101.5936						110.20819855	Well_4
4101.7936						108.63610077	Well_4
4101.9936						108.4885025	Well_4
4102.1936						108.22599792	Well_4
4102.3936						107.22290039	Well_4
4102.5936						106.979599	Well_4
4102.7936						106.82129669	Well_4
4102.9936						106.63269806	Well_4
4103.1936						108.3030014	Well_4
4103.3936						107.58280182	Well_4
4103.5936						106.17230225	Well_4
4103.7936						110.91059875	Well_4
4103.9936						112.25430298	Well_4
4104.1936						115.44589996	Well_4
4104.3936						115.50569916	Well_4
4104.5936						117.12650299	Well_4
4104.7936						118.58190155	Well_4
4104.9936						119.36979675	Well_4
4105.1936						119.07620239	Well_4
4105.3936						118.88659668	Well_4
4105.5936						119.00229645	Well_4
4105.7936						119.0164032	Well_4
4105.9936						119.44280243	Well_4
4106.1936						119.1486969	Well_4
4106.3936						120.5141983	Well_4
4106.5936						121.2838974	Well_4
4106.7936						121.23320007	Well_4
4106.9936						120.94509888	Well_4
4107.1936						120.83239746	Well_4
4107.3936						123.01080322	Well_4
4107.5936						125.78540039	Well_4
4107.7936						127.43920135	Well_4
4107.9936						131.43980408	Well_4
4108.1936						131.97120667	Well_4
4108.3936						132.25100708	Well_4
4108.5936						132.63639832	Well_4
4108.7936						133.45979309	Well_4
4108.9936						129.90800476	Well_4
4109.1936						127.21140289	Well_4
4109.3936						125.66020203	Well_4
4109.5936						125.73010254	Well_4
4109.7936						125.36060333	Well_4
4109.9936						125.02210236	Well_4
4110.1936						125.72499847	Well_4
4110.3936						126.00440216	Well_4
4110.5936						126.05319977	Well_4
4110.7936						127.15100098	Well_4
4110.9936						127.23809814	Well_4
4111.1936						130.42539978	Well_4
4111.3936						131.35679626	Well_4
4111.5936						134.5223999	Well_4
4111.7936						137.95939636	Well_4
4111.9936						140.3079071	Well_4
4112.1936						141.25909424	Well_4
4112.3936						141.11210632	Well_4
4112.5936						138.15570068	Well_4
4112.7936						133.31140137	Well_4
4112.9936						130.00469971	Well_4
4113.1936						127.06620026	Well_4
4113.3936						123.82710266	Well_4
4113.5936						120.97290039	Well_4
4113.7936						120.28199768	Well_4
4113.9936						120.61869812	Well_4
4114.1936						121.15119934	Well_4
4114.3936						121.686203	Well_4
4114.5936						120.56459808	Well_4
4114.7936						120.39459991	Well_4
4114.9936						121.68190002	Well_4
4115.1936						122.58380127	Well_4
4115.3936						122.34950256	Well_4
4115.5936						122.83979797	Well_4
4115.7936						123.28600311	Well_4
4115.9936						123.24089813	Well_4
4116.1936						124.10099792	Well_4
4116.3936						124.91410065	Well_4
4116.5936						125.21669769	Well_4
4116.7936						125.14240265	Well_4
4116.9936						124.52020264	Well_4
4117.1936						124.60510254	Well_4
4117.3936						123.96790314	Well_4
4117.5936						123.4881134	Well_4
4117.7936						123.03919983	Well_4
4117.9936						123.59120178	Well_4
4118.1936						123.88020325	Well_4
4118.3936						126.1026001	Well_4
4118.5936						126.55200195	Well_4
4118.7936						127.17739868	Well_4
4118.9936						126.99240112	Well_4
4119.1936						130.35029602	Well_4
4119.3936						131.99450684	Well_4
4119.5936						134.10299683	Well_4
4119.7936						137.49569702	Well_4
4119.9936						139.80250549	Well_4
4120.1936						143.52049255	Well_4
4120.3936						144.55130005	Well_4
4120.5936						146.41760254	Well_4
4120.7936						146.30291748	Well_4
4120.9936						143.9671936	Well_4
4121.1936						140.75439453	Well_4
4121.3936						137.97250366	Well_4
4121.5936						135.1867981	Well_4
4121.7936						133.1815033	Well_4
4121.9936						132.63119507	Well_4
4122.1936						131.8092041	Well_4
4122.3936						131.51570129	Well_4
4122.5936						130.91659546	Well_4
4122.7936						128.70629883	Well_4
4122.9936						127.12740326	Well_4
4123.1936						125.60310364	Well_4
4123.3936						124.10759735	Well_4
4123.5936						123.06439972	Well_4
4123.7936						123.40509796	Well_4
4123.9936						124.25350189	Well_4
4124.1936						125.1207962	Well_4
4124.3936						124.78749847	Well_4
4124.5936						124.49120331	Well_4
4124.7936						124.78009796	Well_4
4124.9936						125.31610107	Well_4
4125.1936						126.74259949	Well_4
4125.3936						127.72090149	Well_4
4125.5936						127.47550201	Well_4
4125.7936						127.41940308	Well_4
4125.9936						127.32620239	Well_4
4126.1936						127.32009888	Well_4
4126.3936						127.81439972	Well_4
4126.5936						127.62280273	Well_4
4126.7936						133.12910461	Well_4
4126.9936						141.9006958	Well_4
4127.1936						145.82449341	Well_4
4127.3936						149.50270081	Well_4
4127.5936						151.17599487	Well_4
4127.7936						154.38180542	Well_4
4127.9936						155.9506073	Well_4
4128.1936						155.23860168	Well_4
4128.3936						152.51400757	Well_4
4128.5936						151.38800049	Well_4
4128.7936						150.96910095	Well_4
4128.9936						150.84109497	Well_4
4129.1936						150.58399963	Well_4
4129.3936						148.67849731	Well_4
4129.5936						147.87879944	Well_4
4129.7936						146.48869324	Well_4
4129.9936						145.71000671	Well_4
4130.1936						143.94569397	Well_4
4130.3936						142.47200012	Well_4
4130.5936						140.02609253	Well_4
4130.7936						136.38800049	Well_4
4130.9936						131.61450195	Well_4
4131.1936						128.23300171	Well_4
4131.3936						123.99459839	Well_4
4131.5936						121.25569916	Well_4
4131.7936						120.28540039	Well_4
4131.9936						119.93579865	Well_4
4132.1936						118.84140015	Well_4
4132.3936						118.73989868	Well_4
4132.5936						118.58750153	Well_4
4132.7936						118.41490173	Well_4
4132.9936						118.86199951	Well_4
4133.1936						118.68810272	Well_4
4133.3936						118.59030151	Well_4
4133.5936						118.66239929	Well_4
4133.7936						117.57759857	Well_4
4133.9936						118.6269989	Well_4
4134.1936						118.64920044	Well_4
4134.3936						118.52210236	Well_4
4134.5936						118.19989777	Well_4
4134.7936						117.56800079	Well_4
4134.9936						117.63059998	Well_4
4135.1936						117.24240112	Well_4
4135.3936						117.15309906	Well_4
4135.5936						116.76830292	Well_4
4135.7936						117.38860321	Well_4
4135.9936						117.77429962	Well_4
4136.1936						117.15460205	Well_4
4136.3936						116.95010376	Well_4
4136.5936						117.38899994	Well_4
4136.7936						117.51290131	Well_4
4136.9936						117.48179626	Well_4
4137.1936						118.59829712	Well_4
4137.3936						118.54720306	Well_4
4137.5936						118.55699921	Well_4
4137.7936						118.71530151	Well_4
4137.9936						118.75460052	Well_4
4138.1936						118.63549805	Well_4
4138.3936						118.88569641	Well_4
4138.5936						118.57050323	Well_4
4138.7936						118.24449921	Well_4
4138.9936						118.66010284	Well_4
4139.1936						118.56220245	Well_4
4139.3936						119.26879883	Well_4
4139.5936						119.22769928	Well_4
4139.7936						119.26480103	Well_4
4139.9936						119.78160095	Well_4
4140.1936						120.13890076	Well_4
4140.3936						120.70809937	Well_4
4140.5936						121.24500275	Well_4
4140.7936						121.09770203	Well_4
4140.9936						121.04149628	Well_4
4141.1936						121.1414032	Well_4
4141.3936						120.36509705	Well_4
4141.5936						119.82489777	Well_4
4141.7936						118.06169891	Well_4
4141.9936						117.72859955	Well_4
4142.1936						117.07949829	Well_4
4142.3936						118.05449677	Well_4
4142.5936						117.0161972	Well_4
4142.7936						117.5042038	Well_4
4142.9936						117.61286163	Well_4
4143.1936						117.60870361	Well_4
4143.3936						117.50350189	Well_4
4143.5936						117.25659943	Well_4
4143.7936						117.58480072	Well_4
4143.9936						117.43170166	Well_4
4144.1936						118.17819977	Well_4
4144.3936						117.59089661	Well_4
4144.5936						117.69480133	Well_4
4144.7936						117.56620026	Well_4
4144.9936						117.34690094	Well_4
4145.1936						117.68009949	Well_4
4145.3936						117.34349823	Well_4
4145.5936						117.34420013	Well_4
4145.7936						117.4815979	Well_4
4145.9936						117.38749695	Well_4
4146.1936						117.48609924	Well_4
4146.3936						117.73190308	Well_4
4146.5936						117.6446991	Well_4
4146.7936						117.6792984	Well_4
4146.9936						117.74440002	Well_4
4147.1936						117.59909821	Well_4
4147.3936						117.56590271	Well_4
4147.5936						118.21430206	Well_4
4147.7936						117.54570007	Well_4
4147.9936						117.52519989	Well_4
4148.1936						117.58300018	Well_4
4148.3936						117.60559845	Well_4
4148.5936						117.52480316	Well_4
4148.7936						117.64659882	Well_4
4148.9936						117.9315033	Well_4
4149.1936						117.56719971	Well_4
4149.3936						117.62529755	Well_4
4149.5936						117.33769989	Well_4
4149.7936						117.67030334	Well_4
4149.9936						117.58750153	Well_4
4150.1936						117.58119965	Well_4
4150.3936						117.62470245	Well_4
4150.5936						117.66850281	Well_4
4150.7936						117.54299927	Well_4
4150.9936						117.540802	Well_4
4151.1936						117.32790375	Well_4
4151.3936						117.39219666	Well_4
4151.5936						117.04570007	Well_4
4151.7936						117.37059784	Well_4
4151.9936						117.14219666	Well_4
4152.1936						117.87680054	Well_4
4152.3936						117.72409821	Well_4
4152.5936						118.46620178	Well_4
4152.7936						117.8234024	Well_4
4152.9936						118.9598999	Well_4
4153.1936						117.38200378	Well_4
4153.3936						117.29859924	Well_4
4153.5936						117.06240082	Well_4
4153.7936						117.10209656	Well_4
4153.9936						117.26480103	Well_4
4154.1936						117.11969757	Well_4
4154.3936						117.09079742	Well_4
4154.5936						117.31259918	Well_4
4154.7936						117.71690369	Well_4
4154.9936						117.12180328	Well_4
4155.1936						117.21869659	Well_4
4155.3936						116.77220154	Well_4
4155.5936						118.5734024	Well_4
4155.7936						118.31210327	Well_4
4155.9936						117.23829651	Well_4
4156.1936						117.40540314	Well_4
4156.3936						118.44409943	Well_4
4156.5936						118.73190308	Well_4
4156.7936						118.71350098	Well_4
4156.9936						118.66179657	Well_4
4157.1936						118.78469849	Well_4
4157.3936						118.68190002	Well_4
4157.5936						118.53639984	Well_4
4157.7936						118.68399811	Well_4
4157.9936						118.61859894	Well_4
4158.1936						118.61599731	Well_4
4158.3936						118.41049957	Well_4
4158.5936						118.77429962	Well_4
4158.7936						118.95069885	Well_4
4158.9936						118.97619629	Well_4
4159.1936						118.99539948	Well_4
4159.3936						119.11460114	Well_4
4159.5936						119.876297	Well_4
4159.7936						120.84999847	Well_4
4159.9936						121.61930084	Well_4
4160.1936						121.96289825	Well_4
4160.3936						122.52030182	Well_4
4160.5936						121.5381012	Well_4
4160.7936						121.14420319	Well_4
4160.9936						120.68070221	Well_4
4161.1936						120.06520081	Well_4
4161.3936						118.93019867	Well_4
4161.5936						118.84349823	Well_4
4161.7936						117.78330231	Well_4
4161.9936						117.77639771	Well_4
4162.1936						117.74569702	Well_4
4162.3936						117.63899994	Well_4
4162.5936						116.96369934	Well_4
4162.7936						118.46099854	Well_4
4162.9936						118.68479919	Well_4
4163.1936						118.60669708	Well_4
4163.3936						117.63600159	Well_4
4163.5936						117.10019684	Well_4
4163.7936						117.42960358	Well_4
4163.9936						117.54530334	Well_4
4164.1936						117.4076004	Well_4
4164.3936						117.32050323	Well_4
4164.5936						117.00559998	Well_4
4164.7936						117.49330139	Well_4
4164.9936						117.79589844	Well_4
4165.1936						117.23609924	Well_4
4165.3936						117.24810028	Well_4
4165.5936						117.00119781	Well_4
4165.7936						117.18090057	Well_4
4165.9936						117.06099701	Well_4
4166.1936						117.24559784	Well_4
4166.3936						117.26490021	Well_4
4166.5936						116.96820068	Well_4
4166.7936						116.36699677	Well_4
4166.9936						116.0243988	Well_4
4167.1936						116.34259796	Well_4
4167.3936						116.73989868	Well_4
4167.5936						116.92579651	Well_4
4167.7936						115.83119965	Well_4
4167.9936						115.57720184	Well_4
4168.1936						115.69709778	Well_4
4168.3936						116.06664276	Well_4
4168.5936						115.98059845	Well_4
4168.7936						115.68959808	Well_4
4168.9936						115.85070038	Well_4
4169.1936						115.72019958	Well_4
4169.3936						116.71099854	Well_4
4169.5936						116.75319672	Well_4
4169.7936						116.44120026	Well_4
4169.9936						116.24810028	Well_4
4170.1936						116.53019714	Well_4
4170.3936						116.97679901	Well_4
4170.5936						116.67220306	Well_4
4170.7936						116.11660004	Well_4
4170.9936						115.87380219	Well_4
4171.1936						115.11319733	Well_4
4171.3936						115.5428009	Well_4
4171.5936						115.00566101	Well_4
4171.7936						115.39520264	Well_4
4171.9936						115.42919922	Well_4
4172.1936						115.81719971	Well_4
4172.3936						115.71970367	Well_4
4172.5936						115.60150146	Well_4
4172.7936						114.94190216	Well_4
4172.9936						115.02539825	Well_4
4173.1936						114.63150024	Well_4
4173.3936						113.90110016	Well_4
4173.5936						113.13600159	Well_4
4173.7936						112.54769897	Well_4
4173.9936						109.89060211	Well_4
4174.1936						110.665802	Well_4
4174.3936						113.43930054	Well_4
4174.5936						112.6832962	Well_4
4174.7936						114.28240204	Well_4
4174.9936						114.53359985	Well_4
4175.1936						114.05570221	Well_4
4175.3936						113.00720215	Well_4
4175.5936						112.97769928	Well_4
4175.7936						113.73249817	Well_4
4175.9936						113.83959961	Well_4
4176.1936						113.08059692	Well_4
4176.3936						113.07710266	Well_4
4176.5936						113.08370209	Well_4
4176.7936						112.43569946	Well_4
4176.9936						112.72100067	Well_4
4177.1936						112.53700256	Well_4
4177.3936						111.86160278	Well_4
4177.5936						109.5	Well_4
4177.7936						109.35109711	Well_4
4177.9936						107.74569702	Well_4
4178.1936						111.18039703	Well_4
4178.3936						112.36769867	Well_4
4178.5936						112.12449646	Well_4
4178.7936						113.16259766	Well_4
4178.9936						112.26809692	Well_4
4179.1936						114.17990112	Well_4
4179.3936						114.1536026	Well_4
4179.5936						114.74099731	Well_4
4179.7936						115.05439758	Well_4
4179.9936						115.9375	Well_4
4180.1936						117.76409912	Well_4
4180.3936						119.41629791	Well_4
4180.5936						118.46600342	Well_4
4180.7936						117.54039764	Well_4
4180.9936						117.52610016	Well_4
4181.1936						116.58329773	Well_4
4181.3936						115.65080261	Well_4
4181.5936						114.83879852	Well_4
4181.7936						114.2193985	Well_4
4181.9936						114.09680176	Well_4
4182.1936						112.68049622	Well_4
4182.3936						113.50319672	Well_4
4182.5936						114.49459839	Well_4
4182.7936						115.49690247	Well_4
4182.9936						116.10839844	Well_4
4183.1936						116.26139832	Well_4
4183.3936						116.20619965	Well_4
4183.5936						115.57260132	Well_4
4183.7936						116.18920135	Well_4
4183.9936						116.87989807	Well_4
4184.1936						117.14880371	Well_4
4184.3936						116.20490265	Well_4
4184.5936						116.44619751	Well_4
4184.7936						116.56089783	Well_4
4184.9936						116.2009964	Well_4
4185.1936						116.36060333	Well_4
4185.3936						116.30780029	Well_4
