MD	GR	RHOB	PHIE	DTCO	PHI_ALT	DTS	WELL
2968.4698							Well_10
2968.6698							Well_10
2968.8698							Well_10
2969.0698							Well_10
2969.2698							Well_10
2969.4698							Well_10
2969.6698							Well_10
2969.8698							Well_10
2970.0698							Well_10
2970.2698							Well_10
2970.4698							Well_10
2970.6698							Well_10
2970.8698							Well_10
2971.0698							Well_10
2971.2698							Well_10
2971.4698							Well_10
2971.6698							Well_10
2971.8698							Well_10
2972.0698							Well_10
2972.2698							Well_10
2972.4698							Well_10
2972.6698							Well_10
2972.8698							Well_10
2973.0698							Well_10
2973.2698							Well_10
2973.4698							Well_10
2973.6698							Well_10
2973.8698							Well_10
2974.0698							Well_10
2974.2698							Well_10
2974.4698							Well_10
2974.6698							Well_10
2974.8698							Well_10
2975.0698							Well_10
2975.2698							Well_10
2975.4698							Well_10
2975.6698							Well_10
2975.8698							Well_10
2976.0698							Well_10
2976.2698							Well_10
2976.4698							Well_10
2976.6698							Well_10
2976.8698							Well_10
2977.0698							Well_10
2977.2698							Well_10
2977.4698							Well_10
2977.6698							Well_10
2977.8698							Well_10
2978.0698							Well_10
2978.2698							Well_10
2978.4698							Well_10
2978.6698							Well_10
2978.8698							Well_10
2979.0698							Well_10
2979.2698							Well_10
2979.4698							Well_10
2979.6698							Well_10
2979.8698							Well_10
2980.0698							Well_10
2980.2698							Well_10
2980.4698							Well_10
2980.6698							Well_10
2980.8698							Well_10
2981.0698							Well_10
2981.2698							Well_10
2981.4698							Well_10
2981.6698							Well_10
2981.8698							Well_10
2982.0698							Well_10
2982.2698							Well_10
2982.4698							Well_10
2982.6698							Well_10
2982.8698							Well_10
2983.0698							Well_10
2983.2698							Well_10
2983.4698							Well_10
2983.6698							Well_10
2983.8698							Well_10
2984.0698							Well_10
2984.2698							Well_10
2984.4698							Well_10
2984.6698							Well_10
2984.8698							Well_10
2985.0698							Well_10
2985.2698							Well_10
2985.4698							Well_10
2985.6698							Well_10
2985.8698							Well_10
2986.0698							Well_10
2986.2698							Well_10
2986.4698							Well_10
2986.6698							Well_10
2986.8698							Well_10
2987.0698							Well_10
2987.2698							Well_10
2987.4698							Well_10
2987.6698							Well_10
2987.8698							Well_10
2988.0698							Well_10
2988.2698							Well_10
2988.4698							Well_10
2988.6698							Well_10
2988.8698							Well_10
2989.0698							Well_10
2989.2698							Well_10
2989.4698							Well_10
2989.6698							Well_10
2989.8698							Well_10
2990.0698							Well_10
2990.2698							Well_10
2990.4698							Well_10
2990.6698							Well_10
2990.8698							Well_10
2991.0698							Well_10
2991.2698							Well_10
2991.4698							Well_10
2991.6698							Well_10
2991.8698							Well_10
2992.0698							Well_10
2992.2698							Well_10
2992.4698							Well_10
2992.6698							Well_10
2992.8698							Well_10
2993.0698							Well_10
2993.2698							Well_10
2993.4698							Well_10
2993.6698							Well_10
2993.8698							Well_10
2994.0698							Well_10
2994.2698							Well_10
2994.4698							Well_10
2994.6698							Well_10
2994.8698							Well_10
2995.0698							Well_10
2995.2698							Well_10
2995.4698							Well_10
2995.6698							Well_10
2995.8698							Well_10
2996.0698							Well_10
2996.2698							Well_10
2996.4698							Well_10
2996.6698							Well_10
2996.8698							Well_10
2997.0698							Well_10
2997.2698							Well_10
2997.4698							Well_10
2997.6698							Well_10
2997.8698							Well_10
2998.0698							Well_10
2998.2698							Well_10
2998.4698							Well_10
2998.6698							Well_10
2998.8698							Well_10
2999.0698							Well_10
2999.2698							Well_10
2999.4698							Well_10
2999.6698							Well_10
2999.8698							Well_10
3000.0698							Well_10
3000.2698							Well_10
3000.4698							Well_10
3000.6698							Well_10
3000.8698							Well_10
3001.0698							Well_10
3001.2698							Well_10
3001.4698							Well_10
3001.6698							Well_10
3001.8698							Well_10
3002.0698							Well_10
3002.2698							Well_10
3002.4698							Well_10
3002.6698							Well_10
3002.8698							Well_10
3003.0698							Well_10
3003.2698							Well_10
3003.4698							Well_10
3003.6698							Well_10
3003.8698							Well_10
3004.0698							Well_10
3004.2698							Well_10
3004.4698							Well_10
3004.6698							Well_10
3004.8698							Well_10
3005.0698							Well_10
3005.2698							Well_10
3005.4698							Well_10
3005.6698							Well_10
3005.8698							Well_10
3006.0698							Well_10
3006.2698							Well_10
3006.4698							Well_10
3006.6698							Well_10
3006.8698							Well_10
3007.0698							Well_10
3007.2698							Well_10
3007.4698							Well_10
3007.6698							Well_10
3007.8698							Well_10
3008.0698							Well_10
3008.2698							Well_10
3008.4698							Well_10
3008.6698							Well_10
3008.8698							Well_10
3009.0698							Well_10
3009.2698							Well_10
3009.4698							Well_10
3009.6698							Well_10
3009.8698							Well_10
3010.0698							Well_10
3010.2698							Well_10
3010.4698							Well_10
3010.6698							Well_10
3010.8698							Well_10
3011.0698							Well_10
3011.2698							Well_10
3011.4698							Well_10
3011.6698							Well_10
3011.8698							Well_10
3012.0698							Well_10
3012.2698							Well_10
3012.4698							Well_10
3012.6698							Well_10
3012.8698							Well_10
3013.0698							Well_10
3013.2698							Well_10
3013.4698							Well_10
3013.6698							Well_10
3013.8698							Well_10
3014.0698							Well_10
3014.2698							Well_10
3014.4698							Well_10
3014.6698							Well_10
3014.8698							Well_10
3015.0698							Well_10
3015.2698							Well_10
3015.4698							Well_10
3015.6698							Well_10
3015.8698							Well_10
3016.0698							Well_10
3016.2698							Well_10
3016.4698							Well_10
3016.6698							Well_10
3016.8698							Well_10
3017.0698							Well_10
3017.2698							Well_10
3017.4698							Well_10
3017.6698							Well_10
3017.8698							Well_10
3018.0698							Well_10
3018.2698							Well_10
3018.4698							Well_10
3018.6698							Well_10
3018.8698							Well_10
3019.0698							Well_10
3019.2698							Well_10
3019.4698							Well_10
3019.6698							Well_10
3019.8698							Well_10
3020.0698							Well_10
3020.2698							Well_10
3020.4698							Well_10
3020.6698							Well_10
3020.8698							Well_10
3021.0698							Well_10
3021.2698							Well_10
3021.4698							Well_10
3021.6698							Well_10
3021.8698							Well_10
3022.0698							Well_10
3022.2698							Well_10
3022.4698							Well_10
3022.6698							Well_10
3022.8698							Well_10
3023.0698							Well_10
3023.2698							Well_10
3023.4698							Well_10
3023.6698							Well_10
3023.8698							Well_10
3024.0698							Well_10
3024.2698							Well_10
3024.4698							Well_10
3024.6698							Well_10
3024.8698							Well_10
3025.0698							Well_10
3025.2698							Well_10
3025.4698							Well_10
3025.6698							Well_10
3025.8698							Well_10
3026.0698							Well_10
3026.2698							Well_10
3026.4698							Well_10
3026.6698							Well_10
3026.8698							Well_10
3027.0698							Well_10
3027.2698							Well_10
3027.4698							Well_10
3027.6698							Well_10
3027.8698							Well_10
3028.0698							Well_10
3028.2698							Well_10
3028.4698							Well_10
3028.6698							Well_10
3028.8698							Well_10
3029.0698							Well_10
3029.2698							Well_10
3029.4698							Well_10
3029.6698							Well_10
3029.8698							Well_10
3030.0698							Well_10
3030.2698							Well_10
3030.4698							Well_10
3030.6698							Well_10
3030.8698							Well_10
3031.0698							Well_10
3031.2698							Well_10
3031.4698							Well_10
3031.6698							Well_10
3031.8698							Well_10
3032.0698							Well_10
3032.2698							Well_10
3032.4698							Well_10
3032.6698							Well_10
3032.8698							Well_10
3033.0698							Well_10
3033.2698							Well_10
3033.4698							Well_10
3033.6698							Well_10
3033.8698							Well_10
3034.0698							Well_10
3034.2698							Well_10
3034.4698							Well_10
3034.6698							Well_10
3034.8698							Well_10
3035.0698							Well_10
3035.2698							Well_10
3035.4698							Well_10
3035.6698							Well_10
3035.8698							Well_10
3036.0698							Well_10
3036.2698							Well_10
3036.4698							Well_10
3036.6698							Well_10
3036.8698							Well_10
3037.0698							Well_10
3037.2698							Well_10
3037.4698							Well_10
3037.6698							Well_10
3037.8698							Well_10
3038.0698							Well_10
3038.2698							Well_10
3038.4698							Well_10
3038.6698							Well_10
3038.8698							Well_10
3039.0698							Well_10
3039.2698							Well_10
3039.4698							Well_10
3039.6698							Well_10
3039.8698							Well_10
3040.0698							Well_10
3040.2698							Well_10
3040.4698							Well_10
3040.6698							Well_10
3040.8698							Well_10
3041.0698							Well_10
3041.2698							Well_10
3041.4698							Well_10
3041.6698							Well_10
3041.8698							Well_10
3042.0698							Well_10
3042.2698							Well_10
3042.4698							Well_10
3042.6698							Well_10
3042.8698							Well_10
3043.0698							Well_10
3043.2698							Well_10
3043.4698							Well_10
3043.6698							Well_10
3043.8698							Well_10
3044.0698							Well_10
3044.2698							Well_10
3044.4698							Well_10
3044.6698							Well_10
3044.8698							Well_10
3045.0698							Well_10
3045.2698							Well_10
3045.4698							Well_10
3045.6698							Well_10
3045.8698							Well_10
3046.0698							Well_10
3046.2698							Well_10
3046.4698							Well_10
3046.6698							Well_10
3046.8698							Well_10
3047.0698							Well_10
3047.2698							Well_10
3047.4698							Well_10
3047.6698							Well_10
3047.8698							Well_10
3048.0698							Well_10
3048.2698							Well_10
3048.4698							Well_10
3048.6698							Well_10
3048.8698							Well_10
3049.0698							Well_10
3049.2698							Well_10
3049.4698							Well_10
3049.6698							Well_10
3049.8698							Well_10
3050.0698							Well_10
3050.2698							Well_10
3050.4698							Well_10
3050.6698							Well_10
3050.8698							Well_10
3051.0698							Well_10
3051.2698							Well_10
3051.4698							Well_10
3051.6698							Well_10
3051.8698							Well_10
3052.0698							Well_10
3052.2698							Well_10
3052.4698							Well_10
3052.6698							Well_10
3052.8698							Well_10
3053.0698							Well_10
3053.2698							Well_10
3053.4698							Well_10
3053.6698							Well_10
3053.8698							Well_10
3054.0698							Well_10
3054.2698							Well_10
3054.4698							Well_10
3054.6698							Well_10
3054.8698							Well_10
3055.0698							Well_10
3055.2698							Well_10
3055.4698							Well_10
3055.6698							Well_10
3055.8698							Well_10
3056.0698							Well_10
3056.2698							Well_10
3056.4698							Well_10
3056.6698							Well_10
3056.8698							Well_10
3057.0698							Well_10
3057.2698							Well_10
3057.4698							Well_10
3057.6698							Well_10
3057.8698							Well_10
3058.0698							Well_10
3058.2698							Well_10
3058.4698							Well_10
3058.6698							Well_10
3058.8698							Well_10
3059.0698							Well_10
3059.2698							Well_10
3059.4698							Well_10
3059.6698							Well_10
3059.8698							Well_10
3060.0698							Well_10
3060.2698							Well_10
3060.4698							Well_10
3060.6698							Well_10
3060.8698							Well_10
3061.0698							Well_10
3061.2698							Well_10
3061.4698							Well_10
3061.6698							Well_10
3061.8698							Well_10
3062.0698							Well_10
3062.2698							Well_10
3062.4698							Well_10
3062.6698							Well_10
3062.8698							Well_10
3063.0698							Well_10
3063.2698							Well_10
3063.4698							Well_10
3063.6698							Well_10
3063.8698							Well_10
3064.0698							Well_10
3064.2698							Well_10
3064.4698							Well_10
3064.6698							Well_10
3064.8698							Well_10
3065.0698							Well_10
3065.2698							Well_10
3065.4698							Well_10
3065.6698							Well_10
3065.8698							Well_10
3066.0698							Well_10
3066.2698							Well_10
3066.4698							Well_10
3066.6698							Well_10
3066.8698							Well_10
3067.0698							Well_10
3067.2698							Well_10
3067.4698							Well_10
3067.6698							Well_10
3067.8698							Well_10
3068.0698							Well_10
3068.2698							Well_10
3068.4698							Well_10
3068.6698							Well_10
3068.8698							Well_10
3069.0698							Well_10
3069.2698							Well_10
3069.4698							Well_10
3069.6698							Well_10
3069.8698							Well_10
3070.0698							Well_10
3070.2698							Well_10
3070.4698							Well_10
3070.6698							Well_10
3070.8698							Well_10
3071.0698							Well_10
3071.2698							Well_10
3071.4698							Well_10
3071.6698							Well_10
3071.8698							Well_10
3072.0698							Well_10
3072.2698							Well_10
3072.4698							Well_10
3072.6698							Well_10
3072.8698							Well_10
3073.0698							Well_10
3073.2698							Well_10
3073.4698							Well_10
3073.6698							Well_10
3073.8698							Well_10
3074.0698							Well_10
3074.2698							Well_10
3074.4698							Well_10
3074.6698							Well_10
3074.8698							Well_10
3075.0698							Well_10
3075.2698							Well_10
3075.4698							Well_10
3075.6698							Well_10
3075.8698							Well_10
3076.0698							Well_10
3076.2698							Well_10
3076.4698							Well_10
3076.6698							Well_10
3076.8698							Well_10
3077.0698							Well_10
3077.2698							Well_10
3077.4698							Well_10
3077.6698							Well_10
3077.8698							Well_10
3078.0698							Well_10
3078.2698							Well_10
3078.4698							Well_10
3078.6698							Well_10
3078.8698							Well_10
3079.0698							Well_10
3079.2698							Well_10
3079.4698							Well_10
3079.6698							Well_10
3079.8698							Well_10
3080.0698							Well_10
3080.2698							Well_10
3080.4698							Well_10
3080.6698							Well_10
3080.8698							Well_10
3081.0698							Well_10
3081.2698							Well_10
3081.4698							Well_10
3081.6698							Well_10
3081.8698							Well_10
3082.0698							Well_10
3082.2698							Well_10
3082.4698							Well_10
3082.6698							Well_10
3082.8698							Well_10
3083.0698							Well_10
3083.2698							Well_10
3083.4698							Well_10
3083.6698							Well_10
3083.8698							Well_10
3084.0698							Well_10
3084.2698							Well_10
3084.4698							Well_10
3084.6698							Well_10
3084.8698							Well_10
3085.0698							Well_10
3085.2698							Well_10
3085.4698							Well_10
3085.6698							Well_10
3085.8698							Well_10
3086.0698							Well_10
3086.2698							Well_10
3086.4698							Well_10
3086.6698							Well_10
3086.8698							Well_10
3087.0698							Well_10
3087.2698							Well_10
3087.4698							Well_10
3087.6698							Well_10
3087.8698							Well_10
3088.0698							Well_10
3088.2698							Well_10
3088.4698							Well_10
3088.6698							Well_10
3088.8698							Well_10
3089.0698							Well_10
3089.2698							Well_10
3089.4698							Well_10
3089.6698							Well_10
3089.8698							Well_10
3090.0698							Well_10
3090.2698							Well_10
3090.4698							Well_10
3090.6698							Well_10
3090.8698							Well_10
3091.0698							Well_10
3091.2698							Well_10
3091.4698							Well_10
3091.6698							Well_10
3091.8698							Well_10
3092.0698							Well_10
3092.2698							Well_10
3092.4698							Well_10
3092.6698							Well_10
3092.8698							Well_10
3093.0698							Well_10
3093.2698							Well_10
3093.4698							Well_10
3093.6698							Well_10
3093.8698							Well_10
3094.0698							Well_10
3094.2698							Well_10
3094.4698							Well_10
3094.6698							Well_10
3094.8698							Well_10
3095.0698							Well_10
3095.2698							Well_10
3095.4698							Well_10
3095.6698							Well_10
3095.8698							Well_10
3096.0698							Well_10
3096.2698							Well_10
3096.4698							Well_10
3096.6698							Well_10
3096.8698							Well_10
3097.0698							Well_10
3097.2698							Well_10
3097.4698							Well_10
3097.6698							Well_10
3097.8698							Well_10
3098.0698							Well_10
3098.2698							Well_10
3098.4698							Well_10
3098.6698							Well_10
3098.8698							Well_10
3099.0698							Well_10
3099.2698							Well_10
3099.4698							Well_10
3099.6698							Well_10
3099.8698							Well_10
3100.0698							Well_10
3100.2698							Well_10
3100.4698							Well_10
3100.6698							Well_10
3100.8698							Well_10
3101.0698							Well_10
3101.2698							Well_10
3101.4698							Well_10
3101.6698							Well_10
3101.8698							Well_10
3102.0698							Well_10
3102.2698							Well_10
3102.4698							Well_10
3102.6698							Well_10
3102.8698							Well_10
3103.0698							Well_10
3103.2698							Well_10
3103.4698							Well_10
3103.6698							Well_10
3103.8698							Well_10
3104.0698							Well_10
3104.2698							Well_10
3104.4698							Well_10
3104.6698							Well_10
3104.8698							Well_10
3105.0698							Well_10
3105.2698							Well_10
3105.4698							Well_10
3105.6698							Well_10
3105.8698							Well_10
3106.0698							Well_10
3106.2698							Well_10
3106.4698							Well_10
3106.6698							Well_10
3106.8698							Well_10
3107.0698							Well_10
3107.2698							Well_10
3107.4698							Well_10
3107.6698							Well_10
3107.8698							Well_10
3108.0698							Well_10
3108.2698							Well_10
3108.4698							Well_10
3108.6698							Well_10
3108.8698							Well_10
3109.0698							Well_10
3109.2698							Well_10
3109.4698							Well_10
3109.6698							Well_10
3109.8698							Well_10
3110.0698							Well_10
3110.2698							Well_10
3110.4698							Well_10
3110.6698							Well_10
3110.8698							Well_10
3111.0698							Well_10
3111.2698							Well_10
3111.4698							Well_10
3111.6698							Well_10
3111.8698							Well_10
3112.0698							Well_10
3112.2698							Well_10
3112.4698							Well_10
3112.6698							Well_10
3112.8698							Well_10
3113.0698							Well_10
3113.2698							Well_10
3113.4698							Well_10
3113.6698							Well_10
3113.8698							Well_10
3114.0698							Well_10
3114.2698							Well_10
3114.4698							Well_10
3114.6698							Well_10
3114.8698							Well_10
3115.0698							Well_10
3115.2698							Well_10
3115.4698							Well_10
3115.6698							Well_10
3115.8698							Well_10
3116.0698							Well_10
3116.2698							Well_10
3116.4698							Well_10
3116.6698							Well_10
3116.8698							Well_10
3117.0698							Well_10
3117.2698							Well_10
3117.4698							Well_10
3117.6698							Well_10
3117.8698							Well_10
3118.0698							Well_10
3118.2698							Well_10
3118.4698							Well_10
3118.6698							Well_10
3118.8698							Well_10
3119.0698							Well_10
3119.2698							Well_10
3119.4698							Well_10
3119.6698							Well_10
3119.8698							Well_10
3120.0698							Well_10
3120.2698							Well_10
3120.4698							Well_10
3120.6698							Well_10
3120.8698							Well_10
3121.0698							Well_10
3121.2698							Well_10
3121.4698							Well_10
3121.6698							Well_10
3121.8698							Well_10
3122.0698							Well_10
3122.2698							Well_10
3122.4698							Well_10
3122.6698							Well_10
3122.8698							Well_10
3123.0698							Well_10
3123.2698							Well_10
3123.4698							Well_10
3123.6698							Well_10
3123.8698							Well_10
3124.0698							Well_10
3124.2698							Well_10
3124.4698							Well_10
3124.6698							Well_10
3124.8698							Well_10
3125.0698							Well_10
3125.2698							Well_10
3125.4698							Well_10
3125.6698							Well_10
3125.8698							Well_10
3126.0698							Well_10
3126.2698							Well_10
3126.4698							Well_10
3126.6698							Well_10
3126.8698							Well_10
3127.0698							Well_10
3127.2698							Well_10
3127.4698							Well_10
3127.6698							Well_10
3127.8698							Well_10
3128.0698							Well_10
3128.2698							Well_10
3128.4698							Well_10
3128.6698							Well_10
3128.8698							Well_10
3129.0698							Well_10
3129.2698							Well_10
3129.4698							Well_10
3129.6698							Well_10
3129.8698							Well_10
3130.0698							Well_10
3130.2698							Well_10
3130.4698							Well_10
3130.6698							Well_10
3130.8698							Well_10
3131.0698							Well_10
3131.2698							Well_10
3131.4698							Well_10
3131.6698							Well_10
3131.8698							Well_10
3132.0698							Well_10
3132.2698							Well_10
3132.4698							Well_10
3132.6698							Well_10
3132.8698							Well_10
3133.0698							Well_10
3133.2698							Well_10
3133.4698							Well_10
3133.6698							Well_10
3133.8698							Well_10
3134.0698							Well_10
3134.2698							Well_10
3134.4698							Well_10
3134.6698							Well_10
3134.8698							Well_10
3135.0698							Well_10
3135.2698							Well_10
3135.4698							Well_10
3135.6698							Well_10
3135.8698							Well_10
3136.0698							Well_10
3136.2698							Well_10
3136.4698							Well_10
3136.6698							Well_10
3136.8698							Well_10
3137.0698							Well_10
3137.2698							Well_10
3137.4698							Well_10
3137.6698							Well_10
3137.8698							Well_10
3138.0698							Well_10
3138.2698							Well_10
3138.4698							Well_10
3138.6698							Well_10
3138.8698							Well_10
3139.0698							Well_10
3139.2698							Well_10
3139.4698							Well_10
3139.6698							Well_10
3139.8698							Well_10
3140.0698							Well_10
3140.2698							Well_10
3140.4698							Well_10
3140.6698							Well_10
3140.8698							Well_10
3141.0698							Well_10
3141.2698							Well_10
3141.4698							Well_10
3141.6698							Well_10
3141.8698							Well_10
3142.0698							Well_10
3142.2698							Well_10
3142.4698							Well_10
3142.6698							Well_10
3142.8698							Well_10
3143.0698							Well_10
3143.2698							Well_10
3143.4698							Well_10
3143.6698							Well_10
3143.8698							Well_10
3144.0698							Well_10
3144.2698							Well_10
3144.4698							Well_10
3144.6698							Well_10
3144.8698							Well_10
3145.0698							Well_10
3145.2698							Well_10
3145.4698							Well_10
3145.6698							Well_10
3145.8698							Well_10
3146.0698							Well_10
3146.2698							Well_10
3146.4698							Well_10
3146.6698							Well_10
3146.8698							Well_10
3147.0698							Well_10
3147.2698							Well_10
3147.4698							Well_10
3147.6698							Well_10
3147.8698							Well_10
3148.0698							Well_10
3148.2698							Well_10
3148.4698							Well_10
3148.6698							Well_10
3148.8698							Well_10
3149.0698							Well_10
3149.2698							Well_10
3149.4698							Well_10
3149.6698							Well_10
3149.8698							Well_10
3150.0698							Well_10
3150.2698							Well_10
3150.4698							Well_10
3150.6698							Well_10
3150.8698							Well_10
3151.0698							Well_10
3151.2698							Well_10
3151.4698							Well_10
3151.6698							Well_10
3151.8698							Well_10
3152.0698							Well_10
3152.2698							Well_10
3152.4698							Well_10
3152.6698							Well_10
3152.8698							Well_10
3153.0698							Well_10
3153.2698							Well_10
3153.4698							Well_10
3153.6698							Well_10
3153.8698							Well_10
3154.0698							Well_10
3154.2698							Well_10
3154.4698							Well_10
3154.6698							Well_10
3154.8698							Well_10
3155.0698							Well_10
3155.2698							Well_10
3155.4698							Well_10
3155.6698							Well_10
3155.8698							Well_10
3156.0698							Well_10
3156.2698							Well_10
3156.4698							Well_10
3156.6698							Well_10
3156.8698							Well_10
3157.0698							Well_10
3157.2698							Well_10
3157.4698							Well_10
3157.6698							Well_10
3157.8698							Well_10
3158.0698							Well_10
3158.2698							Well_10
3158.4698							Well_10
3158.6698							Well_10
3158.8698							Well_10
3159.0698							Well_10
3159.2698							Well_10
3159.4698							Well_10
3159.6698							Well_10
3159.8698							Well_10
3160.0698							Well_10
3160.2698							Well_10
3160.4698							Well_10
3160.6698							Well_10
3160.8698							Well_10
3161.0698							Well_10
3161.2698							Well_10
3161.4698							Well_10
3161.6698							Well_10
3161.8698							Well_10
3162.0698							Well_10
3162.2698							Well_10
3162.4698							Well_10
3162.6698							Well_10
3162.8698							Well_10
3163.0698							Well_10
3163.2698							Well_10
3163.4698							Well_10
3163.6698							Well_10
3163.8698							Well_10
3164.0698							Well_10
3164.2698							Well_10
3164.4698							Well_10
3164.6698							Well_10
3164.8698							Well_10
3165.0698							Well_10
3165.2698							Well_10
3165.4698							Well_10
3165.6698							Well_10
3165.8698							Well_10
3166.0698							Well_10
3166.2698							Well_10
3166.4698							Well_10
3166.6698							Well_10
3166.8698							Well_10
3167.0698							Well_10
3167.2698							Well_10
3167.4698							Well_10
3167.6698							Well_10
3167.8698							Well_10
3168.0698							Well_10
3168.2698							Well_10
3168.4698							Well_10
3168.6698							Well_10
3168.8698							Well_10
3169.0698							Well_10
3169.2698							Well_10
3169.4698							Well_10
3169.6698							Well_10
3169.8698							Well_10
3170.0698							Well_10
3170.2698							Well_10
3170.4698							Well_10
3170.6698							Well_10
3170.8698							Well_10
3171.0698							Well_10
3171.2698							Well_10
3171.4698							Well_10
3171.6698							Well_10
3171.8698							Well_10
3172.0698							Well_10
3172.2698							Well_10
3172.4698							Well_10
3172.6698							Well_10
3172.8698							Well_10
3173.0698							Well_10
3173.2698							Well_10
3173.4698							Well_10
3173.6698							Well_10
3173.8698							Well_10
3174.0698							Well_10
3174.2698							Well_10
3174.4698							Well_10
3174.6698							Well_10
3174.8698							Well_10
3175.0698							Well_10
3175.2698							Well_10
3175.4698							Well_10
3175.6698							Well_10
3175.8698							Well_10
3176.0698							Well_10
3176.2698							Well_10
3176.4698							Well_10
3176.6698							Well_10
3176.8698							Well_10
3177.0698							Well_10
3177.2698							Well_10
3177.4698							Well_10
3177.6698							Well_10
3177.8698							Well_10
3178.0698							Well_10
3178.2698							Well_10
3178.4698							Well_10
3178.6698							Well_10
3178.8698							Well_10
3179.0698							Well_10
3179.2698							Well_10
3179.4698							Well_10
3179.6698							Well_10
3179.8698							Well_10
3180.0698							Well_10
3180.2698							Well_10
3180.4698							Well_10
3180.6698							Well_10
3180.8698							Well_10
3181.0698							Well_10
3181.2698							Well_10
3181.4698					-0.220403492	120.45529938	Well_10
3181.6698					-0.221812278	120.49900055	Well_10
3181.8698					-0.213624492	120.57409668	Well_10
3182.0698					-0.210210502	120.74240112	Well_10
3182.2698					-0.217673123	120.82330322	Well_10
3182.4698					-0.222255632	120.75920105	Well_10
3182.6698					-0.235327542	120.64080048	Well_10
3182.8698					-0.239586771	120.5766983	Well_10
3183.0698					-0.229493648	120.49079895	Well_10
3183.2698					-0.226381421	120.37280273	Well_10
3183.4698					-0.229143783	120.2881012	Well_10
3183.6698					-0.23330991	120.19830322	Well_10
3183.8698					-0.243859649	120.09940338	Well_10
3184.0698					-0.250781298	119.97170258	Well_10
3184.2698					-0.259478718	119.813797	Well_10
3184.4698					-0.255284756	119.74060059	Well_10
3184.6698					-0.250415325	119.92009735	Well_10
3184.8698					-0.259982795	120.32679749	Well_10
3185.0698					-0.252641976	121.22470093	Well_10
3185.2698					-0.237891644	122.79679871	Well_10
3185.4698					-0.245659411	124.60119629	Well_10
3185.6698					-0.264879286	125.43569946	Well_10
3185.8698					-0.275884539	125.72409821	Well_10
3186.0698					-0.268556654	125.6359024	Well_10
3186.2698					-0.254263312	124.77919769	Well_10
3186.4698					-0.250644565	123.23470306	Well_10
3186.6698					-0.231203958	121.45279694	Well_10
3186.8698					-0.208456621	120.42099762	Well_10
3187.0698					-0.19133608	119.70780182	Well_10
3187.2698					-0.212030783	119.44270325	Well_10
3187.4698					-0.236180514	119.33920288	Well_10
3187.6698					-0.243602157	119.22899628	Well_10
3187.8698					-0.24468945	119.0019989	Well_10
3188.0698					-0.253425539	118.80609894	Well_10
3188.2698					-0.254004002	118.59069824	Well_10
3188.4698					-0.238523632	118.4905014	Well_10
3188.6698					-0.24877432	118.69499969	Well_10
3188.8698					-0.23867771	118.93689728	Well_10
3189.0698					-0.234170556	118.98320007	Well_10
3189.2698					-0.242088452	118.94550323	Well_10
3189.4698					-0.259900808	119.23670197	Well_10
3189.6698					-0.255176336	119.73719788	Well_10
3189.8698					-0.235714749	120.41470337	Well_10
3190.0698					-0.22708109	121.16110229	Well_10
3190.2698					-0.235118076	122.61519623	Well_10
3190.4698					-0.239015907	124.36450195	Well_10
3190.6698					-0.239419028	126.00180054	Well_10
3190.8698					-0.237640828	126.66629791	Well_10
3191.0698					-0.24367182	126.66929626	Well_10
3191.2698					-0.253955096	126.77770233	Well_10
3191.4698					-0.272339702	126.65910339	Well_10
3191.6698					-0.265532553	125.97769928	Well_10
3191.8698					-0.250284582	124.26309967	Well_10
3192.0698					-0.231274307	122.8506012	Well_10
3192.2698					-0.234119669	121.34190369	Well_10
3192.4698					-0.234151646	118.65989685	Well_10
3192.6698					-0.235974073	115.70529938	Well_10
3192.8698					-0.237529278	114.52899933	Well_10
3193.0698					-0.240554437	114.38130188	Well_10
3193.2698					-0.237311646	114.66179657	Well_10
3193.4698					-0.236841783	115.16529846	Well_10
3193.6698					-0.237031415	115.65350342	Well_10
3193.8698					-0.234482855	116.24359894	Well_10
3194.0698					-0.222991794	116.96269989	Well_10
3194.2698					-0.229723349	117.30999756	Well_10
3194.4698					-0.230752826	117.10189819	Well_10
3194.6698					-0.233895317	117.14309692	Well_10
3194.8698					-0.240849674	117.29740143	Well_10
3195.0698					-0.253748059	117.51850128	Well_10
3195.2698					-0.249356627	118.70030212	Well_10
3195.4698					-0.242624208	121.03289795	Well_10
3195.6698					-0.244821906	123.2609024	Well_10
3195.8698					-0.254953384	123.56479645	Well_10
3196.0698					-0.250694245	122.22699738	Well_10
3196.2698					-0.237386361	120.64749908	Well_10
3196.4698					-0.236385033	119.94580078	Well_10
3196.6698					-0.248186305	119.84739685	Well_10
3196.8698					-0.258004785	119.43769836	Well_10
3197.0698					-0.247026116	118.61289978	Well_10
3197.2698					-0.230742767	118.22429657	Well_10
3197.4698					-0.234375507	118.42990112	Well_10
3197.6698					-0.247623533	118.90419769	Well_10
3197.8698					-0.242142767	119.82029724	Well_10
3198.0698					-0.232786641	120.57089996	Well_10
3198.2698					-0.230764121	119.01779938	Well_10
3198.4698					-0.24106127	117.05619812	Well_10
3198.6698					-0.313525856	116.57879639	Well_10
3198.8698					-0.378583282	118.38230133	Well_10
3199.0698					-0.356596529	120.86129761	Well_10
3199.2698					-0.405296683	120.86930084	Well_10
3199.4698					-0.408284456	118.93509674	Well_10
3199.6698					-0.325832635	116.08059692	Well_10
3199.8698					-0.299480081	110.74389648	Well_10
