MD	DTCO	GR	RHOB	PHIE	PHI_ALT	DTS	WELL
2343.5624							Well_1
2343.7624							Well_1
2343.9624							Well_1
2344.1624							Well_1
2344.3624							Well_1
2344.5624							Well_1
2344.7624							Well_1
2344.9624							Well_1
2345.1624							Well_1
2345.3624							Well_1
2345.5624							Well_1
2345.7624							Well_1
2345.9624							Well_1
2346.1624							Well_1
2346.3624							Well_1
2346.5624							Well_1
2346.7624							Well_1
2346.9624							Well_1
2347.1624							Well_1
2347.3624							Well_1
2347.5624							Well_1
2347.7624							Well_1
2347.9624							Well_1
2348.1624							Well_1
2348.3624							Well_1
2348.5624							Well_1
2348.7624							Well_1
2348.9624							Well_1
2349.1624							Well_1
2349.3624							Well_1
2349.5624							Well_1
2349.7624							Well_1
2349.9624							Well_1
2350.1624							Well_1
2350.3624							Well_1
2350.5624							Well_1
2350.7624							Well_1
2350.9624							Well_1
2351.1624							Well_1
2351.3624							Well_1
2351.5624							Well_1
2351.7624							Well_1
2351.9624							Well_1
2352.1624							Well_1
2352.3624							Well_1
2352.5624							Well_1
2352.7624							Well_1
2352.9624							Well_1
2353.1624							Well_1
2353.3624							Well_1
2353.5624							Well_1
2353.7624							Well_1
2353.9624							Well_1
2354.1624							Well_1
2354.3624							Well_1
2354.5624							Well_1
2354.7624							Well_1
2354.9624							Well_1
2355.1624							Well_1
2355.3624							Well_1
2355.5624							Well_1
2355.7624							Well_1
2355.9624							Well_1
2356.1624							Well_1
2356.3624							Well_1
2356.5624							Well_1
2356.7624							Well_1
2356.9624							Well_1
2357.1624							Well_1
2357.3624							Well_1
2357.5624							Well_1
2357.7624							Well_1
2357.9624							Well_1
2358.1624							Well_1
2358.3624							Well_1
2358.5624							Well_1
2358.7624							Well_1
2358.9624							Well_1
2359.1624							Well_1
2359.3624							Well_1
2359.5624							Well_1
2359.7624							Well_1
2359.9624							Well_1
2360.1624							Well_1
2360.3624							Well_1
2360.5624							Well_1
2360.7624							Well_1
2360.9624							Well_1
2361.1624							Well_1
2361.3624							Well_1
2361.5624							Well_1
2361.7624							Well_1
2361.9624							Well_1
2362.1624							Well_1
2362.3624							Well_1
2362.5624							Well_1
2362.7624							Well_1
2362.9624							Well_1
2363.1624							Well_1
2363.3624							Well_1
2363.5624							Well_1
2363.7624							Well_1
2363.9624							Well_1
2364.1624							Well_1
2364.3624							Well_1
2364.5624							Well_1
2364.7624							Well_1
2364.9624							Well_1
2365.1624							Well_1
2365.3624							Well_1
2365.5624							Well_1
2365.7624							Well_1
2365.9624							Well_1
2366.1624							Well_1
2366.3624							Well_1
2366.5624							Well_1
2366.7624							Well_1
2366.9624							Well_1
2367.1624							Well_1
2367.3624							Well_1
2367.5624							Well_1
2367.7624							Well_1
2367.9624							Well_1
2368.1624							Well_1
2368.3624							Well_1
2368.5624							Well_1
2368.7624							Well_1
2368.9624							Well_1
2369.1624							Well_1
2369.3624							Well_1
2369.5624							Well_1
2369.7624							Well_1
2369.9624							Well_1
2370.1624							Well_1
2370.3624							Well_1
2370.5624							Well_1
2370.7624							Well_1
2370.9624							Well_1
2371.1624							Well_1
2371.3624							Well_1
2371.5624							Well_1
2371.7624							Well_1
2371.9624							Well_1
2372.1624							Well_1
2372.3624							Well_1
2372.5624							Well_1
2372.7624							Well_1
2372.9624							Well_1
2373.1624							Well_1
2373.3624							Well_1
2373.5624							Well_1
2373.7624							Well_1
2373.9624							Well_1
2374.1624							Well_1
2374.3624							Well_1
2374.5624							Well_1
2374.7624							Well_1
2374.9624							Well_1
2375.1624							Well_1
2375.3624							Well_1
2375.5624							Well_1
2375.7624							Well_1
2375.9624							Well_1
2376.1624							Well_1
2376.3624							Well_1
2376.5624							Well_1
2376.7624							Well_1
2376.9624							Well_1
2377.1624							Well_1
2377.3624							Well_1
2377.5624							Well_1
2377.7624							Well_1
2377.9624							Well_1
2378.1624							Well_1
2378.3624							Well_1
2378.5624							Well_1
2378.7624							Well_1
2378.9624							Well_1
2379.1624							Well_1
2379.3624							Well_1
2379.5624							Well_1
2379.7624							Well_1
2379.9624							Well_1
2380.1624							Well_1
2380.3624							Well_1
2380.5624							Well_1
2380.7624							Well_1
2380.9624							Well_1
2381.1624							Well_1
2381.3624							Well_1
2381.5624							Well_1
2381.7624							Well_1
2381.9624							Well_1
2382.1624							Well_1
2382.3624							Well_1
2382.5624							Well_1
2382.7624							Well_1
2382.9624							Well_1
2383.1624							Well_1
2383.3624							Well_1
2383.5624							Well_1
2383.7624							Well_1
2383.9624							Well_1
2384.1624							Well_1
2384.3624							Well_1
2384.5624							Well_1
2384.7624							Well_1
2384.9624							Well_1
2385.1624							Well_1
2385.3624							Well_1
2385.5624							Well_1
2385.7624							Well_1
2385.9624							Well_1
2386.1624							Well_1
2386.3624							Well_1
2386.5624							Well_1
2386.7624							Well_1
2386.9624							Well_1
2387.1624							Well_1
2387.3624							Well_1
2387.5624							Well_1
2387.7624							Well_1
2387.9624							Well_1
2388.1624							Well_1
2388.3624							Well_1
2388.5624							Well_1
2388.7624							Well_1
2388.9624							Well_1
2389.1624							Well_1
2389.3624							Well_1
2389.5624							Well_1
2389.7624							Well_1
2389.9624							Well_1
2390.1624							Well_1
2390.3624							Well_1
2390.5624							Well_1
2390.7624							Well_1
2390.9624							Well_1
2391.1624							Well_1
2391.3624							Well_1
2391.5624							Well_1
2391.7624							Well_1
2391.9624							Well_1
2392.1624							Well_1
2392.3624							Well_1
2392.5624							Well_1
2392.7624							Well_1
2392.9624							Well_1
2393.1624							Well_1
2393.3624							Well_1
2393.5624							Well_1
2393.7624							Well_1
2393.9624							Well_1
2394.1624							Well_1
2394.3624							Well_1
2394.5624							Well_1
2394.7624							Well_1
2394.9624							Well_1
2395.1624							Well_1
2395.3624							Well_1
2395.5624							Well_1
2395.7624							Well_1
2395.9624							Well_1
2396.1624							Well_1
2396.3624							Well_1
2396.5624							Well_1
2396.7624							Well_1
2396.9624							Well_1
2397.1624							Well_1
2397.3624							Well_1
2397.5624							Well_1
2397.7624							Well_1
2397.9624							Well_1
2398.1624							Well_1
2398.3624							Well_1
2398.5624							Well_1
2398.7624							Well_1
2398.9624							Well_1
2399.1624							Well_1
2399.3624							Well_1
2399.5624							Well_1
2399.7624							Well_1
2399.9624							Well_1
2400.1624							Well_1
2400.3624							Well_1
2400.5624							Well_1
2400.7624							Well_1
2400.9624							Well_1
2401.1624							Well_1
2401.3624							Well_1
2401.5624							Well_1
2401.7624							Well_1
2401.9624							Well_1
2402.1624							Well_1
2402.3624							Well_1
2402.5624							Well_1
2402.7624							Well_1
2402.9624							Well_1
2403.1624							Well_1
2403.3624							Well_1
2403.5624							Well_1
2403.7624							Well_1
2403.9624							Well_1
2404.1624							Well_1
2404.3624							Well_1
2404.5624							Well_1
2404.7624							Well_1
2404.9624							Well_1
2405.1624							Well_1
2405.3624							Well_1
2405.5624							Well_1
2405.7624							Well_1
2405.9624							Well_1
2406.1624							Well_1
2406.3624							Well_1
2406.5624							Well_1
2406.7624							Well_1
2406.9624							Well_1
2407.1624							Well_1
2407.3624							Well_1
2407.5624							Well_1
2407.7624							Well_1
2407.9624							Well_1
2408.1624							Well_1
2408.3624							Well_1
2408.5624							Well_1
2408.7624							Well_1
2408.9624							Well_1
2409.1624							Well_1
2409.3624							Well_1
2409.5624							Well_1
2409.7624							Well_1
2409.9624							Well_1
2410.1624							Well_1
2410.3624							Well_1
2410.5624							Well_1
2410.7624							Well_1
2410.9624							Well_1
2411.1624							Well_1
2411.3624							Well_1
2411.5624							Well_1
2411.7624							Well_1
2411.9624							Well_1
2412.1624							Well_1
2412.3624							Well_1
2412.5624							Well_1
2412.7624							Well_1
2412.9624							Well_1
2413.1624							Well_1
2413.3624							Well_1
2413.5624							Well_1
2413.7624							Well_1
2413.9624							Well_1
2414.1624							Well_1
2414.3624							Well_1
2414.5624							Well_1
2414.7624							Well_1
2414.9624							Well_1
2415.1624							Well_1
2415.3624							Well_1
2415.5624							Well_1
2415.7624							Well_1
2415.9624							Well_1
2416.1624							Well_1
2416.3624							Well_1
2416.5624							Well_1
2416.7624							Well_1
2416.9624							Well_1
2417.1624							Well_1
2417.3624							Well_1
2417.5624							Well_1
2417.7624							Well_1
2417.9624							Well_1
2418.1624							Well_1
2418.3624							Well_1
2418.5624							Well_1
2418.7624							Well_1
2418.9624							Well_1
2419.1624							Well_1
2419.3624							Well_1
2419.5624							Well_1
2419.7624							Well_1
2419.9624							Well_1
2420.1624							Well_1
2420.3624							Well_1
2420.5624							Well_1
2420.7624							Well_1
2420.9624							Well_1
2421.1624							Well_1
2421.3624							Well_1
2421.5624							Well_1
2421.7624							Well_1
2421.9624							Well_1
2422.1624							Well_1
2422.3624							Well_1
2422.5624							Well_1
2422.7624							Well_1
2422.9624							Well_1
2423.1624							Well_1
2423.3624							Well_1
2423.5624							Well_1
2423.7624							Well_1
2423.9624							Well_1
2424.1624							Well_1
2424.3624							Well_1
2424.5624							Well_1
2424.7624							Well_1
2424.9624							Well_1
2425.1624							Well_1
2425.3624							Well_1
2425.5624							Well_1
2425.7624							Well_1
2425.9624							Well_1
2426.1624							Well_1
2426.3624							Well_1
2426.5624							Well_1
2426.7624							Well_1
2426.9624							Well_1
2427.1624							Well_1
2427.3624							Well_1
2427.5624							Well_1
2427.7624							Well_1
2427.9624							Well_1
2428.1624							Well_1
2428.3624							Well_1
2428.5624							Well_1
2428.7624							Well_1
2428.9624							Well_1
2429.1624							Well_1
2429.3624							Well_1
2429.5624							Well_1
2429.7624							Well_1
2429.9624							Well_1
2430.1624							Well_1
2430.3624							Well_1
2430.5624							Well_1
2430.7624							Well_1
2430.9624							Well_1
2431.1624							Well_1
2431.3624							Well_1
2431.5624							Well_1
2431.7624							Well_1
2431.9624							Well_1
2432.1624							Well_1
2432.3624							Well_1
2432.5624							Well_1
2432.7624							Well_1
2432.9624							Well_1
2433.1624							Well_1
2433.3624							Well_1
2433.5624							Well_1
2433.7624							Well_1
2433.9624							Well_1
2434.1624							Well_1
2434.3624							Well_1
2434.5624							Well_1
2434.7624							Well_1
2434.9624							Well_1
2435.1624							Well_1
2435.3624							Well_1
2435.5624							Well_1
2435.7624							Well_1
2435.9624							Well_1
2436.1624							Well_1
2436.3624							Well_1
2436.5624							Well_1
2436.7624							Well_1
2436.9624							Well_1
2437.1624							Well_1
2437.3624							Well_1
2437.5624							Well_1
2437.7624							Well_1
2437.9624							Well_1
2438.1624							Well_1
2438.3624							Well_1
2438.5624							Well_1
2438.7624							Well_1
2438.9624							Well_1
2439.1624							Well_1
2439.3624							Well_1
2439.5624							Well_1
2439.7624							Well_1
2439.9624							Well_1
2440.1624							Well_1
2440.3624							Well_1
2440.5624							Well_1
2440.7624							Well_1
2440.9624							Well_1
2441.1624							Well_1
2441.3624							Well_1
2441.5624							Well_1
2441.7624							Well_1
2441.9624							Well_1
2442.1624							Well_1
2442.3624							Well_1
2442.5624							Well_1
2442.7624							Well_1
2442.9624							Well_1
2443.1624							Well_1
2443.3624							Well_1
2443.5624							Well_1
2443.7624							Well_1
2443.9624							Well_1
2444.1624							Well_1
2444.3624							Well_1
2444.5624							Well_1
2444.7624							Well_1
2444.9624							Well_1
2445.1624							Well_1
2445.3624							Well_1
2445.5624							Well_1
2445.7624							Well_1
2445.9624							Well_1
2446.1624							Well_1
2446.3624							Well_1
2446.5624							Well_1
2446.7624							Well_1
2446.9624							Well_1
2447.1624							Well_1
2447.3624							Well_1
2447.5624							Well_1
2447.7624							Well_1
2447.9624							Well_1
2448.1624							Well_1
2448.3624							Well_1
2448.5624							Well_1
2448.7624							Well_1
2448.9624							Well_1
2449.1624							Well_1
2449.3624							Well_1
2449.5624							Well_1
2449.7624							Well_1
2449.9624							Well_1
2450.1624							Well_1
2450.3624							Well_1
2450.5624							Well_1
2450.7624							Well_1
2450.9624							Well_1
2451.1624							Well_1
2451.3624							Well_1
2451.5624							Well_1
2451.7624							Well_1
2451.9624							Well_1
2452.1624							Well_1
2452.3624							Well_1
2452.5624							Well_1
2452.7624							Well_1
2452.9624							Well_1
2453.1624							Well_1
2453.3624							Well_1
2453.5624							Well_1
2453.7624							Well_1
2453.9624							Well_1
2454.1624							Well_1
2454.3624							Well_1
2454.5624							Well_1
2454.7624							Well_1
2454.9624							Well_1
2455.1624							Well_1
2455.3624							Well_1
2455.5624							Well_1
2455.7624							Well_1
2455.9624							Well_1
2456.1624							Well_1
2456.3624							Well_1
2456.5624							Well_1
2456.7624							Well_1
2456.9624							Well_1
2457.1624							Well_1
2457.3624							Well_1
2457.5624							Well_1
2457.7624							Well_1
2457.9624							Well_1
2458.1624							Well_1
2458.3624							Well_1
2458.5624							Well_1
2458.7624							Well_1
2458.9624							Well_1
2459.1624							Well_1
2459.3624							Well_1
2459.5624							Well_1
2459.7624							Well_1
2459.9624							Well_1
2460.1624							Well_1
2460.3624							Well_1
2460.5624							Well_1
2460.7624							Well_1
2460.9624							Well_1
2461.1624							Well_1
2461.3624							Well_1
2461.5624							Well_1
2461.7624							Well_1
2461.9624							Well_1
2462.1624							Well_1
2462.3624							Well_1
2462.5624							Well_1
2462.7624							Well_1
2462.9624							Well_1
2463.1624							Well_1
2463.3624							Well_1
2463.5624							Well_1
2463.7624							Well_1
2463.9624							Well_1
2464.1624							Well_1
2464.3624							Well_1
2464.5624							Well_1
2464.7624							Well_1
2464.9624							Well_1
2465.1624							Well_1
2465.3624							Well_1
2465.5624							Well_1
2465.7624							Well_1
2465.9624							Well_1
2466.1624							Well_1
2466.3624							Well_1
2466.5624							Well_1
2466.7624							Well_1
2466.9624							Well_1
2467.1624							Well_1
2467.3624							Well_1
2467.5624							Well_1
2467.7624							Well_1
2467.9624							Well_1
2468.1624							Well_1
2468.3624							Well_1
2468.5624							Well_1
2468.7624							Well_1
2468.9624							Well_1
2469.1624							Well_1
2469.3624							Well_1
2469.5624							Well_1
2469.7624							Well_1
2469.9624							Well_1
2470.1624							Well_1
2470.3624							Well_1
2470.5624							Well_1
2470.7624							Well_1
2470.9624							Well_1
2471.1624							Well_1
2471.3624							Well_1
2471.5624							Well_1
2471.7624							Well_1
2471.9624							Well_1
2472.1624							Well_1
2472.3624							Well_1
2472.5624							Well_1
2472.7624							Well_1
2472.9624							Well_1
2473.1624							Well_1
2473.3624							Well_1
2473.5624							Well_1
2473.7624							Well_1
2473.9624							Well_1
2474.1624							Well_1
2474.3624							Well_1
2474.5624							Well_1
2474.7624							Well_1
2474.9624							Well_1
2475.1624							Well_1
2475.3624							Well_1
2475.5624							Well_1
2475.7624							Well_1
2475.9624							Well_1
2476.1624							Well_1
2476.3624							Well_1
2476.5624							Well_1
2476.7624							Well_1
2476.9624							Well_1
2477.1624							Well_1
2477.3624							Well_1
2477.5624							Well_1
2477.7624							Well_1
2477.9624							Well_1
2478.1624							Well_1
2478.3624							Well_1
2478.5624							Well_1
2478.7624							Well_1
2478.9624							Well_1
2479.1624							Well_1
2479.3624							Well_1
2479.5624							Well_1
2479.7624							Well_1
2479.9624							Well_1
2480.1624							Well_1
2480.3624							Well_1
2480.5624							Well_1
2480.7624							Well_1
2480.9624							Well_1
2481.1624							Well_1
2481.3624							Well_1
2481.5624							Well_1
2481.7624							Well_1
2481.9624							Well_1
2482.1624							Well_1
2482.3624							Well_1
2482.5624							Well_1
2482.7624							Well_1
2482.9624							Well_1
2483.1624							Well_1
2483.3624							Well_1
2483.5624							Well_1
2483.7624							Well_1
2483.9624							Well_1
2484.1624							Well_1
2484.3624							Well_1
2484.5624							Well_1
2484.7624							Well_1
2484.9624							Well_1
2485.1624							Well_1
2485.3624							Well_1
2485.5624							Well_1
2485.7624							Well_1
2485.9624							Well_1
2486.1624							Well_1
2486.3624							Well_1
2486.5624							Well_1
2486.7624							Well_1
2486.9624							Well_1
2487.1624							Well_1
2487.3624							Well_1
2487.5624							Well_1
2487.7624							Well_1
2487.9624							Well_1
2488.1624							Well_1
2488.3624							Well_1
2488.5624							Well_1
2488.7624							Well_1
2488.9624							Well_1
2489.1624							Well_1
2489.3624							Well_1
2489.5624							Well_1
2489.7624							Well_1
2489.9624							Well_1
2490.1624							Well_1
2490.3624							Well_1
2490.5624							Well_1
2490.7624							Well_1
2490.9624							Well_1
2491.1624							Well_1
2491.3624							Well_1
2491.5624							Well_1
2491.7624							Well_1
2491.9624							Well_1
2492.1624							Well_1
2492.3624							Well_1
2492.5624							Well_1
2492.7624							Well_1
2492.9624							Well_1
2493.1624							Well_1
2493.3624							Well_1
2493.5624							Well_1
2493.7624							Well_1
2493.9624							Well_1
2494.1624							Well_1
2494.3624							Well_1
2494.5624							Well_1
2494.7624							Well_1
2494.9624							Well_1
2495.1624							Well_1
2495.3624							Well_1
2495.5624							Well_1
2495.7624							Well_1
2495.9624							Well_1
2496.1624							Well_1
2496.3624							Well_1
2496.5624							Well_1
2496.7624							Well_1
2496.9624							Well_1
2497.1624							Well_1
2497.3624							Well_1
2497.5624							Well_1
2497.7624							Well_1
2497.9624							Well_1
2498.1624							Well_1
2498.3624							Well_1
2498.5624							Well_1
2498.7624							Well_1
2498.9624							Well_1
2499.1624							Well_1
2499.3624							Well_1
2499.5624							Well_1
2499.7624							Well_1
2499.9624							Well_1
2500.1624							Well_1
2500.3624							Well_1
2500.5624							Well_1
2500.7624							Well_1
2500.9624							Well_1
2501.1624							Well_1
2501.3624							Well_1
2501.5624							Well_1
2501.7624							Well_1
2501.9624							Well_1
2502.1624							Well_1
2502.3624							Well_1
2502.5624							Well_1
2502.7624							Well_1
2502.9624							Well_1
2503.1624							Well_1
2503.3624							Well_1
2503.5624							Well_1
2503.7624							Well_1
2503.9624							Well_1
2504.1624							Well_1
2504.3624							Well_1
2504.5624							Well_1
2504.7624							Well_1
2504.9624							Well_1
2505.1624							Well_1
2505.3624							Well_1
2505.5624							Well_1
2505.7624							Well_1
2505.9624							Well_1
2506.1624							Well_1
2506.3624							Well_1
2506.5624							Well_1
2506.7624							Well_1
2506.9624							Well_1
2507.1624							Well_1
2507.3624							Well_1
2507.5624							Well_1
2507.7624							Well_1
2507.9624							Well_1
2508.1624							Well_1
2508.3624							Well_1
2508.5624							Well_1
2508.7624							Well_1
2508.9624							Well_1
2509.1624							Well_1
2509.3624							Well_1
2509.5624							Well_1
2509.7624							Well_1
2509.9624							Well_1
2510.1624							Well_1
2510.3624							Well_1
2510.5624							Well_1
2510.7624							Well_1
2510.9624							Well_1
2511.1624							Well_1
2511.3624							Well_1
2511.5624							Well_1
2511.7624							Well_1
2511.9624							Well_1
2512.1624							Well_1
2512.3624							Well_1
2512.5624							Well_1
2512.7624							Well_1
2512.9624							Well_1
2513.1624							Well_1
2513.3624							Well_1
2513.5624							Well_1
2513.7624							Well_1
2513.9624							Well_1
2514.1624							Well_1
2514.3624							Well_1
2514.5624							Well_1
2514.7624							Well_1
2514.9624							Well_1
2515.1624							Well_1
2515.3624							Well_1
2515.5624							Well_1
2515.7624							Well_1
2515.9624							Well_1
2516.1624							Well_1
2516.3624							Well_1
2516.5624							Well_1
2516.7624							Well_1
2516.9624							Well_1
2517.1624							Well_1
2517.3624							Well_1
2517.5624							Well_1
2517.7624							Well_1
2517.9624							Well_1
2518.1624							Well_1
2518.3624							Well_1
2518.5624							Well_1
2518.7624							Well_1
2518.9624							Well_1
2519.1624							Well_1
2519.3624							Well_1
2519.5624							Well_1
2519.7624							Well_1
2519.9624							Well_1
2520.1624							Well_1
2520.3624							Well_1
2520.5624							Well_1
2520.7624							Well_1
2520.9624							Well_1
2521.1624							Well_1
2521.3624							Well_1
2521.5624							Well_1
2521.7624							Well_1
2521.9624							Well_1
2522.1624							Well_1
2522.3624							Well_1
2522.5624							Well_1
2522.7624							Well_1
2522.9624							Well_1
2523.1624							Well_1
2523.3624							Well_1
2523.5624							Well_1
2523.7624							Well_1
2523.9624							Well_1
2524.1624							Well_1
2524.3624							Well_1
2524.5624							Well_1
2524.7624							Well_1
2524.9624							Well_1
2525.1624							Well_1
2525.3624							Well_1
2525.5624							Well_1
2525.7624							Well_1
2525.9624							Well_1
2526.1624							Well_1
2526.3624							Well_1
2526.5624							Well_1
2526.7624							Well_1
2526.9624							Well_1
2527.1624							Well_1
2527.3624							Well_1
2527.5624							Well_1
2527.7624							Well_1
2527.9624							Well_1
2528.1624							Well_1
2528.3624							Well_1
2528.5624							Well_1
2528.7624							Well_1
2528.9624							Well_1
2529.1624							Well_1
2529.3624							Well_1
2529.5624							Well_1
2529.7624							Well_1
2529.9624							Well_1
2530.1624							Well_1
2530.3624							Well_1
2530.5624							Well_1
2530.7624							Well_1
2530.9624							Well_1
2531.1624							Well_1
2531.3624							Well_1
2531.5624							Well_1
2531.7624							Well_1
2531.9624							Well_1
2532.1624							Well_1
2532.3624							Well_1
2532.5624							Well_1
2532.7624							Well_1
2532.9624							Well_1
2533.1624							Well_1
2533.3624							Well_1
2533.5624							Well_1
2533.7624							Well_1
2533.9624							Well_1
2534.1624							Well_1
2534.3624							Well_1
2534.5624							Well_1
2534.7624							Well_1
2534.9624							Well_1
2535.1624							Well_1
2535.3624							Well_1
2535.5624							Well_1
2535.7624							Well_1
2535.9624							Well_1
2536.1624							Well_1
2536.3624							Well_1
2536.5624							Well_1
2536.7624							Well_1
2536.9624							Well_1
2537.1624							Well_1
2537.3624							Well_1
2537.5624							Well_1
2537.7624							Well_1
2537.9624							Well_1
2538.1624							Well_1
2538.3624							Well_1
2538.5624							Well_1
2538.7624							Well_1
2538.9624							Well_1
2539.1624							Well_1
2539.3624							Well_1
2539.5624							Well_1
2539.7624							Well_1
2539.9624							Well_1
2540.1624							Well_1
2540.3624							Well_1
2540.5624							Well_1
2540.7624							Well_1
2540.9624							Well_1
2541.1624							Well_1
2541.3624							Well_1
2541.5624							Well_1
2541.7624							Well_1
2541.9624							Well_1
2542.1624							Well_1
2542.3624							Well_1
2542.5624							Well_1
2542.7624							Well_1
