MD	PHIE	DTCO	GR	RHOB	PHI_ALT	DTS	WELL
2619.6908							Well_3
2619.8908							Well_3
2620.0908							Well_3
2620.2908							Well_3
2620.4908							Well_3
2620.6908							Well_3
2620.8908							Well_3
2621.0908							Well_3
2621.2908							Well_3
2621.4908							Well_3
2621.6908							Well_3
2621.8908							Well_3
2622.0908							Well_3
2622.2908							Well_3
2622.4908							Well_3
2622.6908							Well_3
2622.8908							Well_3
2623.0908							Well_3
2623.2908							Well_3
2623.4908							Well_3
2623.6908							Well_3
2623.8908							Well_3
2624.0908							Well_3
2624.2908							Well_3
2624.4908							Well_3
2624.6908							Well_3
2624.8908							Well_3
2625.0908							Well_3
2625.2908							Well_3
2625.4908							Well_3
2625.6908							Well_3
2625.8908							Well_3
2626.0908							Well_3
2626.2908							Well_3
2626.4908							Well_3
2626.6908							Well_3
2626.8908							Well_3
2627.0908							Well_3
2627.2908							Well_3
2627.4908							Well_3
2627.6908							Well_3
2627.8908							Well_3
2628.0908							Well_3
2628.2908							Well_3
2628.4908							Well_3
2628.6908							Well_3
2628.8908							Well_3
2629.0908							Well_3
2629.2908							Well_3
2629.4908							Well_3
2629.6908							Well_3
2629.8908							Well_3
2630.0908							Well_3
2630.2908							Well_3
2630.4908							Well_3
2630.6908							Well_3
2630.8908							Well_3
2631.0908							Well_3
2631.2908							Well_3
2631.4908							Well_3
2631.6908							Well_3
2631.8908							Well_3
2632.0908							Well_3
2632.2908							Well_3
2632.4908							Well_3
2632.6908							Well_3
2632.8908							Well_3
2633.0908							Well_3
2633.2908							Well_3
2633.4908							Well_3
2633.6908							Well_3
2633.8908							Well_3
2634.0908							Well_3
2634.2908							Well_3
2634.4908							Well_3
2634.6908							Well_3
2634.8908							Well_3
2635.0908							Well_3
2635.2908							Well_3
2635.4908							Well_3
2635.6908							Well_3
2635.8908							Well_3
2636.0908							Well_3
2636.2908							Well_3
2636.4908							Well_3
2636.6908							Well_3
2636.8908							Well_3
2637.0908							Well_3
2637.2908							Well_3
2637.4908							Well_3
2637.6908							Well_3
2637.8908							Well_3
2638.0908							Well_3
2638.2908							Well_3
2638.4908							Well_3
2638.6908							Well_3
2638.8908							Well_3
2639.0908							Well_3
2639.2908							Well_3
2639.4908							Well_3
2639.6908							Well_3
2639.8908							Well_3
2640.0908							Well_3
2640.2908							Well_3
2640.4908							Well_3
2640.6908							Well_3
2640.8908							Well_3
2641.0908							Well_3
2641.2908							Well_3
2641.4908							Well_3
2641.6908							Well_3
2641.8908							Well_3
2642.0908							Well_3
2642.2908							Well_3
2642.4908							Well_3
2642.6908							Well_3
2642.8908							Well_3
2643.0908							Well_3
2643.2908							Well_3
2643.4908							Well_3
2643.6908							Well_3
2643.8908							Well_3
2644.0908							Well_3
2644.2908							Well_3
2644.4908							Well_3
2644.6908							Well_3
2644.8908							Well_3
2645.0908							Well_3
2645.2908							Well_3
2645.4908							Well_3
2645.6908							Well_3
2645.8908							Well_3
2646.0908							Well_3
2646.2908							Well_3
2646.4908							Well_3
2646.6908							Well_3
2646.8908							Well_3
2647.0908							Well_3
2647.2908							Well_3
2647.4908							Well_3
2647.6908							Well_3
2647.8908							Well_3
2648.0908							Well_3
2648.2908							Well_3
2648.4908							Well_3
2648.6908							Well_3
2648.8908							Well_3
2649.0908							Well_3
2649.2908							Well_3
2649.4908							Well_3
2649.6908							Well_3
2649.8908							Well_3
2650.0908							Well_3
2650.2908							Well_3
2650.4908							Well_3
2650.6908							Well_3
2650.8908							Well_3
2651.0908							Well_3
2651.2908							Well_3
2651.4908							Well_3
2651.6908							Well_3
2651.8908							Well_3
2652.0908							Well_3
2652.2908							Well_3
2652.4908							Well_3
2652.6908							Well_3
2652.8908							Well_3
2653.0908							Well_3
2653.2908							Well_3
2653.4908							Well_3
2653.6908							Well_3
2653.8908							Well_3
2654.0908							Well_3
2654.2908							Well_3
2654.4908							Well_3
2654.6908							Well_3
2654.8908							Well_3
2655.0908							Well_3
2655.2908							Well_3
2655.4908							Well_3
2655.6908							Well_3
2655.8908							Well_3
2656.0908							Well_3
2656.2908							Well_3
2656.4908							Well_3
2656.6908							Well_3
2656.8908							Well_3
2657.0908							Well_3
2657.2908							Well_3
2657.4908							Well_3
2657.6908							Well_3
2657.8908							Well_3
2658.0908							Well_3
2658.2908							Well_3
2658.4908							Well_3
2658.6908							Well_3
2658.8908							Well_3
2659.0908							Well_3
2659.2908							Well_3
2659.4908							Well_3
2659.6908							Well_3
2659.8908							Well_3
2660.0908							Well_3
2660.2908							Well_3
2660.4908							Well_3
2660.6908							Well_3
2660.8908							Well_3
2661.0908							Well_3
2661.2908							Well_3
2661.4908							Well_3
2661.6908							Well_3
2661.8908							Well_3
2662.0908							Well_3
2662.2908							Well_3
2662.4908							Well_3
2662.6908							Well_3
2662.8908							Well_3
2663.0908							Well_3
2663.2908							Well_3
2663.4908							Well_3
2663.6908							Well_3
2663.8908							Well_3
2664.0908							Well_3
2664.2908							Well_3
2664.4908							Well_3
2664.6908							Well_3
2664.8908							Well_3
2665.0908							Well_3
2665.2908							Well_3
2665.4908							Well_3
2665.6908							Well_3
2665.8908							Well_3
2666.0908							Well_3
2666.2908							Well_3
2666.4908							Well_3
2666.6908							Well_3
2666.8908							Well_3
2667.0908							Well_3
2667.2908							Well_3
2667.4908							Well_3
2667.6908							Well_3
2667.8908							Well_3
2668.0908							Well_3
2668.2908							Well_3
2668.4908							Well_3
2668.6908							Well_3
2668.8908							Well_3
2669.0908							Well_3
2669.2908							Well_3
2669.4908							Well_3
2669.6908							Well_3
2669.8908							Well_3
2670.0908							Well_3
2670.2908							Well_3
2670.4908							Well_3
2670.6908							Well_3
2670.8908							Well_3
2671.0908							Well_3
2671.2908							Well_3
2671.4908							Well_3
2671.6908							Well_3
2671.8908							Well_3
2672.0908							Well_3
2672.2908							Well_3
2672.4908							Well_3
2672.6908							Well_3
2672.8908							Well_3
2673.0908							Well_3
2673.2908							Well_3
2673.4908							Well_3
2673.6908							Well_3
2673.8908							Well_3
2674.0908							Well_3
2674.2908							Well_3
2674.4908							Well_3
2674.6908							Well_3
2674.8908							Well_3
2675.0908							Well_3
2675.2908							Well_3
2675.4908							Well_3
2675.6908							Well_3
2675.8908							Well_3
2676.0908							Well_3
2676.2908							Well_3
2676.4908							Well_3
2676.6908							Well_3
2676.8908							Well_3
2677.0908							Well_3
2677.2908							Well_3
2677.4908							Well_3
2677.6908							Well_3
2677.8908							Well_3
2678.0908							Well_3
2678.2908							Well_3
2678.4908							Well_3
2678.6908							Well_3
2678.8908							Well_3
2679.0908							Well_3
2679.2908							Well_3
2679.4908							Well_3
2679.6908							Well_3
2679.8908							Well_3
2680.0908							Well_3
2680.2908							Well_3
2680.4908							Well_3
2680.6908							Well_3
2680.8908							Well_3
2681.0908							Well_3
2681.2908							Well_3
2681.4908							Well_3
2681.6908							Well_3
2681.8908							Well_3
2682.0908							Well_3
2682.2908							Well_3
2682.4908							Well_3
2682.6908							Well_3
2682.8908							Well_3
2683.0908							Well_3
2683.2908							Well_3
2683.4908							Well_3
2683.6908							Well_3
2683.8908							Well_3
2684.0908							Well_3
2684.2908							Well_3
2684.4908							Well_3
2684.6908							Well_3
2684.8908							Well_3
2685.0908							Well_3
2685.2908							Well_3
2685.4908							Well_3
2685.6908							Well_3
2685.8908							Well_3
2686.0908							Well_3
2686.2908							Well_3
2686.4908							Well_3
2686.6908							Well_3
2686.8908							Well_3
2687.0908							Well_3
2687.2908							Well_3
2687.4908							Well_3
2687.6908							Well_3
2687.8908							Well_3
2688.0908							Well_3
2688.2908							Well_3
2688.4908							Well_3
2688.6908							Well_3
2688.8908							Well_3
2689.0908							Well_3
2689.2908							Well_3
2689.4908							Well_3
2689.6908							Well_3
2689.8908							Well_3
2690.0908							Well_3
2690.2908							Well_3
2690.4908							Well_3
2690.6908							Well_3
2690.8908							Well_3
2691.0908							Well_3
2691.2908							Well_3
2691.4908							Well_3
2691.6908							Well_3
2691.8908							Well_3
2692.0908							Well_3
2692.2908							Well_3
2692.4908							Well_3
2692.6908							Well_3
2692.8908							Well_3
2693.0908							Well_3
2693.2908							Well_3
2693.4908							Well_3
2693.6908							Well_3
2693.8908							Well_3
2694.0908							Well_3
2694.2908							Well_3
2694.4908							Well_3
2694.6908							Well_3
2694.8908							Well_3
2695.0908							Well_3
2695.2908							Well_3
2695.4908							Well_3
2695.6908							Well_3
2695.8908							Well_3
2696.0908							Well_3
2696.2908							Well_3
2696.4908							Well_3
2696.6908							Well_3
2696.8908							Well_3
2697.0908							Well_3
2697.2908							Well_3
2697.4908							Well_3
2697.6908							Well_3
2697.8908							Well_3
2698.0908							Well_3
2698.2908							Well_3
2698.4908							Well_3
2698.6908							Well_3
2698.8908							Well_3
2699.0908							Well_3
2699.2908							Well_3
2699.4908							Well_3
2699.6908							Well_3
2699.8908							Well_3
2700.0908							Well_3
2700.2908							Well_3
2700.4908							Well_3
2700.6908							Well_3
2700.8908							Well_3
2701.0908							Well_3
2701.2908							Well_3
2701.4908							Well_3
2701.6908							Well_3
2701.8908							Well_3
2702.0908							Well_3
2702.2908							Well_3
2702.4908							Well_3
2702.6908							Well_3
2702.8908							Well_3
2703.0908							Well_3
2703.2908							Well_3
2703.4908							Well_3
2703.6908							Well_3
2703.8908							Well_3
2704.0908							Well_3
2704.2908							Well_3
2704.4908							Well_3
2704.6908							Well_3
2704.8908							Well_3
2705.0908							Well_3
2705.2908							Well_3
2705.4908							Well_3
2705.6908							Well_3
2705.8908							Well_3
2706.0908							Well_3
2706.2908							Well_3
2706.4908							Well_3
2706.6908							Well_3
2706.8908							Well_3
2707.0908							Well_3
2707.2908							Well_3
2707.4908							Well_3
2707.6908							Well_3
2707.8908							Well_3
2708.0908							Well_3
2708.2908							Well_3
2708.4908							Well_3
2708.6908							Well_3
2708.8908							Well_3
2709.0908							Well_3
2709.2908							Well_3
2709.4908							Well_3
2709.6908							Well_3
2709.8908							Well_3
2710.0908							Well_3
2710.2908							Well_3
2710.4908							Well_3
2710.6908							Well_3
2710.8908							Well_3
2711.0908							Well_3
2711.2908							Well_3
2711.4908							Well_3
2711.6908							Well_3
2711.8908							Well_3
2712.0908							Well_3
2712.2908							Well_3
2712.4908							Well_3
2712.6908							Well_3
2712.8908							Well_3
2713.0908							Well_3
2713.2908							Well_3
2713.4908							Well_3
2713.6908							Well_3
2713.8908							Well_3
2714.0908							Well_3
2714.2908							Well_3
2714.4908							Well_3
2714.6908							Well_3
2714.8908							Well_3
2715.0908							Well_3
2715.2908							Well_3
2715.4908							Well_3
2715.6908							Well_3
2715.8908							Well_3
2716.0908							Well_3
2716.2908							Well_3
2716.4908							Well_3
2716.6908							Well_3
2716.8908							Well_3
2717.0908							Well_3
2717.2908							Well_3
2717.4908							Well_3
2717.6908							Well_3
2717.8908							Well_3
2718.0908							Well_3
2718.2908							Well_3
2718.4908							Well_3
2718.6908							Well_3
2718.8908							Well_3
2719.0908							Well_3
2719.2908							Well_3
2719.4908							Well_3
2719.6908							Well_3
2719.8908							Well_3
2720.0908							Well_3
2720.2908							Well_3
2720.4908							Well_3
2720.6908							Well_3
2720.8908							Well_3
2721.0908							Well_3
2721.2908							Well_3
2721.4908							Well_3
2721.6908							Well_3
2721.8908							Well_3
2722.0908							Well_3
2722.2908							Well_3
2722.4908							Well_3
2722.6908							Well_3
2722.8908							Well_3
2723.0908							Well_3
2723.2908							Well_3
2723.4908							Well_3
2723.6908							Well_3
2723.8908							Well_3
2724.0908							Well_3
2724.2908							Well_3
2724.4908							Well_3
2724.6908							Well_3
2724.8908							Well_3
2725.0908							Well_3
2725.2908							Well_3
2725.4908							Well_3
2725.6908							Well_3
2725.8908							Well_3
2726.0908							Well_3
2726.2908							Well_3
2726.4908							Well_3
2726.6908							Well_3
2726.8908							Well_3
2727.0908							Well_3
2727.2908							Well_3
2727.4908							Well_3
2727.6908							Well_3
2727.8908							Well_3
2728.0908							Well_3
2728.2908							Well_3
2728.4908							Well_3
2728.6908							Well_3
2728.8908							Well_3
2729.0908							Well_3
2729.2908							Well_3
2729.4908							Well_3
2729.6908							Well_3
2729.8908							Well_3
2730.0908							Well_3
2730.2908							Well_3
2730.4908							Well_3
2730.6908							Well_3
2730.8908							Well_3
2731.0908							Well_3
2731.2908							Well_3
2731.4908							Well_3
2731.6908							Well_3
2731.8908							Well_3
2732.0908							Well_3
2732.2908							Well_3
2732.4908							Well_3
2732.6908							Well_3
2732.8908							Well_3
2733.0908							Well_3
2733.2908							Well_3
2733.4908							Well_3
2733.6908							Well_3
2733.8908							Well_3
2734.0908							Well_3
2734.2908							Well_3
2734.4908							Well_3
2734.6908							Well_3
2734.8908							Well_3
2735.0908							Well_3
2735.2908							Well_3
2735.4908							Well_3
2735.6908							Well_3
2735.8908							Well_3
2736.0908							Well_3
2736.2908							Well_3
2736.4908							Well_3
2736.6908							Well_3
2736.8908							Well_3
2737.0908							Well_3
2737.2908							Well_3
2737.4908							Well_3
2737.6908							Well_3
2737.8908							Well_3
2738.0908							Well_3
2738.2908							Well_3
2738.4908							Well_3
2738.6908							Well_3
2738.8908							Well_3
2739.0908							Well_3
2739.2908							Well_3
2739.4908							Well_3
2739.6908							Well_3
2739.8908							Well_3
2740.0908							Well_3
2740.2908							Well_3
2740.4908							Well_3
2740.6908							Well_3
2740.8908							Well_3
2741.0908							Well_3
2741.2908							Well_3
2741.4908							Well_3
2741.6908							Well_3
2741.8908							Well_3
2742.0908							Well_3
2742.2908							Well_3
2742.4908							Well_3
2742.6908							Well_3
2742.8908							Well_3
2743.0908							Well_3
2743.2908							Well_3
2743.4908							Well_3
2743.6908							Well_3
2743.8908							Well_3
2744.0908							Well_3
2744.2908							Well_3
2744.4908							Well_3
2744.6908							Well_3
2744.8908							Well_3
2745.0908							Well_3
2745.2908							Well_3
2745.4908							Well_3
2745.6908							Well_3
2745.8908							Well_3
2746.0908							Well_3
2746.2908							Well_3
2746.4908							Well_3
2746.6908							Well_3
2746.8908							Well_3
2747.0908							Well_3
2747.2908							Well_3
2747.4908							Well_3
2747.6908							Well_3
2747.8908							Well_3
2748.0908							Well_3
2748.2908							Well_3
2748.4908							Well_3
2748.6908							Well_3
2748.8908							Well_3
2749.0908							Well_3
2749.2908							Well_3
2749.4908							Well_3
2749.6908							Well_3
2749.8908							Well_3
2750.0908							Well_3
2750.2908							Well_3
2750.4908							Well_3
2750.6908							Well_3
2750.8908							Well_3
2751.0908							Well_3
2751.2908							Well_3
2751.4908							Well_3
2751.6908							Well_3
2751.8908							Well_3
2752.0908							Well_3
2752.2908							Well_3
2752.4908							Well_3
2752.6908							Well_3
2752.8908							Well_3
2753.0908							Well_3
2753.2908							Well_3
2753.4908							Well_3
2753.6908							Well_3
2753.8908							Well_3
2754.0908							Well_3
2754.2908							Well_3
2754.4908							Well_3
2754.6908							Well_3
2754.8908							Well_3
2755.0908							Well_3
2755.2908							Well_3
2755.4908							Well_3
2755.6908							Well_3
2755.8908							Well_3
2756.0908							Well_3
2756.2908							Well_3
2756.4908							Well_3
2756.6908							Well_3
2756.8908							Well_3
2757.0908							Well_3
2757.2908							Well_3
2757.4908							Well_3
2757.6908							Well_3
2757.8908							Well_3
2758.0908							Well_3
2758.2908							Well_3
2758.4908							Well_3
2758.6908							Well_3
2758.8908							Well_3
2759.0908							Well_3
2759.2908							Well_3
2759.4908							Well_3
2759.6908							Well_3
2759.8908							Well_3
2760.0908							Well_3
2760.2908							Well_3
2760.4908							Well_3
2760.6908							Well_3
2760.8908							Well_3
2761.0908							Well_3
2761.2908							Well_3
2761.4908							Well_3
2761.6908							Well_3
2761.8908							Well_3
2762.0908							Well_3
2762.2908							Well_3
2762.4908							Well_3
2762.6908							Well_3
2762.8908							Well_3
2763.0908							Well_3
2763.2908							Well_3
2763.4908							Well_3
2763.6908							Well_3
2763.8908							Well_3
2764.0908							Well_3
2764.2908							Well_3
2764.4908							Well_3
2764.6908							Well_3
2764.8908							Well_3
2765.0908							Well_3
2765.2908							Well_3
2765.4908							Well_3
2765.6908							Well_3
2765.8908							Well_3
2766.0908							Well_3
2766.2908							Well_3
2766.4908							Well_3
2766.6908							Well_3
2766.8908							Well_3
2767.0908							Well_3
2767.2908							Well_3
2767.4908							Well_3
2767.6908							Well_3
2767.8908							Well_3
2768.0908							Well_3
2768.2908							Well_3
2768.4908							Well_3
2768.6908							Well_3
2768.8908							Well_3
2769.0908							Well_3
2769.2908							Well_3
2769.4908							Well_3
2769.6908							Well_3
2769.8908							Well_3
2770.0908							Well_3
2770.2908							Well_3
2770.4908							Well_3
2770.6908							Well_3
2770.8908							Well_3
2771.0908							Well_3
2771.2908							Well_3
2771.4908							Well_3
2771.6908							Well_3
2771.8908							Well_3
2772.0908							Well_3
2772.2908							Well_3
2772.4908							Well_3
2772.6908							Well_3
2772.8908							Well_3
2773.0908							Well_3
2773.2908							Well_3
2773.4908							Well_3
2773.6908							Well_3
2773.8908							Well_3
2774.0908							Well_3
2774.2908							Well_3
2774.4908							Well_3
2774.6908							Well_3
2774.8908							Well_3
2775.0908							Well_3
2775.2908							Well_3
2775.4908							Well_3
2775.6908							Well_3
2775.8908							Well_3
2776.0908							Well_3
2776.2908							Well_3
2776.4908							Well_3
2776.6908							Well_3
2776.8908							Well_3
2777.0908							Well_3
2777.2908							Well_3
2777.4908							Well_3
2777.6908							Well_3
2777.8908							Well_3
2778.0908							Well_3
2778.2908							Well_3
2778.4908							Well_3
2778.6908							Well_3
2778.8908							Well_3
2779.0908							Well_3
2779.2908							Well_3
2779.4908							Well_3
2779.6908							Well_3
2779.8908							Well_3
2780.0908							Well_3
2780.2908							Well_3
2780.4908							Well_3
2780.6908							Well_3
2780.8908							Well_3
2781.0908							Well_3
2781.2908							Well_3
2781.4908							Well_3
2781.6908							Well_3
2781.8908							Well_3
2782.0908							Well_3
2782.2908							Well_3
2782.4908							Well_3
2782.6908							Well_3
2782.8908							Well_3
2783.0908							Well_3
2783.2908							Well_3
2783.4908							Well_3
2783.6908							Well_3
2783.8908							Well_3
2784.0908							Well_3
2784.2908							Well_3
2784.4908							Well_3
2784.6908							Well_3
2784.8908							Well_3
2785.0908							Well_3
2785.2908							Well_3
2785.4908							Well_3
2785.6908							Well_3
2785.8908							Well_3
2786.0908							Well_3
2786.2908							Well_3
2786.4908							Well_3
2786.6908							Well_3
2786.8908							Well_3
2787.0908							Well_3
2787.2908							Well_3
2787.4908							Well_3
2787.6908							Well_3
2787.8908							Well_3
2788.0908							Well_3
2788.2908							Well_3
2788.4908							Well_3
2788.6908							Well_3
2788.8908							Well_3
2789.0908							Well_3
2789.2908							Well_3
2789.4908							Well_3
2789.6908							Well_3
2789.8908							Well_3
2790.0908							Well_3
2790.2908							Well_3
2790.4908							Well_3
2790.6908							Well_3
2790.8908							Well_3
2791.0908							Well_3
2791.2908							Well_3
2791.4908							Well_3
2791.6908							Well_3
2791.8908							Well_3
2792.0908							Well_3
2792.2908							Well_3
2792.4908							Well_3
2792.6908							Well_3
2792.8908							Well_3
2793.0908							Well_3
2793.2908							Well_3
2793.4908							Well_3
2793.6908							Well_3
2793.8908							Well_3
2794.0908							Well_3
2794.2908							Well_3
2794.4908							Well_3
2794.6908							Well_3
2794.8908							Well_3
2795.0908							Well_3
2795.2908							Well_3
2795.4908							Well_3
2795.6908							Well_3
2795.8908							Well_3
2796.0908							Well_3
2796.2908							Well_3
2796.4908							Well_3
2796.6908							Well_3
2796.8908							Well_3
2797.0908							Well_3
2797.2908							Well_3
2797.4908							Well_3
2797.6908							Well_3
2797.8908							Well_3
2798.0908							Well_3
2798.2908							Well_3
2798.4908							Well_3
2798.6908							Well_3
2798.8908							Well_3
2799.0908							Well_3
2799.2908							Well_3
2799.4908							Well_3
2799.6908							Well_3
2799.8908							Well_3
2800.0908							Well_3
2800.2908							Well_3
2800.4908							Well_3
2800.6908							Well_3
2800.8908							Well_3
2801.0908							Well_3
2801.2908							Well_3
2801.4908							Well_3
2801.6908							Well_3
2801.8908							Well_3
2802.0908							Well_3
2802.2908							Well_3
2802.4908							Well_3
2802.6908							Well_3
2802.8908							Well_3
2803.0908							Well_3
2803.2908							Well_3
2803.4908							Well_3
2803.6908							Well_3
2803.8908							Well_3
2804.0908							Well_3
2804.2908							Well_3
2804.4908							Well_3
2804.6908							Well_3
2804.8908							Well_3
2805.0908							Well_3
2805.2908							Well_3
2805.4908							Well_3
2805.6908							Well_3
2805.8908							Well_3
2806.0908							Well_3
2806.2908							Well_3
2806.4908							Well_3
2806.6908							Well_3
2806.8908							Well_3
2807.0908							Well_3
2807.2908							Well_3
2807.4908							Well_3
2807.6908							Well_3
2807.8908							Well_3
2808.0908							Well_3
2808.2908							Well_3
2808.4908							Well_3
2808.6908							Well_3
2808.8908							Well_3
2809.0908							Well_3
2809.2908							Well_3
2809.4908							Well_3
2809.6908							Well_3
2809.8908							Well_3
2810.0908							Well_3
2810.2908							Well_3
2810.4908							Well_3
2810.6908							Well_3
2810.8908							Well_3
2811.0908							Well_3
2811.2908							Well_3
2811.4908							Well_3
2811.6908							Well_3
2811.8908							Well_3
2812.0908							Well_3
2812.2908							Well_3
2812.4908							Well_3
2812.6908							Well_3
2812.8908							Well_3
2813.0908							Well_3
2813.2908							Well_3
2813.4908							Well_3
2813.6908							Well_3
2813.8908							Well_3
2814.0908							Well_3
2814.2908							Well_3
2814.4908							Well_3
2814.6908							Well_3
2814.8908							Well_3
2815.0908							Well_3
2815.2908							Well_3
2815.4908							Well_3
2815.6908							Well_3
2815.8908							Well_3
2816.0908							Well_3
2816.2908							Well_3
2816.4908							Well_3
2816.6908							Well_3
2816.8908							Well_3
2817.0908							Well_3
2817.2908							Well_3
2817.4908							Well_3
2817.6908							Well_3
2817.8908							Well_3
2818.0908							Well_3
2818.2908							Well_3
2818.4908							Well_3
2818.6908							Well_3
2818.8908							Well_3
2819.0908							Well_3
2819.2908							Well_3
2819.4908							Well_3
2819.6908							Well_3
2819.8908							Well_3
2820.0908							Well_3
2820.2908							Well_3
2820.4908							Well_3
2820.6908							Well_3
2820.8908							Well_3
2821.0908							Well_3
2821.2908							Well_3
2821.4908							Well_3
2821.6908							Well_3
2821.8908							Well_3
2822.0908							Well_3
2822.2908							Well_3
2822.4908							Well_3
2822.6908							Well_3
2822.8908							Well_3
2823.0908							Well_3
2823.2908							Well_3
2823.4908							Well_3
2823.6908							Well_3
2823.8908							Well_3
2824.0908							Well_3
2824.2908							Well_3
2824.4908							Well_3
2824.6908							Well_3
2824.8908							Well_3
2825.0908							Well_3
2825.2908							Well_3
2825.4908							Well_3
2825.6908							Well_3
2825.8908							Well_3
2826.0908							Well_3
2826.2908							Well_3
2826.4908							Well_3
2826.6908							Well_3
2826.8908							Well_3
2827.0908							Well_3
2827.2908							Well_3
2827.4908							Well_3
2827.6908							Well_3
2827.8908							Well_3
2828.0908							Well_3
2828.2908							Well_3
2828.4908							Well_3
2828.6908							Well_3
2828.8908							Well_3
2829.0908							Well_3
2829.2908							Well_3
2829.4908							Well_3
2829.6908							Well_3
2829.8908							Well_3
2830.0908							Well_3
2830.2908							Well_3
2830.4908							Well_3
2830.6908							Well_3
2830.8908							Well_3
2831.0908							Well_3
2831.2908							Well_3
2831.4908							Well_3
2831.6908							Well_3
2831.8908							Well_3
2832.0908							Well_3
2832.2908							Well_3
2832.4908							Well_3
2832.6908							Well_3
2832.8908							Well_3
2833.0908							Well_3
2833.2908							Well_3
2833.4908							Well_3
2833.6908							Well_3
2833.8908							Well_3
2834.0908							Well_3
2834.2908							Well_3
2834.4908							Well_3
2834.6908							Well_3
2834.8908							Well_3
2835.0908							Well_3
2835.2908							Well_3
2835.4908							Well_3
2835.6908							Well_3
2835.8908							Well_3
2836.0908							Well_3
2836.2908							Well_3
2836.4908							Well_3
2836.6908							Well_3
2836.8908							Well_3
2837.0908							Well_3
2837.2908							Well_3
2837.4908							Well_3
2837.6908							Well_3
2837.8908							Well_3
2838.0908							Well_3
2838.2908							Well_3
2838.4908							Well_3
2838.6908							Well_3
2838.8908							Well_3
2839.0908							Well_3
2839.2908							Well_3
2839.4908							Well_3
2839.6908							Well_3
2839.8908							Well_3
2840.0908							Well_3
2840.2908							Well_3
2840.4908							Well_3
2840.6908							Well_3
2840.8908							Well_3
2841.0908							Well_3
2841.2908							Well_3
2841.4908							Well_3
2841.6908							Well_3
2841.8908							Well_3
2842.0908							Well_3
2842.2908							Well_3
2842.4908							Well_3
2842.6908							Well_3
2842.8908							Well_3
2843.0908							Well_3
2843.2908							Well_3
2843.4908							Well_3
2843.6908							Well_3
2843.8908							Well_3
2844.0908							Well_3
2844.2908							Well_3
2844.4908							Well_3
2844.6908							Well_3
2844.8908							Well_3
2845.0908							Well_3
2845.2908							Well_3
2845.4908							Well_3
2845.6908							Well_3
2845.8908							Well_3
2846.0908							Well_3
2846.2908							Well_3
2846.4908							Well_3
2846.6908							Well_3
2846.8908							Well_3
2847.0908							Well_3
2847.2908							Well_3
2847.4908							Well_3
2847.6908							Well_3
2847.8908							Well_3
2848.0908							Well_3
2848.2908							Well_3
2848.4908							Well_3
2848.6908							Well_3
2848.8908							Well_3
2849.0908							Well_3
2849.2908							Well_3
2849.4908							Well_3
2849.6908							Well_3
2849.8908							Well_3
2850.0908							Well_3
2850.2908							Well_3
2850.4908							Well_3
2850.6908							Well_3
2850.8908							Well_3
2851.0908							Well_3
2851.2908							Well_3
2851.4908							Well_3
2851.6908							Well_3
2851.8908							Well_3
2852.0908							Well_3
2852.2908							Well_3
2852.4908							Well_3
2852.6908							Well_3
2852.8908							Well_3
2853.0908							Well_3
2853.2908							Well_3
2853.4908							Well_3
2853.6908							Well_3
2853.8908							Well_3
2854.0908							Well_3
2854.2908							Well_3
2854.4908							Well_3
2854.6908							Well_3
2854.8908							Well_3
2855.0908							Well_3
2855.2908							Well_3
2855.4908							Well_3
2855.6908							Well_3
2855.8908							Well_3
2856.0908							Well_3
2856.2908							Well_3
2856.4908							Well_3
2856.6908							Well_3
2856.8908							Well_3
2857.0908							Well_3
2857.2908							Well_3
2857.4908							Well_3
2857.6908							Well_3
2857.8908							Well_3
2858.0908							Well_3
2858.2908							Well_3
2858.4908							Well_3
2858.6908							Well_3
2858.8908							Well_3
2859.0908							Well_3
2859.2908							Well_3
2859.4908							Well_3
2859.6908							Well_3
2859.8908							Well_3
2860.0908							Well_3
2860.2908							Well_3
2860.4908							Well_3
2860.6908							Well_3
2860.8908							Well_3
2861.0908							Well_3
2861.2908							Well_3
2861.4908							Well_3
2861.6908							Well_3
2861.8908							Well_3
2862.0908							Well_3
2862.2908							Well_3
2862.4908							Well_3
2862.6908							Well_3
2862.8908							Well_3
2863.0908							Well_3
2863.2908							Well_3
2863.4908							Well_3
2863.6908							Well_3
2863.8908							Well_3
2864.0908							Well_3
2864.2908							Well_3
2864.4908							Well_3
2864.6908							Well_3
2864.8908							Well_3
2865.0908							Well_3
2865.2908							Well_3
2865.4908							Well_3
2865.6908							Well_3
2865.8908							Well_3
2866.0908							Well_3
2866.2908							Well_3
2866.4908							Well_3
2866.6908							Well_3
2866.8908							Well_3
2867.0908							Well_3
2867.2908							Well_3
2867.4908							Well_3
2867.6908							Well_3
2867.8908							Well_3
2868.0908							Well_3
2868.2908							Well_3
2868.4908							Well_3
2868.6908							Well_3
2868.8908							Well_3
2869.0908							Well_3
2869.2908							Well_3
2869.4908							Well_3
2869.6908							Well_3
2869.8908							Well_3
2870.0908							Well_3
2870.2908							Well_3
2870.4908							Well_3
2870.6908							Well_3
2870.8908							Well_3
2871.0908							Well_3
2871.2908							Well_3
2871.4908							Well_3
2871.6908							Well_3
2871.8908							Well_3
2872.0908							Well_3
2872.2908							Well_3
2872.4908							Well_3
2872.6908							Well_3
2872.8908							Well_3
2873.0908							Well_3
2873.2908							Well_3
